bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f4ec0d11-04da-40cd-b49c-3a3654a2335c,1,,,3879680,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 15}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9250c1a9-9daa-45e3-aabb-fecac0be2471,2,,,3879680,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 43}, {'player': {'id': 7043, 'name': 'Roberto Inglese'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 45}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d7b3af0b-75ae-4661-bd69-729aab4840dc,3,,,3879680,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['442d4929-32c4-4351-8959-de46821ff9ee'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,442d4929-32c4-4351-8959-de46821ff9ee,4,,,3879680,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['d7b3af0b-75ae-4661-bd69-729aab4840dc'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2fff8f1d-04c7-440a-8529-becd2af9423f,1713,,,3879680,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Chievo,231,['aecafbc7-fad4-431b-a3f1-ead930ec59c2'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,aecafbc7-fad4-431b-a3f1-ead930ec59c2,1714,,,3879680,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Chievo,231,['2fff8f1d-04c7-440a-8529-becd2af9423f'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.619669,,,,,,,,,,,,,,,6e131959-37bd-4c34-a270-176ed6f347db,5,,"[60.0, 40.0]",3879680,0,,True,,,1.4994888,,Right Foot,,,"[60.2, 42.8]",,Ground Pass,,2.8071337,,,Roberto Inglese,7043.0,,,,Kick Off,1,From Kick Off,Alberto Paloschi,6950.0,Right Center Forward,2,Chievo,231,['6ea2519d-8a5a-4622-bbd4-ec292907b86c'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.412,Pass,
,,,,,,,,,,,,,,,,,0.482844,,,,,,,,,,,,,,,effb3c3b-9982-48c4-881e-ebf266511987,7,,"[59.8, 42.0]",3879680,0,,,,,-2.5127964,,Right Foot,,,"[56.5, 39.6]",,Ground Pass,,4.080441,,,Valter Birsa,7045.0,,,,,1,From Kick Off,Roberto Inglese,7043.0,Left Center Forward,2,Chievo,231,['5dc4a389-1239-4711-9407-4bd8f66f3ee7'],1,,,,,,,,,,,,,,,,,Chievo,231,00:00:01.259,Pass,
,,,,,,,,,,,,,,,,,2.080069,,,,,,,,,,,,,,,851534d4-679a-4e95-9f6f-4514a315c0ac,10,,"[64.2, 36.0]",3879680,0,,,,,-1.5639471,,Left Foot,,,"[64.4, 6.8]",,Ground Pass,,29.200686,,,Fabrizio Cacciatore,7050.0,,,,,1,From Kick Off,Valter Birsa,7045.0,Center Attacking Midfield,2,Chievo,231,['651aed57-83a8-42b7-b541-76a58e7e70bf'],2,,,,,,,,,,,,,,,,,Chievo,231,00:00:02.742,Pass,
,,,,,,,,,,,,,,,,,1.644165,,,,,,,,,,,,,,,83160c02-149f-4223-aafb-6b0bec2e4f0d,13,,"[64.4, 6.8]",3879680,0,,,,,0.33811098,,Right Foot,,,"[95.4, 17.7]",,Low Pass,,32.860462,,,Roberto Inglese,7043.0,,,,,1,From Kick Off,Fabrizio Cacciatore,7050.0,Left Back,2,Chievo,231,['da6a7209-0668-4d61-a248-c4a205b8a03f'],5,,,,,,,,,,,,,,,,,Chievo,231,00:00:05.725,Pass,
