50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.837495,,,,,,,,,,,,e89109c5-e967-4eff-87e6-82075c8a0c87,17,,"[30.1, 21.7]",3879730,0,,,,,1.6254531,,Left Foot,,,"[28.3, 54.6]",,Ground Pass,,32.949203,,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Kick Off,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,2,Inter Milan,238,['e4718f71-6eee-41ee-8673-bc5d50183d4c'],9,,,,,,,,,,,,,,,,Inter Milan,238,00:00:09.319,Pass,
,,,,,,,,,,,,,,,,,,2.045821,,,,,,,,,,,,549c04c3-93ef-4e0f-b7d9-04f2454a6f48,20,,"[29.7, 55.6]",3879730,0,,,,,1.2695707,,Left Foot,,,"[36.1, 76.2]",,Ground Pass,,21.571278,,,,,Yuto Nagatomo,5690.0,,,,,,1,From Kick Off,Jeison Fabián Murillo Cerón,6585.0,Right Center Back,2,Inter Milan,238,['e88755e5-6fb2-401a-99f8-3c7b9c1bdd38'],11,,,,,,,,,,,,,,,,Inter Milan,238,00:00:11.834,Pass,
,,,,,,,,,,,,,,,,,,1.518742,,,,,,,,,,,,2110140e-ed39-49ad-8636-a00dcb6997ca,23,,"[36.1, 77.0]",3879730,0,,,,,-2.2565258,,Right Foot,,,"[23.5, 61.6]",,Ground Pass,,19.89774,,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Kick Off,Yuto Nagatomo,5690.0,Right Back,2,Inter Milan,238,['4d51e5fb-d4ac-4f7d-ab73-2c74890c1b17'],14,,,,,,,,,,,,,,,,Inter Milan,238,00:00:14.956,Pass,
,,,,,,,,,,,,,,,,,,2.402538,,,,,,,,,,,,e5966b73-4d44-438f-a6b6-8c942174dc35,26,,"[23.5, 61.6]",3879730,0,,,,,-1.5707964,,Right Foot,,,"[23.5, 32.7]",,Ground Pass,,28.9,,,,,Juan Guilherme Nunes Jesus,6969.0,,,,,,1,From Kick Off,Jeison Fabián Murillo Cerón,6585.0,Right Center Back,2,Inter Milan,238,['23716b57-49db-43b0-86ba-7bed2bd9fbc6'],17,,,,,,,,,,,,,,,,Inter Milan,238,00:00:17.591,Pass,
,,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,df8e2004-eb97-49b8-94cc-a9d93f030047,29,,"[27.3, 28.1]",3879730,0,,,,,-0.8865898,,Right Foot,,,"[41.9, 10.2]",,Ground Pass,,23.099134,,,,,Alex Nicolao Telles,11183.0,,,,,,1,From Kick Off,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,2,Inter Milan,238,['85091281-dfa1-412f-9156-89c12737c867'],21,,,,,,,,,,,,,,,,Inter Milan,238,00:00:21.301,Pass,
,,,,,,,,,,,,,,,,,,6.58723,,,,,,,,,,,,f0243aa3-20f3-4918-a8d4-71aa0ed2575e,32,,"[46.4, 8.2]",3879730,0,,,,,-0.104141645,,Left Foot,,,"[117.2, 0.8]",,High Pass,,71.18567,,,Out,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,From Kick Off,Alex Nicolao Telles,11183.0,Left Back,2,Inter Milan,238,['ce5a1371-c686-41c6-a1e2-5127955e3480'],24,,,,,,,,,,,,,,,,Inter Milan,238,00:00:24.729,Pass,
,,,,,,,,,,,,,,,,,,1.467952,,,,,,,,,,,,336289d2-9fe5-418d-9d46-a4056c1d1b7a,34,,"[4.7, 80.0]",3879730,0,,,,,-0.26827362,,,,,"[29.8, 73.1]",,High Pass,,26.031136,,,,,Luca Toni,20252.0,,,,,Throw-in,1,From Throw In,Eros Pisano,11342.0,Right Back,3,Hellas Verona,226,['78b98ee1-58fe-4605-9d56-b8a750f03474'],45,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:45.849,Pass,
,,,,,,,,,,,,,,,,,,1.353646,,,,,,,,,,,,9a4a4e80-cf49-43a8-a7dd-e54163352973,36,,"[28.4, 72.3]",3879730,0,,,,,0.13706617,,Head,,,"[40.0, 73.9]",,Low Pass,,11.709825,,,,,Giampaolo Pazzini,6686.0,,,,,,1,From Throw In,Luca Toni,20252.0,Right Center Forward,3,Hellas Verona,226,['2025cbec-2b87-4b62-93dc-5cbc1945e3b9'],47,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:47.363,Pass,
,,,,,,,,,,,,,,,,,,0.861274,,,,,,,,,,,,d532e1bc-3f41-4595-9344-3d275022f5bf,38,,"[40.2, 74.1]",3879730,0,,,,,-2.3036115,,Head,,,"[36.6, 70.1]",,Low Pass,,5.3814497,,,,,Artur Ioniţă,7949.0,,,,,,1,From Throw In,Giampaolo Pazzini,6686.0,Left Center Forward,3,Hellas Verona,226,['d0af1ca7-b9a7-41f5-9dff-b4832ebee1a5'],48,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:48.796,Pass,
,,,,,,,,,,,,,,,,,,2.181315,,,,,,,,,,,,18f02ec0-6b20-463b-952c-5299bb53fc65,46,,"[72.0, 32.1]",3879730,0,,,,,1.9414922,,Left Foot,,,"[62.4, 56.8]",,Ground Pass,,26.5,,,,,Yuto Nagatomo,5690.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,4,Inter Milan,238,['e7c162df-2f27-444c-96e3-71501a908c1a'],52,,,,,,,,,,,,,,,,Inter Milan,238,00:00:52.951,Pass,
,,,,,,,,,,,,,,,,,,1.848116,,,,,,,,,,,,670e159a-2d05-451d-9549-409eb810294f,49,,"[62.4, 56.8]",3879730,0,,,,,-1.316276,,Right Foot,,,"[65.6, 44.5]",,Ground Pass,,12.709445,,,,,Geoffrey Kondogbia,6589.0,,,,,,1,Regular Play,Yuto Nagatomo,5690.0,Right Back,4,Inter Milan,238,['5613f413-e74e-408f-90eb-72531219e5de'],55,,,,,,,,,,,,,,,,Inter Milan,238,00:00:55.885,Pass,
,,,,,,,,,,,,,,,,,,1.604125,,,,,,,,,,,,dd0c6a2c-d901-4ba3-8d48-fd7f7768f132,53,,"[65.2, 45.1]",3879730,0,,,,,-2.5630684,,Left Foot,,,"[55.4, 38.7]",,Ground Pass,,11.7046995,,,,,Juan Guilherme Nunes Jesus,6969.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,4,Inter Milan,238,"['57d5605d-897a-4d09-af13-f0acd2758617', 'c9ae9d1a-b2ff-4b80-a785-28927b86b8cc']",57,,,,,,,,,,,,,,,,Inter Milan,238,00:00:57.791,Pass,True
,,,,,,,,,,,,,,,,,,5.452405,,,,,,,,,,,,5f6c852f-6fe3-4a0a-816e-8b7cf49b6a7f,57,,"[55.8, 40.9]",3879730,0,,,,,0.34890437,,Left Foot,,,"[116.0, 62.8]",,High Pass,,64.05974,,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,Regular Play,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,4,Inter Milan,238,"['228064bf-cdcc-4a49-93e8-4516b16d0373', '4b63371c-fbdf-485d-86fe-11d9a9695953', '7e20c438-97ae-4f80-bffb-9395b4a31440']",59,,,,,,,,,,,,,,,,Inter Milan,238,00:00:59.476,Pass,True
,,,,,,,,,,,,,,,,,,3.658706,,,,,,,,,,,,c1a1b6f5-c5ea-4167-8b97-28837133d371,61,,"[16.3, 41.8]",3879730,1,,,,,0.022183366,,Right Foot,,,"[79.4, 43.2]",,High Pass,,63.11553,,,Incomplete,,Giampaolo Pazzini,6686.0,,,,,,1,Regular Play,Pierluigi Gollini,8274.0,Goalkeeper,4,Inter Milan,238,"['60ba57ba-3f48-4983-855f-63fc22546658', 'f4117730-5f82-4f6c-ac34-4d83bc82c00e']",15,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:15.048,Pass,
,,,,,,,,,,,,,,,,,,0.116175,,,,,,,,,,,,f4117730-5f82-4f6c-ac34-4d83bc82c00e,64,,"[40.7, 36.9]",3879730,1,,,,True,-0.6202495,,,,,"[42.1, 35.9]",,Low Pass,,1.7204651,,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,Recovery,1,Regular Play,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,4,Inter Milan,238,"['ba2c3826-63ae-4baf-95b9-9d62444ae6a3', 'c1a1b6f5-c5ea-4167-8b97-28837133d371', 'c3a6364a-1dfe-4525-acfb-351a4953a76c', 'e1571855-8116-4631-bf15-43413ce7b98c']",18,,,,,,,,,,,,,,,,Inter Milan,238,00:01:18.707,Pass,True
,,,,,,,,,,,,,,,,,,0.209158,,,,,,,,,,,,a2712b72-59af-4930-934c-a908e2ae3c30,69,,"[38.1, 28.5]",3879730,1,,,,,-0.4636476,,Left Foot,,,"[40.5, 27.3]",,Low Pass,,2.6832817,,,Incomplete,,Rodrigo Sebastián Palacio,7165.0,,,,,,1,Regular Play,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,4,Inter Milan,238,"['51833778-ce9e-4dd8-9465-32ad5f8cdbd4', '5ff0bcb6-629b-4401-9ef2-6cae4d559c62']",21,,,,,,,,,,,,,,,,Inter Milan,238,00:01:21.898,Pass,
,,,,,,,,,,,,,,,,,,1.483443,,,,,,,,,,,,306dcf5b-caaf-428a-a32e-97c38e35e6c8,74,,"[27.7, 14.6]",3879730,1,,,,,-0.14654338,,Left Foot,,,"[54.8, 10.6]",,High Pass,,27.393612,,,,,Eder Citadin Martins,7000.0,,,,,Recovery,1,Regular Play,Alex Nicolao Telles,11183.0,Left Back,4,Inter Milan,238,"['7f043c38-8615-44ea-8590-4d8db99f0b16', '8084ba30-a284-4527-a5de-80f5b2b036e5']",23,,,,,,,,,,,,,,,,Inter Milan,238,00:01:23.633,Pass,True
,,,,,,,,,,,,,,,,,,1.714059,,,,,,,,,,,,e7c77c36-e9f6-4353-88c4-066e020bc94f,76,,"[56.0, 10.4]",3879730,1,,,,True,1.3909428,,,,,"[58.2, 22.5]",,High Pass,,12.298374,,,Incomplete,,Rodrigo Sebastián Palacio,7165.0,,,,,,1,Regular Play,Eder Citadin Martins,7000.0,Left Wing,4,Inter Milan,238,"['36997f60-ab33-4271-8d71-ec72929a49a3', '42e3c490-30f2-4b44-be79-6d8afb3b1a97', 'f05128ff-36a4-4e24-a282-3100c8c7c191']",25,,,,,,,,,,,,,,,,Inter Milan,238,00:01:25.197,Pass,True
,,,,,,,,,,,,,,,,,,2.339386,,,,,,,,,,,,42e3c490-30f2-4b44-be79-6d8afb3b1a97,79,,"[61.9, 57.6]",3879730,1,,,,,2.6294394,,Head,,,"[41.8, 68.9]",,High Pass,,23.05862,,,,,Vangelis Moras,31488.0,,,,,Recovery,1,Regular Play,Luca Marrone,31572.0,Left Defensive Midfield,4,Inter Milan,238,"['81b8ea24-5642-4ec5-9fb7-dfc81b3d55d9', 'e7c77c36-e9f6-4353-88c4-066e020bc94f']",26,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:26.911,Pass,
,,,,,,,,,,,,,,,,,,2.839031,,,,,,,,,,,,9bfbd279-9d02-4d2f-b580-92ebc19f6912,83,,"[42.0, 69.5]",3879730,1,,,,,-0.552153,,Right Foot,,,"[75.6, 48.8]",,High Pass,,39.464542,,,Incomplete,,Giampaolo Pazzini,6686.0,,,,,,1,Regular Play,Vangelis Moras,31488.0,Right Center Back,4,Inter Milan,238,"['01605f61-95a2-4260-be91-42ad17bf0294', 'f39ecc3b-86aa-4533-9f01-f52f24a17ddb']",29,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:29.370,Pass,
,,,,,,,,,,,,,,,,,,1.907675,,,,,,,,,,,,316871e4-9b86-4fdb-812b-59100af10143,96,,"[8.7, 5.7]",3879730,1,,,,,0.11609369,,Left Foot,,,"[43.0, 9.7]",,High Pass,,34.532448,,,Incomplete,,Luca Toni,20252.0,,,,,,1,Regular Play,Michelangelo Albertazzi,386650.0,Left Back,4,Inter Milan,238,"['0f891b2d-4a1d-4816-bd9b-7d5b9c0333a0', '3ac090fb-85ac-4d85-9da6-64d48b9561a1']",46,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:46.504,Pass,
,,,,,,,,,,,,,,,,,,0.951876,,,,,,,,,,,,3ac090fb-85ac-4d85-9da6-64d48b9561a1,99,,"[77.1, 70.4]",3879730,1,,,,,0.4346702,,Other,,,"[82.7, 73.0]",,Low Pass,,6.1741395,,,,,Yuto Nagatomo,5690.0,,,,,Recovery,1,Regular Play,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,4,Inter Milan,238,"['2efb7c77-1525-4913-b9fb-876ab47a9d35', '316871e4-9b86-4fdb-812b-59100af10143', '619fd625-451d-448d-9764-8ea57e20c5fe']",48,,,,,,,,,,,,,,,,Inter Milan,238,00:01:48.411,Pass,True
,,,,,,,,,,,,,,,,,,2.14992,,,,,,,,,,,,ef4f1806-3c78-48f3-a7e4-67e0f4d8b443,102,,"[82.7, 73.0]",3879730,1,,,,,-2.6549366,,Right Foot,,,"[63.8, 63.0]",,Ground Pass,,21.38247,,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,Regular Play,Yuto Nagatomo,5690.0,Right Back,4,Inter Milan,238,['be3b208a-1080-4511-82a3-a153c8b0921d'],49,,,,,,,,,,,,,,,,Inter Milan,238,00:01:49.403,Pass,
,,,,,,,,,,,,,,,,,,2.441208,,,,,,,,,,,,c5dea29e-f3ce-42fb-a152-26e6b9b9ae88,105,,"[63.6, 60.8]",3879730,1,,,,,-1.8643168,,Right Foot,,,"[54.2, 29.7]",,Ground Pass,,32.489536,,,,,Alex Nicolao Telles,11183.0,,,,,,1,Regular Play,Jeison Fabián Murillo Cerón,6585.0,Right Center Back,4,Inter Milan,238,['f9b87724-cfe9-4849-93a6-fd1aa28635b4'],52,,,,,,,,,,,,,,,,Inter Milan,238,00:01:52.449,Pass,
,,,,,,,,,,,,,,,,,,0.896244,,,,,,,,,,,,d0f5fefc-c47b-4293-a932-44a7f871062f,108,,"[60.2, 27.7]",3879730,1,,,,,-0.04674954,,Left Foot,,,"[77.3, 26.9]",,Ground Pass,,17.118704,,,Incomplete,,Rodrigo Sebastián Palacio,7165.0,,,,,,1,Regular Play,Alex Nicolao Telles,11183.0,Left Back,4,Inter Milan,238,"['699494fc-cc45-4a4f-94e7-7713ec9fd95a', 'c98938fa-a41b-4879-848c-8d31462da756']",57,,,,,,,,,,,,,,,,Inter Milan,238,00:01:57.095,Pass,
,,,,,,,,,,,,,,,,,,1.992508,,,,,,,,,,,,6eae2246-3015-481a-a80f-1c0b7231304b,123,,"[69.7, 49.4]",3879730,2,,,,,-1.6500523,,Left Foot,,,"[67.5, 21.7]",,Ground Pass,,27.787228,,,,,Michelangelo Albertazzi,386650.0,,,,,,1,Regular Play,Paweł Wszołek,11339.0,Right Midfield,5,Hellas Verona,226,['890aebc7-fa16-4bcd-b4f4-1f1cda6d400c'],7,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:07.763,Pass,
,,,,,,,,,,,,,,,,,,1.435654,,,,,,,,,,,,dc4f211b-43c4-403c-a18f-b30d31997a29,126,,"[71.3, 11.1]",3879730,2,,,,,-0.453844,,Left Foot,,,"[83.6, 5.1]",,Ground Pass,,13.685393,,,,,Mohamed Salim Fares,7705.0,,,,,,1,Regular Play,Michelangelo Albertazzi,386650.0,Left Back,5,Hellas Verona,226,['79ea6f0c-b6f5-4063-ba4d-b54b0bf6961b'],10,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:10.789,Pass,
,,,,,,,,,,,,,,,,,,3.420414,,,,,,,,,,,,c893e353-9b3c-4a3a-85b8-3e74750dfcd0,129,,"[90.8, 4.3]",3879730,2,,,,,0.86941046,,Left Foot,True,,"[116.9, 35.2]",,High Pass,,40.447742,,,Incomplete,,Luca Toni,20252.0,,,,,,1,Regular Play,Mohamed Salim Fares,7705.0,Left Midfield,5,Hellas Verona,226,"['c131ff2e-1bd7-4e15-80b9-bbb39183ae14', 'ef6b9f9c-1d06-40cd-a0dc-429c11387029']",13,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:13.821,Pass,
,,,,,,,,,,,,,,,,,,1.458536,,,,,,,,,,,,ae1b2316-3877-4c21-9766-deaf1e57f2e9,133,,"[8.4, 37.5]",3879730,2,,True,,,0.147931,,Keeper Arm,,,"[33.9, 41.3]",,High Pass,,25.781582,,,,,Geoffrey Kondogbia,6589.0,,,,,,1,Regular Play,Samir Handanovič,7001.0,Goalkeeper,6,Inter Milan,238,['4b442948-62f5-4679-b1ec-ed1882826fdd'],23,,,,,,,,,,,,,,,,Inter Milan,238,00:02:23.610,Pass,
,,,,,,,,,,,,,,,,,,2.170566,,,,,,,,,,,,99f6411c-4428-4edd-96e6-1ff487fbfff6,135,,"[55.4, 38.9]",3879730,2,,,,,1.2594917,,Left Foot,,,"[65.6, 70.6]",,Ground Pass,,33.300602,,,,,Marcelo Brozović,5469.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,6,Inter Milan,238,['1c724314-118f-436e-a8ab-4263d0d98ec5'],30,,,,,,,,,,,,,,,,Inter Milan,238,00:02:30.458,Pass,
,,,,,,,,,,,,,,,,,,1.682844,,,,,,,,,,,,cddd69ab-06df-4454-9b29-397910c3c5a1,138,,"[76.1, 71.2]",3879730,2,,,,,-2.4329665,,Right Foot,,,"[69.8, 65.8]",,Ground Pass,,8.29759,,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Right Center Midfield,6,Inter Milan,238,['5e956811-47c1-42d3-b1ff-7652cb309595'],35,,,,,,,,,,,,,,,,Inter Milan,238,00:02:35.784,Pass,
