50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,469d3d03-143a-4e89-a238-f8b121bb3f08,1,,,,3879719,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 22}, {'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 95}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b7b508ee-b584-44f6-8a66-db2a3d090f8c,2,,,,3879719,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 28289, 'name': 'Gastón Alexis Silva Perdomo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 40351, 'name': 'Alessandro Gazzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,750ae12c-f825-4aab-a378-d184ce73e893,3,,,,3879719,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['b8aa7a4c-67a4-44fe-898d-ae4cf66ad73a'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b8aa7a4c-67a4-44fe-898d-ae4cf66ad73a,4,,,,3879719,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['750ae12c-f825-4aab-a378-d184ce73e893'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f7ea8692-f63a-458a-a129-fe9f355a7f3b,1687,,,,3879719,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Sampdoria,234,['4d40cc79-d03d-4c48-a11f-ab58a5d1bde3'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4d40cc79-d03d-4c48-a11f-ab58a5d1bde3,1688,,,,3879719,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Sampdoria,234,['f7ea8692-f63a-458a-a129-fe9f355a7f3b'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.518728,,,,,,,,,,,,b01130dd-1b9d-4867-b452-ad81b618f114,5,,,"[61.0, 40.1]",3879719,0,,,,,-2.2794225,,Right Foot,,,"[59.8, 38.7]",,Ground Pass,1.8439089,,,,Andrea Belotti,7471.0,,,,,Kick Off,1,From Kick Off,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,2,Torino,241,['30dc9e4f-d888-458a-a02a-104c1e98083a'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.221,Pass,
,,,,,,,,,,,,,,,,,,0.876509,,,,,,,,,,,,517618ef-4dc4-4a38-9d99-a2ef7f6e8d0b,8,,,"[61.2, 40.2]",3879719,0,,,,,3.1415927,,Right Foot,,,"[48.7, 40.2]",,Ground Pass,12.5,,,,Alessandro Gazzi,40351.0,,,,,,1,From Kick Off,Andrea Belotti,7471.0,Right Center Forward,2,Torino,241,['4f79ab79-2b68-4d1d-8504-681464b9ec26'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.784,Pass,
,,,,,,,,,,,,,,,,,,2.439197,,,,,,,,,,,,1e92f175-8e28-47e8-aa8d-455d8d2c0505,11,,,"[47.6, 43.1]",3879719,0,,,,,2.104214,,Left Foot,,,"[33.9, 66.3]",,Ground Pass,26.943089,,,,Nikola Maksimović,16202.0,,,,,,1,From Kick Off,Alessandro Gazzi,40351.0,Center Defensive Midfield,2,Torino,241,['0c5640ea-2bca-41c9-a655-544a21e480a5'],2,,,,,,,,,,,,,,,,,Torino,241,00:00:02.311,Pass,
,,,,,,,,,,,,,,,,,,2.940758,,,,,,,,,,,,78c5bd9d-becb-45e9-9bba-0d5b83f03c5f,14,,,"[33.6, 68.5]",3879719,0,,,,,-0.34215587,,Right Foot,,,"[92.0, 47.7]",,High Pass,61.99355,,Incomplete,,Josef Alexander Martínez Mencia,12619.0,,,,,,1,From Kick Off,Nikola Maksimović,16202.0,Right Center Back,2,Torino,241,"['918f8460-d854-4336-b33c-e2ed6ea26434', 'a4aa6861-96b7-4732-971c-092856b8920a']",7,,,,,,,,,,,,,,,,,Torino,241,00:00:07.143,Pass,
