50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.735032,,,,,,,,,,,,,,,,d4a6bdf9-e2a5-4f45-aa00-c4cb8f16612d,18,,"[8.5, 42.9]",3879858,0,,,,,-0.9558072,,Right Foot,,,,"[34.0, 6.8]",High Pass,,44.197964,,,Adam Masina,7169.0,,,,,,1,From Kick Off,Angelo Esmael da Costa Júnior,12475.0,Goalkeeper,2,Bologna,240,['3c9e2348-578a-44e2-9757-b5d93acca2b8'],8,,,,,,,,,,,,,,,,Bologna,240,00:00:08.839,Pass,
,,,,,,,,,,,,,,,,2.773622,,,,,,,,,,,,,,,,de1ac985-f00f-4a7c-ae75-840cf3fd114b,21,,"[35.5, 4.5]",3879858,0,,,,,0.15647121,,Left Foot,,,,"[74.8, 10.7]",High Pass,,39.786053,Incomplete,,Sergio Floccari,6948.0,,,,,,1,From Kick Off,Adam Masina,7169.0,Left Back,2,Bologna,240,"['0ba04c70-fc4e-42ef-816d-6f483f12c718', '3da8e4b7-79f4-466a-ba6c-036114519679']",12,,,,,,,,,,,,,,,,Bologna,240,00:00:12.396,Pass,
,,,,,,,,,,,,,,,,0.902322,,,,,,,,,,,,,,,,3da8e4b7-79f4-466a-ba6c-036114519679,24,,"[45.3, 69.4]",3879858,0,,,,True,-0.29763648,,,,,,"[61.6, 64.4]",High Pass,,17.049633,,,Juraj Kucka,10919.0,,,,,Recovery,1,From Kick Off,Philippe Mexès,20289.0,Right Center Back,2,Bologna,240,"['6d2ba2cf-b5ca-4a31-8fa0-4e13380603b1', '87826072-78df-43cf-acd8-c168bb64c9dd', 'de1ac985-f00f-4a7c-ae75-840cf3fd114b']",15,,,,,,,,,,,,,,,,AC Milan,243,00:00:15.169,Pass,True
,,,,,,,,,,,,,,,,1.642814,,,,,,,,,,,,,,,,35eac5d9-07f7-447b-affe-1866c4d8f904,26,,"[61.8, 64.8]",3879858,0,,,,,-0.15702978,,Head,,,,"[73.8, 62.9]",High Pass,,12.149486,Incomplete,,Luiz Adriano de Souza da Silva,21272.0,,,,,,1,From Kick Off,Juraj Kucka,10919.0,Right Center Midfield,2,Bologna,240,"['226c8bde-4456-4e7e-939b-0296bf20b7a0', '7c1ff69f-7817-4287-ac29-447e971b9ff2']",16,,,,,,,,,,,,,,,,AC Milan,243,00:00:16.072,Pass,
,,,,,,,,,,,,,,,,3.055515,,,,,,,,,,,,,,,,226c8bde-4456-4e7e-939b-0296bf20b7a0,28,,"[46.3, 17.2]",3879858,0,,,,,0.30805278,,Right Foot,,,,"[77.1, 27.0]",High Pass,,32.32151,Incomplete,,Sergio Floccari,6948.0,,,,,Recovery,1,From Kick Off,Daniele Gastaldello,30745.0,Left Center Back,2,Bologna,240,"['35eac5d9-07f7-447b-affe-1866c4d8f904', 'd401cc95-eb67-4b0b-87c6-dc5d90051e87', 'fdaa44c0-807b-493e-9c73-bdc07934e572']",17,,,,,,,,,,,,,,,,Bologna,240,00:00:17.714,Pass,
,,,,,,,,,,,,,,,,1.283948,,,,,,,,,,,,,,,,d401cc95-eb67-4b0b-87c6-dc5d90051e87,30,,"[43.0, 53.1]",3879858,0,,,,,-0.2845776,,Head,,,,"[57.7, 48.8]",High Pass,,15.316005,Incomplete,,Keisuke Honda,5683.0,,,,,Recovery,1,From Kick Off,Alessio Romagnoli,7458.0,Left Center Back,2,Bologna,240,"['226c8bde-4456-4e7e-939b-0296bf20b7a0', '86c6c571-f477-4311-b9ed-700023badd90', 'ca95b7cc-0595-45e6-accd-2f6dcf8cd825']",20,,,,,,,,,,,,,,,,AC Milan,243,00:00:20.770,Pass,
,,,,,,,,,,,,,,,,0.57868,,,,,,,,,,,,,,,,ca95b7cc-0595-45e6-accd-2f6dcf8cd825,33,,"[62.4, 31.3]",3879858,0,,,,,0.9042385,,Right Foot,,,,"[68.3, 38.8]",Low Pass,,9.542537,Incomplete,,Juan Camilo Zúñiga Mosquera,40119.0,,,,,Recovery,1,From Kick Off,Amadou Diawara,8284.0,Left Defensive Midfield,2,Bologna,240,"['a6364b6f-3f40-4f04-adc6-b613af7afd46', 'bdc59b1e-b712-463b-895c-b8639c869766', 'd401cc95-eb67-4b0b-87c6-dc5d90051e87', 'fb469bd4-d0fa-4a1d-97ff-00a5b56d4ce6']",22,,,,,,,,,,,,,,,,Bologna,240,00:00:22.054,Pass,True
,,,,,,,,,,,,,,,,2.746859,,,,,,,,,,,,,,,,a6364b6f-3f40-4f04-adc6-b613af7afd46,35,,"[51.8, 41.3]",3879858,0,,,,,-0.8499848,,Head,,,,"[70.6, 19.9]",High Pass,,28.485085,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,Recovery,1,From Kick Off,José Mauri,8653.0,Left Center Midfield,2,Bologna,240,"['7e96cc04-f7dd-465c-b6e7-f2163e5e1915', 'b3825c5a-f899-42fe-9067-dc5c5be9dc49', 'ca95b7cc-0595-45e6-accd-2f6dcf8cd825']",22,,,,,,,,,,,,,,,,AC Milan,243,00:00:22.632,Pass,
,,,,,,,,,,,,,,,,2.021899,,,,,,,,,,,,,,,,7e96cc04-f7dd-465c-b6e7-f2163e5e1915,37,,"[49.5, 60.2]",3879858,0,,,,,0.1904872,,Right Foot,,,,"[71.8, 64.5]",High Pass,,22.71079,Incomplete,,Juan Camilo Zúñiga Mosquera,40119.0,,,,,Recovery,1,From Kick Off,Luca Rossettini,7142.0,Right Back,2,Bologna,240,"['41b3ecda-3f2f-463a-8e5d-a983af638000', 'a6364b6f-3f40-4f04-adc6-b613af7afd46', 'cd960fb8-8dbf-4775-8d20-c36b4140afeb']",25,,,,,,,,,,,,,,,,Bologna,240,00:00:25.379,Pass,
,,,,,,,,,,,,,,,,1.030986,,,,,,,,,,,,,,,,b3abf231-04a7-4a6f-a923-780744b87893,40,,"[69.9, 80.0]",3879858,0,,,,,-1.9483265,,,,,,"[65.3, 68.4]",Low Pass,,12.478782,,,Amadou Diawara,8284.0,,,,,Throw-in,1,From Throw In,Luca Rossettini,7142.0,Right Back,3,Bologna,240,['f92043bf-40cc-4056-90ac-1957e8469e55'],32,,,,,,,,,,,,,,,,Bologna,240,00:00:32.104,Pass,
,,,,,,,,,,,,,,,,1.336841,,,,,,,,,,,,,,,,26f7c126-8c94-465e-83c4-ec2bc765fdeb,44,,"[65.1, 72.9]",3879858,0,,,,,-0.40890783,,Right Foot,,,,"[89.1, 62.5]",High Pass,,26.156452,Incomplete,,Sergio Floccari,6948.0,,,,,,1,From Throw In,Amadou Diawara,8284.0,Left Defensive Midfield,3,Bologna,240,"['be3a3815-6222-41da-bade-af9b1035ab69', 'd76cc437-c2f3-4e06-86ca-8bbc65285610']",34,,,,,,,,,,,,,,,,Bologna,240,00:00:34.281,Pass,
,,,,,,,,,,,,,,,,2.741524,,,,,,,,,,,,,,,,e855bc38-399d-4926-ba94-e0b3792fa5fb,51,,"[61.0, 60.0]",3879858,0,,,,,0.7157436,,Right Foot,,,,"[84.0, 80.0]",High Pass,,30.479502,Out,,Franco Brienza,45591.0,,,,,,1,From Throw In,Daniele Gastaldello,30745.0,Left Center Back,3,Bologna,240,"['12220b2f-0e3b-4f91-9539-ba20c8ceee16', '33634e06-f05d-4d7e-9494-16854bf1550c']",39,,,,,,,,,,,,,,,,Bologna,240,00:00:39.136,Pass,True
,,,,,,,,,,,,,,,,1.967969,,,,,,,,,,,,,,,,263b39ff-843a-413d-be19-128b473dfd06,53,,"[40.2, 0.1]",3879858,0,,,,,0.2583239,,,,,,"[64.8, 6.6]",High Pass,,25.444252,Incomplete,,Luiz Adriano de Souza da Silva,21272.0,,,,,Throw-in,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,4,AC Milan,243,"['16eca0bf-2b35-43ee-a06f-0f78b1941470', 'bd2fa708-fb4c-4eab-8595-f341dee32a52']",57,,,,,,,,,,,,,,,,AC Milan,243,00:00:57.678,Pass,
,,,,,,,,,,,,,,,,1.155782,,,,,,,,,,,,,,,,16eca0bf-2b35-43ee-a06f-0f78b1941470,55,,"[55.3, 73.5]",3879858,0,,,,,0.10419644,,Head,,,,"[70.6, 75.1]",High Pass,,15.383432,,,Juan Camilo Zúñiga Mosquera,40119.0,,,,,Recovery,1,Regular Play,Marios Oikonomou,8873.0,Right Center Back,5,Bologna,240,"['263b39ff-843a-413d-be19-128b473dfd06', 'c02075db-1420-425f-8b90-0f759d3c2c4c']",59,,,,,,,,,,,,,,,,Bologna,240,00:00:59.646,Pass,
,,,,,,,,,,,,,,,,1.015056,,,,,,,,,,,,,,,,4daa487f-333b-4686-8ff2-c7f1539e3d4f,57,,"[70.6, 75.1]",3879858,1,,,,,-0.77257836,,Head,,,,"[78.5, 67.4]",Low Pass,,11.031773,Incomplete,,Sergio Floccari,6948.0,,,,,,1,Regular Play,Juan Camilo Zúñiga Mosquera,40119.0,Right Wing,5,Bologna,240,"['03180a95-9974-4296-99db-3d5c2fc08933', '4764d2f5-a797-4051-985c-7874fcd4c56c']",0,,,,,,,,,,,,,,,,Bologna,240,00:01:00.841,Pass,
,,,,,,,,,,,,,,,,0.958183,,,,,,,,,,,,,,,,5b5795fd-d268-4a37-91da-d4727f69ff2d,65,,"[37.7, 5.4]",3879858,1,,,,,2.2259023,,Right Foot,,,,"[31.4, 13.6]",Ground Pass,,10.340696,,,Alessio Romagnoli,7458.0,,,,,Recovery,1,Regular Play,Mattia De Sciglio,6944.0,Left Back,6,AC Milan,243,['65e1742c-e6f5-4cab-ae53-f1573a3435f7'],4,,,,,,,,,,,,,,,,AC Milan,243,00:01:04.920,Pass,
,,,,,,,,,,,,,,,,2.431131,,,,,,,,,,,,,,,,6392bcbc-29e6-45b8-a9e0-520203e45640,68,,"[27.9, 16.0]",3879858,1,,,,,2.2876,,Right Foot,,,,"[9.6, 37.0]",Ground Pass,,27.854801,,,Gianluigi Donnarumma,7036.0,,,,,,1,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,6,AC Milan,243,['081e9148-e498-43d3-ac0f-c35e239afff4'],6,,,,,,,,,,,,,,,,AC Milan,243,00:01:06.278,Pass,
,,,,,,,,,,,,,,,,2.660829,,,,,,,,,,,,,,,,83d371da-e2c5-4f71-bf2c-41ae4d0573a2,72,,"[8.5, 39.7]",3879858,1,,,,,0.19775233,,Right Foot,,,,"[62.4, 50.5]",High Pass,,54.971355,Incomplete,,Luiz Adriano de Souza da Silva,21272.0,,,,,,1,Regular Play,Gianluigi Donnarumma,7036.0,Goalkeeper,6,AC Milan,243,"['7caf2658-d64d-48f7-b019-a75dde80e360', 'a4dea7b2-1d4f-4943-8a10-6f3f9f70808f', 'f102151d-e831-441a-a7b6-5142bbd6c8c4']",10,,,,,,,,,,,,,,,,AC Milan,243,00:01:10.270,Pass,True
,,,,,,,,,,,,,,,,2.67563,,,,,,,,,,,,,,,,f102151d-e831-441a-a7b6-5142bbd6c8c4,74,,"[57.7, 29.6]",3879858,1,,,,,0.016595986,,Left Foot,,,,"[81.8, 30.0]",High Pass,,24.10332,Incomplete,,Sergio Floccari,6948.0,,,,,Recovery,1,Regular Play,Daniele Gastaldello,30745.0,Left Center Back,6,AC Milan,243,"['2101dcf3-39e3-4963-bb72-be2975d61f1e', '83d371da-e2c5-4f71-bf2c-41ae4d0573a2', 'fdf85098-6936-47ed-a7e1-8fd1dd1a07c9']",12,,,,,,,,,,,,,,,,Bologna,240,00:01:12.931,Pass,
,,,,,,,,,,,,,,,,2.591421,,,,,,,,,,,,,,,,fdf85098-6936-47ed-a7e1-8fd1dd1a07c9,76,,"[38.3, 50.1]",3879858,1,,,,True,0.37596095,,,,,,"[57.3, 57.6]",Low Pass,,20.426699,Incomplete,,Juraj Kucka,10919.0,,,,,Recovery,1,Regular Play,Riccardo Montolivo,7166.0,Center Defensive Midfield,6,AC Milan,243,"['0dca586b-6660-4b8d-bbe2-7bafce84a36e', '8c6c3b35-7ca0-482a-baed-3c46365b3723', 'b589647a-ca58-4ba7-a109-d73f417eafa4', 'f102151d-e831-441a-a7b6-5142bbd6c8c4']",15,,,,,,,,,,,,,,,,AC Milan,243,00:01:15.606,Pass,True
,,,,,,,,,,,,,,,,1.403652,,,,,,,,,,,,,,,,8c6c3b35-7ca0-482a-baed-3c46365b3723,79,,"[62.8, 22.5]",3879858,1,,,,,-0.98279375,,Right Foot,,,,"[72.2, 8.4]",Ground Pass,,16.94609,,,Adam Masina,7169.0,,,,,Recovery,1,Regular Play,Daniele Gastaldello,30745.0,Left Center Back,7,Bologna,240,"['e1753129-3683-4b82-8b1e-92aff303af0b', 'fdf85098-6936-47ed-a7e1-8fd1dd1a07c9']",18,,,,,,,,,,,,,,,,Bologna,240,00:01:18.198,Pass,
,,,,,,,,,,,,,,,,1.016916,,,,,,,,,,,,,,,,881d00e6-9cf6-44b7-b1a4-966517d266ae,82,,"[71.8, 8.2]",3879858,1,,,,,-0.18948016,,Left Foot,,,,"[79.1, 6.8]",Ground Pass,,7.4330344,,,Emanuele Giaccherini,7775.0,,,,,,1,Regular Play,Adam Masina,7169.0,Left Back,7,Bologna,240,['eab2a970-223b-4b38-ab52-aed4b6693b92'],19,,,,,,,,,,,,,,,,Bologna,240,00:01:19.655,Pass,
,,,,,,,,,,,,,,,,1.814906,,,,,,,,,,,,,,,,0ba81b04-baf8-4aa4-b063-14ab90789b59,86,,"[67.9, 3.7]",3879858,1,,,,,2.8879185,,Right Foot,,,,"[43.6, 10.0]",Ground Pass,,25.103386,,,Daniele Gastaldello,30745.0,,,,,,1,Regular Play,Emanuele Giaccherini,7775.0,Left Wing,7,Bologna,240,['adf8aab0-92a4-49e0-be53-63dff963ad9c'],23,,,,,,,,,,,,,,,,Bologna,240,00:01:23.156,Pass,
,,,,,,,,,,,,,,,,1.03553,,,,,,,,,,,,,,,,b009ef85-901a-4215-ad97-f6f60956d8b8,89,,"[43.2, 10.0]",3879858,1,,,,,1.1847407,,Right Foot,,,,"[49.5, 25.5]",Ground Pass,,16.731407,,,Amadou Diawara,8284.0,,,,,,1,Regular Play,Daniele Gastaldello,30745.0,Left Center Back,7,Bologna,240,['ee52f175-5e7a-465d-940c-6fc5d0dcce38'],26,,,,,,,,,,,,,,,,Bologna,240,00:01:26.993,Pass,
,,,,,,,,,,,,,,,,1.808361,,,,,,,,,,,,,,,,db9661b8-550a-42b8-93d3-6601a61f67eb,95,,"[45.7, 22.9]",3879858,1,,,,,-0.9587382,,Right Foot,,,,"[56.3, 7.8]",Ground Pass,,18.44912,,,Matteo Brighi,18027.0,,,,,Free Kick,1,From Free Kick,Daniele Gastaldello,30745.0,Left Center Back,8,Bologna,240,['8532fdd8-d52f-402b-99f5-0801c96e1cbd'],38,,,,,,,,,,,,,,,,Bologna,240,00:01:38.177,Pass,
,,,,,,,,,,,,,,,,1.051633,,,,,,,,,,,,,,,,7deda8da-c379-437a-886f-1dcda57717f0,98,,"[74.4, 13.5]",3879858,1,,,,,-0.606481,,Right Foot,,,,"[85.5, 5.8]",Ground Pass,,13.509256,,,Emanuele Giaccherini,7775.0,,,,,,1,From Free Kick,Matteo Brighi,18027.0,Right Defensive Midfield,8,Bologna,240,['522b62ee-81d8-4b74-9404-77d3654d7ba2'],43,,,,,,,,,,,,,,,,Bologna,240,00:01:43.639,Pass,
,,,,,,,,,,,,,,,,1.100229,,,,,,,,,,,,,,,,cdc1da27-b8cb-47a5-a4ed-21aac073c307,101,,"[85.5, 5.8]",3879858,1,,,,,2.8710222,,Right Foot,,,,"[71.8, 9.6]",Ground Pass,,14.217243,,,Franco Brienza,45591.0,,,,,,1,From Free Kick,Emanuele Giaccherini,7775.0,Left Wing,8,Bologna,240,['aa8df574-f029-49bc-8458-5241795b12c9'],46,,,,,,,,,,,,,,,,Bologna,240,00:01:46.319,Pass,
,,,,,,,,,,,,,,,,1.798607,,,,,,,,,,,,,,,,1b98b272-61b8-4b27-a2f5-4237f2fd51a3,104,,"[71.8, 9.6]",3879858,1,,,,,2.8680162,,Left Foot,,,,"[52.2, 15.1]",Ground Pass,,20.357063,,,Daniele Gastaldello,30745.0,,,,,,1,From Free Kick,Franco Brienza,45591.0,Center Attacking Midfield,8,Bologna,240,['7e878c65-f54e-4f9d-8bd5-09bb824bc117'],47,,,,,,,,,,,,,,,,Bologna,240,00:01:47.958,Pass,
,,,,,,,,,,,,,,,,1.345933,,,,,,,,,,,,,,,,07777eb0-fdf5-42aa-82ca-0400e68e02e5,107,,"[56.1, 13.1]",3879858,1,,,,,-0.38219556,,Right Foot,,,,"[76.5, 4.9]",Ground Pass,,21.986359,,,Emanuele Giaccherini,7775.0,,,,,,1,From Free Kick,Daniele Gastaldello,30745.0,Left Center Back,8,Bologna,240,['7097b648-3b58-4049-9caa-9e704a0b74ff'],50,,,,,,,,,,,,,,,,Bologna,240,00:01:50.737,Pass,
,,,,,,,,,,,,,,,,0.792084,,,,,,,,,,,,,,,,f3ca443f-eb02-4174-a1f0-b124ec74a57e,109,,"[77.3, 4.9]",3879858,1,,,,,0.2044212,,Right Foot,,,,"[85.5, 6.6]",Ground Pass,,8.374366,Incomplete,,Franco Brienza,45591.0,,,,,,1,From Free Kick,Emanuele Giaccherini,7775.0,Left Wing,8,Bologna,240,"['7ad1f3eb-68c1-402e-9740-68383766b330', 'fd65c2c6-beda-4a5d-a6f9-bc524ff9c710']",52,,,,,,,,,,,,,,,,Bologna,240,00:01:52.083,Pass,
,,,,,,,,,,,,,,,,4.192365,,,,,,,,,,,,,,,,7e8bfd0b-8a33-4c5f-9e86-f529a75cbe62,113,,"[36.3, 65.2]",3879858,1,,,,,-2.3725195,,Right Foot,,,,"[11.4, 41.1]",Ground Pass,,34.65285,,,Gianluigi Donnarumma,7036.0,,,,,,1,Regular Play,Davide Calabria,7032.0,Right Back,9,AC Milan,243,['d6b9b3a5-97bc-449f-ba87-609efe8b0dec'],54,,,,,,,,,,,,,,,,AC Milan,243,00:01:54.268,Pass,
