50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,3.119347,,,,,,,,,,,,,,,77fdca4c-c5c3-4ad8-a604-ef21a0d70c6d,2374,,"[52.7, 46.9]",3879629,72,,,,3.1220512,,Left Foot,,,"[22.0, 47.5]",,Low Pass,,30.705862,,,Nicola Leali,32037.0,,,,,,Recovery,2,From Free Kick,Aleandro Rosi,7462.0,Right Back,177,Frosinone,291,"['869ca2ba-828b-4b46-9498-ba208a4e7964', 'c942aa70-bddc-4c15-b85b-137dc4ef7300']",19,,,,,,,,,,,,,,,,,Frosinone,291,00:27:19.113,Pass,
,,,,,,,,,,,,,,,,,,3.772311,,,,,,,,,,,,,,,4083585a-443a-4830-a72d-ff67eccf2dd3,2376,,"[22.0, 47.5]",3879629,72,,,,-0.17247356,,Right Foot,,,"[81.7, 37.1]",,High Pass,,60.59909,,,Nicolás Ignacio Castillo Mora,20970.0,,,,,,,2,From Free Kick,Nicola Leali,32037.0,Goalkeeper,177,Frosinone,291,['f68e0886-e7bb-4428-a8f1-f5228deaf852'],22,,,,,,,,,,,,,,,,,Frosinone,291,00:27:22.233,Pass,
,,,,,,,,,,,,,,,,,,2.463205,,,,,,,,,,,,,,,fbe4f06f-5e75-42ca-b669-55e7ec33b5d5,2378,,"[81.7, 37.1]",3879629,72,,,True,1.3506774,,,,,"[86.6, 59.0]",,High Pass,,22.441479,Incomplete,,Luca Paganini,23470.0,,,,,,,2,From Free Kick,Nicolás Ignacio Castillo Mora,20970.0,Left Center Forward,177,Frosinone,291,"['227b8b92-77e1-4463-8e7b-1994a762c094', '804e3676-b7b5-4d19-a4a0-335ac3cc9ed2', '882964f5-a470-4e65-a663-84c6123b7f50']",26,,,,,,,,,,,,,,,,,Frosinone,291,00:27:26.005,Pass,True
,,,,,,,,,,,,,,,,,,0.958979,,,,,,,,,,,,,,,6587f1ce-1cca-42a7-baad-74350759ef17,2383,,"[32.9, 7.5]",3879629,72,,,,1.1229577,,Left Foot,,,"[37.8, 17.7]",,Ground Pass,,11.315918,,,Federico Viviani,7770.0,,,,,,,2,Regular Play,Samuel Souprayen,7695.0,Left Back,178,Hellas Verona,226,['62135fd3-4ea6-46dc-b8ec-31a5cedb2de7'],31,,,,,,,,,,,,,,,,,Hellas Verona,226,00:27:31.737,Pass,
,,,,,,,,,,,,,,,,,,1.619221,,,,,,,,,,,,,,,17168272-3c43-44c3-883c-c236ccad39ed,2386,,"[37.8, 17.7]",3879629,72,,,,1.7618529,,Right Foot,,,"[33.1, 42.0]",,Ground Pass,,24.750353,,,Matteo Bianchetti,8421.0,,,,,,,2,Regular Play,Federico Viviani,7770.0,Center Defensive Midfield,178,Hellas Verona,226,['a237c62c-09ce-445d-a469-ea896205c8b1'],33,,,,,,,,,,,,,,,,,Hellas Verona,226,00:27:33.675,Pass,
,,,,,,,,,,,,,,,,,,1.244964,,,,,,,,,,,,,,,cd9b7260-2999-4b50-9e06-750ea304c897,2389,,"[57.4, 56.7]",3879629,72,,,,0.6267429,,Left Foot,,,"[71.9, 67.2]",,Ground Pass,,17.902514,,,Leandro Greco,32119.0,,,,,,,2,Regular Play,Matteo Bianchetti,8421.0,Right Center Back,178,Hellas Verona,226,['d7e189fa-d5fe-4761-961f-5f3dbe95dbdd'],39,,,,,,,,,,,,,,,,,Hellas Verona,226,00:27:39.773,Pass,
,,,,,,,,,,,,,,,,,,3.251273,,,,,,,,,,,,,,,c2608282-a1cb-4424-80a2-017002ba7a69,2395,,"[69.4, 61.7]",3879629,73,,,,-0.69010985,,Right Foot,,,"[107.8, 30.0]",,High Pass,,49.794075,Incomplete,,,,,,,,,Free Kick,2,From Free Kick,Federico Viviani,7770.0,Center Defensive Midfield,179,Hellas Verona,226,['38775d5e-3aaf-41a1-b036-d8c41147437f'],6,,,,,,,,,,,,,,,,,Hellas Verona,226,00:28:06.903,Pass,
,,,,,,,,,,,,,,,,,,4.388424,,,,,,,,,,,,,,,e26ce769-fa6d-4712-892f-076574e992d0,2400,,"[16.3, 53.2]",3879629,73,,,,0.3836184,,Drop Kick,,,"[82.7, 80.0]",,High Pass,,71.60447,Out,,Nicolás Ignacio Castillo Mora,20970.0,,,,,,,2,From Keeper,Nicola Leali,32037.0,Goalkeeper,180,Frosinone,291,['d7832457-d0be-4fab-bd99-6b36ad1ba3cb'],11,,,,,,,,,,,,,,,,,Frosinone,291,00:28:11.894,Pass,
,,,,,,,,,,,,,,,,,,1.138995,,,,,,,,,,,,,,,9557a02b-7e36-4546-b42f-49523bcc36e3,2402,,"[48.6, 0.1]",3879629,73,,,,3.0656521,,,,,"[39.4, 0.8]",,Low Pass,,9.226592,,,Matteo Bianchetti,8421.0,,,,,,Throw-in,2,From Throw In,Samuel Souprayen,7695.0,Left Back,181,Hellas Verona,226,['a0d1bf36-cc20-4552-a555-ad71759a7c04'],23,,,,,,,,,,,,,,,,,Hellas Verona,226,00:28:23.043,Pass,
,,,,,,,,,,,,,,,,,,1.630645,,,,,,,,,,,,,,,1cb3a9a1-02b8-40ad-bd76-0efd15dfb673,2405,,"[37.1, 2.2]",3879629,73,,,,1.3707126,,Right Foot,,,"[42.9, 30.8]",,Ground Pass,,29.182186,,,Federico Viviani,7770.0,,,,,,,2,From Throw In,Matteo Bianchetti,8421.0,Right Center Back,181,Hellas Verona,226,['d124ddc1-96b8-4e79-875b-e6afb731de8f'],25,,,,,,,,,,,,,,,,,Hellas Verona,226,00:28:25.921,Pass,
,,,,,,,,,,,,,,,,,,0.9331,,,,,,,,,,,,,,,28b35c28-d745-41df-a1a3-b086f2fc572d,2408,,"[63.5, 51.5]",3879629,73,,,,-0.9160367,,Right Foot,,,"[87.3, 20.5]",,High Pass,,39.082478,,,Giampaolo Pazzini,6686.0,,,,,,,2,From Throw In,Federico Viviani,7770.0,Center Defensive Midfield,181,Hellas Verona,226,['04d1ba12-3c3b-413b-a455-f1821c85b806'],31,,,,,,,,,,,,,,,,,Hellas Verona,226,00:28:31.135,Pass,
,,,,,,,,,,,,,,,,,,1.840946,,,,,,,,,,,,,,,2e281b65-795f-451b-89c3-868c8204e25c,2411,,"[87.3, 20.5]",3879629,73,,,,0.19215216,89219bf5-9d8f-461d-b98a-0903834676c3,Right Foot,,,"[113.0, 25.5]",,High Pass,,26.181864,,,Emil Hallfreðsson,5512.0,True,,,,,,2,From Throw In,Giampaolo Pazzini,6686.0,Right Center Forward,181,Hellas Verona,226,['8fce7caa-5b45-4396-9ec5-043878465252'],32,,,,,,,,,,,,,,,,,Hellas Verona,226,00:28:32.294,Pass,
,,,,,,,,,,,,,,,,,,3.336119,,,,,,,,,,,,,,,b9d39fad-30e8-4442-9d29-8abd64ae1020,2419,,"[30.7, 77.5]",3879629,73,,,,-0.12777233,,Right Foot,,,"[88.3, 70.1]",,High Pass,,58.073402,Incomplete,,Nicolás Ignacio Castillo Mora,20970.0,,,,,,,2,From Throw In,Davide Bertoncini,49440.0,Right Center Back,181,Hellas Verona,226,"['905130be-6dba-4b5b-bd85-70a7768fd4a2', 'bd4794ee-3a0d-4fd0-b316-0478c7942c8f']",42,,,,,,,,,,,,,,,,,Frosinone,291,00:28:42.213,Pass,
,,,,,,,,,,,,,,,,,,1.952824,,,,,,,,,,,,,,,905130be-6dba-4b5b-bd85-70a7768fd4a2,2422,,"[31.8, 10.0]",3879629,73,,,True,-0.37822068,,,,,"[46.9, 4.0]",,High Pass,,16.248384,,,Federico Viviani,7770.0,,,,,,Recovery,2,From Throw In,Vangelis Moras,31488.0,Left Center Back,181,Hellas Verona,226,"['052fb614-1f0b-4d44-9b17-c2504e15b436', 'b9d39fad-30e8-4442-9d29-8abd64ae1020', 'dd7610cc-81c1-42b7-8638-eef1ad05855a']",45,,,,,,,,,,,,,,,,,Hellas Verona,226,00:28:45.549,Pass,True
,,,,,,,,,,,,,,,,,,1.961189,,,,,,,,,,,,,,,00653ce4-a80d-44af-9fa5-009027375024,2425,,"[56.0, 25.9]",3879629,73,,,,-1.3034912,,Left Foot,,,"[62.6, 1.8]",,Ground Pass,,24.987396,,,Samuel Souprayen,7695.0,,,,,,,2,From Throw In,Federico Viviani,7770.0,Center Defensive Midfield,181,Hellas Verona,226,['ec8d4c4f-99a7-498b-a088-96a49ea15920'],56,,,,,,,,,,,,,,,,,Hellas Verona,226,00:28:56.603,Pass,
,,,,,,,,,,,,,,,,,,1.602922,,,,,,,,,,,,,,,3f2849a3-bba2-446e-8545-7250e68c50bf,2428,,"[70.1, 2.2]",3879629,74,,,,0.7369621,,Left Foot,,,"[99.3, 28.7]",,High Pass,,39.432095,Incomplete,,Luca Toni,20252.0,,,,,,,2,From Throw In,Samuel Souprayen,7695.0,Left Back,181,Hellas Verona,226,"['6b9cd58c-0e51-4abb-9e4c-82cddaa0c402', '985e3168-26bf-47d6-b164-92abce8a9ff3']",0,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:00.603,Pass,
,,,,,,,,,,,,,,,,,,2.063657,,,,,,,,,,,,,,,6b9cd58c-0e51-4abb-9e4c-82cddaa0c402,2430,,"[20.8, 51.4]",3879629,74,,,,0.09658436,,Head,,,"[49.7, 54.2]",,High Pass,,29.035324,Incomplete,,Paolo Sammarco,23349.0,,,,,,Recovery,2,From Throw In,Davide Bertoncini,49440.0,Right Center Back,181,Hellas Verona,226,"['1f81d6c6-1b74-4f15-912e-5ed3382db57c', '3f2849a3-bba2-446e-8545-7250e68c50bf', 'f944c143-f213-46c6-8304-b1fb4dd16a6f']",2,,,,,,,,,,,,,,,,,Frosinone,291,00:29:02.206,Pass,
,,,,,,,,,,,,,,,,,,2.31422,,,,,,,,,,,,,,,1f81d6c6-1b74-4f15-912e-5ed3382db57c,2432,,"[70.4, 25.9]",3879629,74,,,,-3.0053,,Head,,,"[52.9, 23.5]",,High Pass,,17.663805,,,Vangelis Moras,31488.0,,,,,,Recovery,2,From Throw In,Federico Viviani,7770.0,Center Defensive Midfield,181,Hellas Verona,226,"['6b9cd58c-0e51-4abb-9e4c-82cddaa0c402', 'a730630d-e089-4044-beb6-ae7562b358ae']",4,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:04.269,Pass,
,,,,,,,,,,,,,,,,,,1.038675,,,,,,,,,,,,,,,30921c2f-3084-4960-b6f5-679279f6f829,2435,,"[52.6, 22.0]",3879629,74,,,,0.40890783,,Head,,,"[61.6, 25.9]",,High Pass,,9.80867,,,Federico Viviani,7770.0,,,,,,,2,From Throw In,Vangelis Moras,31488.0,Left Center Back,181,Hellas Verona,226,['38476dff-4099-4e43-b915-13d3bf62ffa9'],6,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:06.584,Pass,
,,,,,,,,,,,,,,,,,,0.452507,,,,,,,,,,,,,,,f25ab401-c645-47a9-b6b1-cf5a8499ee9f,2438,,"[61.6, 25.9]",3879629,74,,,,-2.5930433,,Right Foot,,,"[54.4, 21.5]",,Ground Pass,,8.438009,,,Vangelis Moras,31488.0,,,,,,,2,From Throw In,Federico Viviani,7770.0,Center Defensive Midfield,181,Hellas Verona,226,['0e47a384-a7b7-4d7b-9551-eadc7f4cd4e5'],7,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:07.825,Pass,
,,,,,,,,,,,,,,,,,,1.132664,,,,,,,,,,,,,,,5ffcd918-9fc7-4467-84d2-8dc6f02c4051,2441,,"[54.4, 21.5]",3879629,74,,,,-0.38126567,,Right Foot,,,"[77.1, 12.4]",,Ground Pass,,24.456083,,,Emil Hallfreðsson,5512.0,,,,,,,2,From Throw In,Vangelis Moras,31488.0,Left Center Back,181,Hellas Verona,226,['dad2e00c-71f7-4793-b043-e6385bf44aae'],10,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:10.960,Pass,
,,,,,,,,,,,,,,,,,,0.704861,,,,,,,,,,,,,,,5f31f9fa-a439-47da-b271-16395e84d4a3,2445,,"[72.5, 39.9]",3879629,74,,,,-2.6847477,,Left Foot,,,"[66.6, 37.0]",,Ground Pass,,6.574192,,,Federico Viviani,7770.0,,,,,,,2,From Throw In,Emil Hallfreðsson,5512.0,Left Center Midfield,181,Hellas Verona,226,['ad7d3795-c777-4f22-adda-490029c087ef'],15,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:15.372,Pass,
,,,,,,,,,,,,,,,,,,1.971652,,,,,,,,,,,,,,,22c52791-3da6-4bd3-a037-1b9810b5ca64,2448,,"[67.4, 35.9]",3879629,74,,,,-1.1779977,,Right Foot,,,"[80.7, 3.8]",,Ground Pass,,34.746223,,,Samuel Souprayen,7695.0,,,,,,,2,From Throw In,Federico Viviani,7770.0,Center Defensive Midfield,181,Hellas Verona,226,['efc8521c-5d6b-4b3c-9195-8d633457f178'],16,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:16.900,Pass,
,,,,,,,,,,,,,,,,,,0.769568,,,,,,,,,,,,,,,9d767392-599f-4968-a5cd-2cac07273ad0,2451,,"[90.9, 4.0]",3879629,74,,,,2.4651365,,Left Foot,,,"[83.8, 9.7]",,Ground Pass,,9.104943,,,Emil Hallfreðsson,5512.0,,,,,,,2,From Throw In,Samuel Souprayen,7695.0,Left Back,181,Hellas Verona,226,['f090d98b-7802-4ef2-8614-bfc0b027f264'],23,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:23.016,Pass,
,,,,,,,,,,,,,,,,,,1.648985,,,,,,,,,,,,,,,51060c7a-dd25-418c-8b20-b883a7fa293e,2454,,"[83.8, 9.7]",3879629,74,,,,0.94478613,,Left Foot,,,"[103.9, 37.5]",,High Pass,,34.30525,,,Giampaolo Pazzini,6686.0,,,,,,,2,From Throw In,Emil Hallfreðsson,5512.0,Left Center Midfield,181,Hellas Verona,226,['6fdfacb1-e0a6-4509-ac26-e0df03927a50'],24,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:24.420,Pass,
,,,,,,,,,,,,,,,,,,1.121112,,,,,,,,,,,,,,,2476587a-4b49-46d9-917d-8475c597b7b5,2458,,"[103.4, 36.3]",3879629,74,,,,2.9219785,,Right Foot,,,"[92.2, 38.8]",,Low Pass,,11.475626,,,Federico Viviani,7770.0,,,,,,,2,From Throw In,Giampaolo Pazzini,6686.0,Right Center Forward,181,Hellas Verona,226,['1846f6a5-08a1-49d2-b94c-a7a2b3638e6c'],26,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:26.977,Pass,
,,,,,,,,,,,,,,,,,,2.265054,,,,,,,,,,,,,,,7e0a9aa8-1ba3-48f6-89d8-b0645d3803e3,2461,,"[92.2, 38.8]",3879629,74,,,,1.0412067,,Right Foot,,,"[106.6, 63.4]",,High Pass,,28.504736,,,Eros Pisano,11342.0,,,,,,,2,From Throw In,Federico Viviani,7770.0,Center Defensive Midfield,181,Hellas Verona,226,['a5521ea3-d84d-4330-be80-df6f1589d9ce'],28,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:28.902,Pass,
,,,,,,,,,,,,,,,,,,0.177229,,,,,,,,,,,,,,,99fe6094-87b2-4f48-b8c2-cc0261df007b,2464,,"[118.2, 71.5]",3879629,74,,,,-1.6495802,,Right Foot,,,"[117.9, 67.7]",,Ground Pass,,3.8118236,Incomplete,,,,,,,,,,2,From Throw In,Eros Pisano,11342.0,Right Back,181,Hellas Verona,226,['0b8a3f0e-f07e-4dd9-a23c-0d87868f901a'],34,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:34.521,Pass,
,,,,,,,,,,,,,,,,,,1.5649,,,,,,,,,,,,,,,30e3bebf-9147-48eb-a490-2f059c9f1420,2466,,"[120.0, 80.0]",3879629,74,,,,-1.8209713,cad13b27-ee1c-4925-a0f8-7a7c46d4af25,Right Foot,,,"[109.6, 39.3]",True,High Pass,,42.007736,,True,Vangelis Moras,31488.0,,,True,Outswinging,,Corner,2,From Corner,Federico Viviani,7770.0,Center Defensive Midfield,182,Hellas Verona,226,['c475ca67-5ff1-4209-aeb6-904ffcccf37c'],56,,,,,,,,,,,,,,,,,Hellas Verona,226,00:29:56.550,Pass,
,,,,,,,,,,,,,,,,,,5.56182,,,,,,,,,,,,,,,aea3830d-bd62-481e-a155-f5a3ea443c67,2470,,"[61.0, 40.1]",3879629,75,True,,,-2.9873862,,Right Foot,,,"[41.7, 37.1]",,Ground Pass,,19.531769,,,Federico Dionisi,24235.0,,,,,,Kick Off,2,From Kick Off,Nicolás Ignacio Castillo Mora,20970.0,Left Center Forward,183,Frosinone,291,['7a8d6b02-a062-41c6-a988-5a6b510845f9'],33,,,,,,,,,,,,,,,,,Frosinone,291,00:30:33.200,Pass,
,,,,,,,,,,,,,,,,,,1.215168,,,,,,,,,,,,,,,21567219-f6a2-49c4-87d7-94dae41d5ce7,2475,,"[71.1, 78.3]",3879629,75,,,,-0.40725586,,Right Foot,,,"[81.3, 73.9]",,Ground Pass,,11.108555,,,Federico Dionisi,24235.0,,,,,,Free Kick,2,From Free Kick,Paolo Sammarco,23349.0,Left Defensive Midfield,184,Frosinone,291,['5c1f47dd-4bdd-4948-b245-9d5aaba69fea'],52,,,,,,,,,,,,,,,,,Frosinone,291,00:30:52.705,Pass,
,,,,,,,,,,,,,,,,,,2.143922,,,,,,,,,,,,,,,42058da4-3067-49ba-b2a1-dba63e048f43,2478,,"[91.5, 63.7]",3879629,75,,,,0.89687437,,Right Foot,,,"[103.4, 78.6]",,Ground Pass,,19.068823,,,Aleandro Rosi,7462.0,,,,,,,2,From Free Kick,Federico Dionisi,24235.0,Right Center Forward,184,Frosinone,291,['15f8e198-50ee-45be-86a9-d9cee331d0a0'],55,,,,,,,,,,,,,,,,,Frosinone,291,00:30:55.489,Pass,
,,,,,,,,,,,,,,,,,,3.424225,,,,,,,,,,,,,,,95533fb7-07c5-487a-8364-5163444de2b0,2481,,"[103.1, 78.6]",3879629,75,,,,-1.4172822,,Right Foot,True,,"[115.2, 0.4]",,High Pass,,79.130585,Out,,,,,,True,,,,2,From Free Kick,Aleandro Rosi,7462.0,Right Back,184,Frosinone,291,,58,,,,,,,,,,,,,,,,,Frosinone,291,00:30:58.522,Pass,
,,,,,,,,,,,,,,,,,,1.098485,,,,,,,,,,,,,,,22d9ffd3-9f80-4bc4-a50e-4cb25e0b8e80,2482,,"[4.9, 80.0]",3879629,76,,,,-1.0939045,,,,,"[11.1, 68.0]",,Low Pass,,13.507035,,,Federico Viviani,7770.0,,,,,,Throw-in,2,From Throw In,Eros Pisano,11342.0,Right Back,185,Hellas Verona,226,['383a835d-b396-4fc4-8176-2162174daa63'],10,,,,,,,,,,,,,,,,,Hellas Verona,226,00:31:10.701,Pass,
,,,,,,,,,,,,,,,,,,3.097863,,,,,,,,,,,,,,,071f55af-f1e2-4bc3-b846-7f589dcefb0a,2491,,"[6.0, 44.0]",3879629,76,,,,-1.0570514,,Right Foot,,,"[29.7, 2.0]",,Ground Pass,,48.225407,,,Samuel Souprayen,7695.0,,,True,,,Goal Kick,2,From Goal Kick,Pierluigi Gollini,8274.0,Goalkeeper,186,Hellas Verona,226,['48a5d107-8147-4b27-af42-0c3a7dd0a83a'],18,,,,,,,,,,,,,,,,,Hellas Verona,226,00:31:18.631,Pass,
,,,,,,,,,,,,,,,,,,1.545369,,,,,,,,,,,,,,,4bdd7f0e-cab6-4b27-bb21-739e9e629dc8,2494,,"[29.7, 2.2]",3879629,76,,,,1.1358293,,Left Foot,,,"[34.3, 12.1]",,Ground Pass,,10.916501,,,Vangelis Moras,31488.0,,,,,,,2,From Goal Kick,Samuel Souprayen,7695.0,Left Back,186,Hellas Verona,226,['893bba48-5287-4d07-a581-99226a8e61ab'],23,,,,,,,,,,,,,,,,,Hellas Verona,226,00:31:23.320,Pass,
,,,,,,,,,,,,,,,,,,2.689783,,,,,,,,,,,,,,,195ed92f-be32-4062-b799-6a1489e6780c,2497,,"[38.4, 7.6]",3879629,76,,,,-0.155262,,Right Foot,,,"[72.9, 2.2]",,Ground Pass,,34.92005,,,Samuel Souprayen,7695.0,,,,,,,2,From Goal Kick,Vangelis Moras,31488.0,Left Center Back,186,Hellas Verona,226,['c308d1da-683a-4335-b076-51748eafc417'],25,,,,,,,,,,,,,,,,,Hellas Verona,226,00:31:25.881,Pass,
,,,,,,,,,,,,,,,,,,0.623631,,,,,,,,,,,,,,,27b30072-fbf5-4ea0-9446-45cdead6b142,2501,,"[30.2, 80.0]",3879629,76,True,,,-0.38228258,,,,,"[39.9, 76.1]",,Low Pass,,10.454664,,,Luca Paganini,23470.0,,,,,,Throw-in,2,From Throw In,Aleandro Rosi,7462.0,Right Back,187,Frosinone,291,['9ceb377d-7f9b-4dd1-90b3-504e55823adf'],37,,,,,,,,,,,,,,,,,Frosinone,291,00:31:37.682,Pass,
,,,,,,,,,,,,,,,,,,1.192248,,,,,,,,,,,,,,,69ed953d-5161-4f9b-a10d-7e9af5a1d0b0,2503,,"[44.8, 75.7]",3879629,76,True,,,2.4668517,,Right Foot,,,"[40.3, 79.3]",,Ground Pass,,5.7628117,,,Aleandro Rosi,7462.0,,,,,,,2,From Throw In,Luca Paganini,23470.0,Right Midfield,187,Frosinone,291,['32c4f3e5-8c3f-4159-bdc1-50f7f7820147'],38,,,,,,,,,,,,,,,,,Frosinone,291,00:31:38.306,Pass,
,,,,,,,,,,,,,,,,,,1.553148,,,,,,,,,,,,,,,ca1e59b3-6654-4871-a149-8af3234e0486,2505,,"[40.3, 79.3]",3879629,76,,,,-3.1230762,,Right Foot,,,"[34.9, 79.2]",,Ground Pass,,5.4009256,,,Mirko Gori,20636.0,,,,,,,2,From Throw In,Aleandro Rosi,7462.0,Right Back,187,Frosinone,291,['8b560a75-a8a3-4f6b-bb97-4425c2035c06'],40,,,,,,,,,,,,,,,,,Frosinone,291,00:31:40.082,Pass,
,,,,,,,,,,,,,,,,,,3.624912,,,,,,,,,,,,,,,561e9671-207b-4f81-a79a-023fbb2ae152,2507,,"[34.9, 79.2]",3879629,76,,,,-0.1281822,,Left Foot,,,"[79.9, 73.4]",,High Pass,,45.37224,Incomplete,,Nicolás Ignacio Castillo Mora,20970.0,,,,,,,2,From Throw In,Mirko Gori,20636.0,Right Defensive Midfield,187,Frosinone,291,"['303adb00-4c27-4ef9-9d60-661728027be1', '9911655d-76d9-4f42-a30c-eff13c4529d8']",41,,,,,,,,,,,,,,,,,Frosinone,291,00:31:41.635,Pass,
,,,,,,,,,,,,,,,,,,2.053593,,,,,,,,,,,,,,,c3f02037-af13-44a7-b5a8-8f7ecc2200be,2512,,"[38.8, 9.1]",3879629,76,,,,2.5742514,,Right Foot,,,"[7.1, 29.3]",,Ground Pass,,37.588963,,,Pierluigi Gollini,8274.0,,,,,,,2,From Throw In,Matteo Bianchetti,8421.0,Right Center Back,187,Frosinone,291,['06cfb340-c1bd-43d6-8faf-c732317eda62'],45,,,,,,,,,,,,,,,,,Hellas Verona,226,00:31:45.973,Pass,
,,,,,,,,,,,,,,,,,,3.557312,,,,,,,,,,,,,,,0325472c-392c-44c3-b533-c50a047f52dd,2515,,"[8.5, 29.3]",3879629,76,,,,-0.49239665,,Left Foot,,,"[51.0, 6.5]",,High Pass,,48.229557,Incomplete,,Emil Hallfreðsson,5512.0,,,,,,,2,From Throw In,Pierluigi Gollini,8274.0,Goalkeeper,187,Frosinone,291,"['618bcdd5-ea20-4924-97ee-3ad3c0d707e1', '98a4f097-5bab-44b8-bb83-866325621822', 'a569a36a-0741-4ca8-a6eb-7b76c0d017f4']",48,,,,,,,,,,,,,,,,,Hellas Verona,226,00:31:48.026,Pass,True
,,,,,,,,,,,,,,,,,,1.935086,,,,,,,,,,,,,,,618bcdd5-ea20-4924-97ee-3ad3c0d707e1,2518,,"[69.1, 73.6]",3879629,76,,,True,-1.6005495,,,,,"[68.6, 56.8]",,High Pass,,16.807438,,,Paolo Sammarco,23349.0,,,,,,Recovery,2,From Throw In,Mirko Gori,20636.0,Right Defensive Midfield,187,Frosinone,291,"['0325472c-392c-44c3-b533-c50a047f52dd', '20045499-997e-49a2-86d6-95a055dedf50', 'a0435188-fefb-4567-b01d-c7c5c2a6cf63']",51,,,,,,,,,,,,,,,,,Frosinone,291,00:31:51.583,Pass,True
,,,,,,,,,,,,,,,,,,2.40612,,,,,,,,,,,,,,,420bac78-746e-4ba2-9304-c408036251ec,2521,,"[68.6, 53.5]",3879629,76,,,,-1.724741,,Right Foot,,,"[64.1, 24.5]",,Ground Pass,,29.347061,,,Roberto Crivello,296873.0,,,,,,,2,From Throw In,Paolo Sammarco,23349.0,Left Defensive Midfield,187,Frosinone,291,['6915f9e0-4b81-4f2d-8811-a9d2751a85b1'],54,,,,,,,,,,,,,,,,,Frosinone,291,00:31:54.541,Pass,
,,,,,,,,,,,,,,,,,,3.654409,,,,,,,,,,,,,,,a628fa63-349a-4a49-85be-01d805a82097,2524,,"[64.1, 24.3]",3879629,76,,,,0.105416894,,Left Foot,,,"[112.3, 29.4]",,High Pass,,48.469063,Incomplete,,Alessandro Frara,386512.0,,,,,,,2,From Throw In,Roberto Crivello,296873.0,Left Back,187,Frosinone,291,"['4591e2d0-fe8d-4cf8-8d01-1e2bfe89b758', 'e5011d4c-541c-4e61-b694-25073f23600c']",57,,,,,,,,,,,,,,,,,Frosinone,291,00:31:57.837,Pass,
,,,,,,,,,,,,,,,,,,3.294558,,,,,,,,,,,,,,,d152400c-1f7c-4d78-b77f-d39f4f6b1eb4,2529,,"[21.9, 53.3]",3879629,77,,,,-0.28144148,,Right Foot,,,"[80.7, 36.3]",,High Pass,,61.208168,Incomplete,,Luca Toni,20252.0,,,,,,,2,From Keeper,Pierluigi Gollini,8274.0,Goalkeeper,188,Hellas Verona,226,"['6419bdbd-c0a6-4694-9a81-1019b9169965', 'b7f87757-fee5-4b0c-a2f5-88449d707736']",9,,,,,,,,,,,,,,,,,Hellas Verona,226,00:32:09.916,Pass,
,,,,,,,,,,,,,,,,,,0.969679,,,,,,,,,,,,,,,b7f87757-fee5-4b0c-a2f5-88449d707736,2532,,"[39.4, 43.8]",3879629,77,,,True,-0.5191461,,,,,"[45.0, 40.6]",,High Pass,,6.449806,,,Paolo Sammarco,23349.0,,,,,,Recovery,2,From Keeper,Davide Bertoncini,49440.0,Right Center Back,188,Hellas Verona,226,"['1bb8620c-a27a-4d55-bd2d-896f82b496de', '87940d6c-40b2-4007-b786-263cb0f47830', 'd152400c-1f7c-4d78-b77f-d39f4f6b1eb4']",13,,,,,,,,,,,,,,,,,Frosinone,291,00:32:13.210,Pass,True
