50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,049fdfd5-73d2-4c3e-8b61-f69b9e9dc418,1,,,3879662,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 10}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8e8d6ed4-20d3-4477-aa3e-85e1c5b1cb64,2,,,3879662,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 69}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 43}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9321c6d9-2a87-4060-8021-1da38475bdad,3,,,3879662,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['935b883b-4eaf-46b2-b589-bbbbb39f63c8'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,935b883b-4eaf-46b2-b589-bbbbb39f63c8,4,,,3879662,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['9321c6d9-2a87-4060-8021-1da38475bdad'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9f392810-89d0-4f62-aa42-20a4bd0f8044,2019,,,3879662,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Fiorentina,239,['c740697a-22af-4237-8526-ac3622792aa4'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c740697a-22af-4237-8526-ac3622792aa4,2020,,,3879662,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Fiorentina,239,['9f392810-89d0-4f62-aa42-20a4bd0f8044'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.335575,,,,,,,,,,,95ae2963-aa21-4b3a-b2bb-b82819457493,5,,"[60.0, 40.0]",3879662,0,,,,,2.5748634,,Right Foot,,,"[57.8, 41.4]",,Ground Pass,,2.607681,,,,Josip Iličić,7139.0,,,,,Kick Off,1,From Kick Off,Nikola Kalinić,7033.0,Center Forward,2,Fiorentina,239,['9f351280-1ea4-4080-8e7a-e0867d9acc88'],1,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:01.331,Pass,
,,,,,,,,,,,,,,,,0.952989,,,,,,,,,,,ff8dad90-c0b1-40a7-8e9b-e6389e94cb5d,8,,"[57.0, 41.6]",3879662,0,,,,,-2.9325697,,Right Foot,,,"[50.4, 40.2]",,Ground Pass,,6.746851,,,,Milan Badelj,6305.0,,,,,,1,From Kick Off,Josip Iličić,7139.0,Right Attacking Midfield,2,Fiorentina,239,['86610aa2-e92e-4412-a090-8aaf43dbfe85'],1,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:01.783,Pass,
,,,,,,,,,,,,,,,,1.290571,,,,,,,,,,,4f16874f-cff0-44f6-908f-9f6260ca8fd4,11,,"[47.0, 43.1]",3879662,0,,,,,2.7307925,,Right Foot,,,"[30.7, 50.2]",,Ground Pass,,17.779202,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Kick Off,Milan Badelj,6305.0,Right Defensive Midfield,2,Fiorentina,239,['fd6c928b-60b2-4e20-95e1-5560a2a894ba'],4,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:04.111,Pass,
,,,,,,,,,,,,,,,,1.219719,,,,,,,,,,,7e6a8e2a-c68a-46c8-b73c-bccfe5f12b42,14,,"[28.2, 54.9]",3879662,0,,,,,1.1131366,,Right Foot,,,"[34.8, 68.3]",,Ground Pass,,14.9372015,,,,Facundo Sebastián Roncaglia,6830.0,,,,,,1,From Kick Off,Gonzalo Javier Rodríguez,25931.0,Center Back,2,Fiorentina,239,['b5b01d38-6792-412d-af54-a1edcca4f908'],6,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:06.699,Pass,
