50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2a931be9-9be8-4ebd-8e17-2d2ab0db7416,1,,,3879802,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 69}, {'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 83}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2b9e2a65-24ff-4df6-8163-0cab0e2833a9,2,,,3879802,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 5662, 'name': 'Thiago Rangel Cionek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1af1a4b4-6e38-49c6-b03e-00ba2dcea267,3,,,3879802,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['f8ef6760-f619-4699-9977-fc7358b65a8c'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f8ef6760-f619-4699-9977-fc7358b65a8c,4,,,3879802,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['1af1a4b4-6e38-49c6-b03e-00ba2dcea267'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cc74e63a-20c9-4e78-a2ad-bd5316ddcbb8,1915,,,3879802,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Palermo,2256,['4808b8d7-ce5e-4d93-b12b-fad25e5f2f20'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4808b8d7-ce5e-4d93-b12b-fad25e5f2f20,1916,,,3879802,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Palermo,2256,['cc74e63a-20c9-4e78-a2ad-bd5316ddcbb8'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.106362,,,,,,,,,,,,,7cd98e03-0f35-456d-81f7-52571e4b439b,5,,"[61.0, 40.1]",3879802,0,,,,,-2.9899008,,Right Foot,,"[45.3, 37.7]",,Ground Pass,,15.8823805,,Ivan Radovanović,7042.0,,,,,Kick Off,1,From Kick Off,Antonio Floro Flores,27110.0,Left Center Forward,2,Chievo,231,['08a17220-0853-4155-bb53-339517d9ea58'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.635,Pass,
,,,,,,,,,,,,,,,,0.979918,,,,,,,,,,,,,4a5ceda7-f021-4cc2-98ec-b559c5588fc6,8,,"[45.5, 37.1]",3879802,0,,,,,1.665748,,Right Foot,,"[45.1, 41.3]",,Ground Pass,,4.2190046,,Boštjan Cesar,8877.0,,,,,,1,From Kick Off,Ivan Radovanović,7042.0,Center Defensive Midfield,2,Chievo,231,['eef040bc-6e4f-4bda-8414-f7c304f9a398'],1,,,,,,,,,,,,,,,,,Chievo,231,00:00:01.782,Pass,
,,,,,,,,,,,,,,,,0.126386,,,,,,,,,,,,,ce5e006c-1173-4924-b704-614df5fd0331,11,,"[45.0, 41.3]",3879802,0,,,,,-0.0540015,,Left Foot,,"[48.7, 41.1]",,High Pass,,3.7054014,Incomplete,,,,,,,,1,From Kick Off,Boštjan Cesar,8877.0,Left Center Back,2,Chievo,231,['d56a8075-5a91-4d2c-ab9c-5a0c76a52433'],2,,,,,,,,,,,,,,,,,Chievo,231,00:00:02.802,Pass,
,,,,,,,,,,,,,,,,1.353665,,,,,,,,,,,,,06f4f9b7-9fba-44a2-b674-156fb8ba8310,14,,"[39.3, 51.5]",3879802,0,,,,,-0.07731039,,Right Foot,,"[67.7, 49.3]",,High Pass,,28.485085,Incomplete,Riccardo Meggiorini,11643.0,,,,,Recovery,1,From Kick Off,Nicolás Federico Spolli,8278.0,Right Center Back,2,Chievo,231,"['3f7146e1-bd35-43a0-a4a4-d68baf01a3c4', 'd9cbf3c5-6969-4b3f-a157-ff73ec1dc8cb']",5,,,,,,,,,,,,,,,,,Chievo,231,00:00:05.795,Pass,
,,,,,,,,,,,,,,,,1.631365,,,,,,,,,,,,,d9cbf3c5-6969-4b3f-a157-ff73ec1dc8cb,16,,"[52.4, 30.8]",3879802,0,,,,,-2.3990254,,Head,,"[37.8, 17.4]",,High Pass,,19.817163,,Achraf Lazaar,10032.0,,,,,Recovery,1,Regular Play,Mato Jajalo,30735.0,Center Defensive Midfield,3,Palermo,2256,"['06f4f9b7-9fba-44a2-b674-156fb8ba8310', '7925949e-6d36-42cf-99fd-48c8244c158d']",7,,,,,,,,,,,,,,,,,Palermo,2256,00:00:07.149,Pass,
,,,,,,,,,,,,,,,,0.832938,,,,,,,,,,,,,9cec33c6-066e-4e81-81f4-7bc74c095239,18,,"[39.2, 17.6]",3879802,0,,,,,0.5721936,,Right Foot,,"[51.0, 25.2]",,Low Pass,,14.035668,,Gastón Brugman,30704.0,,,,,,1,Regular Play,Achraf Lazaar,10032.0,Left Back,3,Palermo,2256,['1149c6f9-a1a9-46c3-9565-ea585cf97a74'],8,,,,,,,,,,,,,,,,,Palermo,2256,00:00:08.780,Pass,
,,,,,,,,,,,,,,,,0.612459,,,,,,,,,,,,,3053ec13-5b0f-4850-91ea-95148b9d7e33,24,,"[62.7, 46.6]",3879802,0,,,,,-0.41566187,,Right Foot,,"[77.2, 40.2]",,Ground Pass,,15.849606,,Antonio Floro Flores,27110.0,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,3,Palermo,2256,['b3c65a28-d873-4144-83af-b4132f412a5d'],12,,,,,,,,,,,,,,,,,Chievo,231,00:00:12.856,Pass,
,,,,,,,,,,,,,,,,0.283596,,,,,,,,,,,,,4f4d0e81-e839-4dbd-ba77-632c64085a6e,27,,"[77.0, 40.2]",3879802,0,,,,,1.2047398,,Right Foot,,"[79.3, 46.2]",,Ground Pass,,6.4257298,Incomplete,Riccardo Meggiorini,11643.0,,,,,,1,Regular Play,Antonio Floro Flores,27110.0,Left Center Forward,3,Palermo,2256,"['bb73acea-8fc9-4714-a6a0-dfe1b7aac598', 'e8abcafc-42ec-4997-813e-6e8a3f4b2dda']",13,,,,,,,,,,,,,,,,,Chievo,231,00:00:13.498,Pass,
,,,,,,,,,,,,,,,,2.073774,,,,,,,,,,,,,4a136267-f17a-4724-aa6c-4d21d1d15cbe,30,,"[27.0, 27.4]",3879802,0,,,,,1.7916251,,Right Foot,,"[21.5, 51.9]",,Ground Pass,,25.109758,,Aljaž Struna,24061.0,,,,,Recovery,1,Regular Play,Siniša Anđelković,40350.0,Left Center Back,3,Palermo,2256,['d55ed372-5a8a-401c-86de-3aecdd021e8f'],15,,,,,,,,,,,,,,,,,Palermo,2256,00:00:15.394,Pass,
,,,,,,,,,,,,,,,,1.216463,,,,,,,,,,,,,ed3c5254-8831-4ac4-bfce-3e22c57452b2,33,,"[20.7, 66.2]",3879802,0,,,,,0.043450896,,Right Foot,,"[36.8, 66.9]",,Ground Pass,,16.11521,,Gastón Brugman,30704.0,,,,,,1,Regular Play,Aljaž Struna,24061.0,Right Back,3,Palermo,2256,['928d6547-04d8-416c-9672-c65ba3432744'],18,,,,,,,,,,,,,,,,,Palermo,2256,00:00:18.793,Pass,
,,,,,,,,,,,,,,,,1.16205,,,,,,,,,,,,,6ddc4780-78dc-4b1d-b579-aa97bab1a6d4,38,,"[64.8, 0.1]",3879802,0,,,,,1.6529639,,,,"[63.4, 17.1]",,Low Pass,,17.05755,,Ivan Radovanović,7042.0,,,,,Throw-in,1,From Throw In,Massimo Gobbi,8645.0,Left Back,4,Chievo,231,['d43d612b-cb74-403b-87a1-e5b3c2be4841'],27,,,,,,,,,,,,,,,,,Chievo,231,00:00:27.838,Pass,
,,,,,,,,,,,,,,,,1.52264,,,,,,,,,,,,,6e9c19a1-fad9-4ac2-a143-5fa297794186,42,,"[64.0, 12.2]",3879802,0,,,,,-2.7591062,,Right Foot,,"[46.6, 5.2]",,Ground Pass,,18.755266,,Boštjan Cesar,8877.0,,,,,,1,From Throw In,Ivan Radovanović,7042.0,Center Defensive Midfield,4,Chievo,231,['33132290-55b2-4457-934f-5ebbc294690a'],29,,,,,,,,,,,,,,,,,Chievo,231,00:00:29.731,Pass,
