50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,afa4afd1-4da6-4526-ab2d-524e806b3e64,1,,,3878544,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 34}, {'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,94dca287-eb75-484e-8083-a426c0116e43,2,,,3878544,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 90}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 7145, 'name': 'Darko Lazović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5894612a-b89f-499a-9570-130b0a1d0270,3,,,3878544,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['4687d1db-9401-433e-a1df-503eeaad9b32'],0,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4687d1db-9401-433e-a1df-503eeaad9b32,4,,,3878544,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['5894612a-b89f-499a-9570-130b0a1d0270'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0b902bd4-6b8d-4728-a829-4bb85d56c1bc,1634,,,3878544,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,87,Genoa,233,['d8e88d2f-0429-4b51-b6c2-5a6e7596d85f'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d8e88d2f-0429-4b51-b6c2-5a6e7596d85f,1635,,,3878544,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,87,Genoa,233,['0b902bd4-6b8d-4728-a829-4bb85d56c1bc'],0,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.351172,,,,,,,,,,,82add7b5-31c9-4535-95d2-ae0492787d5f,5,,"[61.0, 40.1]",3878544,0,,,,2.6779451,,Left Foot,,,"[47.6, 46.8]",,Ground Pass,14.981655,,,,Alberto Facundo Costa,26728.0,,,,,,Kick Off,1,From Kick Off,Darko Lazović,7145.0,Right Center Forward,2,Genoa,233,['f650a9ed-13b1-4c20-ba2a-584de26190ae'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.878,Pass,
,,,,,,,,,,,,,,,,,1.649392,,,,,,,,,,,1f1eb60f-7553-4974-bb21-52e2bbdc3c2a,8,,"[48.1, 49.1]",3878544,0,,,,1.735272,,Left Foot,,,"[44.1, 73.2]",,Ground Pass,24.429695,,,,Sebastian De Maio,7176.0,,,,,,,1,From Kick Off,Alberto Facundo Costa,26728.0,Right Defensive Midfield,2,Genoa,233,['24142120-29fb-4cfa-a2ab-46f3e426bd13'],2,,,,,,,,,,,,,,,,,,Genoa,233,00:00:02.508,Pass,
,,,,,,,,,,,,,,,,,0.915068,,,,,,,,,,,9b217974-0845-4830-ae65-d740afdd956d,12,,"[76.9, 0.1]",3878544,0,True,,,0.61377007,,,,,"[85.7, 6.3]",,Low Pass,10.764757,,,,Franco Damián Vázquez,6719.0,,,,,,Throw-in,1,From Throw In,Ivaylo Chochev,40349.0,Left Center Midfield,3,Palermo,2256,['418ac251-b6b1-4eee-b695-63a43b63c02b'],8,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:08.111,Pass,
,,,,,,,,,,,,,,,,,2.022586,,,,,,,,,,,e3296266-0b0f-4898-bfd0-7f12d50cb9ad,17,,"[28.8, 76.7]",3878544,0,,,,-0.40047875,,Right Foot,,,"[69.9, 59.3]",,High Pass,44.631493,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Sebastian De Maio,7176.0,Right Center Back,3,Palermo,2256,['1bc1a6ad-8e9d-4ea5-8559-dd929244ea34'],11,,,,,,,,,,,,,,,,,,Genoa,233,00:00:11.768,Pass,
