50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7aa65cc3-b001-42c1-a56d-644ef83aa7c2,1,,,,3879638,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 83}, {'player': {'id': 11497, 'name': 'Jonathan Ludovic Biabiany'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,124ab289-2d4a-4291-bb65-b14262759307,2,,,,3879638,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10881, 'name': 'Diogo José Rosário Gomes Figueiras'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7145, 'name': 'Darko Lazović'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3556, 'name': 'Serge Gakpé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5de20dbe-df84-4102-b6a9-db00d2843c9b,3,,,,3879638,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['65d1cccd-54bf-4840-bf94-101f0bf04964'],0,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,65d1cccd-54bf-4840-bf94-101f0bf04964,4,,,,3879638,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['5de20dbe-df84-4102-b6a9-db00d2843c9b'],0,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9eb4a26b-7876-40dd-a443-c8f31f139408,1998,,,,3879638,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,108,Genoa,233,['5f62f383-ad8d-4227-8d40-c5f06806a79e'],0,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5f62f383-ad8d-4227-8d40-c5f06806a79e,1999,,,,3879638,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,108,Genoa,233,['9eb4a26b-7876-40dd-a443-c8f31f139408'],0,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,38fca3b4-545c-4631-8028-7e80cbbcce49,5,,,"[61.0, 40.1]",3879638,0,,True,,,1.5707964,,Right Foot,,,,"[61.0, 45.9]",Ground Pass,5.8,,,,,Rodrigo Sebastián Palacio,7165.0,,,,,Kick Off,1,From Kick Off,Stevan Jovetić,3434.0,Left Center Forward,2,Inter Milan,238,['06f4cae1-ef51-479f-a6ff-b4f15b50e3d4'],1,,,,,,,,,,,,,,,,Inter Milan,238,00:00:01.240,Pass,
,,,,,,,,,,,,,,,,1.279997,,,,,,,,,,,,,ba34ee15-37e1-4b08-b7c2-ea9524f92482,7,,,"[60.6, 44.2]",3879638,0,,True,,,-2.8523216,,Right Foot,,,,"[52.2, 41.7]",Ground Pass,8.764132,,,,,Gary Alexis Medel Soto,16453.0,,,,,,1,From Kick Off,Rodrigo Sebastián Palacio,7165.0,Right Center Forward,2,Inter Milan,238,['37870fcd-31a5-410d-9dfa-542493ebf5f6'],1,,,,,,,,,,,,,,,,Inter Milan,238,00:00:01.640,Pass,
,,,,,,,,,,,,,,,,1.959994,,,,,,,,,,,,,a3f89c21-fa88-40e7-bf67-735ca0544df7,9,,,"[48.2, 45.7]",3879638,0,,,,,1.7702012,,Left Foot,,,,"[42.4, 74.4]",Ground Pass,29.280197,,,,,Danilo D''Ambrosio,6984.0,,,,,,1,From Kick Off,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,2,Inter Milan,238,['83886bee-9cb4-4bb4-b912-ce09c1e4adb9'],3,,,,,,,,,,,,,,,,Inter Milan,238,00:00:03.705,Pass,
,,,,,,,,,,,,,,,,0.839999,,,,,,,,,,,,,ebd7df05-acc8-4215-b99f-3ff8f27906d3,13,,,"[40.9, 75.0]",3879638,0,,,,,0.24795485,,Right Foot,,,,"[48.8, 77.0]",Ground Pass,8.149233,,,,,Jonathan Ludovic Biabiany,11497.0,,,,,,1,From Kick Off,Danilo D''Ambrosio,6984.0,Right Back,2,Inter Milan,238,"['949bc1fc-8563-4742-ae62-4765f28784ca', 'cf6d7e99-5eb2-4b54-9f8c-d87e0812a404']",6,,,,,,,,,,,,,,,,Inter Milan,238,00:00:06.945,Pass,True
