50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.705001,,,,,,,,,,,,,adad3b58-2a91-40fb-b443-67a22ca7e5d5,1955,,"[88.7, 74.2]",3879763,58,,,,,-0.8329813,,Right Foot,,,,"[102.7, 58.8]",,Ground Pass,,20.812496,,,,Federico Dionisi,24235.0,,,,,,,2,From Throw In,Paolo Sammarco,23349.0,Right Center Midfield,127,Frosinone,291,['85409e46-7437-470e-9acd-65fbc28cf3ea'],42,,,,,,,,,,,,,,,,Frosinone,291,00:13:42.447,Pass,
,,,,,,,,,,,,,,,,,,,,2.887355,,,,,,,,,,,,,61b7224b-efed-44ab-9946-2eba377fd7e5,1960,,"[16.2, 35.0]",3879763,59,,,,,0.46213704,,Left Foot,,,,"[69.2, 61.4]",,High Pass,,59.211147,,,,Lorenzo De Silvestri,7473.0,,,,,,Free Kick,2,From Free Kick,Emiliano Viviano,7018.0,Goalkeeper,128,Sampdoria,234,['550ef52e-3c07-47a4-a57e-d8f52e0391c8'],15,,,,,,,,,,,,,,,,Sampdoria,234,00:14:15.533,Pass,
,,,,,,,,,,,,,,,,,,,,1.606895,,,,,,,,,,,,,f0d567b1-0e40-4c03-8993-08680811180d,1962,,"[69.5, 61.4]",3879763,59,,,,,-0.8224183,,Head,,,,"[87.7, 41.8]",,High Pass,,26.746962,,,,Fabio Quagliarella,7011.0,,,,,,,2,From Free Kick,Lorenzo De Silvestri,7473.0,Right Wing Back,128,Sampdoria,234,['956e6b2b-df19-4b0e-a6ab-6b98ea02294f'],18,,,,,,,,,,,,,,,,Sampdoria,234,00:14:18.420,Pass,
,,,,,,,,,,,,,,,,,,,,1.955325,,,,,,,,,,,,,a0a1949e-34db-4e3a-9a7a-04a80096b341,1964,,"[88.9, 42.0]",3879763,59,,,,,-1.9745904,,Head,,,,"[84.2, 31.0]",,High Pass,,11.962023,,Incomplete,,Carlos Joaquín Correa,6822.0,,,,,,,2,From Free Kick,Fabio Quagliarella,7011.0,Center Forward,128,Sampdoria,234,"['158a59ef-11e0-4a57-a33b-8ff9836c1046', 'e220e040-2c85-42a3-9ee7-883b22955ec0']",20,,,,,,,,,,,,,,,,Sampdoria,234,00:14:20.027,Pass,
,,,,,,,,,,,,,True,,,,,,,0.601808,,,,,,,,,,,,,e220e040-2c85-42a3-9ee7-883b22955ec0,1967,,"[35.9, 49.1]",3879763,59,,,,True,-0.5838704,,,,,,"[41.5, 45.4]",,Low Pass,,6.71193,,,,Mirko Gori,20636.0,,,,,,Interception,2,Regular Play,Aleandro Rosi,7462.0,Right Back,129,Frosinone,291,"['75489f22-5bee-4527-b1af-f6db67d479a0', 'a0a1949e-34db-4e3a-9a7a-04a80096b341', 'a6a85669-f826-4640-bb1d-adfd07107160']",21,,,,,,,,,,,,,,,,Frosinone,291,00:14:21.983,Pass,True
,,,,,,,,,,,,,,,,,,,,0.101189,,,,,,,,,,,,,53af98a2-c546-43c1-89b1-b0138e8505ba,1972,,"[46.3, 42.9]",3879763,59,,,,,-0.2234766,,Right Foot,,,,"[48.5, 42.4]",,Ground Pass,,2.2561028,,Incomplete,,Daniel Ciofani,13613.0,,,,,,,2,Regular Play,Mirko Gori,20636.0,Center Defensive Midfield,129,Frosinone,291,"['18023d7b-ae5b-43a6-8d3a-857fc05a8c63', '354020e7-53e2-4dc6-8dad-611e3f0f7e4b', '98e3d52c-9a82-40b9-a45a-2ab654b6a42f', 'effc4c96-b910-4458-88f6-fd44909dad41']",24,,,,,,,,,,,,,,,,Frosinone,291,00:14:24.014,Pass,True
,,,,,,,,,,,,,,,,,,,,1.245888,,,,,,,,,,,,,d6549d0e-95b2-4e06-85b7-3f07bf269ae6,1977,,"[43.4, 28.9]",3879763,59,,,,,-1.1496068,,Right Foot,,,,"[49.0, 16.4]",,Ground Pass,,13.69708,,,,Daniel Pavlovic,8661.0,,,,,,,2,Regular Play,Alessandro Frara,386512.0,Left Center Midfield,129,Frosinone,291,['c40c2f90-34ed-436c-8395-083f26bfbcc7'],26,,,,,,,,,,,,,,,,Frosinone,291,00:14:26.120,Pass,
,,,,,,,,,,,,,,,,,,,,1.093588,,,,,,,,,,,,,9e932d3c-898e-438d-af66-5191757fe31e,1985,,"[96.3, 27.9]",3879763,59,,,,,1.2474508,f58b1579-3e82-4637-b2c2-45a36ec7bee0,Right Foot,,,,"[102.6, 46.7]",,Low Pass,,19.827507,,,,Daniel Ciofani,13613.0,True,,,,,,2,Regular Play,Daniel Pavlovic,8661.0,Left Back,129,Frosinone,291,"['2fa0c75c-23a3-475b-8ca4-291d058e84f8', '7a0828b6-3b92-48cf-8595-066e67206a59']",33,,,,,,,,,,,,,,,,Frosinone,291,00:14:33.573,Pass,True
,,,,,,,,,,,,,,,,,,,,2.386831,,,,,,,,,,,,,0330e1c4-c5da-4939-996f-824e41a9a25d,1991,,"[99.1, 55.9]",3879763,59,,,,,-1.2472975,,Left Foot,,,,"[110.6, 21.6]",,High Pass,,36.17651,,,,Aleksandar Tonev,9898.0,,,,,,Recovery,2,Regular Play,Federico Dionisi,24235.0,Left Wing,129,Frosinone,291,['7196ef3d-cf68-43b4-8fbb-8a5dd2af9833'],38,,,,,,,,,,,,,,,,Frosinone,291,00:14:38.166,Pass,
,,,,,,,,,,,,,,,,,,,,2.746858,,,,,,,,,,,,,22509611-337d-4e32-82be-7f8d3078820b,1994,,"[118.9, 23.8]",3879763,59,,,,,1.5424534,,Left Foot,True,,,"[120.0, 62.6]",,Ground Pass,,38.81559,,Out,,Federico Dionisi,24235.0,,,,,,,2,Regular Play,Aleksandar Tonev,9898.0,Right Wing,129,Frosinone,291,['c06e0d3f-b899-4b24-881a-3f99b1d2aa1c'],41,,,,,,,,,,,,,,,,Frosinone,291,00:14:41.727,Pass,
,,,,,,,,,,,,,,,,,,,,3.762022,,,,,,,,,,,,,06c506ba-7ca1-454f-bf3e-2d24b1b45bca,1996,,"[6.0, 36.0]",3879763,60,,,,,0.066963814,,Left Foot,,,,"[73.1, 40.5]",,High Pass,,67.250725,,,,Fabio Quagliarella,7011.0,,,,,,Goal Kick,2,From Goal Kick,Emiliano Viviano,7018.0,Goalkeeper,130,Sampdoria,234,['f29d9c9e-2d97-4cbe-828d-faaa1f65ba8c'],10,,,,,,,,,,,,,,,,Sampdoria,234,00:15:10.889,Pass,
,,,,,,,,,,,,,,,,,,,,2.019686,,,,,,,,,,,,,2171d670-2d36-4d6b-a8d6-54b6229a74a2,2001,,"[42.8, 25.5]",3879763,60,,,,True,0.22164956,,,,,,"[64.1, 30.3]",,High Pass,,21.834148,,Incomplete,,Fabio Quagliarella,7011.0,,,,,,Recovery,2,From Goal Kick,Niklas Moisander,9884.0,Left Center Back,130,Sampdoria,234,"['4a097638-b22a-49fa-a256-76fb322142c2', '79338da3-25bc-415c-b44b-f411841c73a1', 'ab70d9f6-d2e3-40f2-abd2-ebc58dc22a18']",19,,,,,,,,,,,,,,,,Sampdoria,234,00:15:19.478,Pass,True
,,,,,,,,,,,,,,,,,,,,0.620579,,,,,,,,,,,,,ab70d9f6-d2e3-40f2-abd2-ebc58dc22a18,2004,,"[56.0, 49.8]",3879763,60,,,,,1.1635405,,Head,,,,"[60.4, 60.0]",,Low Pass,,11.108555,,Incomplete,,Aleandro Rosi,7462.0,,,,,,Recovery,2,From Goal Kick,Mirko Gori,20636.0,Center Defensive Midfield,130,Sampdoria,234,"['2171d670-2d36-4d6b-a8d6-54b6229a74a2', '9804353e-dccb-4250-bbfb-bbe4d7c204f5', 'e9fef3ca-af90-4fa8-bbac-4555ea813f7c']",21,,,,,,,,,,,,,,,,Frosinone,291,00:15:21.498,Pass,
,,,,,,,,,,,,,,,,,,,,0.900081,,,,,,,,,,,,,9804353e-dccb-4250-bbfb-bbe4d7c204f5,2006,,"[59.7, 20.1]",3879763,60,,,,,0.34596726,,Left Foot,,,,"[68.3, 23.2]",,Ground Pass,,9.141663,,,,Fabio Quagliarella,7011.0,,,,,,Interception,2,From Goal Kick,Carlos Joaquín Correa,6822.0,Left Attacking Midfield,130,Sampdoria,234,"['5dd7fa22-17e9-4c0d-9edd-07bdd4bb7cc5', 'ab70d9f6-d2e3-40f2-abd2-ebc58dc22a18']",22,,,,,,,,,,,,,,,,Sampdoria,234,00:15:22.118,Pass,
,,,,,,,,,,,,,,,,,,,,2.192471,,,,,,,,,,,,,a5c97a38-59b6-4bd5-90e4-b2e2d59b2cea,2009,,"[67.6, 39.2]",3879763,60,,,,,1.2811632,,Right Foot,,,,"[76.6, 69.4]",,Ground Pass,,31.512537,,,,Lorenzo De Silvestri,7473.0,,,,,,,2,From Goal Kick,Fabio Quagliarella,7011.0,Center Forward,130,Sampdoria,234,['f84478a9-6e42-401a-8c22-502ce34f4c1a'],27,,,,,,,,,,,,,,,,Sampdoria,234,00:15:27.479,Pass,
,,,,,,,,,,,,,,,,,,,,0.045785,,,,,,,,,,,,,5c3b495c-f208-4dba-b934-67b346c48fb5,2013,,"[76.0, 75.8]",3879763,60,,,,,-0.36717382,,Right Foot,,,,"[78.6, 74.8]",,Low Pass,,2.7856777,,Incomplete,,,,,,,,,,2,From Goal Kick,Lorenzo De Silvestri,7473.0,Right Wing Back,130,Sampdoria,234,['a7510212-0ec7-4596-b25b-4e68bc8b0da0'],32,,,,,,,,,,,,,,,,Sampdoria,234,00:15:32.263,Pass,
,,,,,,,,,,,,,,,,,,,,0.96582,,,,,,,,,,,,,e3d88a94-c5a2-4490-83d2-9f5aed012ac2,2015,,"[78.6, 80.0]",3879763,60,,True,,,-0.45634848,,,,,,"[95.1, 71.9]",,Low Pass,,18.380968,,,,Ricardo Gabriel Álvarez,8875.0,,,,,,Throw-in,2,From Throw In,Lorenzo De Silvestri,7473.0,Right Wing Back,131,Sampdoria,234,['6d5111bd-4ed2-4af9-b98a-ad4ecbbae05b'],40,,,,,,,,,,,,,,,,Sampdoria,234,00:15:40.599,Pass,
,,,,,,,,,,,,,,,,,,,,0.455138,,,,,,,,,,,,,2dd6c272-cfca-49ab-a5bb-fb42bc7a382a,2021,,"[90.9, 76.5]",3879763,60,,,,,-0.16725394,,Left Foot,,,,"[98.6, 75.2]",,Ground Pass,,7.808969,,,,Lorenzo De Silvestri,7473.0,,,,,,,2,From Throw In,Ricardo Gabriel Álvarez,8875.0,Right Attacking Midfield,131,Sampdoria,234,"['c4b79884-6d79-46e6-b1d5-fdd74b8028f6', 'e2399cf7-ebc6-4fa3-9776-140e77d13c05']",45,,,,,,,,,,,,,,,,Sampdoria,234,00:15:45.736,Pass,True
,,,,,,,,,,,,,,,,,,,,1.135119,,,,,,,,,,,,,099bbbb7-a9e0-4208-a0af-d9a48d5bccb3,2025,,"[105.5, 73.9]",3879763,60,,,,,-1.4026573,,Right Foot,True,,,"[110.1, 46.8]",,High Pass,,27.487633,,Incomplete,,,,,,,,,,2,From Throw In,Lorenzo De Silvestri,7473.0,Right Wing Back,131,Sampdoria,234,['10a0a4a0-dbfb-4063-af46-8f537795097d'],48,,,,,,,,,,,,,,,,Sampdoria,234,00:15:48.747,Pass,
,,,,,,,,,,,,,,,,,,,,1.601511,,,,,,,,,,,,,6a9c411f-c292-4ec9-bde6-9ed3993301c8,2027,,"[102.3, 80.0]",3879763,61,,,,,-1.224078,,,,,,"[112.2, 52.6]",,Low Pass,,29.133657,,Incomplete,,Fabio Quagliarella,7011.0,,,,,,Throw-in,2,From Throw In,Lorenzo De Silvestri,7473.0,Right Wing Back,132,Sampdoria,234,"['a9cb717f-0cd0-4c68-b3a1-86c3842371e3', 'ebe10129-3228-4a18-baf4-50a429ee910f']",3,,,,,,,,,,,,,,,,Sampdoria,234,00:16:03.659,Pass,
,,,,,,,,,,,,,,,,,,,,2.578745,,,,,,,,,,,,,d21f3169-e1c2-49d8-9104-e1b0b533f648,2036,,"[120.0, 80.0]",3879763,61,,,,,-1.7469336,,Right Foot,,,,"[110.3, 25.5]",,High Pass,,55.35648,,,True,Andrea Ranocchia,7962.0,,,True,Outswinging,,Corner,2,From Corner,Fernando Lucas Martins,16586.0,Left Defensive Midfield,133,Sampdoria,234,['bf810414-b482-4788-b13b-3d0fe555e3db'],49,,,,,,,,,,,,,,,,Sampdoria,234,00:16:49.257,Pass,
,,,,,,,,,,,,,,,,,,,,2.106883,,,,,,,,,,,,,dd87ca6d-6227-4e83-be9a-61c83f452e1e,2038,,"[110.3, 23.7]",3879763,61,,,,,-2.16501,,Head,,,,"[105.3, 16.3]",,High Pass,,8.930845,,,,Fabio Quagliarella,7011.0,,,,,,,2,From Corner,Andrea Ranocchia,7962.0,Center Back,133,Sampdoria,234,['6d157eff-d1e7-4d51-96a4-fc4a61742230'],51,,,,,,,,,,,,,,,,Sampdoria,234,00:16:51.836,Pass,
,,,,,,,,,,,,,,,,,,,,0.730165,,,,,,,,,,,,,1a43c522-fa29-485d-b6bc-ccb02d9e942f,2041,,"[105.3, 16.3]",3879763,61,,,,,-2.0074234,,Right Foot,,,,"[101.1, 7.3]",,Ground Pass,,9.931767,,,,José Rodolfo Pires Ribeiro,25505.0,,,,,,,2,From Corner,Fabio Quagliarella,7011.0,Center Forward,133,Sampdoria,234,['91d094d2-e46c-47b5-95e3-3cd860c43e12'],53,,,,,,,,,,,,,,,,Sampdoria,234,00:16:53.983,Pass,
,,,,,,,,,,,,,,,,,,,,2.287699,,,,,,,,,,,,,6ef6d0d5-6fc6-4832-816b-c5faf8542ef6,2051,,"[29.8, 62.8]",3879763,62,,,,,0.76356757,,Right Foot,,,,"[41.5, 74.0]",,Ground Pass,,16.196604,,,,Mirko Gori,20636.0,,,,,,,2,From Corner,Aleksandar Tonev,9898.0,Right Wing,133,Sampdoria,234,['194347f9-2766-439a-a3f6-1c259983db5b'],1,,,,,,,,,,,,,,,,Frosinone,291,00:17:01.876,Pass,
,,,,,,,,,,,,,,,,,,,,2.452024,,,,,,,,,,,,,049fc3e8-1855-477e-98e9-0a35e66b48c8,2053,,"[41.5, 74.0]",3879763,62,,,,,-0.92835563,,Left Foot,,,,"[64.1, 43.8]",,High Pass,,37.72002,,Incomplete,,,,,,,,,,2,From Corner,Mirko Gori,20636.0,Center Defensive Midfield,133,Sampdoria,234,['7ff0d0f3-c0a6-46d6-a724-266fbef3e6ed'],4,,,,,,,,,,,,,,,,Frosinone,291,00:17:04.164,Pass,
,,,,,,,,,,,,,,,,,,,,2.368847,,,,,,,,,,,,,b0d8edc2-41b2-4c05-8c9c-80d6912473e6,2058,,"[41.4, 44.2]",3879763,62,,,,,-2.8654454,,Right Foot,,,,"[10.7, 35.5]",,Ground Pass,,31.908934,,,,Emiliano Viviano,7018.0,,,,,,,2,From Corner,Mattia Cassani,387417.0,Right Center Back,133,Sampdoria,234,"['2b6fd7da-3075-4cbb-8c3a-e7a4b2c241b0', 'e9b59efc-af30-4350-9675-9f63e8e73312']",9,,,,,,,,,,,,,,,,Sampdoria,234,00:17:09.150,Pass,True
,,,,,,,,,,,,,,,,,,,,5.306824,,,,,,,,,,,,,50d1162f-df0c-4f7a-b6fc-729ee8ae1c44,2061,,"[10.7, 35.5]",3879763,62,,,,,-0.39528757,,Left Foot,,,,"[53.6, 17.6]",,High Pass,,46.484623,,,,José Rodolfo Pires Ribeiro,25505.0,,,,,,,2,From Corner,Emiliano Viviano,7018.0,Goalkeeper,133,Sampdoria,234,['6ad31a75-63d0-465d-8150-018c2f29834b'],11,,,,,,,,,,,,,,,,Sampdoria,234,00:17:11.599,Pass,
,,,,,,,,,,,,,,,,,,,,1.003075,,,,,,,,,,,,,cb2993ab-0fee-4101-bae8-9eb42798447e,2064,,"[53.6, 17.6]",3879763,62,,,,True,-0.13352905,,,,,,"[60.3, 16.7]",,High Pass,,6.7601776,,Incomplete,,Carlos Joaquín Correa,6822.0,,,,,,,2,From Corner,José Rodolfo Pires Ribeiro,25505.0,Left Wing Back,133,Sampdoria,234,"['10b66c5b-67f8-47b4-a668-485610204406', '2189f585-775a-4d07-b70e-08144709f432', 'd06eda44-43d9-4ef9-91df-eaca024eeac3']",16,,,,,,,,,,,,,,,,Sampdoria,234,00:17:16.905,Pass,True
,,,,,,,,,,,,,,,,,,,,1.005968,,,,,,,,,,,,,10b66c5b-67f8-47b4-a668-485610204406,2067,,"[59.8, 63.4]",3879763,62,,,,,-0.21773174,,Right Foot,,,,"[71.1, 60.9]",,Low Pass,,11.573245,,,,Paolo Sammarco,23349.0,,,,,,Recovery,2,Regular Play,Aleandro Rosi,7462.0,Right Back,134,Frosinone,291,"['a6a83a92-3873-47c7-b65f-537894aed785', 'b0753da7-6ab7-40ee-ad11-f296cad2d8f3', 'cb2993ab-0fee-4101-bae8-9eb42798447e']",17,,,,,,,,,,,,,,,,Frosinone,291,00:17:17.909,Pass,True
,,,,,,,,,,,,,,,,,,,,0.71018,,,,,,,,,,,,,41b05fef-5ae1-4cf9-81b3-6c5fb07549c6,2070,,"[71.9, 71.4]",3879763,62,,,,,3.0018837,,Left Foot,,,,"[65.5, 72.3]",,Ground Pass,,6.4629717,,,,Aleandro Rosi,7462.0,,,,,,,2,Regular Play,Paolo Sammarco,23349.0,Right Center Midfield,134,Frosinone,291,['ec605c17-4957-4380-a642-1708c3857d76'],20,,,,,,,,,,,,,,,,Frosinone,291,00:17:20.179,Pass,
,,,,,,,,,,,,,,,,,,,,1.069493,,,,,,,,,,,,,ef064b36-c332-4913-88e9-e9c09b6ec95a,2079,,"[69.6, 69.5]",3879763,62,,,,,1.0303768,,Right Foot,,,,"[75.0, 78.5]",,Ground Pass,,10.495713,,,,Paolo Sammarco,23349.0,,,,,,,2,Regular Play,Mirko Gori,20636.0,Center Defensive Midfield,134,Frosinone,291,['8b6c61e5-e6d3-427e-9dc0-6ac66367378d'],22,,,,,,,,,,,,,,,,Frosinone,291,00:17:22.588,Pass,
,,,,,,,,,,,,,,,,,,,,2.227491,,,,,,,,,,,,,1f741258-96bc-40a0-b4b3-bba9bcc4998e,2082,,"[78.8, 78.7]",3879763,62,,,,,-0.44939986,,Right Foot,,,,"[109.9, 63.7]",,Ground Pass,,34.528393,,,,Federico Dionisi,24235.0,,,,,,,2,Regular Play,Paolo Sammarco,23349.0,Right Center Midfield,134,Frosinone,291,['ee8f1691-5cd9-4f87-b861-0fcd615ed8ad'],24,,,,,,,,,,,,,,,,Frosinone,291,00:17:24.686,Pass,
,,,,,,,,,,,,,,,,,,,,1.440638,,,,,,,,,,,,,df4307a9-34e1-4a4a-a78d-428c6027f66a,2086,,"[111.0, 64.1]",3879763,62,,,,,2.0392516,,Right Foot,,,,"[106.8, 72.4]",,Ground Pass,,9.302151,,,,Aleandro Rosi,7462.0,,,,,,,2,Regular Play,Federico Dionisi,24235.0,Left Wing,134,Frosinone,291,"['1990501e-91aa-4a72-a3ef-649144dc61cf', '49880e38-18c2-420f-b06b-39a1cf562b06']",28,,,,,,,,,,,,,,,,Frosinone,291,00:17:28.079,Pass,True
,,,,,,,,,,,,,,,,,,,,1.365945,,,,,,,,,,,,,9c948249-d0b7-4fa0-a8e8-16b53d4578d2,2089,,"[106.8, 72.4]",3879763,62,,,,,-1.3820585,,Right Foot,True,,,"[111.9, 45.7]",,High Pass,,27.182714,,Incomplete,,Daniel Ciofani,13613.0,,,,,,,2,Regular Play,Aleandro Rosi,7462.0,Right Back,134,Frosinone,291,"['93619098-69a0-48df-aaf6-49815d942adf', 'e5ac6bf2-cf48-4a25-8d36-d4dfa1b6e305']",29,,,,,,,,,,,,,,,,Frosinone,291,00:17:29.560,Pass,
,,,,,,,,,,,,,,,,,,,,1.401277,,,,,,,,,,,,,d18f33e7-b998-4cbf-a77b-b12d55978e58,2092,,"[97.8, 56.5]",3879763,62,,,,,0.15520425,ffa53167-fa89-4f97-9d39-7caccee1498d,Head,,,,"[112.5, 58.8]",,Low Pass,,14.878844,,,,Federico Dionisi,24235.0,True,,,,,Recovery,2,Regular Play,Paolo Sammarco,23349.0,Right Center Midfield,134,Frosinone,291,['dab11236-8ead-49ff-a665-5a4a34202cbe'],31,,,,,,,,,,,,,,,,Frosinone,291,00:17:31.954,Pass,
,,,,,,,,,,,,,,,,,,,,2.268426,,,,,,,,,,,,,1d319d54-c4a9-4409-98b0-a3923ea37760,2109,,"[63.2, 52.3]",3879763,62,,,,,-0.9760959,,Right Foot,,,,"[86.4, 18.0]",,High Pass,,41.409298,,,,Ricardo Gabriel Álvarez,8875.0,,,,,,,2,Regular Play,Carlos Joaquín Correa,6822.0,Left Attacking Midfield,135,Sampdoria,234,['aa5575f5-5bdd-4c91-9662-5d9b30af691c'],45,,,,,,,,,,,,,,,,Sampdoria,234,00:17:45.816,Pass,
,,,,,,,,,,,,,,,,,,,,0.740982,,,,,,,,,,,,,bc53fac3-06ea-4090-9bd1-0d16104694f0,2112,,"[104.0, 17.0]",3879763,62,,,,,1.3734008,d63a3f92-b8da-43ce-ba65-8df4f4928110,Left Foot,True,,,"[108.0, 37.0]",,High Pass,,20.396078,,,,Fabio Quagliarella,7011.0,True,,,,,,2,Regular Play,Ricardo Gabriel Álvarez,8875.0,Right Attacking Midfield,135,Sampdoria,234,['e21d0309-5251-4a04-8fe0-2f9651a6b278'],50,,,,,,,,,,,,,,,,Sampdoria,234,00:17:50.982,Pass,
,,,,,,,,,,,,,,,,,,,,1.206682,,,,,,,,,,,,,b3cd3430-8908-4b83-a401-3bbd39bb4d14,2117,,"[120.0, 0.1]",3879763,63,,,,,1.8179728,,Left Foot,,,,"[111.9, 32.2]",,High Pass,,33.106194,,Incomplete,True,,,,,,Outswinging,,Corner,2,From Corner,Ricardo Gabriel Álvarez,8875.0,Right Attacking Midfield,136,Sampdoria,234,['fab78ffe-dd5d-4b78-9783-91195f2baaf3'],35,,,,,,,,,,,,,,,,Sampdoria,234,00:18:35.395,Pass,
,,,,,,,,,,,,,,,,,,,,2.541156,,,,,,,,,,,,,c89aa4d1-3fd0-44a3-b290-b4dc7ecd9ad8,2122,,"[96.0, 7.5]",3879763,63,,,,,1.1313132,8461800f-a675-4522-82b5-6b100f5969e4,Left Foot,True,,,"[114.9, 47.7]",,High Pass,,44.42128,,,,Andrea Ranocchia,7962.0,True,,True,,,,2,From Corner,José Rodolfo Pires Ribeiro,25505.0,Left Wing Back,136,Sampdoria,234,['0dec278d-1439-417d-9221-cdb466d4b2bf'],44,,,,,,,,,,,,,,,,Sampdoria,234,00:18:44.025,Pass,
,,,,,,,,,,,,,,,,,,,,3.985781,,,,,,,,,,,,,4bacebcc-3766-4ac9-80bd-e4ca50872723,2127,,"[16.1, 42.5]",3879763,63,,,,,-0.67196316,,Drop Kick,,,,"[68.9, 0.5]",,High Pass,,67.46732,,Out,,Aleksandar Tonev,9898.0,,,True,,,,2,From Keeper,Nicola Leali,32037.0,Goalkeeper,137,Frosinone,291,['3d103d82-79a9-4520-9197-f8aa0914c993'],51,,,,,,,,,,,,,,,,Frosinone,291,00:18:51.540,Pass,
,,,,,,,,,,,,,,,,,,,,1.287608,,,,,,,,,,,,,92ed6413-431e-4b10-94e1-0d45db8dd0db,2129,,"[62.9, 80.0]",3879763,64,,,,,-0.43424433,,,,,,"[76.7, 73.6]",,Low Pass,,15.211838,,,,Ricardo Gabriel Álvarez,8875.0,,,,,,Throw-in,2,From Throw In,Lorenzo De Silvestri,7473.0,Right Wing Back,138,Sampdoria,234,['c6a35ed4-69fd-44f2-a007-e623aac9fd43'],17,,,,,,,,,,,,,,,,Sampdoria,234,00:19:17.218,Pass,
,,,,,,,,,,,,,,,,,,,,0.87772,,,,,,,,,,,,,d727d26f-7c8f-4690-b614-ba052b9f9179,2136,,"[50.5, 0.1]",3879763,64,,,,,1.5042281,,,,,,"[51.5, 15.1]",,Low Pass,,15.033297,,,,Alessandro Frara,386512.0,,,,,,Throw-in,2,From Throw In,Daniel Pavlovic,8661.0,Left Back,139,Frosinone,291,['43b8bdbf-7c71-4adb-9688-7e27ca165d83'],23,,,,,,,,,,,,,,,,Frosinone,291,00:19:23.742,Pass,
,,,,,,,,,,,,,,,,,,,,1.163751,,,,,,,,,,,,,f173c5ec-0b6b-4f59-9bc4-ac3c9138708e,2138,,"[51.5, 15.1]",3879763,64,,,,,-1.7958347,,Right Foot,,,,"[49.6, 6.8]",,Ground Pass,,8.514693,,,,Mirko Gori,20636.0,,,,,,,2,From Throw In,Alessandro Frara,386512.0,Left Center Midfield,139,Frosinone,291,['782054cb-bdb5-4dbe-9853-a524937245e7'],24,,,,,,,,,,,,,,,,Frosinone,291,00:19:24.619,Pass,
,,,,,,,,,,,,,,,,,,,,1.402431,,,,,,,,,,,,,d6bb96f5-66d8-4cf6-98f1-528f07d843c1,2141,,"[48.2, 8.5]",3879763,64,,,,,2.8179445,,Right Foot,,,,"[32.4, 13.8]",,Ground Pass,,16.665234,,,,Leonardo Blanchard,387847.0,,,,,,,2,From Throw In,Mirko Gori,20636.0,Center Defensive Midfield,139,Frosinone,291,['e92c0321-55fe-4bbb-b826-6d1cb5d2db54'],26,,,,,,,,,,,,,,,,Frosinone,291,00:19:26.640,Pass,
,,,,,,,,,,,,,,,,,,,,1.341974,,,,,,,,,,,,,8733f3f8-25b9-41c7-b1f5-eb1d2cd66de7,2144,,"[32.4, 17.4]",3879763,64,,,,,-0.6663466,,Left Foot,,,,"[44.1, 8.2]",,Ground Pass,,14.883883,,,,Mirko Gori,20636.0,,,,,,,2,From Throw In,Leonardo Blanchard,387847.0,Left Center Back,139,Frosinone,291,['05a1cb8f-2256-4a30-8e9d-218e072d41e7'],29,,,,,,,,,,,,,,,,Frosinone,291,00:19:29.841,Pass,
,,,,,,,,,,,,,,,,,,,,2.141026,,,,,,,,,,,,,84bb4fa4-152a-4e5b-96e7-45e6c6ee08e8,2148,,"[43.9, 10.7]",3879763,64,,,,,2.010787,,Right Foot,,,,"[28.6, 43.2]",,High Pass,,35.921303,,,,Arlind Afrim Ajeti,8291.0,,,,,,,2,From Throw In,Mirko Gori,20636.0,Center Defensive Midfield,139,Frosinone,291,"['6fbb0673-89d4-4c4c-aecd-652685d311d4', '9eb900b7-d147-464f-8d92-49f69feeedd9']",32,,,,,,,,,,,,,,,,Frosinone,291,00:19:32.800,Pass,True
