50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3cd53916-1730-489b-8459-729bfa908fcc,1,,,3879583,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 5663, 'name': 'Jakub Błaszczykowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 10}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f5764984-e771-4d92-ba7f-1cc54179a527,2,,,3879583,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,88e7c102-7f86-4527-b5af-ebfcc3ade5f7,3,,,3879583,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['2dc55566-9f67-4c07-9428-1ffcb7eb734f'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2dc55566-9f67-4c07-9428-1ffcb7eb734f,4,,,3879583,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['88e7c102-7f86-4527-b5af-ebfcc3ade5f7'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e09a7dfe-5728-4152-9e84-207c3b7c9e45,1804,,,3879583,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Fiorentina,239,['c3d5e1b3-725e-44db-ab07-e4cc3052bc94'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c3d5e1b3-725e-44db-ab07-e4cc3052bc94,1805,,,3879583,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Fiorentina,239,['e09a7dfe-5728-4152-9e84-207c3b7c9e45'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.729928,,,,,,,,,,,,,,503f2331-d5ef-4949-9b46-96075d79c56c,5,,"[61.0, 40.1]",3879583,0,,,,,1.9678757,,Right Foot,,,,"[59.7, 43.2]",,Ground Pass,,3.3615472,,,,Mohamed Salah,3531.0,,,,,Kick Off,1,From Kick Off,Edin Džeko,6973.0,Center Forward,2,AS Roma,229,['cfbb3035-c9f6-486d-9c5a-713da67b267d'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.871,Pass,
,,,,,,,,,,,,,,,,,,,1.013036,,,,,,,,,,,,,,c7d228ac-09c9-4690-856e-7cc5d6975ca5,8,,"[59.0, 40.1]",3879583,0,,,,,3.048116,,Right Foot,,,,"[46.2, 41.3]",,Ground Pass,,12.856127,,,,Daniele De Rossi,7051.0,,,,,,1,From Kick Off,Mohamed Salah,3531.0,Left Wing,2,AS Roma,229,['460e6cf5-7490-4091-9ff3-686d7de71de2'],2,,,,,,,,,,,,,,,,,AS Roma,229,00:00:02.288,Pass,
,,,,,,,,,,,,,,,,,,,2.554487,,,,,,,,,,,,,,41e6f8a4-8b22-4f75-aa8d-4b013a54b87a,10,,"[46.2, 41.3]",3879583,0,,,,,-1.730204,,Right Foot,,,,"[41.2, 10.2]",,Low Pass,,31.499365,,,,Lucas Digne,6849.0,,,,,,1,From Kick Off,Daniele De Rossi,7051.0,Center Defensive Midfield,2,AS Roma,229,['0e45689e-77a5-4448-a023-2b8a3745df53'],3,,,,,,,,,,,,,,,,,AS Roma,229,00:00:03.301,Pass,
,,,,,,,,,,,,,,,,,,,1.667188,,,,,,,,,,,,,,2d39c654-850c-412e-8f1e-dfe569edc59f,13,,"[41.2, 9.6]",3879583,0,,,,,2.534605,,Left Foot,,,,"[26.8, 19.6]",,Ground Pass,,17.531685,,,,Antonio Rüdiger,3167.0,,,,,,1,From Kick Off,Lucas Digne,6849.0,Left Back,2,AS Roma,229,['476d7e96-4b85-48ef-ba60-b3e23c4b73b0'],6,,,,,,,,,,,,,,,,,AS Roma,229,00:00:06.578,Pass,
