50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,620df5bd-c0b4-4556-ae14-ccb37c6a483e,1,,,,3879735,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 36770, 'name': 'Mauricio Ricardo Pinilla Ferreira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 51}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7389b421-65d6-43e5-9bf8-681d4543a605,2,,,,3879735,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 13612, 'name': 'Lorenzo Ariaudo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 37}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a31eab1b-1c42-434b-b8dd-1499c427e218,3,,,,3879735,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['83c01c39-ea5e-46e0-bdff-fc3d72aba6f4'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,83c01c39-ea5e-46e0-bdff-fc3d72aba6f4,4,,,,3879735,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['a31eab1b-1c42-434b-b8dd-1499c427e218'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,eec5d551-4102-489c-a20f-4790c042ea1f,1859,,,,3879735,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,96,Atalanta,228,['4b3c9f89-4885-410d-b171-c5e4513458e4'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4b3c9f89-4885-410d-b171-c5e4513458e4,1860,,,,3879735,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,96,Atalanta,228,['eec5d551-4102-489c-a20f-4790c042ea1f'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,85210c2d-ebb7-4258-8f75-ba7c0a002d7b,5,,,"[61.0, 40.1]",3879735,0,True,,,-2.9669204,,Right Foot,,"[57.6, 39.5]",Ground Pass,,3.4525354,,,,,Riccardo Saponara,7150.0,,,,,,Kick Off,1,From Kick Off,Massimo Maccarone,40252.0,Left Center Forward,2,Empoli,290,['e33254c2-1a9d-4fbe-ad1b-7430dd799752'],1,,,,,,,,,,,,,,,,,Empoli,290,00:00:01.525,Pass,
,,,,,,,,,,,,,,,,,0.669434,,,,,,,,,,,,,,79f3c166-5a2e-4b51-ad16-12cdd45a6a31,7,,,"[60.8, 40.0]",3879735,0,True,,,2.872425,,Right Foot,,"[40.5, 45.6]",Ground Pass,,21.058252,,,,,Lorenzo Ariaudo,13612.0,,,,,,,1,From Kick Off,Riccardo Saponara,7150.0,Center Attacking Midfield,2,Empoli,290,['6ec18f96-0668-44fa-8451-465b666c2f12'],2,,,,,,,,,,,,,,,,,Empoli,290,00:00:02.725,Pass,
,,,,,,,,,,,,,,,,,1.143716,,,,,,,,,,,,,,2988b1c4-d7d0-452e-bb33-472c5ef4e304,9,,,"[38.8, 46.0]",3879735,0,,,,-1.1246908,,Left Foot,,"[41.0, 41.4]",Ground Pass,,5.0990195,,,,,Lorenzo Tonelli,7160.0,,,,,,,1,From Kick Off,Lorenzo Ariaudo,13612.0,Left Center Back,2,Empoli,290,['cf0d3716-947e-4554-b595-fc5b8d4e0bb4'],3,,,,,,,,,,,,,,,,,Empoli,290,00:00:03.395,Pass,
,,,,,,,,,,,,,,,,,0.408225,,,,,,,,,,,,,,fda9251a-4a8e-4b5f-af08-5551fa1a63f3,16,,,"[27.9, 11.0]",3879735,0,,,,-0.5337082,,Left Foot,,"[30.1, 9.7]",Low Pass,,2.5553865,,,Incomplete,,Marcel Büchel,8187.0,,,,,,Recovery,1,From Kick Off,Lorenzo Ariaudo,13612.0,Left Center Back,2,Empoli,290,"['2375ac44-557a-4679-806c-03c8fbe622fb', '7d997f88-12bc-438b-8d00-a09d3e31cac6', 'd657677f-63ac-4b33-aeea-2b6e5779b02c']",9,,,,,,,,,,,,,,,,,Empoli,290,00:00:09.300,Pass,True
