bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10e973ea-3671-44f1-b292-1a1b957ddc1e,1,,,,3878555,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,71b8f01c-7709-4452-9139-bd77d44eb340,2,,,,3878555,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 7952, 'name': 'Simone Padoin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7013, 'name': 'Stefano Sturaro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e4606b50-de3e-40ff-b44f-406f8f073ffe,3,,,,3878555,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['707d77d5-6a71-4c16-82e6-cf6b88cad40d'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,707d77d5-6a71-4c16-82e6-cf6b88cad40d,4,,,,3878555,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['e4606b50-de3e-40ff-b44f-406f8f073ffe'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d3c0a2db-ec6c-4f3a-bf87-5ab4496ed653,1763,,,,3878555,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,84,AS Roma,229,['01be92f7-9c9f-41b9-9c10-70db8b10a9a2'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,01be92f7-9c9f-41b9-9c10-70db8b10a9a2,1764,,,,3878555,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,84,AS Roma,229,['d3c0a2db-ec6c-4f3a-bf87-5ab4496ed653'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,3.435498,,,,,,,,,,,,,,d252b80c-2fc9-4be4-a52e-9c6485bcddff,5,,,"[61.0, 40.1]",3878555,0,,,,1.2385566,,Right Foot,,,"[66.9, 57.2]",,Ground Pass,,18.089224,,,,Radja Nainggolan,6962.0,,,,Kick Off,1,From Kick Off,Edin Džeko,6973.0,Center Forward,2,AS Roma,229,['6a03731b-5e00-4f3f-98bb-00da8c034f6e'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.248,Pass,
,,,,,,,,,,,,,,,,0.665288,,,,,,,,,,,,,,3588ad6e-5201-486c-adb5-e30c93abee8a,8,,,"[71.9, 68.0]",3878555,0,,,,0.85586953,,Right Foot,,,"[79.8, 77.1]",,Ground Pass,,12.050726,,,,Alessandro Florenzi,6964.0,,,,,1,From Kick Off,Radja Nainggolan,6962.0,Left Center Midfield,2,AS Roma,229,['81cc1920-da94-4ce9-8112-e5ff26a17353'],4,,,,,,,,,,,,,,,,,AS Roma,229,00:00:04.094,Pass,
,,,,,,,,,,,,,,,,0.965211,,,,,,,,,,,,,,c7f72648-7e1c-4139-91c7-857c9cfcc1a5,11,,,"[81.6, 76.2]",3878555,0,,,,-2.640772,,Right Foot,,,"[72.1, 71.0]",,Ground Pass,,10.83005,,,,Mohamed Salah,3531.0,,,,,1,From Kick Off,Alessandro Florenzi,6964.0,Right Back,2,AS Roma,229,['77efcb4d-b908-43ae-8bdc-937bb08ae7e2'],5,,,,,,,,,,,,,,,,,AS Roma,229,00:00:05.672,Pass,
,,,,,,,,,,,,,,,,1.464088,,,,,,,,,,,,,,9cd60992-3046-492e-b51f-028013008cae,18,,,"[86.2, 22.2]",3878555,0,,,,-1.3073298,,Left Foot,,,"[90.3, 7.0]",,Ground Pass,,15.743253,,,,Iago Falqué Silva,7468.0,,,,,1,From Kick Off,Mohamed Salah,3531.0,Right Wing,2,AS Roma,229,['994c390a-5441-43ba-b34f-e260611831dd'],12,,,,,,,,,,,,,,,,,AS Roma,229,00:00:12.920,Pass,
,,,,,,,,,,,,,,,,0.787741,,,,,,,,,,,,,,ec1ed888-4f60-4225-bcdf-182d4b6d676d,21,,,"[95.2, 7.0]",3878555,0,,,,-0.11379201,,Left Foot,,,"[109.2, 5.4]",,Ground Pass,,14.091132,,,,Lucas Digne,6849.0,,,,,1,From Kick Off,Iago Falqué Silva,7468.0,Left Wing,2,AS Roma,229,['26795d20-5510-46c5-8631-f1908eb6554b'],16,,,,,,,,,,,,,,,,,AS Roma,229,00:00:16.674,Pass,
,,,,,,,,,,,,,,,,0.353372,,,,,,,,,,,,,,6b654dc0-9777-4b93-93e7-1f247cf5516f,24,,,"[111.3, 5.2]",3878555,0,,,,1.4392081,,Left Foot,,,"[112.2, 12.0]",,Low Pass,,6.8593,,Incomplete,,,,,,,,1,From Kick Off,Lucas Digne,6849.0,Left Back,2,AS Roma,229,['be214e28-a3be-48de-b507-c8e19041902b'],18,,,,,,,,,,,,,,,,,AS Roma,229,00:00:18.873,Pass,
,,,,,,,,,,,,,,,,3.467166,,,,,,,,,,,,,,a832977f-59af-48ef-8efa-2c2f082250f1,28,,,"[114.4, 5.0]",3878555,0,,,,1.7362968,,Left Foot,True,,"[106.7, 51.1]",,High Pass,,46.738636,,Incomplete,,Alessandro Florenzi,6964.0,,True,,,1,From Kick Off,Iago Falqué Silva,7468.0,Left Wing,2,AS Roma,229,"['10ab4d59-91ac-406c-84da-5e6dc920981e', '15d2cc27-6d92-4307-b9a7-febc6d118e21']",24,,,,,,,,,,,,,,,,,AS Roma,229,00:00:24.650,Pass,
,,,,,,,,,,,,,,,,1.89027,,,,,,,,,,,,,,10ab4d59-91ac-406c-84da-5e6dc920981e,30,,,"[13.4, 29.0]",3878555,0,,,,1.3345511,,Left Foot,,,"[14.7, 34.4]",,Low Pass,,5.5542774,,,,José Martín Cáceres Silva,5248.0,,,,Recovery,1,From Kick Off,Patrice Evra,20008.0,Left Wing Back,2,AS Roma,229,"['3a31134f-0aa7-48e5-af29-5a6aaed1cee9', 'a832977f-59af-48ef-8efa-2c2f082250f1']",28,,,,,,,,,,,,,,,,,Juventus,224,00:00:28.117,Pass,
,,,,,,,,,,,,,,,,4.074429,,,,,,,,,,,,,,ba44c12d-1d1c-43a6-a4b2-4b31abb1e3c6,32,,,"[13.3, 36.5]",3878555,0,,,,0.05320418,,Left Foot,,,"[64.0, 39.2]",,High Pass,,50.771843,,Incomplete,,,,,,,,1,From Kick Off,José Martín Cáceres Silva,5248.0,Right Center Back,2,AS Roma,229,['b834892f-3a53-4d12-a4c6-4937da2400c2'],30,,,,,,,,,,,,,,,,,Juventus,224,00:00:30.007,Pass,
,,,,,,,,,,,,,,,,3.079711,,,,,,,,,,,,,,b834892f-3a53-4d12-a4c6-4937da2400c2,33,,,"[56.1, 40.9]",3878555,0,True,,,-2.9886124,,Right Foot,,,"[10.7, 33.9]",,Ground Pass,,45.936478,,,,Wojciech Szczęsny,5669.0,,,,Recovery,1,Regular Play,Konstantinos Manolas,7048.0,Right Center Back,3,AS Roma,229,"['2b2a2fff-a365-40b0-a7b7-92fbf0df111d', 'ba44c12d-1d1c-43a6-a4b2-4b31abb1e3c6']",34,,,,,,,,,,,,,,,,,AS Roma,229,00:00:34.082,Pass,
,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,13627c1d-9460-4822-b08d-5b10b81dba4f,35,,,"[21.3, 28.0]",3878555,0,,,,-0.11654265,,Right Foot,,,"[41.8, 25.6]",,Ground Pass,,20.640009,,,,Daniele De Rossi,7051.0,,,,,1,Regular Play,Wojciech Szczęsny,5669.0,Goalkeeper,3,AS Roma,229,['cb04e742-c440-46c2-bcae-f2787ae40470'],38,,,,,,,,,,,,,,,,,AS Roma,229,00:00:38.340,Pass,
,,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,,,fbe96a29-8925-4383-bd8d-6c74fae57e12,38,,,"[40.1, 30.3]",3878555,0,,,,1.1106948,,Right Foot,,,"[45.7, 41.6]",,Ground Pass,,12.611503,,,,Seydou Kéita,20169.0,,,,,1,Regular Play,Daniele De Rossi,7051.0,Left Center Back,3,AS Roma,229,['33f66d45-4b78-4ee7-9d5b-cfe8d79ee023'],40,,,,,,,,,,,,,,,,,AS Roma,229,00:00:40.760,Pass,
,,,,,,,,,,,,,,,,1.810232,,,,,,,,,,,,,,f682b9d1-55e6-4be7-9390-48fe17d77033,41,,,"[47.0, 32.6]",3878555,0,,,,-0.9971743,,Left Foot,,,"[62.7, 8.3]",,Ground Pass,,28.930607,,,,Iago Falqué Silva,7468.0,,,,,1,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,3,AS Roma,229,['0d5bf7f4-7810-4ce1-8612-7ab0cc56b90d'],43,,,,,,,,,,,,,,,,,AS Roma,229,00:00:43.749,Pass,
,,,,,,,,,,,,,,,,1.352587,,,,,,,,,,,,,,95716437-b3d3-451a-8698-19a25ac680a8,43,,,"[62.7, 9.0]",3878555,0,,,,3.0791738,,Left Foot,,,"[54.7, 9.5]",,Ground Pass,,8.01561,,,,Lucas Digne,6849.0,,,,,1,Regular Play,Iago Falqué Silva,7468.0,Left Wing,3,AS Roma,229,['69185cdd-ab86-4486-bf7e-424f13f39f81'],45,,,,,,,,,,,,,,,,,AS Roma,229,00:00:45.559,Pass,
,,,,,,,,,,,,,,,,1.798076,,,,,,,,,,,,,,6ba610b5-ea90-4e04-972b-440b6e929786,46,,,"[55.4, 9.5]",3878555,0,,,,2.183833,,Left Foot,,,"[45.2, 24.0]",,Ground Pass,,17.728226,,,,Daniele De Rossi,7051.0,,,,,1,Regular Play,Lucas Digne,6849.0,Left Back,3,AS Roma,229,['3394cf74-b3d6-4161-90bc-5b8001d38895'],47,,,,,,,,,,,,,,,,,AS Roma,229,00:00:47.734,Pass,
,,,,,,,,,,,,,,,,1.314917,,,,,,,,,,,,,,762b3f02-f39c-4b4a-b2f7-1f7ac376672f,49,,,"[45.0, 26.9]",3878555,0,,,,0.6522868,,Right Foot,,,"[64.9, 42.1]",,Ground Pass,,25.040966,,,,Miralem Pjanić,6947.0,,,,,1,Regular Play,Daniele De Rossi,7051.0,Left Center Back,3,AS Roma,229,['a8421334-039d-4381-ac48-7bb03197a8ef'],50,,,,,,,,,,,,,,,,,AS Roma,229,00:00:50.790,Pass,
,,,,,,,,,,,,,,,,1.10884,,,,,,,,,,,,,,030c1507-07b2-4b0a-bdae-8bad22a18bc5,53,,,"[65.6, 42.9]",3878555,0,,,,-2.9504082,,Right Foot,,,"[56.3, 41.1]",,Ground Pass,,9.472592,,,,Radja Nainggolan,6962.0,,,,,1,Regular Play,Miralem Pjanić,6947.0,Right Center Midfield,3,AS Roma,229,['e5a585ab-fadf-4f47-ae9c-7c1874e5bef2'],52,,,,,,,,,,,,,,,,,AS Roma,229,00:00:52.139,Pass,
,,,,,,,,,,,,,,,,1.957096,,,,,,,,,,,,,,8cea09af-be56-4afa-aa89-26f970d2f221,56,,,"[56.6, 38.9]",3878555,0,,,,1.2966288,,Right Foot,,,"[63.8, 64.5]",,Ground Pass,,26.593233,,,,Mohamed Salah,3531.0,,,,,1,Regular Play,Radja Nainggolan,6962.0,Left Center Midfield,3,AS Roma,229,['5114e88a-4d5c-4cc2-8025-ab7f69f232b5'],53,,,,,,,,,,,,,,,,,AS Roma,229,00:00:53.344,Pass,
