50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,080c2c86-abc9-4a4b-a2cb-b8cc2a89f57b,1,,,,3879755,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 93}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8661, 'name': 'Daniel Pavlovic'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 386512, 'name': 'Alessandro Frara'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,10cd81e6-2c20-43ba-bed7-2debcaa41529,2,,,,3879755,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7107, 'name': 'Danilo Cataldi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 87}, {'player': {'id': 386641, 'name': 'Stefano Mauri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8179fc41-7dfe-426a-8ca1-45fb76fe9ec8,3,,,,3879755,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['19325f3a-5d72-4161-8f49-d6790a4e9b06'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,19325f3a-5d72-4161-8f49-d6790a4e9b06,4,,,,3879755,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['8179fc41-7dfe-426a-8ca1-45fb76fe9ec8'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a221359b-8a08-4efb-9e7a-8abab36984e9,1740,,,,3879755,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Lazio,236,['b9b10884-3a7e-455e-a9af-1c53bfdc3e35'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b9b10884-3a7e-455e-a9af-1c53bfdc3e35,1741,,,,3879755,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Lazio,236,['a221359b-8a08-4efb-9e7a-8abab36984e9'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.320571,,,,,,,,,,,,515c28e6-1f2b-4ff5-95d6-d1cf161b986e,5,,,"[60.0, 40.0]",3879755,0,,,,1.1071488,,Right Foot,,,,"[60.6, 41.2]",Ground Pass,,1.3416408,,,,Paolo Sammarco,23349.0,,,,,,Kick Off,1,From Kick Off,Alessandro Frara,386512.0,Left Center Midfield,2,Frosinone,291,['6229cd51-4c67-4c3d-807d-a6fac09189e5'],1,,,,,,,,,,,,,,,,,Frosinone,291,00:00:01.594,Pass,
,,,,,,,,,,,,,,,,,1.77813,,,,,,,,,,,,d1b7a763-c905-4744-aa62-4b73f42ca200,8,,,"[58.9, 41.2]",3879755,0,,,,-2.6251566,,Right Foot,,,,"[39.0, 29.9]",Ground Pass,,22.884493,,,,Leonardo Blanchard,387847.0,,,,,,,1,From Kick Off,Paolo Sammarco,23349.0,Right Center Midfield,2,Frosinone,291,['097e9a9e-eea5-48bc-904b-dc6fbd029887'],1,,,,,,,,,,,,,,,,,Frosinone,291,00:00:01.954,Pass,
,,,,,,,,,,,,,,,,,1.270145,,,,,,,,,,,,c7d7fa54-767f-4663-87a9-129cbec31a72,11,,,"[39.0, 29.9]",3879755,0,,,,1.3045443,,Left Foot,,,,"[47.1, 59.6]",Ground Pass,,30.784737,,,,Aleandro Rosi,7462.0,,,,,,,1,From Kick Off,Leonardo Blanchard,387847.0,Left Center Back,2,Frosinone,291,['88e81e16-2c5b-472a-a4ad-c49ebadf2523'],4,,,,,,,,,,,,,,,,,Frosinone,291,00:00:04.428,Pass,
,,,,,,,,,,,,,,,,,0.740445,,,,,,,,,,,,92619340-6464-455f-99c4-2b1ad18df3d9,14,,,"[55.9, 61.8]",3879755,0,,,,-0.6713909,,Right Foot,,,,"[63.2, 56.0]",Ground Pass,,9.323626,,,,Mirko Gori,20636.0,,,,,,,1,From Kick Off,Aleandro Rosi,7462.0,Right Back,2,Frosinone,291,['226e12a4-4da0-4173-9de5-6e7d9606417e'],7,,,,,,,,,,,,,,,,,Frosinone,291,00:00:07.808,Pass,
