50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.196625,,,,,,,,,,,,,,,5abd9eb4-8412-4326-966e-171436008179,17,,,"[38.0, 55.1]",3878599,0,,,,,-0.38416937,,Right Foot,,,,"[52.1, 49.4]",,Ground Pass,,15.20855,,,,Marten de Roon,6994.0,,,,,,1,From Kick Off,Gabriel Alejandro Paletta,38237.0,Right Center Back,2,Atalanta,228,['8496b486-6ccc-46dd-85af-27b0df5c8a50'],10,,,,,,,,,,,,,,,Atalanta,228,00:00:10.202,Pass,
,,,,,,,,,,,,,,,,,0.990224,,,,,,,,,,,,,,,a257ed93-f3e9-4a2a-89e2-185d2b5045be,21,,,"[54.4, 53.7]",3878599,0,,,,,0.13876717,,Right Foot,,,,"[72.3, 56.2]",,Ground Pass,,18.073738,,Incomplete,,,,,,,,,1,From Kick Off,Marten de Roon,6994.0,Center Defensive Midfield,2,Atalanta,228,"['102ac11b-e326-45b1-b3bb-7b7b6f143114', '20acfbe1-c701-490b-b3e4-fb28842d0270']",12,,,,,,,,,,,,,,,Atalanta,228,00:00:12.149,Pass,True
,,,,,,,,,,,,,,,,,1.105762,,,,,,,,,,,,,,,102ac11b-e326-45b1-b3bb-7b7b6f143114,22,,,"[47.8, 23.9]",3878599,0,,,,,0.26836622,,Right Foot,,,,"[55.8, 26.1]",,Ground Pass,,8.296988,,,,Joseph Alfred Duncan,7698.0,,,,,Interception,1,From Kick Off,Francesco Magnanelli,7127.0,Center Defensive Midfield,2,Atalanta,228,"['05372ba2-1042-4ca0-a177-39dbe1ccb6e4', 'a257ed93-f3e9-4a2a-89e2-185d2b5045be']",13,,,,,,,,,,,,,,,Sassuolo,232,00:00:13.140,Pass,
,,,,,,,,,,,,,,,,,0.03256,,,,,,,,,,,,,,,47d5e8c7-5cd6-44cc-85a8-831547dc2f4d,27,,,"[56.6, 25.0]",3878599,0,,,,,-0.66104317,,Left Foot,,,,"[59.3, 22.9]",,Ground Pass,,3.4205263,,Incomplete,,,,,,,,,1,From Kick Off,Joseph Alfred Duncan,7698.0,Left Center Midfield,2,Atalanta,228,"['60dd5af6-06f1-49ae-b524-d6336a7d6493', 'cafaf87a-7dba-4659-8c33-709852b65b22']",15,,,,,,,,,,,,,,,Sassuolo,232,00:00:15.995,Pass,True
,,,,,,,,,,,,,,,,,0.501859,,,,,,,,,,,,,,,8f47085f-e83b-4ef1-833c-4d5c7523271b,29,,,"[60.8, 62.5]",3878599,0,,,,,-0.2200617,,Right Foot,,,,"[68.4, 60.8]",,Ground Pass,,7.787811,,,,Maximiliano Nicol Moralez,12759.0,,,,,Recovery,1,From Kick Off,Carlos Emilio Carmona Tello,35923.0,Right Center Midfield,2,Atalanta,228,['a3d2c428-ae26-456b-88b2-18dcd6d64099'],17,,,,,,,,,,,,,,,Atalanta,228,00:00:17.158,Pass,
,,,,,,,,,,,,,,,,,1.167085,,,,,,,,,,,,,,,501bf29d-bea3-4ed1-92b3-96ef7388c17a,33,,,"[73.1, 70.3]",3878599,0,,,,,0.71654165,,Left Foot,,,,"[76.2, 73.0]",,Ground Pass,,4.110961,,Incomplete,,Gianpaolo Bellini,386607.0,,,,,,1,From Kick Off,Maximiliano Nicol Moralez,12759.0,Right Wing,2,Atalanta,228,"['1f04fd5d-504e-44ba-9478-745d6e648ee2', '99991196-46c0-4be5-bff0-76ee758d9d5c']",19,,,,,,,,,,,,,,,Atalanta,228,00:00:19.624,Pass,
,,,,,,,,,,,,,,,,,1.346907,,,,,,,,,,,,,,,a7e9c730-ad4d-4f17-85d9-a77385396614,40,,,"[37.1, 0.1]",3878599,0,,,,,0.95320404,,,,,,"[44.7, 10.8]",,Low Pass,,13.124405,,,,Francesco Magnanelli,7127.0,,,,,Throw-in,1,From Throw In,Federico Peluso,7118.0,Left Back,4,Sassuolo,232,['5863d730-9f97-4f2d-9d95-90b1a277cbe1'],36,,,,,,,,,,,,,,,Sassuolo,232,00:00:36.101,Pass,
,,,,,,,,,,,,,,,,,0.751639,,,,,,,,,,,,,,,4a981f3b-9053-43fd-8654-8b2c42f2973d,43,,,"[44.6, 8.9]",3878599,0,,,,,-2.3951359,,Right Foot,,,,"[40.6, 5.2]",,Ground Pass,,5.448853,,,,Federico Peluso,7118.0,,,,,,1,From Throw In,Francesco Magnanelli,7127.0,Center Defensive Midfield,4,Sassuolo,232,"['51ed55b2-b95b-4d5c-851a-893a7f666b2b', 'a2ba98e9-4bca-4983-ada5-85770c73eeb8']",37,,,,,,,,,,,,,,,Sassuolo,232,00:00:37.448,Pass,True
,,,,,,,,,,,,,,,,,1.065442,,,,,,,,,,,,,,,730151ed-0301-4944-9df1-d1182efd64d9,46,,,"[41.1, 5.2]",3878599,0,,,,,1.6247978,,Left Foot,,,,"[40.7, 12.6]",,Ground Pass,,7.410803,,,,Francesco Magnanelli,7127.0,,,,,,1,From Throw In,Federico Peluso,7118.0,Left Back,4,Sassuolo,232,"['499df1e8-6692-4a27-a46f-527ac5cd7a83', 'a2ba98e9-4bca-4983-ada5-85770c73eeb8']",39,,,,,,,,,,,,,,,Sassuolo,232,00:00:39.663,Pass,True
,,,,,,,,,,,,,,,,,2.448487,,,,,,,,,,,,,,,cf2f5a2d-e105-4d59-8bc5-b9ed4913e930,49,,,"[42.0, 14.9]",3878599,0,,,,,2.4856255,,Right Foot,,,,"[24.2, 28.6]",,Ground Pass,,22.461744,,,,Paolo Cannavaro,8848.0,,,,,,1,From Throw In,Francesco Magnanelli,7127.0,Center Defensive Midfield,4,Sassuolo,232,"['da1213d4-cf03-43ae-af3c-6ed9d54ec9c9', 'ebcf34f2-1f3b-4602-a6bf-126e3c24a984']",40,,,,,,,,,,,,,,,Sassuolo,232,00:00:40.729,Pass,True
,,,,,,,,,,,,,,,,,1.792387,,,,,,,,,,,,,,,eade1294-2c64-44be-97e4-7200dcbb9893,51,,,"[24.2, 29.5]",3878599,0,,,,,-1.9356109,,Right Foot,,,,"[16.6, 9.6]",,Ground Pass,,21.301878,,,,Francesco Acerbi,7119.0,,,,,,1,From Throw In,Paolo Cannavaro,8848.0,Right Center Back,4,Sassuolo,232,['01a0576b-9b36-4ef3-a3c5-fac4ba3e0bf7'],43,,,,,,,,,,,,,,,Sassuolo,232,00:00:43.177,Pass,
,,,,,,,,,,,,,,,,,4.218737,,,,,,,,,,,,,,,c7252114-68c2-48ec-bdae-0e451446ab06,54,,,"[17.3, 9.4]",3878599,0,,,,,0.34084466,,Left Foot,,,,"[81.3, 32.1]",,High Pass,,67.90648,,Incomplete,,Joseph Alfred Duncan,7698.0,,,,,,1,From Throw In,Francesco Acerbi,7119.0,Left Center Back,4,Sassuolo,232,"['2c3a9e32-2879-492b-822f-f36290f198f8', '3c43ab6d-5407-4e70-8e70-c26ef2b6151e']",45,,,,,,,,,,,,,,,Sassuolo,232,00:00:45.667,Pass,
,,,,,,,,,,,,,,,,,1.869101,,,,,,,,,,,,,,,2c3a9e32-2879-492b-822f-f36290f198f8,56,,,"[38.8, 48.0]",3878599,0,,,,,0.14743717,,Head,,,,"[69.1, 52.5]",,High Pass,,30.632336,,Incomplete,,,,,,,,Recovery,1,From Throw In,Gabriel Alejandro Paletta,38237.0,Right Center Back,4,Sassuolo,232,"['23a17528-2422-4cc4-b5c8-ebe1054c8741', 'c7252114-68c2-48ec-bdae-0e451446ab06']",49,,,,,,,,,,,,,,,Atalanta,228,00:00:49.885,Pass,
,,,,,,,,,,,,,,,,,1.173561,,,,,,,,,,,,,,,3d259ead-b221-479c-949f-8f18d6de9839,60,,,"[48.1, 31.4]",3878599,0,,,,,1.9747665,,Right Foot,,,,"[42.5, 44.5]",,Ground Pass,,14.246754,,,,Paolo Cannavaro,8848.0,,,,,,1,From Throw In,Francesco Magnanelli,7127.0,Center Defensive Midfield,4,Sassuolo,232,"['4eaa8a12-f9b5-4074-afdb-37444addd42d', '8ab0ed4b-db5f-48c6-96a6-25f690366a01']",53,,,,,,,,,,,,,,,Sassuolo,232,00:00:53.277,Pass,True
,,,,,,,,,,,,,,,,,1.505607,,,,,,,,,,,,,,,a9d0189a-7514-4826-96e9-49f941543f49,63,,,"[41.0, 52.3]",3878599,0,,,,,1.0624857,,Right Foot,,,,"[48.8, 66.3]",,Ground Pass,,16.026228,,,,Šime Vrsaljko,5461.0,,,,,,1,From Throw In,Paolo Cannavaro,8848.0,Right Center Back,4,Sassuolo,232,['a5c7af75-abc8-49f8-8f58-ff77cdb23207'],56,,,,,,,,,,,,,,,Sassuolo,232,00:00:56.002,Pass,
,,,,,,,,,,,,,,,,,4.621572,,,,,,,,,,,,,,,8d46ffbf-0268-4040-8f01-06bd5527cd36,66,,,"[51.2, 69.6]",3878599,0,,,,,-2.6145585,,Right Foot,,,,"[21.3, 52.2]",,Ground Pass,,34.594364,,,,Andrea Consigli,7132.0,,,,,,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,4,Sassuolo,232,['ca64d270-4502-4747-8070-680cc0192c6b'],57,,,,,,,,,,,,,,,Sassuolo,232,00:00:57.723,Pass,
,,,,,,,,,,,,,,,,,2.560431,,,,,,,,,,,,,,,0d4324ef-9491-439b-8a95-5aae3263db67,69,,,"[24.1, 50.8]",3878599,1,,,,,-1.357858,,Right Foot,,,,"[30.5, 21.2]",,Ground Pass,,30.283989,,,,Francesco Acerbi,7119.0,,,,,,1,From Throw In,Andrea Consigli,7132.0,Goalkeeper,4,Sassuolo,232,['96e823b7-386e-4803-a25e-18790835dc1b'],3,,,,,,,,,,,,,,,Sassuolo,232,00:01:03.911,Pass,
,,,,,,,,,,,,,,,,,1.480266,,,,,,,,,,,,,,,aa60426c-a188-4209-b2e6-208221c4979f,72,,,"[30.6, 21.8]",3878599,1,,,,,-0.98664975,,Left Foot,,,,"[42.5, 3.8]",,Ground Pass,,21.577997,,,,Federico Peluso,7118.0,,,,,,1,From Throw In,Francesco Acerbi,7119.0,Left Center Back,4,Sassuolo,232,['6422ec02-27e3-405f-969d-4e100fd537c6'],7,,,,,,,,,,,,,,,Sassuolo,232,00:01:07.468,Pass,
,,,,,,,,,,,,,,,,,2.458187,,,,,,,,,,,,,,,2c6e48a5-dd39-4477-807c-514302fafab6,78,,,"[43.3, 0.1]",3878599,1,,True,,,2.346294,,,,,,"[28.3, 15.4]",,Low Pass,,21.426386,,,,Francesco Acerbi,7119.0,,,,,Throw-in,1,From Throw In,Federico Peluso,7118.0,Left Back,5,Sassuolo,232,['a48ef59d-8d0c-4f95-8e44-3129a888b812'],16,,,,,,,,,,,,,,,Sassuolo,232,00:01:16.613,Pass,
,,,,,,,,,,,,,,,,,1.49829,,,,,,,,,,,,,,,9bfc569c-e791-4234-9d11-072e894938d8,80,,,"[27.3, 17.2]",3878599,1,,,,,-0.68767124,,Left Foot,,,,"[35.7, 10.3]",,Ground Pass,,10.870603,,,,Federico Peluso,7118.0,,,,,,1,From Throw In,Francesco Acerbi,7119.0,Left Center Back,5,Sassuolo,232,['e0bfedb7-da03-4bf1-8c56-8d86df72d481'],20,,,,,,,,,,,,,,,Sassuolo,232,00:01:20.387,Pass,
,,,,,,,,,,,,,,,,,1.294856,,,,,,,,,,,,,,,0637bc4e-5245-4059-bb8e-848445f2b43d,83,,,"[40.6, 6.0]",3878599,1,,,,,-0.055498507,,Left Foot,,,,"[62.2, 4.8]",,Ground Pass,,21.633308,,,,Antonio Floro Flores,27110.0,,,,,,1,From Throw In,Federico Peluso,7118.0,Left Back,5,Sassuolo,232,['5463a6bd-26ac-4861-b72c-a05bc3515fbb'],22,,,,,,,,,,,,,,,Sassuolo,232,00:01:22.791,Pass,
,,,,,,,,,,,,,,,,,0.106771,,,,,,,,,,,,,,,bc3c3fec-49c8-474c-a48c-19b76ce2530e,87,,,"[58.8, 3.9]",3878599,1,,,,,2.1224513,,Right Foot,,,,"[58.0, 5.2]",,Ground Pass,,1.5264337,,Incomplete,,Federico Peluso,7118.0,,,,,,1,From Throw In,Antonio Floro Flores,27110.0,Left Wing,5,Sassuolo,232,"['0b3714eb-8e06-4f73-8c91-91398cf3d267', '4ebc6458-6ece-42f5-bf6a-2f2f691b9206', '7597d059-9c6a-44e3-83c5-d5e8c7797649']",25,,,,,,,,,,,,,,,Sassuolo,232,00:01:25.006,Pass,True
,,,,,,,,,,,,,,,,,2.307084,,,,,,,,,,,,,,,259014e3-dc17-463c-af29-63d95e8374a3,92,,,"[32.3, 16.6]",3878599,1,,,,,2.650129,,Left Foot,,,,"[8.2, 29.5]",,Ground Pass,,27.335325,,,,Andrea Consigli,7132.0,,,,,,1,From Throw In,Francesco Acerbi,7119.0,Left Center Back,5,Sassuolo,232,['7a66bcca-5e6c-4017-8917-0cba24ba3aae'],28,,,,,,,,,,,,,,,Sassuolo,232,00:01:28.665,Pass,
,,,,,,,,,,,,,,,,,2.582387,,,,,,,,,,,,,,,b80b27ec-ecda-440b-a7cf-e0f1866ac76a,94,,,"[10.1, 29.7]",3878599,1,,True,,,-0.3197625,,Right Foot,,,,"[25.2, 24.7]",,Ground Pass,,15.906288,,,,Francesco Acerbi,7119.0,,,,,,1,From Throw In,Andrea Consigli,7132.0,Goalkeeper,5,Sassuolo,232,['a3434759-e1ff-4993-86cb-dc77c2085b8a'],31,,,,,,,,,,,,,,,Sassuolo,232,00:01:31.063,Pass,
,,,,,,,,,,,,,,,,,1.662997,,,,,,,,,,,,,,,f9cf9dcb-93e7-4f23-b5f5-831d94438e8f,96,,,"[23.7, 27.9]",3878599,1,,,,,1.56716,,Left Foot,,,,"[23.8, 55.4]",,Ground Pass,,27.500181,,,,Paolo Cannavaro,8848.0,,,,,,1,From Throw In,Francesco Acerbi,7119.0,Left Center Back,5,Sassuolo,232,['96800b97-eb94-4617-aeeb-edf43c811be6'],34,,,,,,,,,,,,,,,Sassuolo,232,00:01:34.344,Pass,
,,,,,,,,,,,,,,,,,1.458521,,,,,,,,,,,,,,,c7e5da0f-8c23-4af3-b3a3-85d683f92e77,99,,,"[25.1, 55.1]",3878599,1,,,,,-1.7218117,,Right Foot,,,,"[21.6, 32.1]",,Ground Pass,,23.26478,,,,Francesco Acerbi,7119.0,,,,,,1,From Throw In,Paolo Cannavaro,8848.0,Right Center Back,5,Sassuolo,232,['c2abc3e2-7ad8-4279-8c96-f76afe381a9c'],36,,,,,,,,,,,,,,,Sassuolo,232,00:01:36.073,Pass,
,,,,,,,,,,,,,,,,,2.511642,,,,,,,,,,,,,,,46385e03-bada-4be6-855e-9ee63a9547ca,102,,,"[26.6, 31.1]",3878599,1,,,,,1.3679513,,Left Foot,,,,"[35.3, 73.4]",,High Pass,,43.185413,,,,Šime Vrsaljko,5461.0,,True,,,,1,From Throw In,Francesco Acerbi,7119.0,Left Center Back,5,Sassuolo,232,['d3069ab5-04e6-4689-af13-0a2a64ac79d9'],38,,,,,,,,,,,,,,,Sassuolo,232,00:01:38.233,Pass,
,,,,,,,,,,,,,,,,,1.407026,,,,,,,,,,,,,,,ac314263-4638-42b3-822b-750f52ee8474,105,,,"[36.0, 71.9]",3878599,1,,,,,0.21018259,,Right Foot,,,,"[51.0, 75.1]",,Ground Pass,,15.337536,,Incomplete,,,,,,,,,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,5,Sassuolo,232,['03e50a32-1b82-43a5-bd4f-8d1ee2309337'],42,,,,,,,,,,,,,,,Sassuolo,232,00:01:42.790,Pass,
,,,,,,,,,,,,,,,,,0.783526,,,,,,,,,,,,,,,c03993fd-550c-4f18-af3e-8907d135d583,110,,,"[68.7, 13.5]",3878599,1,,,,,-0.027020449,,Left Foot,,,,"[83.5, 13.1]",,Ground Pass,,14.805405,,Incomplete,,,,,,,,Recovery,1,From Throw In,Boukary Dramé,11722.0,Left Back,5,Sassuolo,232,['66183379-8945-4250-91be-332458f3fae3'],46,,,,,,,,,,,,,,,Atalanta,228,00:01:46.580,Pass,
,,,,,,,,,,,,,,,,,0.648719,,,,,,,,,,,,,,,66183379-8945-4250-91be-332458f3fae3,111,,,"[36.6, 67.0]",3878599,1,,,,,0.29611516,,Left Foot,,,,"[48.4, 70.6]",,Ground Pass,,12.336936,,Incomplete,,,,,,,,Recovery,1,From Throw In,Nicola Sansone,6859.0,Right Wing,5,Sassuolo,232,"['69349ddb-2f7e-47ad-b4bf-ed59b1696b24', 'c03993fd-550c-4f18-af3e-8907d135d583']",47,,,,,,,,,,,,,,,Sassuolo,232,00:01:47.364,Pass,
,,,,,,,,,,,,,,,,,1.44981,,,,,,,,,,,,,,,e2d82716-30ab-4c93-a070-6ab4bd775260,114,,,"[70.9, 9.5]",3878599,1,,,,,1.7419449,,Right Foot,,,,"[66.7, 33.8]",,Ground Pass,,24.660292,,,,Carlos Emilio Carmona Tello,35923.0,,,,,,1,Regular Play,Jasmin Kurtič,6941.0,Left Center Midfield,6,Atalanta,228,['de64322b-fed1-4e16-91fb-8a07ea47ed13'],49,,,,,,,,,,,,,,,Atalanta,228,00:01:49.183,Pass,
,,,,,,,,,,,,,,,,,1.539624,,,,,,,,,,,,,,,2b6590bc-c9c3-4568-b152-d7547a10faf4,117,,,"[57.6, 32.1]",3878599,1,,,,,-2.4625874,,Right Foot,,,,"[46.2, 22.9]",,Ground Pass,,14.649232,,,,Nicolò Cherubin,45590.0,,,,,,1,Regular Play,Carlos Emilio Carmona Tello,35923.0,Right Center Midfield,6,Atalanta,228,['3feb130a-ac7a-4dea-8df2-13ea253f7f0c'],52,,,,,,,,,,,,,,,Atalanta,228,00:01:52.547,Pass,
