50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,30b4a152-f128-4a03-b47b-4a8a7bae68bf,1,,,,3879773,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 93}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8661, 'name': 'Daniel Pavlovic'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 386512, 'name': 'Alessandro Frara'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4185b7a0-b326-4599-944f-8616e2626329,2,,,,3879773,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 46670, 'name': 'Iván Rodrigo Piris Leguizamón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 89}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 53}, {'player': {'id': 6729, 'name': 'Guilherme dos Santos Torres'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 77}, {'player': {'id': 19846, 'name': 'Antonio Di Natale'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,560317ea-526f-44d0-8bf6-a10f425091ea,3,,,,3879773,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['9feee42b-3d8c-494f-bf52-287c985da9b2'],0,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9feee42b-3d8c-494f-bf52-287c985da9b2,4,,,,3879773,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['560317ea-526f-44d0-8bf6-a10f425091ea'],0,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5752f9dc-b63d-4a3d-97c3-416a9cd7a761,1958,,,,3879773,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Frosinone,291,['67563d2b-2912-4654-bae9-ced3bb3d6a6d'],0,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,67563d2b-2912-4654-bae9-ced3bb3d6a6d,1959,,,,3879773,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Frosinone,291,['5752f9dc-b63d-4a3d-97c3-416a9cd7a761'],0,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.382007,,,,,,,,,,,da0c4095-cc4b-4518-9b2f-0bc4a8f87148,5,,,"[60.0, 40.0]",3879773,0,,,,,2.0344439,,Right Foot,,,"[59.5, 41.0]",,Ground Pass,,1.118034,,,,Antonio Di Natale,19846.0,,,,,,Kick Off,1,From Kick Off,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,2,Udinese,230,['4fca2df7-1f1c-44ee-9d3a-b8b877bdb6de'],0,,,,,,,,,,,,,,,,Udinese,230,00:00:00.741,Pass,
,,,,,,,,,,,,,,,,2.121508,,,,,,,,,,,02b143e8-996f-4d5d-8e58-c0a2112b5ed5,7,,,"[58.2, 38.6]",3879773,0,,,,,-2.8187273,,Right Foot,,,"[31.3, 29.6]",,Ground Pass,,28.365648,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,,1,From Kick Off,Antonio Di Natale,19846.0,Center Forward,2,Udinese,230,['02be5803-e8eb-4fce-b6a9-822527bce19a'],1,,,,,,,,,,,,,,,,Udinese,230,00:00:01.123,Pass,
,,,,,,,,,,,,,,,,2.547414,,,,,,,,,,,6a2fb08b-5e18-4cdf-81eb-b54a1d630411,10,,,"[33.5, 30.6]",3879773,0,,,,,0.7378151,,Left Foot,,,"[75.3, 68.6]",,High Pass,,56.491062,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,1,From Kick Off,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,2,Udinese,230,"['32b385fe-3866-4f30-a88f-d6e36fb942ce', 'd39d9dfe-0327-441b-8efe-ddf13353b569']",4,,,,,,,,,,,,,,,,Udinese,230,00:00:04.313,Pass,
,,,,,,,,,,,,,,,,2.675534,,,,,,,,,,,d39d9dfe-0327-441b-8efe-ddf13353b569,12,,,"[44.8, 11.5]",3879773,0,,,,,-0.16917482,,Head,,,"[77.0, 6.0]",,High Pass,,32.666344,,,,Federico Dionisi,24235.0,,,,,,Recovery,1,From Kick Off,Daniel Pavlovic,8661.0,Left Back,2,Udinese,230,"['555372db-716e-4187-818d-f399dff02e33', '6a2fb08b-5e18-4cdf-81eb-b54a1d630411']",6,,,,,,,,,,,,,,,,Frosinone,291,00:00:06.861,Pass,
