50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.875921,,,,,,,,,,,cbcc4074-9a62-4e4d-9f77-a1a4ee356007,14,,"[13.5, 59.7]",3879847,0,,,,,0.48995733,,Head,,,,"[28.5, 67.7]",,High Pass,,17.0,,,,Afriyie Acquah,7474.0,,,,,Recovery,1,From Kick Off,Cesare Bovo,40427.0,Right Center Back,2,Udinese,230,"['75b95f6b-596a-4b9d-9365-bed5eebf885a', '8284f5f5-36af-4d60-98a4-d93bd8c03a7c']",8,,,,,,,,,,,,,,,,,Torino,241,00:00:08.438,Pass,
,,,,,,,,,,,,,,,,,,0.957203,,,,,,,,,,,cf9f6a67-34e7-4040-80cd-d1865b395018,25,,"[93.5, 13.8]",3879847,0,,,,,2.2475333,,Left Foot,,,,"[88.6, 19.9]",,Ground Pass,,7.8243213,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,From Kick Off,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,2,Udinese,230,['02fa6443-eabb-41e6-9ef4-75ff9c0172de'],11,,,,,,,,,,,,,,,,,Udinese,230,00:00:11.723,Pass,
,,,,,,,,,,,,,,,,,,1.306128,,,,,,,,,,,f3f37057-d62f-4a90-95ea-f41a6f63f406,30,,"[89.0, 26.9]",3879847,0,,,,,1.923035,,Right Foot,,,,"[82.2, 45.4]",,Ground Pass,,19.71015,,,,Emmanuel Agyemang-Badu,24722.0,,,,,,1,From Kick Off,Bruno Miguel Borges Fernandes,5204.0,Center Attacking Midfield,2,Udinese,230,"['08610acb-a700-4335-a665-79dee9518acc', '6d008ab5-ec93-4683-aefb-9b6b26384ae9', '97652b3b-bea0-48d8-a1c6-4a1760ef891f']",14,,,,,,,,,,,,,,,,,Udinese,230,00:00:14.576,Pass,True
,,,,,,,,,,,,,,,,,,0.98244,,,,,,,,,,,f13c0fab-39a9-4bf2-a13f-38672a8eac8c,33,,"[82.0, 43.8]",3879847,0,,,,,-1.8200485,,Right Foot,,,,"[79.2, 32.8]",,Ground Pass,,11.350771,,,,Zdravko Kuzmanović,6577.0,,,,,,1,From Kick Off,Emmanuel Agyemang-Badu,24722.0,Right Defensive Midfield,2,Udinese,230,['6ca9a6c8-d46c-4168-b3fb-7729b85a5970'],16,,,,,,,,,,,,,,,,,Udinese,230,00:00:16.975,Pass,
,,,,,,,,,,,,,,,,,,1.746494,,,,,,,,,,,12b329fa-8a29-4ed4-987d-f6e43feaf919,36,,"[78.7, 30.9]",3879847,0,,,,,-1.7168086,,Right Foot,,,,"[75.7, 10.5]",,Ground Pass,,20.619408,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,From Kick Off,Zdravko Kuzmanović,6577.0,Left Defensive Midfield,2,Udinese,230,['bb409ddf-76c2-4991-b714-f1404a48d1ea'],18,,,,,,,,,,,,,,,,,Udinese,230,00:00:18.644,Pass,
,,,,,,,,,,,,,,,,,,1.118168,,,,,,,,,,,cafe3dd3-cd60-498f-a0b5-df0fbf1f6137,39,,"[80.8, 8.7]",3879847,0,,,,,0.8960554,,Left Foot,,,,"[86.4, 15.7]",,Ground Pass,,8.964374,,,,Cyril Théréau,8272.0,,,,,,1,From Kick Off,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,2,Udinese,230,['5f6e91e0-d454-4994-80b3-0975518bbd4f'],22,,,,,,,,,,,,,,,,,Udinese,230,00:00:22.147,Pass,
,,,,,,,,,,,,,,,,,,0.732058,,,,,,,,,,,90b6b666-880c-4026-ac33-746264dc29e3,41,,"[86.4, 15.7]",3879847,0,,,,,-2.3127437,,Left Foot,,,,"[79.8, 8.5]",,Ground Pass,,9.767292,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,From Kick Off,Cyril Théréau,8272.0,Right Center Forward,2,Udinese,230,['ef028129-a04d-4f7d-98c6-9a4d4426a546'],23,,,,,,,,,,,,,,,,,Udinese,230,00:00:23.265,Pass,
,,,,,,,,,,,,,,,,,,2.182317,,,,,,,,,,,acf908fc-6d03-478c-9bcf-de8ff3063643,44,,"[79.8, 8.5]",3879847,0,,,,,-2.9407449,,Left Foot,,,,"[63.1, 5.1]",,Ground Pass,,17.042593,,,,Zdravko Kuzmanović,6577.0,,,,,,1,From Kick Off,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,2,Udinese,230,['daf73875-fc0a-4b31-bec0-960654f6b96b'],24,,,,,,,,,,,,,,,,,Udinese,230,00:00:24.064,Pass,
,,,,,,,,,,,,,,,,,,1.975405,,,,,,,,,,,d1113b81-8773-4f04-ad74-3cc1836c662f,47,,"[57.2, 7.2]",3879847,0,,,,,2.0530176,,Right Foot,,,,"[43.8, 32.8]",,Ground Pass,,28.894981,,,,Danilo Larangeira,7799.0,,,,,,1,From Kick Off,Zdravko Kuzmanović,6577.0,Left Defensive Midfield,2,Udinese,230,['ef19cf6b-e207-4f0a-a4de-0f2db122c117'],27,,,,,,,,,,,,,,,,,Udinese,230,00:00:27.710,Pass,
,,,,,,,,,,,,,,,,,,1.035825,,,,,,,,,,,30327679-61f8-44eb-b6cf-36704264b3ec,50,,"[56.5, 41.5]",3879847,0,,,,,1.2747911,,Right Foot,,,,"[60.8, 55.6]",,Ground Pass,,14.741099,,,,Emmanuel Agyemang-Badu,24722.0,,,,,,1,From Kick Off,Danilo Larangeira,7799.0,Center Back,2,Udinese,230,['c57e632f-7d03-4ad7-b298-d1499d3d3aab'],32,,,,,,,,,,,,,,,,,Udinese,230,00:00:32.497,Pass,
,,,,,,,,,,,,,,,,,,4.043171,,,,,,,,,,,1ed88777-ba0d-43bd-a8de-ed9a7cfad8bb,53,,"[63.1, 58.8]",3879847,0,,,,,0.12932685,,Right Foot,,,,"[120.0, 66.2]",,High Pass,,57.379177,,Out,,Ryder Matos Santos,7696.0,,,,,,1,From Kick Off,Emmanuel Agyemang-Badu,24722.0,Right Defensive Midfield,2,Udinese,230,['60de73f7-dac8-4ab4-a329-016571533b16'],35,,,,,,,,,,,,,,,,,Udinese,230,00:00:35.277,Pass,
,,,,,,,,,,,,,,,,,,1.879823,,,,,,,,,,,0ce49439-5054-43ab-af21-680b2faf5c57,55,,"[6.0, 36.0]",3879847,1,,True,,,1.2296097,,Left Foot,,,,"[15.8, 63.6]",,Ground Pass,,29.288223,,,,Cesare Bovo,40427.0,,,,,Goal Kick,1,From Goal Kick,Daniele Padelli,34881.0,Goalkeeper,3,Torino,241,['c08143cd-b2fa-430c-8127-8614209c60ef'],1,,,,,,,,,,,,,,,,,Torino,241,00:01:01.661,Pass,
,,,,,,,,,,,,,,,,,,1.787029,,,,,,,,,,,ddc41335-c3a8-4e5f-87f7-98c082daadde,57,,"[17.2, 63.4]",3879847,1,,,,,-1.2560387,,Right Foot,,,,"[22.8, 46.2]",,Ground Pass,,18.08867,,,,Pontus Jansson,4709.0,,,,,,1,From Goal Kick,Cesare Bovo,40427.0,Right Center Back,3,Torino,241,['7e106fee-c5c9-4f25-9469-48385a535778'],5,,,,,,,,,,,,,,,,,Torino,241,00:01:05.014,Pass,
,,,,,,,,,,,,,,,,,,1.685528,,,,,,,,,,,fffdd5cb-9f74-421e-bf86-63830967100b,60,,"[31.8, 43.1]",3879847,1,,,,,-1.4530637,,Right Foot,,,,"[34.0, 24.5]",,Ground Pass,,18.729656,,,,Gastón Alexis Silva Perdomo,28289.0,,,,,,1,From Goal Kick,Pontus Jansson,4709.0,Center Back,3,Torino,241,['b629661d-de24-4870-a1ad-02f58dd87028'],9,,,,,,,,,,,,,,,,,Torino,241,00:01:09.444,Pass,
,,,,,,,,,,,,,,,,,,2.091785,,,,,,,,,,,12934495-abfa-4443-ab35-cbb8d56e888d,63,,"[41.3, 25.8]",3879847,1,,,,,2.013489,,Left Foot,,,,"[34.9, 39.3]",,Ground Pass,,14.940214,,,,Pontus Jansson,4709.0,,,,,,1,From Goal Kick,Gastón Alexis Silva Perdomo,28289.0,Left Center Back,3,Torino,241,['f822176c-e491-421b-a4be-4aeb5a7673b6'],13,,,,,,,,,,,,,,,,,Torino,241,00:01:13.252,Pass,
,,,,,,,,,,,,,,,,,,0.943674,,,,,,,,,,,c5e8cf2c-32ba-4458-80e6-9375db4c21a6,66,,"[45.8, 40.0]",3879847,1,,,,,-1.4523064,,Right Foot,,,,"[47.8, 23.2]",,Ground Pass,,16.918629,,,,Gastón Alexis Silva Perdomo,28289.0,,,,,,1,From Goal Kick,Pontus Jansson,4709.0,Center Back,3,Torino,241,['0993c98a-8e89-448b-a558-8f5f5926353f'],18,,,,,,,,,,,,,,,,,Torino,241,00:01:18.385,Pass,
,,,,,,,,,,,,,,,,,,2.452717,,,,,,,,,,,40b6163a-0005-4049-a6cb-f40dc31b54c7,70,,"[45.3, 25.8]",3879847,1,,,,,2.7669444,,Left Foot,,,,"[15.8, 37.4]",,Ground Pass,,31.698738,,,,Daniele Padelli,34881.0,,,,,,1,From Goal Kick,Gastón Alexis Silva Perdomo,28289.0,Left Center Back,3,Torino,241,['059b8e48-7169-4506-92d8-13fb6e30d357'],20,,,,,,,,,,,,,,,,,Torino,241,00:01:20.573,Pass,
,,,,,,,,,,,,,,,,,,1.640291,,,,,,,,,,,9a2b7f67-f7b1-4acb-af20-a4e8a1ffe67c,73,,"[15.8, 37.4]",3879847,1,,,,,0.5912921,,Left Foot,,,,"[22.8, 42.1]",,Ground Pass,,8.431489,,,,Pontus Jansson,4709.0,,,,,,1,From Goal Kick,Daniele Padelli,34881.0,Goalkeeper,3,Torino,241,['30ae8f75-d4c3-410a-8fd7-7c4e49749fa0'],23,,,,,,,,,,,,,,,,,Torino,241,00:01:23.164,Pass,
,,,,,,,,,,,,,,,,,,0.571436,,,,,,,,,,,fb1f7c40-14ec-4b69-a4d3-674bcf936fad,77,,"[56.6, 34.6]",3879847,1,,,,,-2.2378688,,Right Foot,,,,"[50.3, 26.6]",,Ground Pass,,10.182829,,,,Gastón Alexis Silva Perdomo,28289.0,,,,,,1,From Goal Kick,Pontus Jansson,4709.0,Center Back,3,Torino,241,['4bc080c1-cd94-43b0-a3e1-92f6b4af265d'],36,,,,,,,,,,,,,,,,,Torino,241,00:01:36.117,Pass,
,,,,,,,,,,,,,,,,,,1.283684,,,,,,,,,,,cf8e6c9f-b1b6-47de-a1e2-add68eea459c,81,,"[43.6, 28.0]",3879847,1,,,,,1.5152978,,Right Foot,,,,"[45.5, 62.2]",,Ground Pass,,34.25274,,,,Cesare Bovo,40427.0,,,,,,1,From Goal Kick,Gastón Alexis Silva Perdomo,28289.0,Left Center Back,3,Torino,241,['8f663dcb-4de7-4cac-a5d0-f9a0cfa9e15f'],38,,,,,,,,,,,,,,,,,Torino,241,00:01:38.502,Pass,
,,,,,,,,,,,,,,,,,,1.147959,,,,,,,,,,,1b454fd4-6a7f-4ade-939f-9ad16c106f18,85,,"[43.6, 71.2]",3879847,1,,,,,0.5726664,,Right Foot,,,,"[51.2, 76.1]",,Ground Pass,,9.042677,,,,Davide Zappacosta,3660.0,,,,,,1,From Goal Kick,Cesare Bovo,40427.0,Right Center Back,3,Torino,241,"['1a3e69d8-1f40-4403-ba7c-26bf77292aa0', '5e0fd5c7-1ee5-4580-a1ff-ff9469fc49a6']",40,,,,,,,,,,,,,,,,,Torino,241,00:01:40.900,Pass,True
,,,,,,,,,,,,,,,,,,3.645462,,,,,,,,,,,f0a45939-0a93-45c4-a962-86df0e516bab,89,,"[55.2, 70.9]",3879847,1,,,,,-0.45881674,,Left Foot,,,,"[96.7, 50.4]",,High Pass,,46.287148,,,,Josef Alexander Martínez Mencia,12619.0,,,,,,1,From Goal Kick,Davide Zappacosta,3660.0,Right Wing Back,3,Torino,241,['71c50af2-0ebf-4b59-91f9-c0b0527d66a8'],44,,,,,,,,,,,,,,,,,Torino,241,00:01:44.860,Pass,
,,,,,,,,,,,,,,,,,,1.950372,,,,,,,,,,,963e61c6-21ac-4fb7-9334-b1ef490ed49c,95,,"[27.9, 21.9]",3879847,1,,,,,-0.8570701,,Left Foot,,,,"[46.0, 1.0]",,High Pass,,27.648146,,Out,,,,,,,,,1,From Keeper,Orestis Karnezis,3742.0,Goalkeeper,4,Udinese,230,,51,,,,,,,,,,,,,,,,,Udinese,230,00:01:51.128,Pass,
,,,,,,,,,,,,,,,,,,0.964325,,,,,,,,,,,9e92203c-b62e-4224-8d68-a0b1326009b8,98,,"[69.3, 80.0]",3879847,4,,,,,-1.2827408,,,,,,"[71.7, 71.9]",,Low Pass,,8.448076,,,,Giuseppe Vives,40430.0,,,,,Throw-in,1,From Throw In,Davide Zappacosta,3660.0,Right Wing Back,5,Torino,241,['bc6fb419-ae30-42db-9708-41f61158d3b9'],23,,,,,,,,,,,,,,,,,Torino,241,00:04:23.770,Pass,
,,,,,,,,,,,,,,,,,,0.572251,,,,,,,,,,,bd7e28a8-fe87-41f5-b504-32a51563d9ac,102,,"[70.5, 72.3]",3879847,4,,,,,2.1632237,,Right Foot,,,,"[67.0, 77.5]",,Ground Pass,,6.2681737,,,,Davide Zappacosta,3660.0,,,,,,1,From Throw In,Giuseppe Vives,40430.0,Center Defensive Midfield,5,Torino,241,['773a46bc-22cc-41b5-a5d9-651f0c02d364'],24,,,,,,,,,,,,,,,,,Torino,241,00:04:24.854,Pass,
,,,,,,,,,,,,,,,,,,1.690477,,,,,,,,,,,f1ad0136-f5c1-44fe-93b7-484863796cf5,105,,"[63.9, 75.8]",3879847,4,,,,,-3.098817,,Right Foot,,,,"[38.2, 74.7]",,Ground Pass,,25.72353,,,,Cesare Bovo,40427.0,,,,,,1,From Throw In,Davide Zappacosta,3660.0,Right Wing Back,5,Torino,241,['48d7d7d8-206c-44f9-8fd7-e51190adcbe1'],26,,,,,,,,,,,,,,,,,Torino,241,00:04:26.306,Pass,
,,,,,,,,,,,,,,,,,,2.925162,,,,,,,,,,,cb50dd97-ebe6-401c-a8c1-2fb8a12e42b5,108,,"[37.3, 72.7]",3879847,4,,,,,-1.6270748,,Left Foot,,,,"[34.5, 23.0]",,Ground Pass,,49.778812,,,,Gastón Alexis Silva Perdomo,28289.0,,True,,,,1,From Throw In,Cesare Bovo,40427.0,Right Center Back,5,Torino,241,['929e264f-5b2c-4d9d-aeaa-e443014c9a91'],29,,,,,,,,,,,,,,,,,Torino,241,00:04:29.489,Pass,
,,,,,,,,,,,,,,,,,,1.39355,,,,,,,,,,,ea526be5-052a-492b-b036-4b9aed0ff21f,111,,"[39.6, 21.2]",3879847,4,,,,,2.0915246,,Left Foot,,,,"[31.8, 34.8]",,Ground Pass,,15.67801,,,,Pontus Jansson,4709.0,,,,,,1,From Throw In,Gastón Alexis Silva Perdomo,28289.0,Left Center Back,5,Torino,241,['5e940b57-58fc-4f16-a9da-fdcd0f8c4af0'],34,,,,,,,,,,,,,,,,,Torino,241,00:04:34.102,Pass,
,,,,,,,,,,,,,,,,,,1.829231,,,,,,,,,,,8ec48047-5590-4241-bc0d-0d4e3f786e34,114,,"[53.2, 39.0]",3879847,4,,,,,1.8580034,,Right Foot,,,,"[44.9, 67.1]",,Ground Pass,,29.30017,,,,Cesare Bovo,40427.0,,,,,,1,From Throw In,Pontus Jansson,4709.0,Center Back,5,Torino,241,['2e28dd41-31b0-4d7d-8f0a-62c52253744d'],43,,,,,,,,,,,,,,,,,Torino,241,00:04:43.025,Pass,
,,,,,,,,,,,,,,,,,,1.128726,,,,,,,,,,,07268c29-5288-466b-8d99-29986e751d34,118,,"[45.8, 71.6]",3879847,4,,,,,0.38211668,,Right Foot,,,,"[56.5, 75.9]",,Ground Pass,,11.531695,,,,Davide Zappacosta,3660.0,,,,,,1,From Throw In,Cesare Bovo,40427.0,Right Center Back,5,Torino,241,['bf1ebfdd-d283-49ed-89eb-2455941fcc00'],45,,,,,,,,,,,,,,,,,Torino,241,00:04:45.721,Pass,
,,,,,,,,,,,,,,,,,,1.616086,,,,,,,,,,,a5fa8f08-8dd9-4e59-8ffc-876fec50dd38,121,,"[58.3, 75.9]",3879847,4,,,,,-0.7710254,,Right Foot,,,,"[83.0, 51.9]",,Ground Pass,,34.43966,,,,Josef Alexander Martínez Mencia,12619.0,,,,,,1,From Throw In,Davide Zappacosta,3660.0,Right Wing Back,5,Torino,241,['47de9480-ba18-4d70-81da-fd95cd328bff'],48,,,,,,,,,,,,,,,,,Torino,241,00:04:48.222,Pass,
,,,,,,,,,,,,,,,,,,2.074928,,,,,,,,,,,a17b6e46-a425-409f-a884-af67f002cc0b,125,,"[73.8, 61.4]",3879847,4,,,,,-1.7014904,,Left Foot,,,,"[68.7, 22.6]",,High Pass,,39.133743,,,,Gastón Alexis Silva Perdomo,28289.0,,,,,,1,From Throw In,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,5,Torino,241,['7cf1674d-c791-40ae-885c-087b763c3fd7'],55,,,,,,,,,,,,,,,,,Torino,241,00:04:55.182,Pass,
,,,,,,,,,,,,,,,,,,1.441786,,,,,,,,,,,be7430f0-0dcc-4fca-aef5-9040ae2f9345,128,,"[86.7, 18.9]",3879847,5,,,,,0.56975645,,Left Foot,,,,"[105.9, 31.2]",,High Pass,,22.801973,,,,Andrea Belotti,7471.0,,,,,,1,From Throw In,Gastón Alexis Silva Perdomo,28289.0,Left Center Back,5,Torino,241,['64a15648-fae3-427c-9b3a-6d330217a032'],0,,,,,,,,,,,,,,,,,Torino,241,00:05:00.251,Pass,
,,,,,,,,,,,,,,,,,,1.112846,,,,,,,,,,,23ae5c5a-ac1f-4806-aab3-65bcdd946876,130,,"[106.3, 31.2]",3879847,5,,,,,-2.0979424,bbd09c15-dc47-4c74-9189-6d6e2982a9b0,Other,,,,"[102.4, 24.5]",,Low Pass,,7.752419,,,,Marco Benassi,7149.0,True,,,,,1,From Throw In,Andrea Belotti,7471.0,Right Center Forward,5,Torino,241,['704018fb-6407-470d-8441-9ae701b671b7'],1,,,,,,,,,,,,,,,,,Torino,241,00:05:01.693,Pass,
