50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.121613,,,,,,,,,,,,,fda5a09c-d962-4b46-952c-051143075a07,19,,,"[69.0, 4.7]",3878593,0,,,,,0.017239671,,Left Foot,,,,"[92.2, 5.1]",,Ground Pass,,23.203447,,,,,Danilo Soddimo,11608.0,,,,,,,1,Regular Play,Robert Gucher,30911.0,Left Defensive Midfield,3,Frosinone,291,"['cbfb0afd-4c5d-4819-924f-60b5d7cf765a', 'cdd40802-2e65-49fc-9c1e-c6b6f1bdbe61']",12,,,,,,,,,,,,,,,,,Frosinone,291,00:00:12.586,Pass,True
,,,,,,,,,,,,,,,,,,1.176291,,,,,,,,,,,,,11297598-4926-4b45-87b3-4c64d861302e,22,,,"[92.2, 5.1]",3878593,0,,,,,1.7014349,,Right Foot,,,,"[90.4, 18.8]",,Ground Pass,,13.817742,,,,,Federico Dionisi,24235.0,,,,,,,1,Regular Play,Danilo Soddimo,11608.0,Left Midfield,3,Frosinone,291,['b29cde39-cc01-42c0-9b52-d26ad95a585c'],13,,,,,,,,,,,,,,,,,Frosinone,291,00:00:13.996,Pass,
,,,,,,,,,,,,,,,,,,1.038191,,,,,,,,,,,,,4ca5e0dd-ec87-42ab-9fa9-4b048e0d8c2c,30,,,"[3.7, 75.8]",3878593,0,,,,,0.21608497,,Right Foot,,,,"[20.1, 79.4]",,Ground Pass,,16.790474,,,Out,,Edin Džeko,6973.0,,,,,,,1,Regular Play,Konstantinos Manolas,7048.0,Right Center Back,3,Frosinone,291,['a02ad247-5939-47c4-9aae-e22189eb4b66'],20,,,,,,,,,,,,,,,,,AS Roma,229,00:00:20.943,Pass,
,,,,,,,,,,,,,,,,,,0.841723,,,,,,,,,,,,,ffeaeddf-522d-45d5-b8dc-2f878211dd6b,32,,,"[101.8, 0.1]",3878593,0,,,,,0.35255313,,,,,,"[112.4, 4.0]",,Low Pass,,11.294689,,,,,Danilo Soddimo,11608.0,,,,,,Throw-in,1,From Throw In,Daniel Pavlovic,8661.0,Left Back,4,Frosinone,291,['f3806501-0a18-4278-9aa4-f9e34bbc3bb9'],36,,,,,,,,,,,,,,,,,Frosinone,291,00:00:36.354,Pass,
,,,,,,,,,,,,,,,,,,1.247385,,,,,,,,,,,,,e4e36b16-2fdc-439e-8573-08ace9bdb86d,36,,,"[112.2, 2.5]",3878593,0,,,,,3.1198568,,Right Foot,,,,"[93.8, 2.9]",,Ground Pass,,18.404346,,,,,Robert Gucher,30911.0,,,,,,,1,From Throw In,Danilo Soddimo,11608.0,Left Midfield,4,Frosinone,291,['b1b5ade9-358d-4231-aa55-1e46180b04bc'],42,,,,,,,,,,,,,,,,,Frosinone,291,00:00:42.398,Pass,
,,,,,,,,,,,,,,,,,,1.223101,,,,,,,,,,,,,12d090d6-6691-438f-b0fe-b3d1dd975f35,39,,,"[93.8, 2.9]",3878593,0,,,,,2.4955566,,Right Foot,,,,"[81.2, 12.4]",,Ground Pass,,15.78005,,,,,Yussif Raman Chibsah,9903.0,,,,,,,1,From Throw In,Robert Gucher,30911.0,Left Defensive Midfield,4,Frosinone,291,['00c86ed8-84d4-4e7d-b1d7-44f0d3fc4ce3'],44,,,,,,,,,,,,,,,,,Frosinone,291,00:00:44.529,Pass,
,,,,,,,,,,,,,,,,,,2.076906,,,,,,,,,,,,,fef8bac5-13e7-4c11-b57f-c6f30c84d80e,42,,,"[76.7, 13.1]",3878593,0,,,,,2.3669083,,Right Foot,,,,"[48.4, 40.8]",,Ground Pass,,39.600254,,,,,Modibo Diakité,174418.0,,,,,,,1,From Throw In,Yussif Raman Chibsah,9903.0,Right Defensive Midfield,4,Frosinone,291,['9e57b4f7-0ac7-45d6-9edd-82b32fa449df'],46,,,,,,,,,,,,,,,,,Frosinone,291,00:00:46.659,Pass,
,,,,,,,,,,,,,,,,,,1.602903,,,,,,,,,,,,,e0435320-71a2-42da-a2de-769720217d24,45,,,"[48.4, 40.8]",3878593,0,,,,,-1.469913,,Right Foot,,,,"[51.7, 8.2]",,Ground Pass,,32.766598,,,,,Leonardo Blanchard,387847.0,,,,,,,1,From Throw In,Modibo Diakité,174418.0,Right Center Back,4,Frosinone,291,['873df2d4-9909-4395-973d-a04c7631affd'],49,,,,,,,,,,,,,,,,,Frosinone,291,00:00:49.646,Pass,
,,,,,,,,,,,,,,,,,,2.163087,,,,,,,,,,,,,ad143906-de42-4578-8785-657c9c3c8ac0,48,,,"[61.7, 2.9]",3878593,0,,,,,0.088185325,,Left Foot,,,,"[94.5, 5.8]",,High Pass,,32.92795,,,Incomplete,,Danilo Soddimo,11608.0,,,,,,,1,From Throw In,Leonardo Blanchard,387847.0,Left Center Back,4,Frosinone,291,"['c7375064-40a6-449f-99c2-046d3d599623', 'dab97eb4-0364-4acd-a6b3-0bdabee5d83a']",52,,,,,,,,,,,,,,,,,Frosinone,291,00:00:52.925,Pass,
,,,,,,,,,,,,,,,,,,1.458105,,,,,,,,,,,,,dab97eb4-0364-4acd-a6b3-0bdabee5d83a,50,,,"[25.6, 74.3]",3878593,0,,,,,0.13552772,,Head,,,,"[36.6, 75.8]",,High Pass,,11.101802,,,Incomplete,,Gervais Lombe Yao Kouassi,15818.0,,,,,,Recovery,1,From Throw In,Alessandro Florenzi,6964.0,Right Back,4,Frosinone,291,"['ad143906-de42-4578-8785-657c9c3c8ac0', 'ca788c10-f51d-4691-9f3f-692f92948f7a', 'dd0fc952-b516-4ea9-9f29-9c20a1318e4d']",55,,,,,,,,,,,,,,,,,AS Roma,229,00:00:55.088,Pass,
,,,,,,,,,,,,,,,,,,1.159645,,,,,,,,,,,,,ca788c10-f51d-4691-9f3f-692f92948f7a,52,,,"[83.5, 4.3]",3878593,0,,,,,-0.16789593,,Left Foot,,,,"[89.4, 3.3]",,Ground Pass,,5.9841456,,,,,Danilo Soddimo,11608.0,,,,,,Interception,1,From Throw In,Daniel Pavlovic,8661.0,Left Back,4,Frosinone,291,"['b2747987-1df1-4624-8256-a391fbe7c50d', 'dab97eb4-0364-4acd-a6b3-0bdabee5d83a']",56,,,,,,,,,,,,,,,,,Frosinone,291,00:00:56.546,Pass,
,,,,,,,,,,,,,,,,,,1.515882,,,,,,,,,,,,,6048f4f0-8768-4f75-ab03-9f89c04a2355,59,,,"[89.9, 15.3]",3878593,1,,,,,0.9603466,,Right Foot,True,,,"[106.9, 39.6]",,High Pass,,29.656197,,,Incomplete,,Daniel Ciofani,13613.0,,,,,,,1,From Throw In,Danilo Soddimo,11608.0,Left Midfield,4,Frosinone,291,"['ceb38082-e287-4b13-8305-c378184dc242', 'e6755f39-553f-4104-86be-aeb10b387fc9']",2,,,,,,,,,,,,,,,,,Frosinone,291,00:01:02.613,Pass,
,,,,,,,,,,,,,,,,,,3.814019,,,,,,,,,,,,,4b43972c-7463-4372-8b34-8c508fed9d78,74,,,"[6.0, 44.0]",3878593,1,,,,,0.16669267,,Right Foot,,,,"[69.0, 54.6]",,High Pass,,63.88552,,,,,Edin Džeko,6973.0,,,,,,Goal Kick,1,From Goal Kick,Wojciech Szczęsny,5669.0,Goalkeeper,5,AS Roma,229,['db9850e9-e7c5-4372-99de-5a756336ac04'],37,,,,,,,,,,,,,,,,,AS Roma,229,00:01:37.055,Pass,
,,,,,,,,,,,,,,,,,,1.089024,,,,,,,,,,,,,f99184d8-5bf9-497e-8631-5126a2444f90,77,,,"[69.0, 54.6]",3878593,1,,,,,-1.0198139,,Left Foot,,,,"[74.1, 46.3]",,Ground Pass,,9.741663,,,,,Francesco Totti,15780.0,,,,,,,1,From Goal Kick,Edin Džeko,6973.0,Center Forward,5,AS Roma,229,['14339518-5459-4f50-8900-33ca67d9d1a7'],41,,,,,,,,,,,,,,,,,AS Roma,229,00:01:41.923,Pass,
,,,,,,,,,,,,,,,,,,1.723695,,,,,,,,,,,,,b9ef5bf4-3bfa-4b5c-ab47-a3f16ee7a6e5,82,,,"[72.6, 49.3]",3878593,1,,,,,-3.053327,,Right Foot,,,,"[61.3, 48.3]",,Ground Pass,,11.344161,,,Incomplete,,Seydou Kéita,20169.0,,,,,,,1,From Goal Kick,Francesco Totti,15780.0,Center Attacking Midfield,5,AS Roma,229,"['26732cf2-ba89-4485-b4e4-464b65a9748d', '3f302acd-e205-4849-aeb0-e00a047f1eb8']",43,,,,,,,,,,,,,,,,,AS Roma,229,00:01:43.064,Pass,
,,,,,,,,,,,,,,,,,,0.720982,,,,,,,,,,,,,26732cf2-ba89-4485-b4e4-464b65a9748d,84,,,"[58.8, 31.8]",3878593,1,,,,,0.20095426,,Right Foot,,,,"[69.6, 34.0]",,Ground Pass,,11.021796,,,,,Daniel Ciofani,13613.0,,,,,,Recovery,1,From Goal Kick,Federico Dionisi,24235.0,Left Center Forward,5,AS Roma,229,"['4da07d60-fc93-4a21-8d23-485b15f9872c', 'b9ef5bf4-3bfa-4b5c-ab47-a3f16ee7a6e5']",44,,,,,,,,,,,,,,,,,Frosinone,291,00:01:44.787,Pass,
,,,,,,,,,,,,,,,,,,2.72043,,,,,,,,,,,,,f673004b-d931-4d81-a469-ecd114c50ef3,87,,,"[69.6, 34.0]",3878593,1,,,,,0.77890474,,Left Foot,,,,"[85.1, 49.3]",,Ground Pass,,21.779348,,,Incomplete,,,,,,,,,,1,From Goal Kick,Daniel Ciofani,13613.0,Right Center Forward,5,AS Roma,229,['f493c06c-7196-445c-b3fc-1e25325e911c'],45,,,,,,,,,,,,,,,,,Frosinone,291,00:01:45.588,Pass,
,,,,,,,,,,,,,,,,,,2.502681,,,,,,,,,,,,,f493c06c-7196-445c-b3fc-1e25325e911c,88,,,"[35.0, 30.8]",3878593,1,,,,,2.7651818,,Right Foot,,,,"[9.7, 40.8]",,Ground Pass,,27.204596,,,,,Wojciech Szczęsny,5669.0,,,,,,Recovery,1,From Goal Kick,Antonio Rüdiger,3167.0,Left Center Back,5,AS Roma,229,"['cf783f52-c463-4a91-b5a0-9a3d780c9d1e', 'f673004b-d931-4d81-a469-ecd114c50ef3']",48,,,,,,,,,,,,,,,,,AS Roma,229,00:01:48.309,Pass,
,,,,,,,,,,,,,,,,,,2.973214,,,,,,,,,,,,,7ba1aac2-97a7-43bb-8b0b-c16feb0027ef,92,,,"[11.6, 45.4]",3878593,1,,,,,0.12411507,,Right Foot,,,,"[62.9, 51.8]",,High Pass,,51.697678,,,Incomplete,,Francesco Totti,15780.0,,,,,,,1,From Goal Kick,Wojciech Szczęsny,5669.0,Goalkeeper,5,AS Roma,229,"['357a1794-86de-481c-9ce3-54c1a073e283', 'cada4e36-af38-4844-af5b-0b007fea1b5f', 'e2562586-5b8b-4467-ac48-4c745637550e']",51,,,,,,,,,,,,,,,,,AS Roma,229,00:01:51.981,Pass,True
,,,,,,,,,,,,,,,,,,1.575784,,,,,,,,,,,,,bb4e2600-4f2c-46af-aa24-a1b58dd5736a,98,,,"[43.0, 15.4]",3878593,1,,,,,-0.8824375,,Right Foot,,,,"[53.2, 3.0]",,Ground Pass,,16.056152,,,,,Lucas Digne,6849.0,,,,,,,1,From Goal Kick,Antonio Rüdiger,3167.0,Left Center Back,5,AS Roma,229,['7b2bdc94-bc36-4967-b9e1-1e5df83cd646'],58,,,,,,,,,,,,,,,,,AS Roma,229,00:01:58.900,Pass,
,,,,,,,,,,,,,,,,,,1.120047,,,,,,,,,,,,,2163ed7a-6cce-4dd7-9ef1-5fe81741a242,101,,,"[54.8, 3.0]",3878593,2,,,,,0.0,,Left Foot,,,,"[63.1, 3.0]",,Ground Pass,,8.3,,,,,Iago Falqué Silva,7468.0,,,,,,,1,From Goal Kick,Lucas Digne,6849.0,Left Back,5,AS Roma,229,['a008a171-41d5-4daa-a92b-d7ff871c5e7d'],1,,,,,,,,,,,,,,,,,AS Roma,229,00:02:01.414,Pass,
,,,,,,,,,,,,,,,,,,0.986076,,,,,,,,,,,,,84b321b9-51df-4490-8b20-62d5785037df,104,,,"[58.2, 2.6]",3878593,2,,,,,1.9684243,,Left Foot,,,,"[54.0, 12.6]",,Ground Pass,,10.846197,,,,,Seydou Kéita,20169.0,,,,,,,1,From Goal Kick,Iago Falqué Silva,7468.0,Left Wing,5,AS Roma,229,['ecdb2ce5-ff35-4bb6-8b33-476143c4f6a5'],2,,,,,,,,,,,,,,,,,AS Roma,229,00:02:02.842,Pass,
,,,,,,,,,,,,,,,,,,0.870532,,,,,,,,,,,,,0dd71aba-9d1a-4d19-94bc-90b2a1ce49cc,107,,,"[56.2, 8.8]",3878593,2,,,,,-1.9124118,,Left Foot,,,,"[54.6, 4.3]",,Ground Pass,,4.7759814,,,,,Iago Falqué Silva,7468.0,,,,,,,1,From Goal Kick,Seydou Kéita,20169.0,Left Defensive Midfield,5,AS Roma,229,['b5b94e59-cb89-4b41-af9a-40bc13af383d'],6,,,,,,,,,,,,,,,,,AS Roma,229,00:02:06.553,Pass,
,,,,,,,,,,,,,,,,,,1.747129,,,,,,,,,,,,,5f21766e-bd8f-4fee-ac53-559bb22dc1ba,109,,,"[54.6, 4.3]",3878593,2,,,,,2.3479302,,Left Foot,,,,"[42.6, 16.5]",,Ground Pass,,17.112568,,,,,Antonio Rüdiger,3167.0,,,,,,,1,From Goal Kick,Iago Falqué Silva,7468.0,Left Wing,5,AS Roma,229,['af438c7b-fcde-4d05-a27a-8816e6ad0083'],7,,,,,,,,,,,,,,,,,AS Roma,229,00:02:07.424,Pass,
,,,,,,,,,,,,,,,,,,0.731243,,,,,,,,,,,,,58d51e66-7f6f-4c55-8700-0caa1af25d42,112,,,"[42.6, 16.5]",3878593,2,,,,,0.8294872,,Left Foot,,,,"[49.1, 23.6]",,Ground Pass,,9.626006,,,,,Daniele De Rossi,7051.0,,,,,,,1,From Goal Kick,Antonio Rüdiger,3167.0,Left Center Back,5,AS Roma,229,['114c96f8-1a70-46bd-a35c-c90b4905eb7d'],9,,,,,,,,,,,,,,,,,AS Roma,229,00:02:09.985,Pass,
,,,,,,,,,,,,,,,,,,2.184323,,,,,,,,,,,,,ca9083e4-dd9e-420a-b386-33301cc36ddf,115,,,"[56.4, 35.5]",3878593,2,,,,,-0.95903856,,Right Foot,,,,"[79.2, 3.0]",,High Pass,,39.7,,,,,Lucas Digne,6849.0,,,,,,,1,From Goal Kick,Daniele De Rossi,7051.0,Right Defensive Midfield,5,AS Roma,229,['9bdeed17-f7ec-465c-b6d2-09c91efe63b8'],14,,,,,,,,,,,,,,,,,AS Roma,229,00:02:14.291,Pass,
,,,,,,,,,,,,,,,,,,1.769755,,,,,,,,,,,,,8d9e6920-4b3a-4195-a395-eede7d003500,118,,,"[91.7, 2.2]",3878593,2,,,,,1.1470854,,Left Foot,True,,,"[109.2, 41.0]",,High Pass,,42.563953,,,Incomplete,,Edin Džeko,6973.0,,,,,,,1,From Goal Kick,Lucas Digne,6849.0,Left Back,5,AS Roma,229,"['f519921c-b65a-4019-a2e5-c2fb802fc405', 'fbd9360b-5664-41d7-8ae2-beec8aef6df4']",19,,,,,,,,,,,,,,,,,AS Roma,229,00:02:19.704,Pass,
,,,,,,,,,,,,,,,,,,1.430391,,,,,,,,,,,,,1cfbcca6-d4c6-4359-8c9b-39227e1efd0d,124,,,"[109.0, 71.7]",3878593,2,,,,,-2.5559485,,Right Foot,,,,"[99.2, 65.2]",,Ground Pass,,11.759677,,,,,Alessandro Florenzi,6964.0,,,,,,,1,From Goal Kick,Gervais Lombe Yao Kouassi,15818.0,Right Wing,5,AS Roma,229,['eab93253-f7d7-46f2-a7ed-d7f555094a6c'],25,,,,,,,,,,,,,,,,,AS Roma,229,00:02:25.329,Pass,
,,,,,,,,,,,,,,,,,,1.246331,,,,,,,,,,,,,f646a7a1-0c55-47b0-a120-8d675e58f050,127,,,"[100.4, 65.2]",3878593,2,,,,,-1.2878194,,Right Foot,True,,,"[108.6, 37.0]",,High Pass,,29.36801,,,Incomplete,,Francesco Totti,15780.0,,,,,,,1,From Goal Kick,Alessandro Florenzi,6964.0,Right Back,5,AS Roma,229,"['439b4393-89b9-44c5-af8a-cab67147d9a4', '77be2495-00e4-49e9-9232-8c42ee264205']",26,,,,,,,,,,,,,,,,,AS Roma,229,00:02:26.840,Pass,
,,,,,,,,,,,,,,,,,,3.899779,,,,,,,,,,,,,8aa786cc-328f-410d-b809-d952a550f4b7,134,,,"[17.3, 47.7]",3878593,2,,,,,-0.1396182,,Drop Kick,,,,"[84.9, 38.2]",,High Pass,,68.26427,,,Incomplete,,Federico Dionisi,24235.0,,,,,,,1,Regular Play,Nicola Leali,32037.0,Goalkeeper,6,Frosinone,291,"['10dfd533-5c24-4088-bf4d-01591227a90e', '7e2b4a35-3367-4e8d-97f5-36bb51c64e0c']",46,,,,,,,,,,,,,,,,,Frosinone,291,00:02:46.754,Pass,
,,,,,,,,,,,,,,,,,,1.807543,,,,,,,,,,,,,10dfd533-5c24-4088-bf4d-01591227a90e,136,,,"[35.2, 41.9]",3878593,2,,,,,0.19827352,,Head,,,,"[57.1, 46.3]",,High Pass,,22.337637,,,Incomplete,,Gervais Lombe Yao Kouassi,15818.0,,,,,,Recovery,1,Regular Play,Konstantinos Manolas,7048.0,Right Center Back,6,Frosinone,291,"['6e63808f-3d94-4895-b6a7-fba75aef97c2', '7b21bc31-c316-4f07-888a-f0d00a28f4ff', '8aa786cc-328f-410d-b809-d952a550f4b7']",50,,,,,,,,,,,,,,,,,AS Roma,229,00:02:50.653,Pass,
