50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.015243,,,,,,,,,,,,,,7a72e0d2-57a9-4633-982d-5ae1f8049791,16,,"[48.5, 36.9]",3879722,0,,,,,-0.15950301,,Right Foot,,,,"[71.5, 33.2]",,Ground Pass,,23.295708,,,Incomplete,,Marco Borriello,8871.0,,,,,Recovery,1,From Kick Off,Giulio Migliaccio,40455.0,Right Defensive Midfield,2,Hellas Verona,226,"['5f801757-67ff-4497-940b-6d2721a5cfdf', '8db3543e-f3ca-4f97-8297-586dbed86e9d', 'd4d78aca-faf5-45c5-b886-464639cdc83a']",8,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:08.068,Pass,
,,,,,,,,,,,,,,,,,,1.532358,,,,,,,,,,,,,,8db3543e-f3ca-4f97-8297-586dbed86e9d,18,,"[48.6, 46.9]",3879722,0,,,,,-1.6554643,,Right Foot,,,,"[46.3, 19.8]",,Low Pass,,27.197426,,,,,Michelangelo Albertazzi,386650.0,,,,,Recovery,1,From Kick Off,Vangelis Moras,31488.0,Right Center Back,2,Hellas Verona,226,"['3b6aa564-1944-4ee8-af06-08c66c8726b2', '7a72e0d2-57a9-4633-982d-5ae1f8049791']",10,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:10.083,Pass,
,,,,,,,,,,,,,,,,,,1.193625,,,,,,,,,,,,,,bf1955fa-c06d-4da9-9240-ce68640accff,22,,"[47.2, 15.6]",3879722,0,,,,,2.7124143,,Left Foot,,,,"[35.4, 21.0]",,Ground Pass,,12.976903,,,,,Filip Helander,7966.0,,,,,,1,From Kick Off,Michelangelo Albertazzi,386650.0,Left Back,2,Hellas Verona,226,['1544f6dd-82b4-4aaa-864e-188db2c836ce'],14,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:14.055,Pass,
,,,,,,,,,,,,,,,,,,2.393938,,,,,,,,,,,,,,3842869d-f4b8-4ab5-ac37-c4c92f7d5b1b,25,,"[26.5, 28.0]",3879722,0,,,,,1.6057284,,Left Foot,,,,"[25.2, 65.2]",,Ground Pass,,37.22271,,,,,Eros Pisano,11342.0,,,,,,1,From Kick Off,Filip Helander,7966.0,Left Center Back,2,Hellas Verona,226,['6e749b24-ecef-4e4e-beb7-360fce8f56da'],17,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:17.736,Pass,
,,,,,,,,,,,,,,,,,,0.109153,,,,,,,,,,,,,,3b51a3fa-a452-48b9-b83c-e4ad1558224a,29,,"[28.1, 74.2]",3879722,0,,,,,0.0,,Right Foot,,,,"[29.4, 74.2]",,Low Pass,,1.3,,,Incomplete,,,,,,,,,1,From Kick Off,Eros Pisano,11342.0,Right Back,2,Hellas Verona,226,"['6a8d9957-d65b-41ef-b24a-b2ac803a8f78', 'cc77392a-da99-4836-b585-ccca999362f1']",21,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:21.278,Pass,True
,,,,,,,,,,,,,,,,,,1.718295,,,,,,,,,,,,,,71b2a6b4-f1f5-4517-b8ab-8d971035cf59,31,,"[37.8, 80.0]",3879722,0,,,,,-0.57776755,,,,,,"[60.5, 65.2]",,High Pass,,27.098524,,,,,Giampaolo Pazzini,6686.0,,,,,Throw-in,1,From Throw In,Eros Pisano,11342.0,Right Back,3,Hellas Verona,226,['539063d0-ea29-4824-aa41-6294d185dcaa'],29,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:29.018,Pass,
,,,,,,,,,,,,,,,,,,2.216395,,,,,,,,,,,,,,8e046a79-bfa2-4ec7-81fc-8458ba2b0afd,37,,"[52.6, 15.3]",3879722,0,,,,,-0.04298426,,Left Foot,,,,"[71.2, 14.5]",,High Pass,,18.617197,,,Incomplete,,Marco Borriello,8871.0,,,,,Recovery,1,From Throw In,Nicolò Cherubin,45590.0,Left Center Back,3,Hellas Verona,226,"['731e3ef5-81ea-4b52-92b6-953796e5295f', '8d32a304-000c-4d73-aaf0-eeac13d5396e']",32,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:32.365,Pass,
,,,,,,,,,,,,,,,,,,2.096611,,,,,,,,,,,,,,8d32a304-000c-4d73-aaf0-eeac13d5396e,39,,"[48.9, 65.6]",3879722,0,,,,,-0.23837084,,Head,,,,"[59.6, 63.0]",,High Pass,,11.011357,,,,,Giampaolo Pazzini,6686.0,,,,,Recovery,1,From Throw In,Luca Marrone,31572.0,Right Defensive Midfield,3,Hellas Verona,226,"['157125e0-a6f0-4b48-91b7-ca41186dff53', '8e046a79-bfa2-4ec7-81fc-8458ba2b0afd']",34,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:34.581,Pass,
,,,,,,,,,,,,,,,,,,1.528744,,,,,,,,,,,,,,1bb3f0ed-2d01-4d51-9618-f1a934599a30,43,,"[61.5, 23.6]",3879722,0,,,,,-0.22903799,,Right Foot,,,,"[77.8, 19.8]",,High Pass,,16.737085,,,Incomplete,,Marco Borriello,8871.0,,,,,Recovery,1,From Throw In,Giulio Migliaccio,40455.0,Right Defensive Midfield,3,Hellas Verona,226,"['510f05c0-d5a2-4b5a-acdb-a26ad8b1372f', 'a92e209b-eec2-4356-a6e5-0a91c27867b5']",38,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:38.474,Pass,
,,,,,,,,,,,,,,,,,,1.444918,,,,,,,,,,,,,,a38badff-fbcf-4a82-97f7-1b60f7b3deb2,47,,"[72.2, 22.4]",3879722,0,,,,,2.5806918,,Right Foot,,,,"[64.4, 27.3]",,Ground Pass,,9.211406,,,,,Giulio Migliaccio,40455.0,,,,,Recovery,1,Regular Play,Marco Borriello,8871.0,Center Forward,4,Atalanta,228,"['4a9177ca-bcaa-449a-b93a-9c28455416a7', 'e2de978b-ccd0-4c5b-88a9-ec7dd52ba887']",40,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:40.978,Pass,True
,,,,,,,,,,,,,,,,,,0.678284,,,,,,,,,,,,,,86f17388-0493-422d-8436-026c10c0dc26,49,,"[64.4, 27.3]",3879722,0,,,,,1.1595026,,Right Foot,,,,"[68.5, 36.7]",,Low Pass,,10.255242,,,,,Alessandro Diamanti,19847.0,,,,,,1,Regular Play,Giulio Migliaccio,40455.0,Right Defensive Midfield,4,Atalanta,228,['019012e6-4b8b-4188-ba5a-1187221a4332'],42,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:42.423,Pass,
,,,,,,,,,,,,,,,,,,2.602384,,,,,,,,,,,,,,30f8e7e7-c899-48c0-94f7-dc69751f0538,53,,"[64.2, 43.5]",3879722,0,,,,,1.9072517,,Right Foot,,,,"[57.1, 63.8]",,Low Pass,,21.505814,,,,,Andrea Conti,8657.0,,,,,,1,Regular Play,Alessandro Diamanti,19847.0,Right Wing,4,Atalanta,228,['20972e10-6d3f-44ac-8960-27d48ed4caf9'],44,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:44.323,Pass,
,,,,,,,,,,,,,,,,,,1.033474,,,,,,,,,,,,,,781b8f61-62a0-486c-bdef-25a82405529b,57,,"[56.7, 65.1]",3879722,0,,,,,-2.7267783,,Right Foot,,,,"[45.8, 60.3]",,Ground Pass,,11.91008,,,,,Rafael Tolói,7002.0,,,,,,1,Regular Play,Andrea Conti,8657.0,Right Wing Back,4,Atalanta,228,"['5479b311-a6bd-49e4-b581-8334dbdcb450', 'cc90c5e1-c223-48e9-928b-f7d1b419a221']",47,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:47.082,Pass,True
,,,,,,,,,,,,,,,,,,1.837608,,,,,,,,,,,,,,ae536d79-48a3-47ca-8ff9-722ffa0728dd,59,,"[45.8, 60.3]",3879722,0,,,,,0.05034502,,Right Foot,,,,"[71.6, 61.6]",,High Pass,,25.832731,,,Incomplete,,Alessandro Diamanti,19847.0,,,,,,1,Regular Play,Rafael Tolói,7002.0,Right Center Back,4,Atalanta,228,"['16aecded-a930-4464-a18f-3a9ee9a1a60c', '2e905f92-cd19-493b-a8fd-0d49c537b312']",48,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:48.116,Pass,
,,,,,,,,,,,,,,,,,,1.109891,,,,,,,,,,,,,,2e905f92-cd19-493b-a8fd-0d49c537b312,61,,"[48.5, 18.5]",3879722,0,,,,,0.16615573,,Head,,,,"[64.6, 21.2]",,High Pass,,16.324827,,,,,Artur Ioniţă,7949.0,,,,,Recovery,1,Regular Play,Michelangelo Albertazzi,386650.0,Left Back,4,Atalanta,228,"['06beca2f-9f1a-41c2-a842-e463cdb80c6a', 'ae536d79-48a3-47ca-8ff9-722ffa0728dd']",49,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:49.954,Pass,
,,,,,,,,,,,,,,,,,,1.015815,,,,,,,,,,,,,,77c060cf-a6c4-4807-8bdf-74a497ab5f60,65,,"[49.5, 71.2]",3879722,0,,,,,-0.4094372,,Right Foot,,,,"[65.4, 64.3]",,Low Pass,,17.332628,,,,,Alessandro Diamanti,19847.0,,,,,Recovery,1,Regular Play,Rafael Tolói,7002.0,Right Center Back,4,Atalanta,228,['8ff07aff-5cb9-4dd7-8931-80f798cd91aa'],52,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:52.609,Pass,
,,,,,,,,,,,,,,,,,,1.759671,,,,,,,,,,,,,,5d3f4a92-3ef1-447b-a95d-c24f54a6e819,67,,"[65.4, 64.3]",3879722,0,,,,,3.0601406,,Left Foot,,,,"[55.6, 65.1]",,Ground Pass,,9.832599,,,,,Giulio Migliaccio,40455.0,,,,,,1,Regular Play,Alessandro Diamanti,19847.0,Right Wing,4,Atalanta,228,['c316a533-52bd-49e9-90c2-566863dd7bca'],53,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:53.625,Pass,
,,,,,,,,,,,,,,,,,,0.919337,,,,,,,,,,,,,,9ff5429f-39e1-4d72-b1c2-1a4571190cfe,70,,"[55.6, 65.4]",3879722,0,,,,,2.3631873,,Right Foot,,,,"[48.4, 72.5]",,Ground Pass,,10.111875,,,,,Andrea Conti,8657.0,,,,,,1,Regular Play,Giulio Migliaccio,40455.0,Right Defensive Midfield,4,Atalanta,228,['74f407a9-f81e-495f-9b24-5dbf9870b5c2'],55,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:55.933,Pass,
,,,,,,,,,,,,,,,,,,1.558223,,,,,,,,,,,,,,cc2521c2-bc17-4216-baa7-bc5bfd90f91c,73,,"[48.4, 72.5]",3879722,0,,,,,-2.5069408,,Right Foot,,,,"[39.3, 65.8]",,Ground Pass,,11.300443,,,,,Rafael Tolói,7002.0,,,,,,1,Regular Play,Andrea Conti,8657.0,Right Wing Back,4,Atalanta,228,['4126f217-48bf-4818-aacb-fad949d837db'],56,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:56.883,Pass,
,,,,,,,,,,,,,,,,,,1.30735,,,,,,,,,,,,,,ad92c491-94dd-4419-bd19-879e9b71e6f6,76,,"[38.2, 65.9]",3879722,0,,,,,-1.9728338,,Right Foot,,,,"[32.8, 53.2]",,Ground Pass,,13.800363,,,,,Andrea Masiello,6992.0,,,,,,1,Regular Play,Rafael Tolói,7002.0,Right Center Back,4,Atalanta,228,['5bbe5f74-acab-4086-b408-aacaa392df53'],58,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:58.550,Pass,
,,,,,,,,,,,,,,,,,,1.341721,,,,,,,,,,,,,,93a2dce1-02d6-437b-83a6-970f76fa7d09,79,,"[35.1, 53.0]",3879722,1,,,,,1.0727643,,Left Foot,,,,"[43.8, 69.0]",,Ground Pass,,18.212358,,,,,Giulio Migliaccio,40455.0,,,,,,1,Regular Play,Andrea Masiello,6992.0,Center Back,4,Atalanta,228,['9483d167-b239-4329-98c7-86de9af635e8'],1,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:01.466,Pass,
,,,,,,,,,,,,,,,,,,1.2815,,,,,,,,,,,,,,925ba5fa-e85c-4631-93f8-57304f339667,82,,"[55.5, 70.3]",3879722,1,,,,,-2.3803444,,Right Foot,,,,"[44.9, 60.2]",,Ground Pass,,14.641379,,,,,Rafael Tolói,7002.0,,,,,,1,Regular Play,Giulio Migliaccio,40455.0,Right Defensive Midfield,4,Atalanta,228,['27adee05-2c62-4f94-8d09-4f6f9b5347e8'],7,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:07.608,Pass,
,,,,,,,,,,,,,,,,,,1.441597,,,,,,,,,,,,,,84317ab7-753c-48e5-a958-7d8d088e0647,85,,"[46.4, 56.7]",3879722,1,,,,,-2.0970073,,Right Foot,,,,"[36.7, 40.0]",,Ground Pass,,19.31269,,,,,Andrea Masiello,6992.0,,,,,,1,Regular Play,Rafael Tolói,7002.0,Right Center Back,4,Atalanta,228,['92174575-678b-40a0-b5d6-f8842114855d'],10,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:10.763,Pass,
,,,,,,,,,,,,,,,,,,1.487453,,,,,,,,,,,,,,59349fdb-87ed-4914-be7c-1cef94b585a5,88,,"[36.6, 38.5]",3879722,1,,,,,-1.5050476,,Right Foot,,,,"[38.2, 14.2]",,Ground Pass,,24.352617,,,,,Nicolò Cherubin,45590.0,,,,,,1,Regular Play,Andrea Masiello,6992.0,Center Back,4,Atalanta,228,['2af7e02c-3f3f-4d97-8214-c40e261bb52f'],12,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:12.284,Pass,
,,,,,,,,,,,,,,,,,,1.673551,,,,,,,,,,,,,,7414f841-bebb-46f8-ad44-6c885b51e455,91,,"[38.2, 14.0]",3879722,1,,,,,2.394637,,Left Foot,,,,"[24.7, 26.5]",,Ground Pass,,18.398369,,,,,Andrea Masiello,6992.0,,,,,,1,Regular Play,Nicolò Cherubin,45590.0,Left Center Back,4,Atalanta,228,['a25bb59d-79b1-4086-83fb-50e5882efb44'],15,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:15.079,Pass,
,,,,,,,,,,,,,,,,,,2.076368,,,,,,,,,,,,,,a59c88ef-0cb2-4a49-be29-84e4f6379e1f,94,,"[19.6, 23.2]",3879722,1,,,,,2.2089784,,Right Foot,,,,"[8.4, 38.3]",,Ground Pass,,18.800266,,,,,Marco Sportiello,7157.0,,,,,,1,Regular Play,Andrea Masiello,6992.0,Center Back,4,Atalanta,228,['aa607dde-6063-4bf8-aa3c-43a2700893ef'],17,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:17.444,Pass,
,,,,,,,,,,,,,,,,,,3.296743,,,,,,,,,,,,,,3d4e2bbe-93fd-4255-9127-2a67e13b44a5,98,,"[8.4, 39.4]",3879722,1,,,,,-0.293367,,Right Foot,,,,"[75.6, 19.1]",,High Pass,,70.19922,,,Incomplete,,Marco Borriello,8871.0,,,,,,1,Regular Play,Marco Sportiello,7157.0,Goalkeeper,4,Atalanta,228,"['42754a4d-9f0e-4ba7-bc50-e7432c9a62df', '7cf43ca9-8669-4539-b817-db2e3b794fc2']",19,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:19.611,Pass,
,,,,,,,,,,,,,,,,,,1.34624,,,,,,,,,,,,,,42754a4d-9f0e-4ba7-bc50-e7432c9a62df,100,,"[44.5, 61.0]",3879722,1,,,,,-0.35331902,,Head,,,,"[58.6, 55.8]",,High Pass,,15.028307,,,Incomplete,,Luca Marrone,31572.0,,,,,Recovery,1,Regular Play,Eros Pisano,11342.0,Right Back,4,Atalanta,228,"['3d4e2bbe-93fd-4255-9127-2a67e13b44a5', '5f6dea93-ec5c-46d3-9499-c1f6fe1c1949', 'ae6bc680-84ee-4814-bd55-611bf21cc91b']",22,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:22.908,Pass,
,,,,,,,,,,,,,,,,,,0.994728,,,,,,,,,,,,,,ae6bc680-84ee-4814-bd55-611bf21cc91b,103,,"[61.5, 24.3]",3879722,1,,,,,-0.51414615,,Right Foot,,,,"[72.3, 18.2]",,Low Pass,,12.403628,,,,,Alejandro Darío Gómez,7006.0,,,,,Interception,1,Regular Play,Marten de Roon,6994.0,Left Defensive Midfield,4,Atalanta,228,"['42754a4d-9f0e-4ba7-bc50-e7432c9a62df', '50b123e1-0bae-425a-a7a4-88ef869a7e55', 'e95b6163-aca6-453e-9166-fae0769d42c0']",24,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:24.254,Pass,True
,,,,,,,,,,,,,,,,,,1.404694,,,,,,,,,,,,,,01851446-af42-44f7-bef5-9293d75d18b1,108,,"[98.0, 3.8]",3879722,1,,,,,2.971534,,Right Foot,,,,"[78.2, 7.2]",,Ground Pass,,20.089798,,,,,Marten de Roon,6994.0,,,,,,1,Regular Play,Alejandro Darío Gómez,7006.0,Left Wing,4,Atalanta,228,['7a176ef6-2bbb-415d-adb5-e344fc83dc14'],32,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:32.678,Pass,
,,,,,,,,,,,,,,,,,,1.420294,,,,,,,,,,,,,,5ca9ff07-fc2b-4a14-ae5b-0c3e4ae7b969,111,,"[77.5, 7.6]",3879722,1,,,,,1.4684362,,Right Foot,,,,"[80.9, 40.7]",,Ground Pass,,33.274162,,,,,Giulio Migliaccio,40455.0,,,,,,1,Regular Play,Marten de Roon,6994.0,Left Defensive Midfield,4,Atalanta,228,['f7b73887-e5aa-478a-a5ca-7ee5fb11a8ef'],35,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:35.283,Pass,
