50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ac71335b-7577-4066-bf6f-0b44487bddf3,1,,,3879603,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 3577, 'name': 'Molla Wagué'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 21}, {'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 53}, {'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 77}, {'player': {'id': 19846, 'name': 'Antonio Di Natale'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c6128c20-1b04-4376-933a-7097823716d6,2,,,3879603,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 32903, 'name': 'Emanuele Terranova'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 387420, 'name': 'Alessandro Longhi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 10030, 'name': 'Davide Biondini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 83}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 92}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,87a840af-3e09-4dc5-87f5-d91ac5ed7a14,3,,,3879603,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,['e56f3453-90e7-433c-8cd1-75851d71edc8'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e56f3453-90e7-433c-8cd1-75851d71edc8,4,,,3879603,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,['87a840af-3e09-4dc5-87f5-d91ac5ed7a14'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1319e5fb-0d23-448e-b0fc-87a7a1e8ce15,1642,,,3879603,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Sassuolo,232,['b4475ac2-7f5f-4270-bfc0-3483122357bb'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b4475ac2-7f5f-4270-bfc0-3483122357bb,1643,,,3879603,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Sassuolo,232,['1319e5fb-0d23-448e-b0fc-87a7a1e8ce15'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.525143,,,,,,,,,,,,,c2adc1a7-cb89-441b-a9f9-52c9f18fab2d,5,,"[61.0, 40.1]",3879603,0,,,,,-1.8925469,,Right Foot,,,"[60.5, 38.6]",Ground Pass,,1.5811388,,,,,Cyril Théréau,8272.0,,,,,Kick Off,1,From Kick Off,Antonio Di Natale,19846.0,Left Center Forward,2,Udinese,230,['6afe4130-3182-4f78-866e-7896199f670d'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.549,Pass,
,,,,,,,,,,,,,,,,,1.510809,,,,,,,,,,,,,4fffd81a-4a15-4572-b857-b6e285e6063e,7,,"[59.8, 40.0]",3879603,0,,,,,2.8304317,,Right Foot,,,"[39.9, 46.4]",Ground Pass,,20.903828,,,,,Danilo Larangeira,7799.0,,,,,,1,From Kick Off,Cyril Théréau,8272.0,Right Center Forward,2,Udinese,230,['7875c326-e764-4b72-8a7d-68bcc260ce03'],1,,,,,,,,,,,,,,,,,Udinese,230,00:00:01.074,Pass,
,,,,,,,,,,,,,,,,,3.201947,,,,,,,,,,,,,21e65ab0-688d-452c-96af-192cdab7f41a,10,,"[41.3, 46.0]",3879603,0,,,,,-0.6739485,,Right Foot,,,"[87.5, 9.1]",High Pass,,59.127403,,,Incomplete,,Ali Adnan Kadhim Al Tameemi,8191.0,,,,,,1,From Kick Off,Danilo Larangeira,7799.0,Center Back,2,Udinese,230,"['b1876799-9644-4903-a9b0-fedf6d2c74c1', 'fa58564c-2e9f-4fd3-82b0-67c3b58ae771']",3,,,,,,,,,,,,,,,,,Udinese,230,00:00:03.604,Pass,
,,,,,,,,,,,,,,,,,1.495873,,,,,,,,,,,,,aebd88b3-421f-4d49-b36f-bac7a256374e,16,,"[65.9, 9.3]",3879603,0,,,,,-2.9690146,,Right Foot,,,"[55.0, 7.4]",Ground Pass,,11.064357,,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,From Kick Off,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,2,Udinese,230,['bfc390b4-31e3-4c74-86a2-e8246f6a4528'],9,,,,,,,,,,,,,,,,,Udinese,230,00:00:09.772,Pass,
