50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,15e4e8a0-6379-4e8f-bd0d-9508f67274cb,1,,,3879826,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 95}, {'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 386650, 'name': 'Michelangelo Albertazzi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07360eea-f7e8-44ee-95ad-4b6e58f8912e,2,,,3879826,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 386509, 'name': 'Adriano Russo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 398941, 'name': 'Vasyl Pryyma'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 44}, {'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 386512, 'name': 'Alessandro Frara'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,809cd9bc-c758-4345-8f58-f81ced343863,3,,,3879826,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['acd0dafc-b47f-4beb-8c57-0389cb896e10'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,acd0dafc-b47f-4beb-8c57-0389cb896e10,4,,,3879826,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['809cd9bc-c758-4345-8f58-f81ced343863'],0,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b588a86f-93cb-4bde-a5bb-689bbeab4abf,1537,,,3879826,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Hellas Verona,226,['58504009-2402-4e89-85ca-142702ee8fcb'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,58504009-2402-4e89-85ca-142702ee8fcb,1538,,,3879826,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Hellas Verona,226,['b588a86f-93cb-4bde-a5bb-689bbeab4abf'],0,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.69544,,,,,,,,,,,,,a04dd314-6467-41e5-a2d7-1e29e31e1a45,5,,"[61.0, 40.1]",3879826,0,,True,,,1.8736812,,Right Foot,,,,"[59.5, 44.9]",,Ground Pass,,5.0289164,,,Alessandro Frara,386512.0,,,,,Kick Off,1,From Kick Off,Daniel Ciofani,13613.0,Center Forward,2,Frosinone,291,['2d5669d3-2d72-454e-8ca4-87ef1a6addd3'],0,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.078,Pass,
,,,,,,,,,,,,,,,,,,1.027079,,,,,,,,,,,,,e7261832-5338-42fa-bb69-99224f8fef8e,7,,"[59.7, 44.2]",3879826,0,,,,,-2.7200255,,Right Foot,,,,"[40.3, 35.5]",,Ground Pass,,21.261467,,,Vasyl Pryyma,398941.0,,,,,,1,From Kick Off,Alessandro Frara,386512.0,Left Center Midfield,2,Frosinone,291,['bc6bd9a1-358c-44ea-bfd2-a177a483c3c2'],1,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:01.011,Pass,
,,,,,,,,,,,,,,,,,,3.011857,,,,,,,,,,,,,e2bc0790-cf1b-484f-980f-bdb11a037ece,10,,"[41.1, 37.2]",3879826,0,,,,,0.3933303,,Right Foot,,,,"[94.6, 59.4]",,High Pass,,57.923138,Incomplete,,,,,,,,,1,From Kick Off,Vasyl Pryyma,398941.0,Left Center Back,2,Frosinone,291,['7dae439e-5d6f-4d8a-b996-71967818e87d'],2,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:02.995,Pass,
,,,,,,,,,,,,,,,,,,1.87131,,,,,,,,,,,,,7dae439e-5d6f-4d8a-b996-71967818e87d,11,,"[25.5, 20.7]",3879826,0,,,,,0.01950972,,Head,,,,"[46.0, 21.1]",,High Pass,,20.503902,,,Urby Emanuelson,8463.0,,,,,Recovery,1,Regular Play,Filip Helander,7966.0,Left Center Back,3,Hellas Verona,226,"['700ed425-0cac-427f-b282-8a55815c55da', 'e2bc0790-cf1b-484f-980f-bdb11a037ece']",6,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:06.007,Pass,
