50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,981ccf17-0aea-4dfa-b55c-f2155138705b,1,,,3879733,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 386509, 'name': 'Adriano Russo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 9903, 'name': 'Yussif Raman Chibsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 9898, 'name': 'Aleksandar Tonev'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6c954df7-7237-48d9-a928-9352538392fc,2,,,3879733,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 6945, 'name': 'Alex Sandro Lobo Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7013, 'name': 'Stefano Sturaro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,174bbef5-edd2-482a-8c83-f3562d061d30,3,,,3879733,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['907207dd-8b16-4562-a118-027aa8275c10'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,907207dd-8b16-4562-a118-027aa8275c10,4,,,3879733,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['174bbef5-edd2-482a-8c83-f3562d061d30'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ff57e96d-1972-4d1d-864a-5090671fae91,1625,,,3879733,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Juventus,224,['e45252f9-f9d7-4eb4-b4ef-a513dae870ee'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e45252f9-f9d7-4eb4-b4ef-a513dae870ee,1626,,,3879733,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Juventus,224,['ff57e96d-1972-4d1d-864a-5090671fae91'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.711742,,,,,,,,,,,,,cdff7093-216f-4748-8ae5-fe5783ebd0bf,5,,"[60.0, 40.0]",3879733,0,True,,,-2.9996955,,Right Foot,,,,"[57.9, 39.7]",,Ground Pass,,2.1213202,,,,Álvaro Borja Morata Martín,3477.0,,,,,,Kick Off,1,From Kick Off,Paulo Bruno Exequiel Dybala,5743.0,Left Center Forward,2,Juventus,224,['aa50b927-ce35-48f8-8b43-0bfc20ead6d3'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.062,Pass,
,,,,,,,,,,,,,,,,,,1.301746,,,,,,,,,,,,,3c8ea1b0-903b-4663-b8c8-a1aff14e11f7,7,,"[57.9, 39.7]",3879733,0,True,,,-3.1159573,,Right Foot,,,,"[50.1, 39.5]",,Ground Pass,,7.8025637,,,,Claudio Marchisio,8294.0,,,,,,,1,From Kick Off,Álvaro Borja Morata Martín,3477.0,Right Center Forward,2,Juventus,224,['f0fdbd7e-e03e-4403-9476-aa7882210b07'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.773,Pass,
,,,,,,,,,,,,,,,,,,2.013807,,,,,,,,,,,,,8bbb900a-4aac-4f28-b3c4-4faab7597597,9,,"[47.7, 39.9]",3879733,0,,,,1.5180594,,Right Foot,,,,"[49.5, 74.0]",,Ground Pass,,34.147472,,,,Juan Guillermo Cuadrado Bello,5689.0,,,,,,,1,From Kick Off,Claudio Marchisio,8294.0,Center Defensive Midfield,2,Juventus,224,['8bf9ecf6-861a-4305-8672-34afd5bc5450'],2,,,,,,,,,,,,,,,,,Juventus,224,00:00:02.551,Pass,
,,,,,,,,,,,,,,,,,,1.919578,,,,,,,,,,,,,9bacd1c3-93f4-4d33-8121-86d9e6cc97d5,12,,"[49.5, 74.0]",3879733,0,,,,-2.46876,,Right Foot,,,,"[36.7, 63.8]",,Ground Pass,,16.36704,,,,Andrea Barzagli,6943.0,,,,,,,1,From Kick Off,Juan Guillermo Cuadrado Bello,5689.0,Right Wing Back,2,Juventus,224,['4e415023-93cf-46a5-ab48-362eb46ac286'],6,,,,,,,,,,,,,,,,,Juventus,224,00:00:06.185,Pass,
