50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,71efbfba-19f4-412e-b87e-d8adaea59309,1,,,,3878597,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1d2843e3-dee2-44eb-932e-0451c08ed55a,2,,,,3878597,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7027, 'name': 'Christian Maggio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 8194, 'name': 'Mirko Valdifiori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 3949, 'name': 'Manolo Gabbiadini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,404d6023-cf40-47ad-8fde-cf11b22058c1,3,,,,3878597,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['19fadc45-df6e-4208-8890-ff017ec9878c'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,19fadc45-df6e-4208-8890-ff017ec9878c,4,,,,3878597,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['404d6023-cf40-47ad-8fde-cf11b22058c1'],0,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ab68e1df-c255-4bac-a417-6803448cc609,1788,,,,3878597,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Empoli,290,['edb8a799-a0bc-4b51-8b8d-a79dd46f6fd3'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,edb8a799-a0bc-4b51-8b8d-a79dd46f6fd3,1789,,,,3878597,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Empoli,290,['ab68e1df-c255-4bac-a417-6803448cc609'],0,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.342741,,,,,,,,,,,,,539980ca-1d4e-4538-9b19-ca5318aa0051,5,,,"[61.0, 40.1]",3878597,0,,True,,,-0.26060238,,Right Foot,,,"[62.5, 39.7]",,Ground Pass,,1.5524175,,,Manolo Gabbiadini,3949.0,,,,,,Kick Off,1,From Kick Off,Lorenzo Insigne,7037.0,Center Attacking Midfield,2,Napoli,227,['2ac68349-3e40-4dbc-aca8-a9e41f97ecbd'],1,,,,,,,,,,,,,,,,Napoli,227,00:00:01.869,Pass,
,,,,,,,,,,,,,,,,,0.821338,,,,,,,,,,,,,b80bce8a-6d32-43aa-a36f-917d5ef96ac2,7,,,"[62.3, 41.0]",3878597,0,,,,,-1.3020933,,Right Foot,,,"[66.1, 27.2]",,Ground Pass,,14.31363,,,Marek Hamšík,7025.0,,,,,,,1,From Kick Off,Manolo Gabbiadini,3949.0,Right Center Forward,2,Napoli,227,['23d802d1-c011-4dde-bc3e-3772bc136db2'],2,,,,,,,,,,,,,,,,Napoli,227,00:00:02.714,Pass,
,,,,,,,,,,,,,,,,,4.200653,,,,,,,,,,,,,c604be7a-6f2c-4579-819b-c910061a0180,10,,,"[66.7, 27.7]",3878597,0,,,,,0.7016616,,Right Foot,,,"[111.9, 65.9]",,High Pass,,59.180065,,,Christian Maggio,7027.0,,,,,,,1,From Kick Off,Marek Hamšík,7025.0,Left Center Midfield,2,Napoli,227,"['6a4e7206-5540-40a8-b590-2186367a225c', '71167bdc-50ee-46f8-8f9b-9e4908fd6629']",3,,,,,,,,,,,,,,,,Napoli,227,00:00:03.535,Pass,True
,,,,,,,,,,,,,,,,,3.970198,,,,,,,,,,,,,26e8c46f-5c08-4157-8733-1aaccb8ae479,14,,,"[6.0, 36.0]",3878597,0,,,,,-0.15460055,,Right Foot,,,"[67.6, 26.4]",,High Pass,,62.343563,Incomplete,,Massimo Maccarone,40252.0,,,,,,Goal Kick,1,From Goal Kick,Łukasz Skorupski,11508.0,Goalkeeper,3,Empoli,290,"['e0d77e10-3641-4835-a46c-49faa8cfec8c', 'e1919068-24b2-4312-aedd-2277c0fd5180']",35,,,,,,,,,,,,,,,,Empoli,290,00:00:35.016,Pass,
