50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,58a26181-55ac-479c-a09d-6dcf528a8be4,1,,,3879579,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e60a7ac9-c9d0-4a9b-997d-b41988e55471,2,,,3879579,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 55}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 32807, 'name': 'Fredy Alejandro Guarín Vásquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 44}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1e42138a-ac00-4247-b014-4c4831d8d289,3,,,3879579,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['df0d04ae-387b-4d46-ae09-4248d3a6e3f3'],0,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,df0d04ae-387b-4d46-ae09-4248d3a6e3f3,4,,,3879579,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['1e42138a-ac00-4247-b014-4c4831d8d289'],0,,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2979c252-a68e-44cc-a3f2-7c023e3339ff,1881,,,3879579,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Inter Milan,238,['b1009376-0001-4d90-b5f8-d568773f457f'],0,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b1009376-0001-4d90-b5f8-d568773f457f,1882,,,3879579,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Inter Milan,238,['2979c252-a68e-44cc-a3f2-7c023e3339ff'],0,,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,2.743532,,,,,,,,,,,,,,22aace15-4185-4df2-858a-60bed089867a,5,,"[60.0, 40.0]",3879579,0,,,,,-2.905174,,Right Foot,,,,"[29.7, 32.7]",,Ground Pass,,31.16697,,,,Giancarlo González Castro,5584.0,,,,,Kick Off,1,From Kick Off,Enzo Maresca,25954.0,Center Defensive Midfield,2,Palermo,2256,['169e49ec-ed34-4b47-a766-facb67706683'],0,,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.481,Pass,
,,,,,,,,,,,,,,,,,,1.759207,,,,,,,,,,,,,,3fe00d9e-fb7a-41a0-ae34-381fe9847740,8,,"[29.5, 32.2]",3879579,0,,,,,1.5816655,,Right Foot,,,,"[29.2, 59.8]",,Ground Pass,,27.601631,,,,Aljaž Struna,24061.0,,,,,,1,From Kick Off,Giancarlo González Castro,5584.0,Center Back,2,Palermo,2256,['42ef6d42-59e5-47d4-a08a-2eb0e3ec471c'],3,,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:03.933,Pass,
,,,,,,,,,,,,,,,,,,4.674141,,,,,,,,,,,,,,6605e498-4029-4b54-b0de-8461a12e8bda,12,,"[26.6, 66.4]",3879579,0,,,,,-0.37746456,,Right Foot,,,,"[94.7, 39.4]",,High Pass,,73.25715,,Incomplete,,Alberto Gilardino,38389.0,,,,,,1,From Kick Off,Aljaž Struna,24061.0,Right Center Back,2,Palermo,2256,"['5105d790-415d-4473-a807-0ae35ecb5126', '75c0e134-5409-4ac3-89ae-13336f9d25f1', 'd2e1be90-f99e-4f89-b8fe-97bd8f063a3a']",7,,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:07.572,Pass,True
,,,,,,,,,,,,,,,,,,3.365926,,,,,,,,,,,,,,594c8a4d-f145-48f1-bdf7-a4a22e63ac5f,16,,"[34.8, 49.2]",3879579,0,,,,,-0.17392963,,Right Foot,,,,"[80.9, 41.1]",,High Pass,,46.806194,,Incomplete,,Stevan Jovetić,3434.0,,,,,,1,From Kick Off,João Miranda de Souza Filho,5551.0,Right Center Back,2,Palermo,2256,"['1afa187c-b8fc-4d95-87b6-b0de32326175', '81c28f88-e2cb-4f02-8ac1-5fa3f3565642']",14,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:14.415,Pass,
