50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,73225574-8925-4d63-bf53-beb198f12242,1,,,3878559,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 45590, 'name': 'Nicolò Cherubin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6952, 'name': 'Alberto Grassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 12759, 'name': 'Maximiliano Nicol Moralez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 36770, 'name': 'Mauricio Ricardo Pinilla Ferreira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 51}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7e773ee0-c50f-49ac-9738-8e7929459120,2,,,3878559,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 11672, 'name': 'Samuele Longo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fd85f1e5-8138-42a2-923f-f7018f9371ad,3,,,3878559,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['874f69a7-2267-453b-9064-5dc0fc46071f'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,874f69a7-2267-453b-9064-5dc0fc46071f,4,,,3878559,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['fd85f1e5-8138-42a2-923f-f7018f9371ad'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,316e6161-08ca-4eb2-a193-c6a850160c54,1630,,,3878559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,82,Atalanta,228,['cdff8547-d08d-4ec5-a767-1dd941c19cea'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cdff8547-d08d-4ec5-a767-1dd941c19cea,1631,,,3878559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,82,Atalanta,228,['316e6161-08ca-4eb2-a193-c6a850160c54'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.719999,,,,,,,,,,,,,,88d6a047-2cf3-4d8a-b6fd-b80281a8170c,5,,"[61.0, 40.1]",3878559,0,,True,,,-2.7129416,,Right Foot,,,,"[42.4, 31.6]",,Ground Pass,20.450184,,,,Leonardo Blanchard,387847.0,,,,,,Kick Off,1,From Kick Off,Robert Gucher,30911.0,Left Defensive Midfield,2,Frosinone,291,['b612c6bd-0d65-4f28-8948-29414fcfdbce'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.087,Pass,
,,,,,,,,,,,,,,,,,,,3.115926,,,,,,,,,,,,,,b6d08b3e-4352-423a-8124-89597ef5c5b5,7,,"[45.0, 31.8]",3878559,0,,,,,0.72032166,,Left Foot,,,,"[92.4, 73.4]",,High Pass,63.065998,,Incomplete,,Luca Paganini,23470.0,,,True,,,,1,From Kick Off,Leonardo Blanchard,387847.0,Left Center Back,2,Frosinone,291,"['20aab75d-17b6-4fb6-9b55-6c70ddc8fe9b', 'd9bcb291-8c3f-4b34-acee-2346c5902c77']",2,,,,,,,,,,,,,,,,,Frosinone,291,00:00:02.856,Pass,
,,,,,,,,,,,,,,,,,,,1.535002,,,,,,,,,,,,,,d9bcb291-8c3f-4b34-acee-2346c5902c77,9,,"[27.7, 6.7]",3878559,0,,,,True,0.057906207,,,,,,"[41.5, 7.5]",,High Pass,13.823169,,Incomplete,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,,,Recovery,1,From Kick Off,Boukary Dramé,11722.0,Left Back,2,Frosinone,291,"['89e98d60-7293-440c-91bf-a3ddd290399c', 'b6d08b3e-4352-423a-8124-89597ef5c5b5', 'd005b0ac-5542-4b7d-b7a9-1f2309ef7617', 'fb8a4954-a65e-4d0a-b877-12f24bd19e26']",5,,,,,,,,,,,,,,,,,Atalanta,228,00:00:05.972,Pass,True
,,,,,,,,,,,,,,,,,,,0.70006,,,,,,,,,,,,,,2944ef65-98b9-4707-9aba-32bbc943b89f,13,,"[55.4, 0.1]",3878559,0,,,,,0.18586394,,,,,,"[67.1, 2.3]",,Low Pass,11.905041,,,,Jasmin Kurtič,6941.0,,,,,,Throw-in,1,From Throw In,Boukary Dramé,11722.0,Left Back,3,Atalanta,228,['4bf4c1a4-f472-4cc2-b27f-21baf99ffacd'],22,,,,,,,,,,,,,,,,,Atalanta,228,00:00:22.618,Pass,
