50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cd9caec5-bf2b-45d1-a6f8-a740793d1449,1,,,3878604,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6d06879d-5817-4cad-b108-d5848a266dc8,2,,,3878604,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7778, 'name': 'Ştefan Daniel Radu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 386641, 'name': 'Stefano Mauri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,447aee30-4782-4107-bed8-ba4073787ef0,3,,,3878604,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['3df7e587-a72b-4416-8bd8-a5d59ab774b9'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3df7e587-a72b-4416-8bd8-a5d59ab774b9,4,,,3878604,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['447aee30-4782-4107-bed8-ba4073787ef0'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2a8b0fec-4729-46be-9abf-f8a2fc6afe2b,1815,,,3878604,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,112,Lazio,236,['598dfb5e-af92-4622-94f1-409650d5be9d'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,598dfb5e-af92-4622-94f1-409650d5be9d,1816,,,3878604,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,112,Lazio,236,['2a8b0fec-4729-46be-9abf-f8a2fc6afe2b'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.629349,,,,,,,,,,,,07d262a8-7634-40c0-b1f9-19ee6d452fa9,5,,"[61.0, 40.1]",3878604,0,,True,,,2.1193457,,Right Foot,,,,"[59.9, 41.9]",,Ground Pass,,2.1095023,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,Kick Off,1,From Kick Off,Lorenzo Insigne,7037.0,Left Wing,2,Napoli,227,['98388b53-3911-4824-bb2b-9a83cb217c35'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.629,Pass,
,,,,,,,,,,,,,,,,1.268248,,,,,,,,,,,,e64a5679-610e-4f89-bffd-318468b9df0e,7,,"[58.7, 42.1]",3878604,0,,,,,3.1065192,,Right Foot,,,,"[47.3, 42.5]",,Ground Pass,,11.407016,,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,From Kick Off,Gonzalo Gerardo Higuaín,5497.0,Center Forward,2,Napoli,227,['d7db5baf-fd53-4e0f-a6a9-586cb86ac0a3'],1,,,,,,,,,,,,,,,,,Napoli,227,00:00:01.313,Pass,
,,,,,,,,,,,,,,,,0.826563,,,,,,,,,,,,06bd2d48-70f5-42de-8324-c8811c073ddc,9,,"[47.3, 42.5]",3878604,0,,,,,-1.6373645,,Right Foot,,,,"[47.1, 39.5]",,Ground Pass,,3.0066593,,,,Kalidou Koulibaly,5675.0,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,2,Napoli,227,['d345e8f4-fa64-4b3d-85f8-302fb59b8760'],2,,,,,,,,,,,,,,,,,Napoli,227,00:00:02.581,Pass,
,,,,,,,,,,,,,,,,5.037682,,,,,,,,,,,,e93030ea-1326-4a4d-a1ae-59a5cb0e6574,11,,"[47.1, 39.5]",3878604,0,,,,,0.14270973,,Right Foot,,,,"[116.0, 49.4]",,High Pass,,69.60761,,Incomplete,,José María Callejón Bueno,7029.0,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Napoli,227,"['7d3409d8-6939-41de-a904-47de74e91d02', 'b2d3d818-faf3-4e9c-993a-0094cc5dc042']",3,,,,,,,,,,,,,,,,,Napoli,227,00:00:03.407,Pass,
