50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8e85acf7-a9f1-4336-a538-9e0790e07d6a,1,,,,3879811,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 3949, 'name': 'Manolo Gabbiadini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,05caaba0-f0bc-4fd4-ad33-ac762bd6cc88,2,,,,3879811,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 95}, {'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 7794, 'name': 'Samir Caetano de Souza Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 69}, {'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 27}, {'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,29c0c9d2-419f-4ba5-9732-9998e04171db,3,,,,3879811,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['a96bf532-26c9-475d-a98f-7766202bdf5a'],0,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a96bf532-26c9-475d-a98f-7766202bdf5a,4,,,,3879811,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['29c0c9d2-419f-4ba5-9732-9998e04171db'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a0c84eda-defd-4549-a488-6d92bb112ded,1904,,,,3879811,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Hellas Verona,226,['9ad677ae-d106-4741-91af-5fe3c68cf758'],0,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9ad677ae-d106-4741-91af-5fe3c68cf758,1905,,,,3879811,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Hellas Verona,226,['a0c84eda-defd-4549-a488-6d92bb112ded'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.505357,,,,,,,,,,,,,,2324a669-e7de-433e-afc2-8ad63449ffe4,5,,,"[61.0, 40.1]",3879811,0,,True,,,3.1196983,,Right Foot,,,"[47.3, 40.4]",,Ground Pass,,13.703284,,,,Federico Viviani,7770.0,,,,,Kick Off,1,From Kick Off,Juan Ignacio Gómez Taleb,386651.0,Center Forward,2,Hellas Verona,226,['32836745-e7e8-40ab-ad84-71d8dc31659c'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.430,Pass,
,,,,,,,,,,,,,,,,,,,1.400827,,,,,,,,,,,,,,242da178-692a-497f-93c5-531dad0bb4bc,7,,,"[47.5, 40.6]",3879811,0,,,,,-1.6896869,,Right Foot,,,"[44.0, 11.3]",,Ground Pass,,29.508305,,,,Samuel Souprayen,7695.0,,,,,,1,From Kick Off,Federico Viviani,7770.0,Center Defensive Midfield,2,Hellas Verona,226,['80e1d705-e328-4435-8c85-48a448475b4a'],2,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:02.069,Pass,
,,,,,,,,,,,,,,,,,,,1.359643,,,,,,,,,,,,,,a1bfed7c-9780-4420-b201-ad556b844916,11,,,"[43.8, 9.6]",3879811,0,,,,,2.3845556,,Left Foot,,,"[29.3, 23.3]",,Ground Pass,,19.948433,,,,Samir Caetano de Souza Santos,7794.0,,,,,,1,From Kick Off,Samuel Souprayen,7695.0,Left Back,2,Hellas Verona,226,"['065abe8b-b842-4af5-ac0d-4176315e76e1', '96e8bb48-5391-4332-8e70-74e8f5a69a09']",5,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:05.924,Pass,True
,,,,,,,,,,,,,,,,,,,1.397517,,,,,,,,,,,,,,7cef521a-4229-4fa2-964a-0479bf07b938,14,,,"[28.5, 23.7]",3879811,0,,,,,1.5854473,,Left Foot,,,"[28.1, 51.0]",,Ground Pass,,27.30293,,,,Matteo Bianchetti,8421.0,,,,,,1,From Kick Off,Samir Caetano de Souza Santos,7794.0,Left Center Back,2,Hellas Verona,226,['bab5d636-e453-46f2-9aa4-d576dae21c6e'],8,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:08.695,Pass,
