50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,51aeb39a-02b6-46d7-a3d4-10cd052d9686,1,,,3879620,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 386650, 'name': 'Michelangelo Albertazzi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 386652, 'name': 'Luca Checchin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 97}, {'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c3c84490-7593-4bde-9487-b8872ee58c80,2,,,3879620,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,695d2c20-d225-4726-a3b0-90e3c464dd1b,3,,,3879620,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['f12eccc5-e37b-4fcd-ae4d-2f52f27ee00a'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f12eccc5-e37b-4fcd-ae4d-2f52f27ee00a,4,,,3879620,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['695d2c20-d225-4726-a3b0-90e3c464dd1b'],0,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8000cb72-68ee-425c-81f4-b14a621dc637,2189,,,3879620,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Napoli,227,['b8622c82-499e-4b08-90ba-3c4a1896b4ed'],0,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b8622c82-499e-4b08-90ba-3c4a1896b4ed,2190,,,3879620,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Napoli,227,['8000cb72-68ee-425c-81f4-b14a621dc637'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.21923,,,,,,,,,,,,,,9dd68f44-2766-42e2-8a7b-9cb85f978c69,5,,"[60.0, 40.0]",3879620,0,,,,-2.7656317,,Right Foot,,,"[52.4, 37.0]",,Ground Pass,,8.170679,,,,,Luca Checchin,386652.0,,,,,Kick Off,1,From Kick Off,Giampaolo Pazzini,6686.0,Center Forward,2,Hellas Verona,226,['744c427a-ebea-4849-8442-b0707dd2c342'],0,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.491,Pass,
,,,,,,,,,,,,,,,1.655496,,,,,,,,,,,,,,5f6c05a5-6ce2-407d-8f7c-b957cae68881,8,,"[53.7, 40.7]",3879620,0,,,,1.4643302,,Left Foot,,,"[55.1, 53.8]",,Ground Pass,,13.174597,,,Incomplete,,Leandro Greco,32119.0,,,,,,1,From Kick Off,Luca Checchin,386652.0,Center Defensive Midfield,2,Hellas Verona,226,"['03288fb3-f4f9-41b8-9745-1650252e4221', 'f4d227bf-4502-4b68-9cc8-f600979dcf77']",3,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:03.356,Pass,
,,,,,,,,,,,,,,,2.846195,,,,,,,,,,,,,,26edfdb4-f4f0-424b-ae6e-d24b1c6d3c2e,13,,"[27.2, 70.7]",3879620,0,,,,0.20749623,,Right Foot,,,"[69.0, 79.5]",,High Pass,,42.716274,,,Out,,Boško Janković,26442.0,,,,,,1,From Kick Off,Eros Pisano,11342.0,Right Back,2,Hellas Verona,226,['92fe4ade-b438-4571-8f7e-531eb8e3a9f9'],8,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:08.853,Pass,
,,,,,,,,,,,,,,,2.730478,,,,,,,,,,,,,,bd6004cb-255b-4a79-adaf-3d20a88b2139,15,,"[73.6, 0.1]",3879620,0,True,,,1.754336,,,,,"[70.5, 16.8]",,High Pass,,16.985289,,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,Throw-in,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,3,Napoli,227,['763f566c-3a3e-411c-9f43-259cffed4f8b'],21,,,,,,,,,,,,,,,,,Napoli,227,00:00:21.085,Pass,
