50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1d7faeaf-9356-476e-8f83-e597a60b8529,1,,,3879634,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10881, 'name': 'Diogo José Rosário Gomes Figueiras'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7145, 'name': 'Darko Lazović'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3556, 'name': 'Serge Gakpé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,989221e5-261c-4f75-a92c-777e0534bd7c,2,,,3879634,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 387476, 'name': 'Raphael Martinho Alves de Lima'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 29}, {'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 99}, {'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f9925741-61dc-4e0d-a7c4-6b710a522643,3,,,3879634,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['093e0fcc-ddd4-49c9-afd2-48c3869af8d8'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,093e0fcc-ddd4-49c9-afd2-48c3869af8d8,4,,,3879634,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['f9925741-61dc-4e0d-a7c4-6b710a522643'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a8de757e-a08e-471f-95ed-e79aa93cc53d,1697,,,3879634,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Carpi,1683,['9e092e5f-86c8-42db-ab5d-adfc51ff69e8'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9e092e5f-86c8-42db-ab5d-adfc51ff69e8,1698,,,3879634,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Carpi,1683,['a8de757e-a08e-471f-95ed-e79aa93cc53d'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.743737,,,,,,,,,,,,,,d84e1978-04ca-4c59-9986-fbba928fab57,5,,"[61.0, 40.1]",3879634,0,True,,,-3.10255,,Right Foot,,"[48.2, 39.6]",,Ground Pass,12.809762,,,,Lorenzo Lollo,30829.0,,,,,Kick Off,1,From Kick Off,Jerry Uche Mbakogu,32608.0,Right Center Forward,2,Carpi,1683,['8d6aa990-9ec7-4f40-8cc4-032605bca620'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.400,Pass,
,,,,,,,,,,,,,,,,,,0.950116,,,,,,,,,,,,,,2f5859b4-79cf-420d-97c3-c888e4a9b4cf,7,,"[48.2, 39.7]",3879634,0,,,,-2.3974082,,Right Foot,,"[38.1, 30.4]",,Ground Pass,13.72953,,,,Riccardo Gagliolo,11499.0,,,,,,1,From Kick Off,Lorenzo Lollo,30829.0,Left Defensive Midfield,2,Carpi,1683,['3def719d-7323-403a-adac-f61078230fd8'],2,,,,,,,,,,,,,,,,,Carpi,1683,00:00:02.900,Pass,
,,,,,,,,,,,,,,,,,,2.758252,,,,,,,,,,,,,,44d90184-4de6-478a-9e21-7fdbbc4fc72d,11,,"[38.9, 29.2]",3879634,0,,,,0.11065722,,Left Foot,,"[86.6, 34.5]",,High Pass,47.99354,,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,1,From Kick Off,Riccardo Gagliolo,11499.0,Left Center Back,2,Carpi,1683,"['00b4a2fc-1f5e-43d0-aa9a-f7d2bd28fc7d', '196a2dbf-be2a-4e7d-8e6a-5284403fe220', '90b50fe6-781d-442e-8b97-1b963ee6a3c6']",5,,,,,,,,,,,,,,,,,Carpi,1683,00:00:05.043,Pass,True
,,,,,,,,,,,,,,,,,,0.982478,,,,,,,,,,,,,,d47c3812-d102-4c71-aaa1-635836b90195,16,,"[88.4, 34.7]",3879634,0,,,,2.2439916,,Right Foot,,"[82.1, 42.6]",,Ground Pass,10.104454,,,,Isaac Cofie,7460.0,,,,,Recovery,1,From Kick Off,Raphael Martinho Alves de Lima,387476.0,Left Midfield,2,Carpi,1683,['26d9b619-70a1-4ef1-8a69-a51bb403891a'],9,,,,,,,,,,,,,,,,,Carpi,1683,00:00:09.603,Pass,
