50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cf9e55b2-2a13-40ae-aca2-d4a8c19994d0,1,,,3879779,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 55}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 77}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 44}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,874f8a8b-f109-4236-aae4-d4a8b7b62412,2,,,3879779,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1fb4b55a-9c93-4df2-b54d-269f3c63028f,3,,,3879779,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['378e1db7-f03f-4859-aada-60adbad895f3'],0,,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,378e1db7-f03f-4859-aada-60adbad895f3,4,,,3879779,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['1fb4b55a-9c93-4df2-b54d-269f3c63028f'],0,,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d683d26e-6506-42bf-a7c3-88704610211a,1852,,,3879779,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Bologna,240,['2a91d4a8-d1b2-4b65-ac04-e4d2ca48a50b'],0,,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2a91d4a8-d1b2-4b65-ac04-e4d2ca48a50b,1853,,,3879779,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Bologna,240,['d683d26e-6506-42bf-a7c3-88704610211a'],0,,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.754058,,,,,,,,,,,,0d512c1f-22d9-4ee8-88d2-417233be8e44,5,,"[61.0, 40.1]",3879779,0,,,,3.0569737,,Right Foot,,,,"[38.6, 42.0]",,Ground Pass,,22.480436,,,,Domenico Maietta,8849.0,,,,,Kick Off,1,From Kick Off,Emanuele Giaccherini,7775.0,Left Wing,2,Bologna,240,['87a758fb-b424-488a-bbec-b04c1ec2deeb'],0,,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.699,Pass,
,,,,,,,,,,,,,,,,,0.963696,,,,,,,,,,,,44a9cf93-0b66-496e-955c-e2700e013dae,7,,"[40.1, 41.0]",3879779,0,,,,2.070143,,Right Foot,,,,"[37.7, 45.4]",,Ground Pass,,5.011986,,,,Daniele Gastaldello,30745.0,,,,,,1,From Kick Off,Domenico Maietta,8849.0,Left Center Back,2,Bologna,240,['9ab0b790-b5de-40f1-ab56-e0a94ef33c51'],2,,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:02.453,Pass,
,,,,,,,,,,,,,,,,,3.507156,,,,,,,,,,,,0c902724-8b81-4d14-95b3-69ab22ff2f66,9,,"[36.0, 45.4]",3879779,0,,,,-0.6727889,,Right Foot,,,,"[79.8, 10.5]",,High Pass,,56.004017,,,,Mattia Destro,8103.0,,,,,,1,From Kick Off,Daniele Gastaldello,30745.0,Right Center Back,2,Bologna,240,['a7f50b3f-e7dd-48c5-8599-0e1f42464743'],3,,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:03.417,Pass,
,,,,,,,,,,,,,,,,,2.003298,,,,,,,,,,,,832b54b9-c966-4547-bdb2-45067fba4adc,13,,"[75.8, 9.5]",3879779,0,,,,1.4666964,,Right Foot,,,,"[77.9, 29.6]",,Low Pass,,20.209404,,,,Luca Rizzo,11729.0,,,,,,1,From Kick Off,Mattia Destro,8103.0,Center Forward,2,Bologna,240,"['18f484df-1037-416a-af42-73a4ac95b115', 'a60cffd5-fa93-4958-a020-4ae7bc95625e']",7,,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:07.953,Pass,True
