bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9bbdb302-465e-4fdb-9ad2-21f3167b2599,1,,,3879604,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10881, 'name': 'Diogo José Rosário Gomes Figueiras'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 88}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 93}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f69fc882-35d9-4149-84f6-05112d5c1323,2,,,3879604,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,52ad263c-7dd3-413f-a783-96e733adab6a,3,,,3879604,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['f3b25f4c-482a-48e3-a1f2-c0b0a1b991d9'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f3b25f4c-482a-48e3-a1f2-c0b0a1b991d9,4,,,3879604,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['52ad263c-7dd3-413f-a783-96e733adab6a'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f5c47c47-2d10-4557-b043-69bdcee6431b,1655,,,3879604,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Napoli,227,['bd40232b-2e7f-4434-b8bc-e3d33ca6aab0'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bd40232b-2e7f-4434-b8bc-e3d33ca6aab0,1656,,,3879604,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Napoli,227,['f5c47c47-2d10-4557-b043-69bdcee6431b'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.591588,,,,,,,,,,,,8751a30b-58c9-49a2-85d9-cfba4458c69f,5,,"[60.0, 40.0]",3879604,0,,,,,-0.8288491,,Right Foot,,,"[61.1, 38.8]",Ground Pass,1.627882,,,,Alberto Facundo Costa,26728.0,,,,,,Kick Off,1,From Kick Off,Leonardo Pavoletti,8180.0,Center Forward,2,Genoa,233,['40d29f9d-66a7-41dc-9076-a86b2c3df3f1'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.734,Pass,
,,,,,,,,,,,,,,,,1.764118,,,,,,,,,,,,23d44992-ec2b-44f4-b08b-02066750cb58,8,,"[58.1, 35.0]",3879604,0,,,,,-1.6303285,,Left Foot,,,"[56.3, 4.8]",Ground Pass,30.253595,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,,1,From Kick Off,Alberto Facundo Costa,26728.0,Left Defensive Midfield,2,Genoa,233,['8604b060-61ce-428a-8da2-2a8c1e96128d'],2,,,,,,,,,,,,,,,,,Genoa,233,00:00:02.062,Pass,
,,,,,,,,,,,,,,,,1.623036,,,,,,,,,,,,d108c323-d2a7-427e-9210-7573fd294901,11,,"[56.9, 4.6]",3879604,0,,,,,3.0477514,,Right Foot,,,"[39.9, 6.2]",Ground Pass,17.075129,,,,Cristian Daniel Ansaldi,7464.0,,,,,,,1,From Kick Off,Tomás Eduardo Rincón Hernández,7475.0,Left Wing Back,2,Genoa,233,['55b819a9-2bc9-4b06-bf59-f7ac99d6a341'],4,,,,,,,,,,,,,,,,,Genoa,233,00:00:04.821,Pass,
,,,,,,,,,,,,,,,,2.179695,,,,,,,,,,,,7a43175d-7aa7-4af4-ad50-dcdb543aecd7,14,,"[38.6, 6.2]",3879604,0,,,,,2.4281042,,Left Foot,,,"[13.3, 28.1]",Ground Pass,33.461918,,,,Mattia Perin,7148.0,,,,,,,1,From Kick Off,Cristian Daniel Ansaldi,7464.0,Left Center Back,2,Genoa,233,['92125dab-3f30-4b97-af80-6b53c98a4deb'],7,,,,,,,,,,,,,,,,,Genoa,233,00:00:07.422,Pass,
