50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.772138,,,,,,,,,,,,,95ba7d8b-8b71-42dc-830c-e127ec5817cb,1928,,,"[64.2, 37.5]",3879618,47,,,,-1.492386,,Right Foot,,,,"[65.3, 23.5]",,Ground Pass,,14.043148,,,Giorgio Chiellini,6954.0,,,,,,2,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,99,Juventus,224,['6f71d8c4-7dac-4566-b20e-dd342791e228'],45,,,,,,,,,,,,,,,,,,Juventus,224,00:02:45.914,Pass,
,,,,,,,,,,,,,,,,2.070385,,,,,,,,,,,,,b03ec16c-0c61-4e9b-9742-989a074b20f2,1931,,,"[68.6, 18.1]",3879618,47,,,,-0.64550644,,Left Foot,,,,"[92.5, 0.1]",,Ground Pass,,29.920061,Out,,Alex Sandro Lobo Silva,6945.0,,,,,,2,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,99,Juventus,224,['4a303ba7-554c-4e89-bcd4-ca3cd34dacc1'],49,,,,,,,,,,,,,,,,,,Juventus,224,00:02:49.014,Pass,
,,,,,,,,,,,,,,,,1.360186,,,,,,,,,,,,,f39004ef-34cd-41cc-95fc-3ff380ae36e1,1933,,,"[31.9, 80.0]",3879618,48,True,,,-2.8049178,,,,,,"[19.9, 75.8]",,Low Pass,,12.713772,,,Alex Rodrigo Dias da Costa,40945.0,,,,,Throw-in,2,From Throw In,Ignazio Abate,7463.0,Right Back,100,AC Milan,243,['40090d78-ef37-4bc3-88a0-bbc6d43b02aa'],4,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:04.904,Pass,
,,,,,,,,,,,,,,,,2.867976,,,,,,,,,,,,,1cf13b86-7005-47a3-af63-4f0c39d43711,1935,,,"[19.9, 75.2]",3879618,48,,,,-0.39712968,,Right Foot,,,,"[74.5, 52.3]",,High Pass,,59.207855,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,2,From Throw In,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,100,AC Milan,243,"['6efcc233-5244-4cc4-9549-c385d43fb2cf', 'a32af67d-1a04-46e7-968b-1be7bd4fc66d']",7,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:07.033,Pass,
,,,,,,,,,,,,,,,,2.069527,,,,,,,,,,,,,6efcc233-5244-4cc4-9549-c385d43fb2cf,1938,,,"[45.6, 27.8]",3879618,48,,,True,0.8519663,,,,,,"[51.2, 34.2]",,Low Pass,,8.504117,,,Stefano Sturaro,7013.0,,,,,Recovery,2,Regular Play,Andrea Barzagli,6943.0,Right Center Back,101,Juventus,224,"['0606e26d-ad6a-4994-8f4e-2551b7c950bb', '1cf13b86-7005-47a3-af63-4f0c39d43711', '7d192251-4e28-4e0f-8e47-7c14d2f87e73']",9,,,,,,,,,,,,,,,,,,Juventus,224,00:03:09.901,Pass,True
,,,,,,,,,,,,,,,,2.288955,,,,,,,,,,,,,7901c2aa-32e0-4e18-9715-36c2b135aa22,1940,,,"[51.2, 34.2]",3879618,48,,,,-3.035691,,Head,,,,"[25.8, 31.5]",,Low Pass,,25.5431,,,Andrea Barzagli,6943.0,,,,,,2,Regular Play,Stefano Sturaro,7013.0,Right Center Midfield,101,Juventus,224,['350cdd3b-b731-4219-901f-667d2259d4f4'],12,,,,,,,,,,,,,,,,,,Juventus,224,00:03:12.329,Pass,
,,,,,,,,,,,,,,,,1.544696,,,,,,,,,,,,,57a65c96-0a68-4e98-9604-222d4891b1c3,1943,,,"[25.8, 31.5]",3879618,48,,,,-1.3881418,,Right Foot,,,,"[28.7, 15.8]",,Ground Pass,,15.965588,,,Giorgio Chiellini,6954.0,,,,,,2,Regular Play,Andrea Barzagli,6943.0,Right Center Back,101,Juventus,224,['eb54d868-e409-48b9-8fda-ef088201042e'],14,,,,,,,,,,,,,,,,,,Juventus,224,00:03:14.945,Pass,
,,,,,,,,,,,,,,,,0.719858,,,,,,,,,,,,,fbe7c321-5b04-4e4c-950f-85ab6848fad3,1946,,,"[27.3, 4.3]",3879618,48,,True,,-0.670122,,Left Foot,,,,"[32.6, 0.1]",,Ground Pass,,6.762396,Injury Clearance,,,,,,,,,2,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,101,Juventus,224,,17,,,,,,,,,,,,,,,,,,Juventus,224,00:03:17.663,Pass,
,,,,,,,,,,,,,,,,2.064046,,,,,,,,,,,,,a8fc287b-cc43-4b3b-a986-3cc4e25010c8,1947,,,"[88.1, 80.0]",3879618,48,True,,,-0.99720424,,,,,,"[106.9, 50.9]",,Low Pass,,34.644623,Injury Clearance,,,,,,,,Throw-in,2,From Throw In,Alessio Cerci,7702.0,Right Wing,102,AC Milan,243,,43,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:43.122,Pass,
,,,,,,,,,,,,,,,,3.544091,,,,,,,,,,,,,1a72e3c1-9553-447c-a352-4a9af435af8b,1949,,,"[15.3, 48.7]",3879618,48,,,,-0.09020679,,Right Foot,,,,"[75.0, 43.3]",,High Pass,,59.94372,Incomplete,,Mario Mandžukić,5472.0,,,,,,2,Regular Play,Gianluigi Buffon,6949.0,Goalkeeper,103,Juventus,224,"['2d9a5e99-4309-4975-a7b4-2111bdc3b33b', '8aeb76d3-330a-4238-9e46-69fda3b5bab5']",56,,,,,,,,,,,,,,,,,,Juventus,224,00:03:56.417,Pass,
,,,,,,,,,,,,,,,,1.17414,,,,,,,,,,,,,895bad4c-9507-4fc7-8aa6-09d619548870,1957,,,"[25.1, 41.4]",3879618,49,,,,0.5928452,,Head,,,,"[34.6, 47.8]",,High Pass,,11.454694,,,Riccardo Montolivo,7166.0,,,,,Recovery,2,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,104,AC Milan,243,['66aec075-b1ac-4e8d-8d19-86660cf0dde9'],6,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:06.571,Pass,
,,,,,,,,,,,,,,,,1.031136,,,,,,,,,,,,,5a05eee2-0133-4156-bcec-d2a641b157ec,1960,,,"[34.6, 47.8]",3879618,49,,,,2.1829488,,Right Foot,,,,"[31.3, 52.5]",,Ground Pass,,5.7428217,,,Juraj Kucka,10919.0,,,,,,2,Regular Play,Riccardo Montolivo,7166.0,Center Defensive Midfield,104,AC Milan,243,['5a8bcada-a87d-43c9-a281-55b7e7f7a8e3'],7,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:07.840,Pass,
,,,,,,,,,,,,,,,,0.175662,,,,,,,,,,,,,2d8f2c60-f206-4a16-a77f-4e5d6ff53d05,1964,,,"[28.8, 52.3]",3879618,49,,,,-0.08550529,,Right Foot,,,,"[35.8, 51.7]",,Ground Pass,,7.025667,Incomplete,,Riccardo Montolivo,7166.0,,,,,,2,Regular Play,Juraj Kucka,10919.0,Right Center Midfield,104,AC Milan,243,"['1adfcdcc-1d85-46a9-aa01-44766fab958c', 'cd26c755-b331-455c-b4ee-9f3aafdacc56']",9,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:09.014,Pass,
,,,,,,,,,,,,,,,,0.858611,,,,,,,,,,,,,1b356adb-eaca-4c95-a5b8-dd0cc80421f5,1978,,,"[90.9, 31.1]",3879618,49,,,,-2.5829933,,Left Foot,,,,"[85.3, 27.6]",,Low Pass,,6.603787,,,Paul Pogba,20004.0,,,,,,2,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Left Center Forward,105,Juventus,224,['1520d788-7130-441e-a159-3fb262891da1'],14,,,,,,,,,,,,,,,,,,Juventus,224,00:04:14.933,Pass,
,,,,,,,,,,,,,,,,1.540494,,,,,,,,,,,,,0e49f879-0f9d-4d44-9c07-c693a28fa549,1982,,,"[83.8, 30.5]",3879618,49,,,,1.3660154,,Right Foot,,,,"[89.2, 56.5]",,Low Pass,,26.55485,,,Stephan Lichtsteiner,5541.0,,,,,,2,Regular Play,Paul Pogba,20004.0,Left Center Midfield,105,Juventus,224,"['22737735-6bc8-4238-8aaa-c60f1a9c9b4b', '9ec69a99-0483-4d42-a587-66c90c708679']",16,,,,,,,,,,,,,,,,,,Juventus,224,00:04:16.127,Pass,True
,,,,,,,,,,,,,,,,0.125424,,,,,,,,,,,,,eac0e137-2091-400a-b0b8-28b66ffb7c39,1986,,,"[96.8, 66.0]",3879618,49,,,,-1.1777383,,Right Foot,,,,"[98.5, 61.9]",,Ground Pass,,4.438468,Incomplete,,Paul Pogba,20004.0,,,,,,2,Regular Play,Stephan Lichtsteiner,5541.0,Right Wing Back,105,Juventus,224,"['280b155b-8a9b-487e-9fed-5cf3d7e104ea', '6162578a-1e85-401d-b5b8-0fa6a205792d', 'a0dc27cf-9c19-4c55-8d8d-cede03df3830']",19,,,,,,,,,,,,,,,,,,Juventus,224,00:04:19.364,Pass,True
,,,,,,,,,,,,,,,,1.306021,,,,,,,,,,,,,53e9f35d-8f58-40bf-a9fc-1fb63c5c2bcf,1990,,,"[8.2, 28.5]",3879618,49,True,,,-1.5707964,,Keeper Arm,,,,"[8.2, 15.5]",,Ground Pass,,13.0,,,Alessio Romagnoli,7458.0,,,,,,2,Regular Play,Gianluigi Donnarumma,7036.0,Goalkeeper,106,AC Milan,243,['d7d011b1-3b27-4c74-9903-d8df2c13e5da'],26,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:26.444,Pass,
,,,,,,,,,,,,,,,,0.581277,,,,,,,,,,,,,a234c6d8-5f34-4c69-96e7-47902ac43eef,1992,,,"[15.8, 13.3]",3879618,49,,,,0.056676824,,Left Foot,,,,"[29.9, 14.1]",,Ground Pass,,14.122677,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,2,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,106,AC Milan,243,"['93b775b7-a6e7-4e3e-9997-864be531769c', 'e2373ef9-6bf8-4b74-883d-5f54b508aade']",29,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:29.242,Pass,
,,,,,,,,,,,,,,,,0.725584,,,,,,,,,,,,,f2b345fc-4eb9-4ba5-9a3d-cc7d2cb63507,1995,,,"[18.9, 25.2]",3879618,49,,,,0.73605555,,Right Foot,,,,"[27.4, 32.9]",,Ground Pass,,11.469089,,,Riccardo Montolivo,7166.0,,,,,Recovery,2,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,106,AC Milan,243,['3e34fd7e-ea9b-4d56-943e-797fdb58a4be'],31,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:31.768,Pass,
,,,,,,,,,,,,,,,,1.424351,,,,,,,,,,,,,73c019cc-a7c2-4130-b1ee-5a273d1d309f,1999,,,"[28.8, 32.9]",3879618,49,,,,-1.230866,,Left Foot,,,,"[37.5, 8.3]",,Low Pass,,26.093103,,,M''Baye Babacar Niang,5661.0,,,,,,2,Regular Play,Riccardo Montolivo,7166.0,Center Defensive Midfield,106,AC Milan,243,"['48914039-d8ae-425b-87d2-1bb1d34f6c77', 'd2894d0b-dd53-475a-8e9e-f6ab6e24aa85']",33,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:33.109,Pass,True
,,,,,,,,,,,,,,,,1.08866,,,,,,,,,,,,,cbb90a0d-6b89-4fd8-88fd-0699cb9c167d,2009,,,"[30.5, 5.4]",3879618,50,True,,,0.94437575,,Right Foot,,,,"[55.9, 40.5]",,Ground Pass,,43.32632,,,Juraj Kucka,10919.0,,,,,Free Kick,2,From Free Kick,Luca Antonelli,8874.0,Left Back,107,AC Milan,243,['4fc7e3f9-5b08-4a32-95e6-3b7b3f3dc02d'],9,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:09.597,Pass,
,,,,,,,,,,,,,,,,0.777146,,,,,,,,,,,,,5e8345c8-b817-4258-8534-88929dd8254f,2011,,,"[69.3, 30.6]",3879618,50,,,,0.14017884,,Right Foot,,,,"[85.6, 32.9]",,Ground Pass,,16.46147,,,Giacomo Bonaventura,7026.0,,,,,,2,From Free Kick,Juraj Kucka,10919.0,Right Center Midfield,107,AC Milan,243,['d46741d5-1eba-4bed-bac5-3d8f885934a6'],11,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:11.559,Pass,
,,,,,,,,,,,,,,,,2.014668,,,,,,,,,,,,,529cb75f-c7d6-4139-bca7-e973f183c214,2014,,,"[87.1, 42.4]",3879618,50,,,,1.0697182,,Right Foot,,,,"[102.6, 70.7]",,Ground Pass,,32.2667,,,Alessio Cerci,7702.0,,,,,,2,From Free Kick,Giacomo Bonaventura,7026.0,Left Center Midfield,107,AC Milan,243,['cdd75706-6e00-4aa3-9a7c-57ebe34c26e6'],14,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:14.375,Pass,
,,,,,,,,,,,,,,,,1.226055,,,,,,,,,,,,,4c00a88e-b331-4ff2-88bb-58d4ebea825f,2017,,,"[108.7, 63.2]",3879618,50,,,,-2.4239638,f56aaf0b-7f04-44e2-b03f-88bd889f2faf,Left Foot,,,,"[96.9, 52.9]",,Ground Pass,,15.663013,,,Juraj Kucka,10919.0,True,,,,,2,From Free Kick,Alessio Cerci,7702.0,Right Wing,107,AC Milan,243,['4f67e497-bf48-4498-9c58-c5b85e7d8d91'],18,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:18.353,Pass,
,,,,,,,,,,,,,,,,2.760786,,,,,,,,,,,,,ab1ea3f0-ac05-4e1f-a093-443df1bdb53b,2028,,,"[13.6, 52.8]",3879618,50,,,,1.0951911,,Right Foot,,,,"[27.3, 79.4]",,High Pass,,29.920729,Out,,Paulo Bruno Exequiel Dybala,5743.0,,,,,Recovery,2,From Free Kick,Stephan Lichtsteiner,5541.0,Right Wing Back,107,AC Milan,243,['524c953a-fb62-4592-8a34-98a86728e785'],25,,,,,,,,,,,,,,,,,,Juventus,224,00:05:25.161,Pass,
,,,,,,,,,,,,,,,,0.877547,,,,,,,,,,,,,9658503e-372d-4e98-9590-63accfc4b45a,2030,,,"[92.4, 0.1]",3879618,50,,,,1.5846844,,,,,,"[92.2, 14.5]",,Low Pass,,14.401389,,,Giacomo Bonaventura,7026.0,,,,,Throw-in,2,From Throw In,Luca Antonelli,8874.0,Left Back,108,AC Milan,243,['43ab3d72-8c9c-4a4a-83b3-6ca24571612c'],37,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:37.142,Pass,
,,,,,,,,,,,,,,,,1.224653,,,,,,,,,,,,,3a800d5d-8dbf-4e4a-b57a-2b4ade08d704,2034,,,"[92.8, 22.6]",3879618,50,,,,2.3561945,,Right Foot,,,,"[83.8, 31.6]",,Ground Pass,,12.727922,,,Riccardo Montolivo,7166.0,,,,,,2,From Throw In,Giacomo Bonaventura,7026.0,Left Center Midfield,108,AC Milan,243,"['5c652d05-749c-484c-828d-0b0ee1718880', '6c6ac84b-332b-449d-a35f-048216d2945d']",39,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:39.716,Pass,True
,,,,,,,,,,,,,,,,2.094933,,,,,,,,,,,,,6c7231bf-f0cf-4c99-9e26-c66fb41d63a3,2037,,,"[84.6, 34.7]",3879618,50,,,,1.6545995,,Right Foot,,,,"[82.5, 59.7]",,Ground Pass,,25.088045,,,Ignazio Abate,7463.0,,,,,,2,From Throw In,Riccardo Montolivo,7166.0,Center Defensive Midfield,108,AC Milan,243,['e520dde8-faff-4380-a7e9-5b0d17b4038d'],42,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:42.300,Pass,
,,,,,,,,,,,,,,,,1.412407,,,,,,,,,,,,,a1918610-63f9-4898-853e-beae061a2bf5,2040,,,"[84.2, 62.6]",3879618,50,,,,-1.962032,,Right Foot,,,,"[80.9, 54.6]",,Ground Pass,,8.653901,,,Juraj Kucka,10919.0,,,,,,2,From Throw In,Ignazio Abate,7463.0,Right Back,108,AC Milan,243,['238baa04-ab32-48d5-be0c-9643e7a81d34'],44,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:44.515,Pass,
,,,,,,,,,,,,,,,,3.011355,,,,,,,,,,,,,63567738-fdce-4aa3-9edb-0452a72d6aac,2043,,,"[78.4, 51.3]",3879618,50,,,,-1.7502065,,Right Foot,,,,"[71.2, 11.6]",,High Pass,,40.347614,,,Luca Antonelli,8874.0,,,,,,2,From Throw In,Juraj Kucka,10919.0,Right Center Midfield,108,AC Milan,243,['10c3a014-064f-41db-8608-d3b5098e9d90'],46,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:46.998,Pass,
,,,,,,,,,,,,,,,,1.614485,,,,,,,,,,,,,59b6ee57-1c26-4b09-9561-3c24658b530a,2046,,,"[71.2, 11.6]",3879618,50,,,,2.9788654,,Right Foot,,,,"[51.1, 14.9]",,Ground Pass,,20.369095,,,Alessio Romagnoli,7458.0,,,,,,2,From Throw In,Luca Antonelli,8874.0,Left Back,108,AC Milan,243,['b72f9069-bf8f-4101-9237-fefd77b6c699'],50,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:50.050,Pass,
,,,,,,,,,,,,,,,,2.850341,,,,,,,,,,,,,407b7793-6509-4464-b27c-3d6c3dc002ba,2049,,,"[43.9, 20.3]",3879618,50,,,,2.2059412,,Right Foot,,,,"[22.6, 49.2]",,Ground Pass,,35.901253,,,Gianluigi Donnarumma,7036.0,,,,,,2,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,108,AC Milan,243,['c095856e-416f-4a54-bca5-1764e1654cf2'],52,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:52.884,Pass,
,,,,,,,,,,,,,,,,3.464133,,,,,,,,,,,,,ecc15ee6-f003-4bd0-bf61-bc75cb964618,2053,,,"[22.6, 52.5]",3879618,50,,,,0.59194183,,Right Foot,,,,"[63.5, 80.0]",,High Pass,,49.285496,Out,,Ignazio Abate,7463.0,,,,,,2,From Throw In,Gianluigi Donnarumma,7036.0,Goalkeeper,108,AC Milan,243,['3071d598-ed11-4750-82c1-7d211c457a8a'],56,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:56.674,Pass,
,,,,,,,,,,,,,,,,1.781509,,,,,,,,,,,,,8374e9ca-f909-4fa9-9776-6f49598b2d50,2055,,,"[55.8, 0.1]",3879618,51,True,,,2.7006683,,,,,,"[46.9, 4.3]",,Low Pass,,9.84124,,,Giorgio Chiellini,6954.0,,,,,Throw-in,2,From Throw In,Alex Sandro Lobo Silva,6945.0,Left Wing Back,109,Juventus,224,['c4422f9d-b8c6-4a5d-ba4d-c1a1dd3b8bcf'],1,,,,,,,,,,,,,,,,,,Juventus,224,00:06:01.877,Pass,
,,,,,,,,,,,,,,,,1.709407,,,,,,,,,,,,,02776979-6211-4cfd-a8f1-951635b0ea44,2057,,,"[47.3, 6.3]",3879618,51,,,,1.9538263,,Left Foot,,,,"[36.3, 33.6]",,Ground Pass,,29.432804,,,Leonardo Bonucci,7173.0,,,,,,2,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,109,Juventus,224,['952bd8d2-1112-4eda-aeff-79a6bc86a9cc'],4,,,,,,,,,,,,,,,,,,Juventus,224,00:06:04.334,Pass,
,,,,,,,,,,,,,,,,1.256151,,,,,,,,,,,,,ef8f1ec0-2fab-4a2f-89a7-46d2970010ff,2060,,,"[35.3, 31.1]",3879618,51,,,,-1.2575202,,Right Foot,,,,"[39.9, 16.9]",,Ground Pass,,14.926487,,,Giorgio Chiellini,6954.0,,,,,,2,From Throw In,Leonardo Bonucci,7173.0,Center Back,109,Juventus,224,['9d482d5d-f071-4512-aaee-6b0f5015e5ce'],7,,,,,,,,,,,,,,,,,,Juventus,224,00:06:07.456,Pass,
,,,,,,,,,,,,,,,,1.124545,,,,,,,,,,,,,36ae7538-8dfe-494f-82cb-7790f8645f8f,2063,,,"[42.1, 15.4]",3879618,51,,,,-0.7538297,,Left Foot,,,,"[56.8, 1.6]",,Ground Pass,,20.16259,,,Alex Sandro Lobo Silva,6945.0,,,,,,2,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,109,Juventus,224,['89eca651-8712-48b6-bb85-7951ca2bd629'],9,,,,,,,,,,,,,,,,,,Juventus,224,00:06:09.680,Pass,
,,,,,,,,,,,,,,,,1.097909,,,,,,,,,,,,,28c8d419-540b-4d9d-ad65-b13f86a91a4c,2067,,,"[71.0, 80.0]",3879618,51,,,,-2.4112568,,,,,,"[64.3, 74.0]",,Low Pass,,8.993887,,,Riccardo Montolivo,7166.0,,,,,Throw-in,2,From Throw In,Ignazio Abate,7463.0,Right Back,110,AC Milan,243,['c22e9cba-1601-40c7-aeb5-5b708c39fcd9'],22,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:22.450,Pass,
,,,,,,,,,,,,,,,,0.895347,,,,,,,,,,,,,36ef48c0-29da-4a6f-959e-831fc22faf4b,2070,,,"[67.7, 72.9]",3879618,51,,,,-0.49344012,,Right Foot,,,,"[79.6, 66.5]",,Ground Pass,,13.511847,,,Juraj Kucka,10919.0,,,,,,2,From Throw In,Riccardo Montolivo,7166.0,Center Defensive Midfield,110,AC Milan,243,['ffe0556e-b828-4e14-a3b9-668aa039728a'],27,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:27.330,Pass,
,,,,,,,,,,,,,,,,0.751956,,,,,,,,,,,,,e7915b4d-ce53-4071-9304-65ab33b7bdee,2073,,,"[74.5, 62.8]",3879618,51,,,,-1.8798894,,Left Foot,,,,"[70.7, 50.9]",,Ground Pass,,12.491998,,,Giacomo Bonaventura,7026.0,,,,,,2,From Throw In,Juraj Kucka,10919.0,Right Center Midfield,110,AC Milan,243,['186bb6ce-5037-4599-8856-a1b480424885'],30,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:30.526,Pass,
,,,,,,,,,,,,,,,,1.461402,,,,,,,,,,,,,70d04f47-2d01-40eb-b788-80395aeb9a48,2077,,,"[71.6, 48.8]",3879618,51,,,,-2.5829933,,Right Foot,,,,"[54.8, 38.3]",,Ground Pass,,19.811361,,,Alessio Romagnoli,7458.0,,,,,,2,From Throw In,Giacomo Bonaventura,7026.0,Left Center Midfield,110,AC Milan,243,"['2b462f4f-52ec-412e-b09c-df7a907be1e9', 'ca7b84b0-647e-48d0-b9a2-784703eef78d']",32,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:32.120,Pass,True
,,,,,,,,,,,,,,,,1.134406,,,,,,,,,,,,,d65b271d-24f6-4519-be2d-4eec2afee42c,2080,,,"[53.8, 33.9]",3879618,51,,,,0.88187194,,Left Foot,,,,"[65.0, 47.5]",,Ground Pass,,17.618172,,,Juraj Kucka,10919.0,,,,,,2,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,110,AC Milan,243,['98ca3fe7-51ac-4cb0-b190-f8934f8be79a'],35,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:35.641,Pass,
,,,,,,,,,,,,,,,,1.254065,,,,,,,,,,,,,f8115dc5-caa4-4dbf-b9a8-eb8ebd10f618,2083,,,"[63.5, 56.0]",3879618,51,,,,1.1811615,,Right Foot,,,,"[72.0, 76.7]",,Ground Pass,,22.37722,,,Ignazio Abate,7463.0,,,,,,2,From Throw In,Juraj Kucka,10919.0,Right Center Midfield,110,AC Milan,243,['44a28677-c643-4596-aaa4-3fa0d581e46a'],38,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:38.106,Pass,
,,,,,,,,,,,,,,,,1.049353,,,,,,,,,,,,,2fbbfa5a-ef1d-49b7-b1c7-b3426bfff1b8,2086,,,"[72.0, 76.7]",3879618,51,,,,-2.6066375,,Right Foot,,,,"[63.9, 71.9]",,Ground Pass,,9.415413,,,Riccardo Montolivo,7166.0,,,,,,2,From Throw In,Ignazio Abate,7463.0,Right Back,110,AC Milan,243,['cb1713b5-31e8-45ae-996a-f94c06987897'],39,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:39.819,Pass,
,,,,,,,,,,,,,,,,1.551425,,,,,,,,,,,,,4a219937-17bf-4f8f-877c-8f0a9f9b5486,2089,,,"[63.9, 71.9]",3879618,51,,,,-0.8486534,,Right Foot,,,,"[88.3, 44.2]",,High Pass,,36.91409,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,2,From Throw In,Riccardo Montolivo,7166.0,Center Defensive Midfield,110,AC Milan,243,"['9a09ed21-7e43-4b58-b37e-34220329161f', 'b15fe09a-364f-4074-9918-89853380498a']",40,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:40.908,Pass,
,,,,,,,,,,,,,,,,1.416755,,,,,,,,,,,,,9a09ed21-7e43-4b58-b37e-34220329161f,2091,,,"[31.8, 35.9]",3879618,51,,,,-0.6989475,,Right Foot,,,,"[48.1, 22.2]",,High Pass,,21.292723,,,Claudio Marchisio,8294.0,,,,,Recovery,2,Regular Play,Leonardo Bonucci,7173.0,Center Back,111,Juventus,224,"['4a219937-17bf-4f8f-877c-8f0a9f9b5486', '90fac6cd-2793-4506-ae4d-7a08b95c0cde']",42,,,,,,,,,,,,,,,,,,Juventus,224,00:06:42.460,Pass,
,,,,,,,,,,,,,,,,1.525032,,,,,,,,,,,,,8128b455-4d49-4f28-975e-e33235702590,2094,,,"[47.9, 21.2]",3879618,51,,,,0.9810207,,Right Foot,,,,"[56.6, 34.2]",,Low Pass,,15.6425705,Incomplete,,Mario Mandžukić,5472.0,,,,,,2,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,111,Juventus,224,"['655fb8e8-dbe6-4b03-be9b-307bc1a2b2ff', 'a9c2e459-b722-42ee-b890-214e7c185159']",44,,,,,,,,,,,,,,,,,,Juventus,224,00:06:44.156,Pass,
,,,,,,,,,,,,,,,,3.401969,,,,,,,,,,,,,5ceed4cf-2041-4028-8657-339a95edeaba,2101,,,"[52.4, 42.3]",3879618,51,,,,0.829673,,Left Foot,,,,"[67.5, 58.8]",,Ground Pass,,22.366493,Incomplete,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,2,Regular Play,Stefano Sturaro,7013.0,Right Center Midfield,111,Juventus,224,"['0579e4cd-c715-45f9-a303-e4b64554d239', 'a3e063a0-ac48-4a40-9d0b-ab86768782a1']",48,,,,,,,,,,,,,,,,,,Juventus,224,00:06:48.735,Pass,
,,,,,,,,,,,,,,,,1.292785,,,,,,,,,,,,,a65aa6c6-518e-454f-ab13-ff009d38e769,2111,,,"[120.0, 0.1]",3879618,52,,,,1.7134243,2cadbe85-9169-46d2-843a-5998da3ea933,Left Foot,,,,"[114.5, 38.4]",,High Pass,,38.692894,,True,Juraj Kucka,10919.0,True,,Outswinging,,Corner,2,From Corner,Alessio Cerci,7702.0,Right Wing,113,AC Milan,243,['8b388671-da1b-4918-bb05-bbae391c281f'],42,,,,,,,,,,,,,,,,,,AC Milan,243,00:07:42.667,Pass,
