50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,16c2a14b-fa9a-4bf2-8bde-b4fa7fcbab1a,1,,,3879796,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,74991d25-5e8e-4d75-a1f0-c130768609f4,2,,,3879796,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 34}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,52d8d426-1c32-4f78-b0fb-f90137ba12ac,3,,,3879796,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Napoli,227,['c90e2823-7975-4f35-84f3-a6b50a85cbe0'],0,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c90e2823-7975-4f35-84f3-a6b50a85cbe0,4,,,3879796,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Napoli,227,['52d8d426-1c32-4f78-b0fb-f90137ba12ac'],0,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,09a4a100-45ae-4e89-929d-260597b262e4,1917,,,3879796,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,108,Napoli,227,['59239723-3d8b-42ff-ba44-e3fd76d0fcf2'],0,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,59239723-3d8b-42ff-ba44-e3fd76d0fcf2,1918,,,3879796,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,108,Napoli,227,['09a4a100-45ae-4e89-929d-260597b262e4'],0,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.701817,,,,,,,,,,,,,c13a3464-9ffe-4c88-a2da-1dc9c7728b41,5,,"[61.0, 40.1]",3879796,0,,,,3.0137227,,Right Foot,,,,"[47.0, 41.9]",,Ground Pass,,14.11524,,,Blerim Džemaili,5554.0,,,,,Kick Off,1,From Kick Off,Leonardo Pavoletti,8180.0,,Right Center Forward,2,Genoa,233,['f1449836-d7a1-4c67-8bdf-e9c790290c40'],0,,,,,,,,,,,,,,,,Genoa,233,00:00:00.625,Pass,
,,,,,,,,,,,,,,,,2.175456,,,,,,,,,,,,,82332a46-ad25-4b68-b278-764dc653f7d3,8,,"[46.1, 41.0]",3879796,0,,,,-1.3818991,,Right Foot,,,,"[53.9, 0.2]",,Low Pass,,41.5389,Out,,Diego Sebastián Laxalt Suárez,5717.0,,True,,,,1,From Kick Off,Blerim Džemaili,5554.0,,Center Defensive Midfield,2,Genoa,233,['53bf575b-e9c3-4f7e-9e4a-cc75ff821de2'],3,,,,,,,,,,,,,,,,Genoa,233,00:00:03.502,Pass,
,,,,,,,,,,,,,,,,0.876041,,,,,,,,,,,,,a41879d0-888f-41d0-b84e-df479b9cce02,10,,"[62.7, 80.0]",3879796,0,,,,-1.1496068,,,,,,"[68.3, 67.5]",,Low Pass,,13.69708,,,Jorge Luiz Frello Filho,7024.0,,,,,Throw-in,1,From Throw In,Elseid Hysaj,7031.0,,Right Back,3,Napoli,227,['d2422b79-934c-4dc4-96b7-e101bbf3b1e0'],11,,,,,,,,,,,,,,,,Napoli,227,00:00:11.700,Pass,
,,,,,,,,,,,,,,,,0.842213,,,,,,,,,,,,,7c4106e2-31a3-4235-9b2b-b33d999f8257,13,,"[68.8, 69.1]",3879796,0,,,,1.8876208,,Right Foot,,,,"[66.8, 75.2]",,Low Pass,,6.4195013,,,Elseid Hysaj,7031.0,,,,,,1,From Throw In,Jorge Luiz Frello Filho,7024.0,,Center Defensive Midfield,3,Napoli,227,['4edeb9b8-f1c4-4ba5-87ec-5c6bef09678c'],12,,,,,,,,,,,,,,,,Napoli,227,00:00:12.850,Pass,
