50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,458e3515-36a2-48fc-abb0-f2c8f16a8f01,1,,,3879862,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 18}, {'player': {'id': 28289, 'name': 'Gastón Alexis Silva Perdomo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f5392a2b-73b1-4590-8701-138b4e62e8c4,2,,,3879862,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3503d8ea-a12e-4805-922f-0c236917e8d0,3,,,3879862,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['bb1a88c4-7df8-4ed5-a52c-efca7fdab600'],0,,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bb1a88c4-7df8-4ed5-a52c-efca7fdab600,4,,,3879862,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['3503d8ea-a12e-4805-922f-0c236917e8d0'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,81e73293-542f-40a4-bc61-4669a0476715,2173,,,3879862,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Napoli,227,['c65423a4-dd04-4bf0-b5f6-ac1cea55290c'],0,,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c65423a4-dd04-4bf0-b5f6-ac1cea55290c,2174,,,3879862,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Napoli,227,['81e73293-542f-40a4-bc61-4669a0476715'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.882334,,,,,,,,,,,,,bdb2f314-cc61-415e-95d4-77557ada80cb,5,,"[61.0, 40.1]",3879862,0,,,,,1.5707964,,Right Foot,,,,"[61.0, 43.7]",,Ground Pass,3.6,,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,Kick Off,1,From Kick Off,Lorenzo Insigne,7037.0,Left Wing,2,Napoli,227,['515efc5f-59b5-4f1b-92c3-a13532615881'],0,,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.271,Pass,
,,,,,,,,,,,,,,,,,,1.003675,,,,,,,,,,,,,122786a1-447b-4dfe-bf5f-7ed16a3945f7,8,,"[60.6, 43.7]",3879862,0,,,,,3.1068242,,Right Foot,,,,"[49.1, 44.1]",,Ground Pass,11.506954,,,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,From Kick Off,Gonzalo Gerardo Higuaín,5497.0,Center Forward,2,Napoli,227,['18be8302-ccce-4505-8fd8-ccff55a4d486'],1,,,,,,,,,,,,,,,,,,Napoli,227,00:00:01.396,Pass,
,,,,,,,,,,,,,,,,,,0.671438,,,,,,,,,,,,,b20be404-26a9-41e4-beee-80de29684296,11,,"[49.1, 44.1]",3879862,0,,,,,0.95054686,,Right Foot,,,,"[50.6, 46.2]",,Ground Pass,2.5806975,,,,,Kalidou Koulibaly,5675.0,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,2,Napoli,227,['31a3ea62-ab8a-4031-a77f-67522968589e'],2,,,,,,,,,,,,,,,,,,Napoli,227,00:00:02.586,Pass,
,,,,,,,,,,,,,,,,,,3.403305,,,,,,,,,,,,,33b5e173-1079-4792-b271-734363865dee,14,,"[50.6, 46.2]",3879862,0,,,,,0.6996491,,Right Foot,,,,"[88.5, 78.1]",,High Pass,49.538067,,,Incomplete,,José María Callejón Bueno,7029.0,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Napoli,227,"['c49dd7ed-175e-4876-bb16-979bf40a4c76', 'fd0d3495-5465-4054-ad72-62b49145af90']",3,,,,,,,,,,,,,,,,,,Napoli,227,00:00:03.337,Pass,
