50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.627999,,,,,,,,,,,,,,,11578a16-911d-4ea7-b0d4-a83fccac675c,14,,"[44.2, 40.7]",3879594,0,,,,,-1.2870022,,Head,,,,"[45.6, 35.9]",,Low Pass,,5.0,,,,Riccardo Montolivo,7166.0,,,,,Recovery,1,Regular Play,Juraj Kucka,10919.0,Right Center Midfield,3,AC Milan,243,"['047f2962-cd8c-4e9b-8913-14a658ef4efc', '9da85166-3880-4c67-977a-39959b32448b']",8,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:08.626,Pass,
,,,,,,,,,,,,,,,,,,1.0406,,,,,,,,,,,,,,,a3ef882f-c57e-45f5-867f-677513d8dc75,17,,"[46.6, 35.9]",3879594,0,,,,,-0.9801759,,Right Foot,,,,"[52.5, 27.1]",,Ground Pass,,10.5948105,,,,Andrea Bertolacci,7147.0,,,,,,1,Regular Play,Riccardo Montolivo,7166.0,Center Defensive Midfield,3,AC Milan,243,['0d90e582-9427-42f8-a94d-6e28a9b9009d'],10,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:10.142,Pass,
,,,,,,,,,,,,,,,,,,0.676299,,,,,,,,,,,,,,,d6ad89e9-948a-490b-b9f7-ac21fa3de8f2,21,,"[52.5, 27.1]",3879594,0,,,,,1.1475679,,Left Foot,,,,"[57.5, 38.2]",,Ground Pass,,12.174153,,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,Regular Play,Andrea Bertolacci,7147.0,Left Center Midfield,3,AC Milan,243,['c072cb69-2dbc-4a19-adaf-6302269ba1fe'],11,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:11.544,Pass,
,,,,,,,,,,,,,,,,,,0.9263,,,,,,,,,,,,,,,cb6761c2-11ec-4996-9625-aa41f7789918,23,,"[57.5, 38.2]",3879594,0,,,,,-2.5713546,,Right Foot,,,,"[48.3, 32.3]",,Low Pass,,10.929318,,,,Riccardo Montolivo,7166.0,,,,,,1,Regular Play,Carlos Arturo Bacca Ahumada,5688.0,Center Forward,3,AC Milan,243,['d49636c9-2819-42a1-a766-8e403df7eb2b'],12,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:12.221,Pass,
,,,,,,,,,,,,,,,,,,1.8579,,,,,,,,,,,,,,,98c2e78f-7689-40c6-a621-26e25bd465a0,25,,"[48.3, 32.3]",3879594,0,,,,,-1.4715221,,Right Foot,,,,"[50.8, 7.2]",,Ground Pass,,25.224195,,,,Luca Antonelli,8874.0,,,,,,1,Regular Play,Riccardo Montolivo,7166.0,Center Defensive Midfield,3,AC Milan,243,['837199e2-82a5-4051-961d-feff8a254ce5'],13,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:13.147,Pass,
,,,,,,,,,,,,,,,,,,0.770199,,,,,,,,,,,,,,,85f4ec55-da89-4196-a456-7e7a9d8ce014,28,,"[56.1, 5.5]",3879594,0,,,,,-0.33139655,,Left Foot,,,,"[65.4, 2.3]",,Ground Pass,,9.835141,,,,Giacomo Bonaventura,7026.0,,,,,,1,Regular Play,Luca Antonelli,8874.0,Left Back,3,AC Milan,243,['40ffb34f-3453-4bfc-bfaa-100882d9dbb8'],16,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:16.149,Pass,
,,,,,,,,,,,,,,,,,,1.645096,,,,,,,,,,,,,,,ad0a79d3-f424-464f-b087-a6b91a0705f9,30,,"[65.4, 2.3]",3879594,0,,,,,1.1973677,,Right Foot,,,,"[72.1, 19.4]",,Ground Pass,,18.365728,,Incomplete,,Andrea Bertolacci,7147.0,,,,,,1,Regular Play,Giacomo Bonaventura,7026.0,Left Wing,3,AC Milan,243,"['3c45b598-4c39-4712-9c14-0db25b227d07', 'a2649661-89c8-4eed-8340-a1c942a983cd']",16,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:16.919,Pass,
,,,,,,,,,,,,,,,,,,1.840476,,,,,,,,,,,,,,,3c45b598-4c39-4712-9c14-0db25b227d07,32,,"[48.0, 60.7]",3879594,0,,,,,2.2772224,,Left Foot,,,,"[35.2, 75.7]",,Ground Pass,,19.719027,,,,Nicolas Sebastian Frey,23324.0,,,,,Recovery,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,4,Chievo,231,"['8ea58474-2a81-44a1-8d9f-a7edb2112db5', 'ad0a79d3-f424-464f-b087-a6b91a0705f9']",18,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:18.564,Pass,
,,,,,,,,,,,,,,,,,,0.663361,,,,,,,,,,,,,,,0d9c98fb-3c70-46ed-91da-aab976c01e8a,35,,"[35.2, 75.7]",3879594,0,,,,,-0.9926359,,Right Foot,,,,"[42.9, 63.9]",,Ground Pass,,14.090068,,,,Ivan Radovanović,7042.0,,,,,,1,Regular Play,Nicolas Sebastian Frey,23324.0,Right Back,4,Chievo,231,['890aa0ce-80a0-427d-b452-1ed5a345afc5'],21,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:21.562,Pass,
,,,,,,,,,,,,,,,,,,1.132038,,,,,,,,,,,,,,,d35e3810-53f4-49a3-896f-3ac8c907b990,38,,"[41.5, 66.5]",3879594,0,,,,,1.3339475,,Right Foot,,,,"[44.3, 78.1]",,Ground Pass,,11.933147,,,,Giampiero Pinzi,386657.0,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,4,Chievo,231,['54a27000-8a5c-4645-9005-d9e54b103b47'],22,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:22.907,Pass,
,,,,,,,,,,,,,,,,,,1.240299,,,,,,,,,,,,,,,6d341d9e-ca00-4208-838e-ff80849c8602,41,,"[39.9, 78.1]",3879594,0,,,,,-3.125378,,Right Foot,,,,"[21.4, 77.8]",,Ground Pass,,18.502432,,,,Nicolas Sebastian Frey,23324.0,,,,,,1,Regular Play,Giampiero Pinzi,386657.0,Right Center Midfield,4,Chievo,231,['3dcb3ae7-7f8a-43d4-821f-afb18ad2d324'],25,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:25.216,Pass,
,,,,,,,,,,,,,,,,,,1.090157,,,,,,,,,,,,,,,c8ad514f-3a0c-4aff-bed7-f932dbed6943,44,,"[19.1, 77.4]",3879594,0,,,,,-1.9606234,,Right Foot,,,,"[13.8, 64.5]",,Ground Pass,,13.946325,,,,Dario Dainelli,7771.0,,,,,,1,Regular Play,Nicolas Sebastian Frey,23324.0,Right Back,4,Chievo,231,['a019d1b8-522f-4e0a-b2f1-0330337bbb03'],27,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:27.251,Pass,
,,,,,,,,,,,,,,,,,,2.265849,,,,,,,,,,,,,,,f587d493-8e6c-423e-87d6-5ade1a1e8988,47,,"[13.8, 66.8]",3879594,0,,,,,0.18234882,,Right Foot,,,,"[56.1, 74.6]",,High Pass,,43.013138,,Incomplete,,,,,,,,,1,Regular Play,Dario Dainelli,7771.0,Right Center Back,4,Chievo,231,['8f6e5939-333d-4e7f-a18b-8e314e1b2257'],29,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:29.791,Pass,
,,,,,,,,,,,,,,,,,,1.478119,,,,,,,,,,,,,,,8f6e5939-333d-4e7f-a18b-8e314e1b2257,49,,"[64.0, 5.5]",3879594,0,,,,True,-0.24497867,,,,,,"[77.6, 2.1]",,Low Pass,,14.018559,,Incomplete,,Giacomo Bonaventura,7026.0,,,,,Recovery,1,Regular Play,Luca Antonelli,8874.0,Left Back,4,Chievo,231,"['043dacb1-a275-4f25-b24f-be1d93114f1b', '23e8c913-0801-4204-af18-81c6f5dfc405', '5af9f52b-fee6-4c79-8d6a-4ec164c09831', 'f587d493-8e6c-423e-87d6-5ade1a1e8988']",32,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:32.057,Pass,True
,,,,,,,,,,,,,,,,,,2.143481,,,,,,,,,,,,,,,23e8c913-0801-4204-af18-81c6f5dfc405,51,,"[42.5, 78.0]",3879594,0,,,,,-0.39181113,,Head,,,,"[59.2, 71.1]",,Low Pass,,18.069311,,Incomplete,,Giampiero Pinzi,386657.0,,,,,Recovery,1,Regular Play,Nicolas Sebastian Frey,23324.0,Right Back,4,Chievo,231,"['1c882bee-a6ad-4501-8d9f-c01227a8b089', '2b6b3676-640e-42e8-aafa-5c37014c154e', '8f6e5939-333d-4e7f-a18b-8e314e1b2257']",33,,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:33.535,Pass,
,,,,,,,,,,,,,,,,,,0.6351,,,,,,,,,,,,,,,83f0a529-86dc-4198-ac2e-16ee8814aaf6,55,,"[63.5, 7.6]",3879594,0,,,,,-0.47835243,,Left Foot,,,,"[71.6, 3.4]",,Ground Pass,,9.124144,,,,Giacomo Bonaventura,7026.0,,,,,,1,Regular Play,Luca Antonelli,8874.0,Left Back,5,AC Milan,243,['f50ea51f-68f0-46a3-8cd4-5ba6a8b8ae18'],37,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:37.516,Pass,
,,,,,,,,,,,,,,,,,,0.199584,,,,,,,,,,,,,,,0460201e-47bf-42b4-b286-a4198776a829,60,,"[71.4, 3.4]",3879594,0,,,,,-2.9060476,,Right Foot,,,,"[68.9, 2.8]",,Ground Pass,,2.570992,,Incomplete,,Luca Antonelli,8874.0,,,,,,1,Regular Play,Giacomo Bonaventura,7026.0,Left Wing,5,AC Milan,243,"['01a55f53-9a65-4a11-8cc7-3e45a95d09fa', '11773da5-67e9-4175-b9fb-fd5affc140fd', '70e31754-b465-4dc5-b9e6-7b5aeac2cdf0']",38,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:38.913,Pass,True
,,,,,,,,,,,,,,,,,,0.963,,,,,,,,,,,,,,,084bb43c-8283-4fc0-9c4a-0e74b5064731,63,,"[87.7, 0.1]",3879594,0,,,,,2.377025,,,,,,"[82.8, 4.8]",,Low Pass,,6.789698,,,,Giacomo Bonaventura,7026.0,,,,,Throw-in,1,From Throw In,Luca Antonelli,8874.0,Left Back,6,AC Milan,243,['7ee9a121-49b5-4f9a-93aa-bb3b7327d817'],49,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:49.585,Pass,
,,,,,,,,,,,,,,,,,,1.0529,,,,,,,,,,,,,,,72d68aeb-0d22-4b72-9093-2d55aea4fcfc,66,,"[78.8, 3.5]",3879594,0,,,,,2.1792042,,Right Foot,,,,"[68.7, 18.0]",,Ground Pass,,17.67088,,,,Riccardo Montolivo,7166.0,,,,,,1,From Throw In,Giacomo Bonaventura,7026.0,Left Wing,6,AC Milan,243,['b3777b3e-e5fb-469e-a6b3-f063ec6b6fb9'],52,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:52.358,Pass,
,,,,,,,,,,,,,,,,,,4.698698,,,,,,,,,,,,,,,a52fcec0-7cb7-4d34-b61f-4af542f2ed3d,70,,"[72.8, 8.7]",3879594,0,,,,,0.16789593,,Left Foot,,,,"[120.0, 16.7]",,Ground Pass,,47.873165,,Out,,,,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Center Defensive Midfield,6,AC Milan,243,,55,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:55.285,Pass,
,,,,,,,,,,,,,,,,,,1.594657,,,,,,,,,,,,,,,069a5b3b-9d5c-4a20-ab9f-4607cb32c93d,71,,"[7.0, 36.1]",3879594,1,,,,,0.9780989,,Right Foot,,,,"[20.2, 55.7]",,Ground Pass,,23.63049,,,,Dario Dainelli,7771.0,,,,,Goal Kick,1,From Goal Kick,Albano Benjamín Bizzarri,7803.0,Goalkeeper,7,Chievo,231,['7f4adeba-b044-4067-a379-494ffd2b6a54'],7,,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:07.779,Pass,
,,,,,,,,,,,,,,,,,,1.349559,,,,,,,,,,,,,,,3b4f64f7-5967-424e-a26d-7d03205e7c4c,74,,"[38.5, 46.8]",3879594,1,,,,,-1.4269993,,Right Foot,,,,"[41.7, 24.7]",,Ground Pass,,22.330473,,,,Boštjan Cesar,8877.0,,,,,,1,From Goal Kick,Dario Dainelli,7771.0,Right Center Back,7,Chievo,231,['08fa5553-a503-4a66-8a4e-80fd67864bc1'],13,,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:13.765,Pass,
,,,,,,,,,,,,,,,,,,0.842746,,,,,,,,,,,,,,,15d70d04-c687-46f5-8ae1-e059edad8c35,77,,"[55.0, 14.4]",3879594,1,,,,,-1.4168516,,Right Foot,,,,"[56.8, 2.8]",,Ground Pass,,11.738825,,,,Massimo Gobbi,8645.0,,,,,,1,From Goal Kick,Boštjan Cesar,8877.0,Left Center Back,7,Chievo,231,['95bd4d3b-c303-462c-8f8d-1a2b0e3ad1ad'],18,,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:18.333,Pass,
,,,,,,,,,,,,,,,,,,0.969754,,,,,,,,,,,,,,,a578e55c-14c8-44b5-91d9-9cfd2cce4739,80,,"[57.5, 3.8]",3879594,1,,,,,0.7551044,,Left Foot,,,,"[72.8, 18.2]",,Ground Pass,,21.010712,,,,Lucas Nahuel Castro,7049.0,,,,,,1,From Goal Kick,Massimo Gobbi,8645.0,Left Back,7,Chievo,231,['3346657d-d353-4348-93e7-f08007db0685'],19,,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:19.975,Pass,
,,,,,,,,,,,,,,,,,,0.388818,,,,,,,,,,,,,,,9d811ca7-db2a-434a-a017-0cbda5dc8069,84,,"[79.0, 12.6]",3879594,1,,,,,0.1736712,,Left Foot,,,,"[84.7, 13.6]",,Low Pass,,5.7870545,,,,Alberto Paloschi,6950.0,,,,,,1,From Goal Kick,Lucas Nahuel Castro,7049.0,Left Center Midfield,7,Chievo,231,['60c029fd-f399-4d90-bad6-3a3a4c3ca389'],22,,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:22.261,Pass,
,,,,,,,,,,,,,,,,,,1.070378,,,,,,,,,,,,,,,4780feaf-579f-40f8-93d5-c1f364281d28,90,,"[84.7, 16.0]",3879594,2,,,,,0.6854612,09a930da-e40f-43ea-9416-0f9ce3fa3f72,Left Foot,True,,,"[105.0, 32.6]",,High Pass,,26.223082,,,,Lucas Nahuel Castro,7049.0,True,,,,Free Kick,1,From Free Kick,Valter Birsa,7045.0,Center Attacking Midfield,8,Chievo,231,['ee8eee56-ec7a-4739-aaa7-b7bdaa30bfe2'],11,,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:11.286,Pass,
,,,,,,,,,,,,,,,,,,1.6411,,,,,,,,,,,,,,,8acdfa46-c73f-42f8-894d-b3e68590d8cf,95,,"[7.4, 37.7]",3879594,2,,,,,-1.3722631,,Keeper Arm,,,,"[10.8, 20.8]",,Ground Pass,,17.238619,,,,Alessio Romagnoli,7458.0,,,,,,1,From Keeper,Gianluigi Donnarumma,7036.0,Goalkeeper,10,AC Milan,243,['cac73362-d6d7-4809-8b6a-bef96199d53b'],20,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:20.113,Pass,
,,,,,,,,,,,,,,,,,,1.3734,,,,,,,,,,,,,,,73df7615-06ff-4a57-b26f-54568ab3ac12,98,,"[14.6, 20.4]",3879594,2,,,,,-0.8531953,,Left Foot,,,,"[29.7, 3.1]",,Ground Pass,,22.963015,,,,Luca Antonelli,8874.0,,,,,,1,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,11,AC Milan,243,['a52ab6a4-af4e-464c-9706-8266936a0698'],22,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:22.706,Pass,
,,,,,,,,,,,,,,,,,,2.173199,,,,,,,,,,,,,,,e2f3d3ce-7ce9-4ba7-ac27-b3527dad67b3,101,,"[35.8, 2.8]",3879594,2,,,,,2.162396,,Left Foot,,,,"[22.9, 22.0]",,Ground Pass,,23.131147,,,,Alessio Romagnoli,7458.0,,,,,,1,Regular Play,Luca Antonelli,8874.0,Left Back,12,AC Milan,243,['a11bc922-956e-40f5-8f59-5c281e1b15b1'],26,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:26.270,Pass,
,,,,,,,,,,,,,,,,,,2.6946,,,,,,,,,,,,,,,e86d553b-f2f5-485c-9f5f-024270bc755d,104,,"[42.2, 26.4]",3879594,2,,,,,1.4941789,,Left Foot,,,,"[46.0, 75.9]",,High Pass,,49.645645,,,,Ignazio Abate,7463.0,,True,,,,1,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,13,AC Milan,243,['cdcf0d0a-d1ef-443e-b813-dfdfea6d6120'],33,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:33.031,Pass,
,,,,,,,,,,,,,,,,,,1.6925,,,,,,,,,,,,,,,c0065f3c-b257-413f-9649-c055ca6f5802,107,,"[44.8, 75.9]",3879594,2,,,,,-0.03844259,,Left Foot,,,,"[63.0, 75.2]",,High Pass,,18.213457,,,,Juraj Kucka,10919.0,,,,,,1,Regular Play,Ignazio Abate,7463.0,Right Back,14,AC Milan,243,['317eb372-2a99-4f9e-930e-7ae369e4bddb'],36,,,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:36.512,Pass,
