50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,363e68f8-7777-4879-a891-337d73f485f2,1,,,,3879873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 41231, 'name': 'Maurizio Pugliesi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,34432e6c-48f0-468e-9979-1604d3ebfbb1,2,,,,3879873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 18}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 40351, 'name': 'Alessandro Gazzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b6f7204-88b2-478e-8f30-07356a15ef08,3,,,,3879873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['14a82c03-a89f-4c1e-9d5f-3eeabc994b23'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,14a82c03-a89f-4c1e-9d5f-3eeabc994b23,4,,,,3879873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['8b6f7204-88b2-478e-8f30-07356a15ef08'],0,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,226f6501-d654-4b23-9534-5b87107627e9,1662,,,,3879873,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,78,Torino,241,['2ab4477e-8afd-4ca9-9a78-e98d016c3cc9'],0,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2ab4477e-8afd-4ca9-9a78-e98d016c3cc9,1663,,,,3879873,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,78,Torino,241,['226f6501-d654-4b23-9534-5b87107627e9'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.061188,,,,,,,,,,,,364121d1-849b-4abc-ada7-a3fa17a3d691,5,,,"[60.0, 40.0]",3879873,0,,,,,-1.5120405,,Right Foot,,,,"[60.1, 38.3]",,Ground Pass,,1.7029387,,,,Massimo Maccarone,40252.0,,,,,,Kick Off,1,From Kick Off,Manuel Pucciarelli,7054.0,Right Center Forward,2,Empoli,290,['8dca1e5e-c1b6-43a4-8562-1cba1bed9d61'],1,,,,,,,,,,,,,,,,Empoli,290,00:00:01.049,Pass,
,,,,,,,,,,,,,,1.119433,,,,,,,,,,,,b49944ca-64cd-42b0-85ee-931720ac57bf,8,,,"[60.3, 38.3]",3879873,0,,,,,-3.0309355,,Right Foot,,,,"[45.0, 36.6]",,Ground Pass,,15.394155,,,,Leandro Daniel Paredes,16308.0,,,,,,,1,From Kick Off,Massimo Maccarone,40252.0,Left Center Forward,2,Empoli,290,['6f4bc643-310b-4b23-9326-d79707b1e0c4'],1,,,,,,,,,,,,,,,,Empoli,290,00:00:01.190,Pass,
,,,,,,,,,,,,,,0.598198,,,,,,,,,,,,2391c7c5-d1c0-4478-be02-5dcca956a81b,11,,,"[45.0, 36.6]",3879873,0,,,,,-1.665748,,Left Foot,,,,"[44.8, 34.5]",,Ground Pass,,2.1095023,,,,Andrea Costa,8664.0,,,,,,,1,From Kick Off,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,2,Empoli,290,['d5dd9d26-657e-4e8d-8649-b6b30b7ebc82'],2,,,,,,,,,,,,,,,,Empoli,290,00:00:02.835,Pass,
,,,,,,,,,,,,,,5.641439,,,,,,,,,,,,d5c2e257-6b00-49d5-850e-8bd8ea3913f8,14,,,"[44.8, 34.5]",3879873,0,,,,,0.4636476,,Right Foot,,,,"[120.0, 72.1]",,High Pass,,84.07616,,Out,,Marco Zambelli,40250.0,,,,,,,1,From Kick Off,Andrea Costa,8664.0,Left Center Back,2,Empoli,290,['6d3f76dc-a140-410b-98d5-3e6f5ac43ace'],3,,,,,,,,,,,,,,,,Empoli,290,00:00:03.513,Pass,
