50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,72d3c354-b786-4452-9378-1bbb58cf561d,1,,,3879617,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,f84c1627-3d89-4468-96a6-02782487153b,2,,,3879617,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 27949, 'name': 'Juan Manuel Iturbe Arévalo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,14149f43-a9a8-454b-b729-303066f39457,3,,,3879617,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['50cd47ab-6a7f-48ac-927f-f5a8c7936992'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,50cd47ab-6a7f-48ac-927f-f5a8c7936992,4,,,3879617,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['14149f43-a9a8-454b-b729-303066f39457'],0,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8b4abfda-9dfb-4372-a3fb-610566c35402,1327,,,3879617,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,114,AS Roma,229,['54f45ca2-98ea-4f85-a658-29fa0b037418'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,54f45ca2-98ea-4f85-a658-29fa0b037418,1328,,,3879617,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,114,AS Roma,229,['8b4abfda-9dfb-4372-a3fb-610566c35402'],0,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.977413,,,,,,,,,,,,,,,,b9c92b4c-a9c0-4105-a841-6f5e2ef6bef3,5,,"[60.0, 40.0]",3879617,0,,,,,-2.9253314,,Right Foot,,,,"[46.8, 37.1]",,Ground Pass,,13.514807,,,Amadou Diawara,8284.0,,,,,Kick Off,1,From Kick Off,Matteo Brighi,18027.0,Left Center Midfield,2,Bologna,240,['9f2a54fa-c075-4ebf-9aa2-5f540e6286d5'],1,,,,,,,,,,,,,,,,,,Bologna,240,00:00:01.309,Pass,
,,,,,,,,,,,,,,,,,,,1.257862,,,,,,,,,,,,,,,,214ffaf0-39f8-4617-8c73-0cf2d85c14da,8,,"[57.5, 39.4]",3879617,0,,,,,2.7588491,,Left Foot,,,,"[34.4, 48.7]",,Ground Pass,,24.901808,,,Daniele Gastaldello,30745.0,,,,,,1,From Kick Off,Amadou Diawara,8284.0,Center Defensive Midfield,2,Bologna,240,['f906ef90-8ba1-49c3-aebf-8af1c25463a5'],3,,,,,,,,,,,,,,,,,,Bologna,240,00:00:03.082,Pass,
,,,,,,,,,,,,,,,,,,,2.512294,,,,,,,,,,,,,,,,82dd9c26-95c5-47c6-b541-5fdd08c95dc1,11,,"[40.2, 50.3]",3879617,0,,,,,0.33613804,,Right Foot,,,,"[90.0, 67.7]",,High Pass,,52.75225,Incomplete,,Mattia Destro,8103.0,,,,,,1,From Kick Off,Daniele Gastaldello,30745.0,Right Center Back,2,Bologna,240,"['53fdf255-5b38-401c-994f-19e06e43ff80', '55a7453c-f009-4584-8257-e2828a32c25d']",5,,,,,,,,,,,,,,,,,,Bologna,240,00:00:05.890,Pass,
,,,,,,,,,,,,,,,,,,,1.760088,,,,,,,,,,,,,,,,53fdf255-5b38-401c-994f-19e06e43ff80,13,,"[30.1, 12.4]",3879617,0,,,,,-0.41190103,,Head,,,,"[50.7, 3.4]",,Low Pass,,22.480213,,,Juan Manuel Iturbe Arévalo,27949.0,,,,,Recovery,1,From Kick Off,Lucas Digne,6849.0,Left Back,2,Bologna,240,"['56455d05-3d48-4b5c-a2ce-be62d6ed9a2a', '82dd9c26-95c5-47c6-b541-5fdd08c95dc1']",8,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:08.402,Pass,
