50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9db357e3-686c-4c12-ac4d-b9eab06e8eaf,1,,,3879568,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40351, 'name': 'Alessandro Gazzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 8193, 'name': 'Maximiliano Gastón López'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b62a7d1b-1e43-44cd-a77c-29296186b7c7,2,,,3879568,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7463, 'name': 'Ignazio Abate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 40945, 'name': 'Alex Rodrigo Dias da Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 7147, 'name': 'Andrea Bertolacci'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 91}, {'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AC Milan,243,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c5ead93-6128-4b81-a621-ea9eb75dc444,3,,,3879568,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['6c8175ea-91e9-4304-8b27-7977ae19db4d'],0,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6c8175ea-91e9-4304-8b27-7977ae19db4d,4,,,3879568,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['2c5ead93-6128-4b81-a621-ea9eb75dc444'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7f0de485-896d-484b-8860-624461a22953,1773,,,3879568,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,AC Milan,243,['f63cff94-d857-4532-9253-74534d08dc03'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f63cff94-d857-4532-9253-74534d08dc03,1774,,,3879568,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,AC Milan,243,['7f0de485-896d-484b-8860-624461a22953'],0,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.835668,,,,,,,,,,,,,e1340537-c1a3-461c-bf5d-66a84539c610,5,,"[61.0, 40.1]",3879568,0,,,,,3.0761127,,Right Foot,,,,"[48.8, 40.9]",,Ground Pass,,12.226201,,,,Alessandro Gazzi,40351.0,,,,,,Kick Off,1,From Kick Off,Fabio Quagliarella,7011.0,Right Center Forward,2,Torino,241,['3b6a85e4-6f36-4b7e-9bf2-18b9896cfdb6'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.153,Pass,
,,,,,,,,,,,,,,,,,,,,1.128015,,,,,,,,,,,,,275b6f18-8f15-4bb8-9639-6fb77962bb14,9,,"[49.0, 42.0]",3879568,0,,,,,2.0376134,,Right Foot,,,,"[36.3, 67.2]",,Ground Pass,,28.21932,,,,Cesare Bovo,40427.0,,,,,,,1,From Kick Off,Alessandro Gazzi,40351.0,Center Defensive Midfield,2,Torino,241,"['7e9f886b-d595-4080-8fb4-9a5d57f18022', 'c80283b6-c248-4b48-9782-45623c50b9db']",1,,,,,,,,,,,,,,,,,,Torino,241,00:00:01.997,Pass,True
,,,,,,,,,,,,,,,,,,,,2.125582,,,,,,,,,,,,,a297cf03-d4c2-4c80-b683-db59e3267fcb,12,,"[36.0, 67.5]",3879568,0,,,,,-2.4109602,,Left Foot,,,,"[8.1, 42.5]",,Ground Pass,,37.462112,,,,Daniele Padelli,34881.0,,,,,,,1,From Kick Off,Cesare Bovo,40427.0,Right Center Back,2,Torino,241,['c62bd031-12fe-4755-bb1e-7d23756ec3b1'],5,,,,,,,,,,,,,,,,,,Torino,241,00:00:05.306,Pass,
,,,,,,,,,,,,,,,,,,,,2.41694,,,,,,,,,,,,,10390b33-4481-4f94-b350-4374b84f014f,15,,"[7.5, 40.3]",3879568,0,,,,,0.53418255,,Left Foot,,,,"[57.2, 69.7]",,High Pass,,57.744698,,Incomplete,,Afriyie Acquah,7474.0,,,,,,,1,From Kick Off,Daniele Padelli,34881.0,Goalkeeper,2,Torino,241,"['ef5922e7-06bb-4533-9951-455c2eabf223', 'f2c5e00c-2644-4b01-b83c-b8ac8447b0ff']",15,,,,,,,,,,,,,,,,,,Torino,241,00:00:15.050,Pass,
