50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.247136,,,,,,,,,,,,,73a931e2-2ea8-4f2a-84e4-23efba8064c8,2601,,,"[70.0, 4.2]",3879734,69,,,,,0.052353863,,Left Foot,,,"[92.9, 5.4]",,Ground Pass,,22.93142,,,Incomplete,,Cyril Théréau,8272.0,,,,,,2,From Goal Kick,Pablo Estífer Armero,29312.0,Left Wing Back,145,Udinese,230,"['122b7f7e-1e2d-4967-ad6e-768291e2e10c', '20ecc7dd-d92d-4d28-beca-21c8e150ac26']",26,,,,,,,,,,,,,,,,,,Udinese,230,00:24:26.534,Pass,
,,,,,,,,,,,,,,,1.516787,,,,,,,,,,,,,57bed7a5-af49-468f-8c3b-479365cd5073,2604,,,"[94.1, 0.1]",3879734,69,,True,,,2.616797,,,,,"[80.8, 7.8]",,Low Pass,,15.368149,,,,,Guilherme dos Santos Torres,6729.0,,,,,Throw-in,2,From Throw In,Pablo Estífer Armero,29312.0,Left Wing Back,146,Udinese,230,['38be95e6-e521-4229-a8c3-b208efdb92a2'],39,,,,,,,,,,,,,,,,,,Udinese,230,00:24:39.571,Pass,
,,,,,,,,,,,,,,,1.538654,,,,,,,,,,,,,a9c077d7-e057-4e1a-bb9c-c1f400bc96fb,2607,,,"[88.0, 12.0]",3879734,69,,,,,-0.90975314,,Right Foot,,,"[94.3, 3.9]",,Ground Pass,,10.261579,,,,,Zdravko Kuzmanović,6577.0,,,,,,2,From Throw In,Guilherme dos Santos Torres,6729.0,Center Defensive Midfield,146,Udinese,230,"['68881547-d3ae-479c-8368-7c1889018972', 'bd000b18-0d90-40a2-b030-c8bf9faa4c48']",43,,,,,,,,,,,,,,,,,,Udinese,230,00:24:43.074,Pass,True
,,,,,,,,,,,,,,,0.658146,,,,,,,,,,,,,f708e683-0b1f-4478-8f43-d862b36e58b8,2613,,,"[94.5, 7.5]",3879734,70,,,,,1.2716408,,Right Foot,True,,"[107.7, 50.3]",,High Pass,,44.789284,,,Unknown,,Cyril Théréau,8272.0,,True,,,Free Kick,2,From Free Kick,Guilherme dos Santos Torres,6729.0,Center Defensive Midfield,147,Udinese,230,['5f8b7634-d676-48e8-b0e6-5b9f145cf2e4'],43,,,,,,,,,,,,,,,,,,Udinese,230,00:25:43.986,Pass,
,,,,,,,,,,,,,,,1.529408,,,,,,,,,,,,,53661fea-2d07-4341-83b9-80020906694c,2617,,,"[15.3, 34.6]",3879734,70,,True,,,-0.99680334,,Right Foot,,,"[32.5, 8.0]",,Ground Pass,,31.676489,,,,,Kevin-Prince Boateng,8668.0,,,,,Free Kick,2,From Free Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,148,AC Milan,243,['0f0c53a4-70f0-4117-a25f-90b4e8511581'],58,,,,,,,,,,,,,,,,,,AC Milan,243,00:25:58.638,Pass,
,,,,,,,,,,,,,,,2.337548,,,,,,,,,,,,,bdef2f97-a964-4420-9944-ce9c25d8b6d1,2619,,,"[45.3, 17.7]",3879734,71,,,,,1.3845435,,Right Foot,,,"[54.1, 64.4]",,High Pass,,47.52189,,,,,Ignazio Abate,7463.0,,True,,,,2,From Free Kick,Kevin-Prince Boateng,8668.0,Left Midfield,148,AC Milan,243,['8f6ebe18-982c-4cbd-b22a-3e2a5d8100fc'],5,,,,,,,,,,,,,,,,,,AC Milan,243,00:26:05.295,Pass,
,,,,,,,,,,,,,,,1.236738,,,,,,,,,,,,,a9d5ffd7-3ba0-4768-992b-5dc0fa9da36c,2622,,,"[52.8, 60.1]",3879734,71,,,,,-0.4812239,,Left Foot,,,"[73.1, 49.5]",,Ground Pass,,22.900873,,,,,Mario Barwuah Balotelli,3371.0,,,,,,2,From Free Kick,Ignazio Abate,7463.0,Right Back,148,AC Milan,243,['6ec5278b-cec6-46ec-b279-f2543b675cde'],9,,,,,,,,,,,,,,,,,,AC Milan,243,00:26:09.576,Pass,
,,,,,,,,,,,,,,,0.158922,,,,,,,,,,,,,a9f631d6-6b5d-4fd3-9346-13e16131e444,2626,,,"[73.3, 50.8]",3879734,71,,,,,-0.3366748,,No Touch,,,"[75.3, 50.1]",,Ground Pass,,2.118962,,True,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,2,From Free Kick,Mario Barwuah Balotelli,3371.0,Right Center Forward,148,AC Milan,243,"['259ef45b-6111-46e9-903b-4878fa46f16e', '667e84fb-7d88-46ea-befb-451b6a9b5687', '85120ae6-f3df-4de6-884b-b13f96df0da0']",10,,,,,,,,,,,,,,,,,,AC Milan,243,00:26:10.892,Pass,True
,,,,,,,,,,,,,,,1.519386,,,,,,,,,,,,,a1add43f-c391-4015-953c-b2cdb6bde4b4,2631,,,"[49.3, 31.9]",3879734,71,,,,,0.9205689,,Left Foot,,,"[54.7, 39.0]",,Ground Pass,,8.920202,,,,,Guilherme dos Santos Torres,6729.0,,,,,,2,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,149,Udinese,230,"['41029579-9b03-4f5b-a179-1e0bd445054c', 'fb47e92b-0f8f-494b-a715-bb68855584ae']",12,,,,,,,,,,,,,,,,,,Udinese,230,00:26:12.039,Pass,True
,,,,,,,,,,,,,,,2.837015,,,,,,,,,,,,,ab906f8a-1e06-45ad-a641-c440021bd02f,2634,,,"[73.3, 52.0]",3879734,71,,,,,0.877686,,Right Foot,,,"[93.4, 76.2]",,Ground Pass,,31.458704,,,,,Edenílson Andrade dos Santos,25116.0,,,,,,2,Regular Play,Guilherme dos Santos Torres,6729.0,Center Defensive Midfield,149,Udinese,230,['9751d160-d96d-4a69-bf39-a1d3d44c5ede'],18,,,,,,,,,,,,,,,,,,Udinese,230,00:26:18.034,Pass,
,,,,,,,,,,,,,,,6.809702,,,,,,,,,,,,,e010047e-69d3-425c-a630-3193bf6c91d6,2637,,,"[100.1, 75.3]",3879734,71,,,,,-1.36718,,Right Foot,True,,"[115.4, 1.2]",,High Pass,,75.66307,,,Out,,,,,True,,,,2,Regular Play,Edenílson Andrade dos Santos,25116.0,Right Wing Back,149,Udinese,230,,22,,,,,,,,,,,,,,,,,,Udinese,230,00:26:22.474,Pass,
,,,,,,,,,,,,,,,3.136178,,,,,,,,,,,,,8b7dfe6d-5377-4de9-ae79-8c7ab02cdd59,2638,,,"[7.7, 80.0]",3879734,71,,True,,,-0.18481041,,,,,"[41.4, 73.7]",,High Pass,,34.283817,,,,,Riccardo Montolivo,7166.0,,,,,Throw-in,2,From Throw In,Ignazio Abate,7463.0,Right Back,150,AC Milan,243,['ec457d41-fb85-4fd1-8e40-0c2c32a10be4'],37,,,,,,,,,,,,,,,,,,AC Milan,243,00:26:37.012,Pass,
,,,,,,,,,,,,,,,1.566579,,,,,,,,,,,,,b5ac3c6e-4275-46c3-b163-9181973acb9b,2649,,,"[40.3, 3.6]",3879734,71,,,,,0.13629264,,Left Foot,,,"[57.8, 6.0]",,Ground Pass,,17.663805,,,,,Pablo Estífer Armero,29312.0,,,,,,2,From Throw In,Danilo Larangeira,7799.0,Center Back,150,AC Milan,243,['6598bb92-11f8-4915-914c-c9e1435897e8'],47,,,,,,,,,,,,,,,,,,Udinese,230,00:26:47.977,Pass,
,,,,,,,,,,,,,,,3.877719,,,,,,,,,,,,,21d923ac-243e-4541-9583-07f9d8788b1a,2652,,,"[65.1, 8.2]",3879734,71,,,,,0.42024505,,Left Foot,,,"[101.8, 24.6]",,High Pass,,40.197636,,,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,2,From Throw In,Pablo Estífer Armero,29312.0,Left Wing Back,150,AC Milan,243,"['894ed42a-bd65-4751-8b16-84a97815d541', 'c2385d4d-d10a-4309-90b4-633033f50a7d']",51,,,,,,,,,,,,,,,,,,Udinese,230,00:26:51.155,Pass,
,,,,,,,,,,,,,,,1.134814,,,,,,,,,,,,,583a0041-864e-4c1b-91cb-ea90625e6d1a,2657,,,"[14.8, 46.5]",3879734,71,,,,,-1.0461831,,Keeper Arm,,,"[27.3, 24.9]",,Ground Pass,,24.956161,,,,,Luca Antonelli,8874.0,,,,,,2,From Keeper,Gianluigi Donnarumma,7036.0,Goalkeeper,151,AC Milan,243,['d9a79366-ccfc-47f0-ae9d-22dd9c624efc'],56,,,,,,,,,,,,,,,,,,AC Milan,243,00:26:56.649,Pass,
,,,,,,,,,,,,,,,0.921157,,,,,,,,,,,,,024dead0-c42c-4e30-be42-1ac3eab44bab,2660,,,"[30.2, 26.4]",3879734,71,,,,,0.6353712,,Left Foot,,,"[40.1, 33.7]",,Ground Pass,,12.300406,,,,,Andrea Bertolacci,7147.0,,,,,,2,From Keeper,Luca Antonelli,8874.0,Left Back,151,AC Milan,243,['449afe26-0afa-44b2-aa16-0028065eecd6'],59,,,,,,,,,,,,,,,,,,AC Milan,243,00:26:59.225,Pass,
,,,,,,,,,,,,,,,0.668167,,,,,,,,,,,,,450ac598-efac-423b-8330-608c5a161917,2664,,,"[61.7, 31.3]",3879734,72,,,,,1.3692685,,Left Foot,,,"[63.6, 40.6]",,Ground Pass,,9.492102,,,,,Riccardo Montolivo,7166.0,,,,,,2,From Keeper,Andrea Bertolacci,7147.0,Left Defensive Midfield,151,AC Milan,243,['0a1ecf9d-961c-421a-b981-6372bed45f16'],7,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:07.178,Pass,
,,,,,,,,,,,,,,,1.529415,,,,,,,,,,,,,ac6861c3-6cec-4a06-9812-122df21eff1a,2667,,,"[63.2, 42.1]",3879734,72,,,,,1.4337301,,Right Foot,,,"[66.0, 62.4]",,Ground Pass,,20.492193,,,,,Ignazio Abate,7463.0,,,,,,2,From Keeper,Riccardo Montolivo,7166.0,Right Defensive Midfield,151,AC Milan,243,['4c80825c-5c66-4935-adf3-17b2edd74601'],10,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:10.319,Pass,
,,,,,,,,,,,,,,,0.843084,,,,,,,,,,,,,919c9810-6d4b-492b-9580-3765d1b15afb,2670,,,"[70.8, 65.9]",3879734,72,,,,,0.41368923,,Right Foot,,,"[83.1, 71.3]",,Ground Pass,,13.433167,,,,,Keisuke Honda,5683.0,,,,,,2,From Keeper,Ignazio Abate,7463.0,Right Back,151,AC Milan,243,['b76af3db-5af6-4bae-8c3e-7f9d08515c77'],13,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:13.085,Pass,
,,,,,,,,,,,,,,,0.420387,,,,,,,,,,,,,abbe5e95-ef2c-4b4c-82ad-d7886aec2e02,2677,,,"[97.5, 57.9]",3879734,72,,,,,-0.5383745,,Left Foot,,,"[104.7, 53.6]",,Ground Pass,,8.386298,,,,,Kevin-Prince Boateng,8668.0,,,,,,2,From Keeper,Keisuke Honda,5683.0,Right Midfield,151,AC Milan,243,"['0b2156f5-5690-4212-805b-06fe1ae69c9b', 'ff917925-b91c-4b7a-960a-7b25400777e9']",22,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:22.857,Pass,True
,,,,,,,,,,,,,,,1.165659,,,,,,,,,,,,,cd1fae84-c7ff-4c7d-a448-b94f402a15cc,2680,,,"[104.4, 53.6]",3879734,72,,,,,0.4969686,,Right Foot,,,"[110.3, 56.8]",,Ground Pass,,6.71193,,,,,Keisuke Honda,5683.0,,,,,,2,From Keeper,Kevin-Prince Boateng,8668.0,Left Midfield,151,AC Milan,243,['465c347e-bedc-4edf-83c3-cf64cbf131d3'],23,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:23.349,Pass,
,,,,,,,,,,,,,,,0.746781,,,,,,,,,,,,,1179a982-6b9c-4f2f-8a50-19d516d60e24,2683,,,"[110.3, 56.8]",3879734,72,,,,,-1.9853032,,Right Foot,True,,"[107.0, 49.3]",,Ground Pass,,8.1939,,,,,Kevin-Prince Boateng,8668.0,,,,,,2,From Keeper,Keisuke Honda,5683.0,Right Midfield,151,AC Milan,243,['d9b6cb11-712a-4f78-b9c2-bb2983879c4f'],24,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:24.706,Pass,
,,,,,,,,,,,,,,,1.813861,,,,,,,,,,,,,f6b7656f-25c1-4de1-b190-34d15d1b6843,2688,,,"[74.0, 72.8]",3879734,72,,,,,0.1640301,,Other,,,"[88.5, 75.2]",,High Pass,,14.697279,,,,,Ignazio Abate,7463.0,,,,,Recovery,2,From Keeper,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,151,AC Milan,243,['26b62bac-0f69-49ea-aadf-6cf05e0f9b79'],29,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:29.965,Pass,
,,,,,,,,,,,,,,,1.304624,,,,,,,,,,,,,abe49516-8393-4601-b0ce-c9197a3fbffc,2692,,,"[88.7, 75.2]",3879734,72,,,,,-2.7837133,,Right Foot,,,"[76.4, 70.6]",,High Pass,,13.132022,,,,,Alex Rodrigo Dias da Costa,40945.0,,,,,,2,From Keeper,Ignazio Abate,7463.0,Right Back,151,AC Milan,243,['aea1b7bb-e8e0-439e-96cd-584724b9b978'],32,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:32.516,Pass,
,,,,,,,,,,,,,,,0.890277,,,,,,,,,,,,,67dc2268-39f9-465d-801f-ee1a35449491,2695,,,"[69.2, 62.9]",3879734,72,,,,,0.90400976,,Left Foot,,,"[77.7, 73.7]",,Ground Pass,,13.743726,,,,,Ignazio Abate,7463.0,,,,,,2,From Keeper,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,151,AC Milan,243,['ece1f16c-2b53-445b-985c-be42bd7a678e'],36,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:36.970,Pass,
,,,,,,,,,,,,,,,0.557773,,,,,,,,,,,,,3ed17292-f934-4d26-9d5f-5c67a2c64556,2698,,,"[77.2, 73.2]",3879734,72,,,,,-1.315614,,Right Foot,,,"[79.6, 64.0]",,Ground Pass,,9.507892,,,,,Andrea Bertolacci,7147.0,,,,,,2,From Keeper,Ignazio Abate,7463.0,Right Back,151,AC Milan,243,['2987c072-73bc-4291-a0c8-d7ff8ce26abd'],39,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:39.132,Pass,
,,,,,,,,,,,,,,,1.035121,,,,,,,,,,,,,8b0adbb4-7d57-4f6a-ad99-b2dcf094c344,2701,,,"[79.6, 64.0]",3879734,72,,,,,0.57133746,,Right Foot,,,"[93.6, 73.0]",,Ground Pass,,16.643316,,,,,Keisuke Honda,5683.0,,,,,,2,From Keeper,Andrea Bertolacci,7147.0,Left Defensive Midfield,151,AC Milan,243,['a9838221-583c-48e1-a7e2-6519d9967016'],40,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:40.414,Pass,
,,,,,,,,,,,,,,,1.645846,,,,,,,,,,,,,8b233641-4094-4166-a7e8-7742a90dc9bb,2707,,,"[106.0, 65.4]",3879734,72,,,,,-1.4011151,449e046e-6465-4c18-a953-1dac82834a48,Right Foot,True,,"[110.9, 36.8]",,High Pass,,29.01672,,,,,Carlos Arturo Bacca Ahumada,5688.0,True,,,,,2,From Keeper,Keisuke Honda,5683.0,Right Midfield,151,AC Milan,243,['78d1e7f5-af32-460c-9d5b-9accb4ce6188'],46,,,,,,,,,,,,,,,,,,AC Milan,243,00:27:46.995,Pass,
,,,,,,,,,,,,,,,3.021598,,,,,,,,,,,,,6fa0242e-d362-467d-9941-a2f3846009be,2711,,,"[7.0, 36.1]",3879734,73,,,,,-0.31375986,,Right Foot,,,"[59.7, 19.0]",,High Pass,,55.404873,,,,,Cyril Théréau,8272.0,,,,,Goal Kick,2,From Goal Kick,Orestis Karnezis,3742.0,Goalkeeper,152,Udinese,230,['f35c2bc7-1ae5-49f4-9009-49541bd76845'],12,,,,,,,,,,,,,,,,,,Udinese,230,00:28:12.671,Pass,
,,,,,,,,,,,,,,,2.475546,,,,,,,,,,,,,ad913322-d66b-4797-ac3a-36ff085f2b21,2713,,,"[59.9, 18.7]",3879734,73,,,,True,0.95124274,,,,,"[69.6, 32.3]",,Low Pass,,16.70479,,,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,2,From Goal Kick,Cyril Théréau,8272.0,Left Center Forward,152,Udinese,230,"['101fdafb-96cb-4636-a157-31aac94170c0', 'cf482421-d7b6-4498-8a97-48ffce19d9c0', 'd782063c-6ee8-4702-8538-c3c17f90a00b']",15,,,,,,,,,,,,,,,,,,Udinese,230,00:28:15.693,Pass,True
,,,,,,,,,,,,,,,0.656439,,,,,,,,,,,,,1a08fd29-df65-48be-93b0-d8efbb52a91a,2719,,,"[55.6, 38.0]",3879734,73,,,,,-0.028977394,,Right Foot,,,"[62.5, 37.8]",,Ground Pass,,6.902898,,,,,Andrea Bertolacci,7147.0,,,,,,2,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,153,AC Milan,243,"['10e408cc-5807-453f-89f1-ee2cfef2852d', '9a3e8592-60d3-4c58-9f1b-7a23d4f0174a']",20,,,,,,,,,,,,,,,,,,AC Milan,243,00:28:20.540,Pass,True
,,,,,,,,,,,,,,,0.907579,,,,,,,,,,,,,3292dbbe-c4c3-44d9-9360-c1415708b162,2723,,,"[65.4, 33.3]",3879734,73,,,,,0.48216403,,Left Foot,,,"[76.1, 38.9]",,Ground Pass,,12.076838,,,,,Kevin-Prince Boateng,8668.0,,,,,,2,Regular Play,Andrea Bertolacci,7147.0,Left Defensive Midfield,153,AC Milan,243,['cf15e38d-97eb-44fb-b027-b25758c2da59'],22,,,,,,,,,,,,,,,,,,AC Milan,243,00:28:22.997,Pass,
,,,,,,,,,,,,,,,1.208021,,,,,,,,,,,,,28ddffcf-2a4b-4a48-92b5-3235acb59a97,2726,,,"[79.0, 45.8]",3879734,73,,,,,1.0279158,,Right Foot,,,"[89.8, 63.7]",,Ground Pass,,20.90574,,,,,Keisuke Honda,5683.0,,,,,,2,Regular Play,Kevin-Prince Boateng,8668.0,Left Midfield,153,AC Milan,243,['e1bbb3a9-9e9b-40a7-879a-bc9127053867'],25,,,,,,,,,,,,,,,,,,AC Milan,243,00:28:25.031,Pass,
,,,,,,,,,,,,,,,1.76664,,,,,,,,,,,,,69300ab2-e020-49f5-a438-d05170619102,2736,,,"[22.4, 21.8]",3879734,75,,True,,,0.024829334,,Drop Kick,,,"[82.8, 23.3]",,High Pass,,60.41862,,,,,Duván Esteban Zapata Banguera,7017.0,,,,,,2,From Keeper,Orestis Karnezis,3742.0,Goalkeeper,156,Udinese,230,['5b77f91d-ed60-4381-9cd1-082f5d42b487'],4,,,,,,,,,,,,,,,,,,Udinese,230,00:30:04.848,Pass,
,,,,,,,,,,,,,,,0.957242,,,,,,,,,,,,,d8da9f1a-f398-4f13-9c9a-5427774e9dad,2738,,,"[82.8, 23.3]",3879734,75,,True,,,-2.7069225,,Right Foot,,,"[77.2, 20.7]",,Ground Pass,,6.1741395,,,,,Zdravko Kuzmanović,6577.0,,,,,,2,Regular Play,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,157,Udinese,230,['ef1befd5-a857-4e1a-ae82-0d464a8da4cd'],6,,,,,,,,,,,,,,,,,,Udinese,230,00:30:06.614,Pass,
,,,,,,,,,,,,,,,1.480868,,,,,,,,,,,,,6bb023d3-2de8-4cdf-9883-180615ffa238,2740,,,"[77.2, 20.7]",3879734,75,,,,,-1.5707964,,Right Foot,,,"[77.2, 8.2]",,Ground Pass,,12.5,,,,,Edenílson Andrade dos Santos,25116.0,,,,,,2,Regular Play,Zdravko Kuzmanović,6577.0,Left Center Midfield,158,Udinese,230,['5f952969-d1c2-4326-964c-a025c94a0bf9'],7,,,,,,,,,,,,,,,,,,Udinese,230,00:30:07.968,Pass,
,,,,,,,,,,,,,,,0.553143,,,,,,,,,,,,,508b1707-452c-431e-92a7-3a7edacd7b4f,2743,,,"[77.9, 8.2]",3879734,75,,,,,1.5374753,,Right Foot,,,"[78.1, 14.2]",,Ground Pass,,6.0033326,,,,,Cyril Théréau,8272.0,,,,,,2,Regular Play,Edenílson Andrade dos Santos,25116.0,Left Wing Back,159,Udinese,230,['fe1afdd4-3abc-408b-9e70-7238ebc172f1'],9,,,,,,,,,,,,,,,,,,Udinese,230,00:30:09.563,Pass,
,,,,,,,,,,,,,,,0.972107,,,,,,,,,,,,,e1249f81-7614-4b8d-b5fb-a8ae76e327a8,2746,,,"[80.7, 17.7]",3879734,75,,,,,0.112307385,,Right Foot,,,"[94.0, 19.2]",,Ground Pass,,13.384319,,,,,Zdravko Kuzmanović,6577.0,,,,,,2,Regular Play,Cyril Théréau,8272.0,Left Center Forward,160,Udinese,230,['edd4fb29-f006-4605-8451-20a8f59c4092'],11,,,,,,,,,,,,,,,,,,Udinese,230,00:30:11.445,Pass,
,,,,,,,,,,,,,,,1.227699,,,,,,,,,,,,,2e8fbd4f-129d-4422-a079-6558ba6814bc,2749,,,"[92.8, 22.0]",3879734,75,,,,,1.1056404,,Right Foot,,,"[106.1, 48.5]",,High Pass,,29.650295,,,Incomplete,,Silvan Widmer,7796.0,,,,,,2,Regular Play,Zdravko Kuzmanović,6577.0,Left Center Midfield,161,Udinese,230,"['da6c4c09-9e73-45bb-8ab8-6ea85f58579b', 'ed6a1158-edc7-4760-ad6a-ee3e881c184c']",15,,,,,,,,,,,,,,,,,,Udinese,230,00:30:15.932,Pass,
,,,,,,,,,,,,,,,1.362754,,,,,,,,,,,,,da6c4c09-9e73-45bb-8ab8-6ea85f58579b,2751,,,"[14.0, 31.6]",3879734,75,,,,,0.09901291,,Other,,,"[29.1, 33.1]",,Low Pass,,15.17432,,,,,Kevin-Prince Boateng,8668.0,,,,,Recovery,2,From Counter,Luca Antonelli,8874.0,Left Back,162,AC Milan,243,"['2e8fbd4f-129d-4422-a079-6558ba6814bc', '4720349b-79a0-4ce0-a544-dfa159f39430']",17,,,,,,,,,,,,,,,,,,AC Milan,243,00:30:17.159,Pass,
,,,,,,,,,,,,,,,2.039895,,,,,,,,,,,,,2c35d8e3-5684-489a-bf3a-97be77e87311,2754,,,"[29.3, 34.2]",3879734,75,,,,,0.714479,,Right Foot,,,"[48.9, 51.2]",,High Pass,,25.945328,,,,,Riccardo Montolivo,7166.0,,,,,,2,From Counter,Kevin-Prince Boateng,8668.0,Left Midfield,162,AC Milan,243,['e73a57c1-0d39-4762-a945-ea2dcd8045d5'],18,,,,,,,,,,,,,,,,,,AC Milan,243,00:30:18.945,Pass,
,,,,,,,,,,,,,,,1.712392,,,,,,,,,,,,,1edb6660-7a99-4ea8-a1d8-da0b1c69c4cc,2757,,,"[54.1, 52.3]",3879734,75,,,,,0.67673695,,Right Foot,,,"[78.5, 71.9]",,Ground Pass,,31.297285,,,,,Mario Barwuah Balotelli,3371.0,,,,,,2,From Counter,Riccardo Montolivo,7166.0,Right Defensive Midfield,162,AC Milan,243,['f7915e95-b048-4e3f-a5f7-0528ac44ee51'],21,,,,,,,,,,,,,,,,,,AC Milan,243,00:30:21.903,Pass,
,,,,,,,,,,,,,,,3.444421,,,,,,,,,,,,,3114ea22-255f-4d5c-ac77-1f85aedbc5c1,2766,,,"[7.0, 36.1]",3879734,77,,,,,-0.22845806,,Right Foot,,,"[64.2, 22.8]",,High Pass,,58.725887,,,Incomplete,,Cyril Théréau,8272.0,,,,,Goal Kick,2,From Goal Kick,Orestis Karnezis,3742.0,Goalkeeper,164,Udinese,230,"['217f6ed1-693d-44d5-aed9-aa8d73895d00', '7d1199a5-1854-4d3f-80be-c70cb6846bb2']",7,,,,,,,,,,,,,,,,,,Udinese,230,00:32:07.513,Pass,
,,,,,,,,,,,,,,,2.367773,,,,,,,,,,,,,217f6ed1-693d-44d5-aed9-aa8d73895d00,2769,,,"[55.9, 57.3]",3879734,77,,,,True,-0.24103132,,,,,"[73.8, 52.9]",,High Pass,,18.432852,,,,,Mario Barwuah Balotelli,3371.0,,,,,Recovery,2,From Goal Kick,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,164,Udinese,230,"['3114ea22-255f-4d5c-ac77-1f85aedbc5c1', '6e468e5f-171b-4712-93ed-06988c511b28', '8a04497f-028b-424c-ad0a-2860a1ad3de5']",10,,,,,,,,,,,,,,,,,,AC Milan,243,00:32:10.958,Pass,True
,,,,,,,,,,,,,,,1.355124,,,,,,,,,,,,,50fdc28a-bf55-43ef-83ce-32005817d7df,2771,,,"[74.4, 52.9]",3879734,77,,,,,-0.9973558,,Head,,,"[83.7, 38.5]",,High Pass,,17.142054,,,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,2,From Goal Kick,Mario Barwuah Balotelli,3371.0,Right Center Forward,164,Udinese,230,"['317f9316-5dcc-4332-8ba6-b9a49316e976', '6671dc19-2707-4c0b-b74e-2393deb83df1']",13,,,,,,,,,,,,,,,,,,AC Milan,243,00:32:13.413,Pass,
,,,,,,,,,,,,,,,1.669177,,,,,,,,,,,,,6671dc19-2707-4c0b-b74e-2393deb83df1,2774,,,"[36.4, 41.6]",3879734,77,,,,True,-0.037020117,,,,,"[41.8, 41.4]",,High Pass,,5.4037023,,,,,Guilherme dos Santos Torres,6729.0,,,,,Recovery,2,From Goal Kick,Molla Wagué,3577.0,Right Center Back,164,Udinese,230,"['35de4468-24d8-4b74-956c-a3cf8d79fb43', '50fdc28a-bf55-43ef-83ce-32005817d7df', '8b75de5b-d2e7-4d06-a88b-6c7d71ad6c4d']",14,,,,,,,,,,,,,,,,,,Udinese,230,00:32:14.768,Pass,True
,,,,,,,,,,,,,,,1.973809,,,,,,,,,,,,,3166be60-d002-40e2-889d-8a797d71084a,2776,,,"[42.5, 41.8]",3879734,77,,,,,0.5554937,,Head,,,"[57.0, 50.8]",,High Pass,,17.066048,,,Incomplete,,Cyril Théréau,8272.0,,,,,,2,From Goal Kick,Guilherme dos Santos Torres,6729.0,Center Defensive Midfield,164,Udinese,230,"['8495ffee-f04c-47bb-8437-5a47df18c964', 'bd3c7728-38c3-4df2-8346-170403ec37de']",16,,,,,,,,,,,,,,,,,,Udinese,230,00:32:16.438,Pass,
,,,,,,,,,,,,,,,2.064768,,,,,,,,,,,,,8495ffee-f04c-47bb-8437-5a47df18c964,2778,,,"[63.1, 29.3]",3879734,77,,,,,-1.1353103,,Left Foot,,,"[69.8, 14.9]",,Low Pass,,15.8823805,,,,,Riccardo Montolivo,7166.0,,,,,Recovery,2,Regular Play,Luca Antonelli,8874.0,Left Back,165,AC Milan,243,"['1e0a605a-f935-4477-bd13-0c1d551ed4f9', '3166be60-d002-40e2-889d-8a797d71084a']",18,,,,,,,,,,,,,,,,,,AC Milan,243,00:32:18.411,Pass,
