50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.304979,,,,,,,,,,,7ed3472f-90ed-4c1e-a5f2-5a386ba684e0,15,,,"[42.1, 3.9]",3879642,0,,,,,0.13958225,,Head,,,,"[54.2, 5.6]",High Pass,,12.218838,,,,Lorenzo Lollo,30829.0,,,,,Recovery,1,From Throw In,Riccardo Gagliolo,11499.0,Left Center Back,3,AC Milan,243,"['808e111c-6bbd-4e61-b62a-a75dddcd94f4', '876298a4-2511-48c8-af3b-e160349cda80']",25,,,,,,,,,,,,,,,,Carpi,1683,00:00:25.000,Pass,
,,,,,,,,,,,,,,,,,1.531505,,,,,,,,,,,674a8a64-58de-4bd3-b631-04e75844582f,18,,,"[54.2, 5.6]",3879642,0,,,,True,-0.5797155,,,,,,"[62.6, 0.1]",High Pass,,10.040419,,Out,,,,,,,,,1,From Throw In,Lorenzo Lollo,30829.0,Left Defensive Midfield,3,AC Milan,243,['d8e128be-9b4b-46ab-9fbb-8bd844c01e5d'],26,,,,,,,,,,,,,,,,Carpi,1683,00:00:26.305,Pass,True
,,,,,,,,,,,,,,,,,1.131573,,,,,,,,,,,91deb23a-e5b1-47f5-a44a-b1d2cbd4aaf8,19,,,"[62.6, 80.0]",3879642,0,,,,,-2.3860364,,,,,,"[55.7, 73.5]",Low Pass,,9.479451,,,,Riccardo Montolivo,7166.0,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,4,AC Milan,243,['4da559ff-82ed-4e4c-acb4-711e72c2ff6c'],34,,,,,,,,,,,,,,,,AC Milan,243,00:00:34.297,Pass,
,,,,,,,,,,,,,,,,,1.480372,,,,,,,,,,,135cf6a7-3d8c-47bd-bf6f-e37530feba39,21,,,"[56.1, 73.5]",3879642,0,,,,,-0.0501252,,Right Foot,,,,"[86.0, 72.0]",High Pass,,29.937601,,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Left Defensive Midfield,4,AC Milan,243,"['4cc76fde-b68c-471b-b1f9-4100da2d8286', '7683310a-bf8e-4ae3-bac0-d78c711c7f22']",35,,,,,,,,,,,,,,,,AC Milan,243,00:00:35.429,Pass,
,,,,,,,,,,,,,,,,,1.727482,,,,,,,,,,,f41a6f7c-8ffc-4bfe-8757-abb1fec09951,25,,,"[35.9, 4.6]",3879642,0,,,,,0.10379234,,Left Foot,,,,"[64.7, 7.6]",High Pass,,28.955828,,,,Raphael Martinho Alves de Lima,387476.0,,,,,,1,Regular Play,Riccardo Gagliolo,11499.0,Left Center Back,5,Carpi,1683,['7d5894c5-b6e3-49d2-b159-207285d84c17'],39,,,,,,,,,,,,,,,,Carpi,1683,00:00:39.080,Pass,
,,,,,,,,,,,,,,,,,1.319407,,,,,,,,,,,104ab0a3-a5ea-48cf-80d2-afc45b6c879b,27,,,"[64.7, 7.6]",3879642,0,,,,,-0.41947746,,Head,,,,"[72.1, 4.3]",High Pass,,8.1024685,,,,Kevin Lasagna,7793.0,,,,,,1,Regular Play,Raphael Martinho Alves de Lima,387476.0,Left Midfield,5,Carpi,1683,['71b5af28-d5a5-4f14-861a-b46ce11e6e1b'],40,,,,,,,,,,,,,,,,Carpi,1683,00:00:40.808,Pass,
,,,,,,,,,,,,,,,,,0.572096,,,,,,,,,,,45b31d02-de01-4598-9b47-225e4c5e79fe,36,,,"[38.7, 66.5]",3879642,0,,,,,-0.47703966,,Left Foot,,,,"[47.6, 61.9]",Ground Pass,,10.018483,,Incomplete,,Juraj Kucka,10919.0,,,,,Recovery,1,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,5,Carpi,1683,"['854602f9-f1fb-4196-9f10-e9aca35ea221', '8e324261-0a4f-4158-b9bb-c56cbbd9bcf2', 'f9a07505-1141-4ad7-ba1e-e2a8c7f370d3']",44,,,,,,,,,,,,,,,,AC Milan,243,00:00:44.802,Pass,True
,,,,,,,,,,,,,,,,,0.960364,,,,,,,,,,,6f97e574-9024-49b7-948d-8d55bd6796bc,44,,,"[49.2, 54.6]",3879642,0,,,,,0.1597021,,Right Foot,,,,"[64.1, 57.0]",Ground Pass,,15.092051,,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,Free Kick,1,From Free Kick,Riccardo Montolivo,7166.0,Left Defensive Midfield,7,AC Milan,243,['d24c1551-1f94-476d-96aa-73a46381053f'],49,,,,,,,,,,,,,,,,AC Milan,243,00:00:49.961,Pass,
,,,,,,,,,,,,,,,,,1.175686,,,,,,,,,,,eea29726-79d9-4bae-b886-65a5a84d3578,50,,,"[58.6, 18.8]",3879642,0,,,,,-2.6039178,,Left Foot,,,,"[42.5, 9.2]",Ground Pass,,18.744865,,,,Gaetano Letizia,7114.0,,,,,Recovery,1,Regular Play,Raphael Martinho Alves de Lima,387476.0,Left Midfield,8,Carpi,1683,"['ce4bd874-cce6-4dcb-96ca-5fa8da13bb33', 'd372ea03-aa70-4a1e-8daf-6026e1a25226']",51,,,,,,,,,,,,,,,,Carpi,1683,00:00:51.729,Pass,True
,,,,,,,,,,,,,,,,,0.480286,,,,,,,,,,,d331a339-b979-4749-a38c-4fc7f3ef1f27,54,,,"[41.7, 2.8]",3879642,0,,,,,0.1671018,,Left Foot,,,,"[50.0, 4.2]",Ground Pass,,8.417244,,,,Raphael Martinho Alves de Lima,387476.0,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Left Back,8,Carpi,1683,['8ae885e2-c2a1-4ab0-9073-d891c19f6c26'],56,,,,,,,,,,,,,,,,Carpi,1683,00:00:56.262,Pass,
,,,,,,,,,,,,,,,,,1.187668,,,,,,,,,,,0d576464-d4d7-442e-875b-7bf7d54d5a0a,56,,,"[50.0, 4.2]",3879642,0,,,,,0.32658145,,No Touch,,,,"[62.4, 8.4]",Ground Pass,,13.091982,True,,,Marco Borriello,8871.0,,,,,,1,Regular Play,Raphael Martinho Alves de Lima,387476.0,Left Midfield,8,Carpi,1683,['3c2d0400-7060-459b-8259-100aaae95aa5'],56,,,,,,,,,,,,,,,,Carpi,1683,00:00:56.742,Pass,
,,,,,,,,,,,,,,,,,1.442002,,,,,,,,,,,4a072355-92c2-403e-b6d4-c4178014deec,64,,,"[58.0, 5.6]",3879642,1,,,,,0.20562357,,Left Foot,,,,"[93.0, 12.9]",High Pass,,35.75318,,Incomplete,,Raphael Martinho Alves de Lima,387476.0,,,,,Free Kick,1,From Free Kick,Riccardo Gagliolo,11499.0,Left Center Back,9,Carpi,1683,"['bf69bc41-f8be-4296-a9f3-45dfa9e09f85', 'de4c9200-189b-4e9b-bd2b-25259d317e24']",18,,,,,,,,,,,,,,,,Carpi,1683,00:01:18.127,Pass,
,,,,,,,,,,,,,,,,,0.909548,,,,,,,,,,,01cdc8b8-f055-4a38-9a4e-9dcb4a69227d,68,,,"[27.9, 70.1]",3879642,1,,,,,0.3649131,,Right Foot,,,,"[36.8, 73.5]",Ground Pass,,9.527329,,,,Alessio Cerci,7702.0,,,,,,1,Regular Play,Ignazio Abate,7463.0,Right Back,10,AC Milan,243,['462d5e7a-f72b-4c44-aa8d-c5d25f1c9e3b'],20,,,,,,,,,,,,,,,,AC Milan,243,00:01:20.404,Pass,
,,,,,,,,,,,,,,,,,0.799702,,,,,,,,,,,52219d32-b6e2-4c4a-b6cc-bb4095fc0909,71,,,"[36.9, 73.5]",3879642,1,,,,,-1.9267541,,Left Foot,,,,"[34.0, 65.7]",Ground Pass,,8.321658,,,,Juraj Kucka,10919.0,,,,,,1,Regular Play,Alessio Cerci,7702.0,Right Midfield,10,AC Milan,243,['0280e443-6085-46d4-b279-b7f04859c2fc'],21,,,,,,,,,,,,,,,,AC Milan,243,00:01:21.344,Pass,
,,,,,,,,,,,,,,,,,0.67059,,,,,,,,,,,d8070a1d-ace5-4cbf-9159-3ac27d754b59,78,,,"[89.9, 9.2]",3879642,1,,,,,1.6146278,,Left Foot,,,,"[89.4, 20.6]",Ground Pass,,11.410959,,,,Kevin Lasagna,7793.0,,,,,Recovery,1,Regular Play,Raphael Martinho Alves de Lima,387476.0,Left Midfield,11,Carpi,1683,"['426af0d7-3a02-4b8d-b085-baffe38b943c', 'ac5ad2b7-f8e4-42d7-adc6-73c113df29a3']",24,,,,,,,,,,,,,,,,Carpi,1683,00:01:24.742,Pass,True
,,,,,,,,,,,,,,,,,0.486875,,,,,,,,,,,7d869c8c-9f63-43f4-8305-ee9fa5b96532,80,,,"[89.4, 20.6]",3879642,1,,,,,-2.5438342,,Left Foot,,,,"[84.7, 17.4]",Ground Pass,,5.6859474,,,,Lorenzo Lollo,30829.0,,,,,,1,Regular Play,Kevin Lasagna,7793.0,Center Attacking Midfield,11,Carpi,1683,['47c9a967-9f28-4b67-b203-bf6efe7554ea'],25,,,,,,,,,,,,,,,,Carpi,1683,00:01:25.413,Pass,
,,,,,,,,,,,,,,,,,1.151066,,,,,,,,,,,01520705-b5a6-4984-9561-a59d3050a085,84,,,"[83.9, 17.8]",3879642,1,,,,,0.6265274,,Right Foot,,,,"[94.4, 25.4]",Low Pass,,12.961867,,,,Marco Borriello,8871.0,,,,,,1,Regular Play,Lorenzo Lollo,30829.0,Left Defensive Midfield,11,Carpi,1683,"['d4452dcf-6f7f-4128-81f0-f1f03987caba', 'd8011f8c-822e-4492-97fb-488720e605f8']",26,,,,,,,,,,,,,,,,Carpi,1683,00:01:26.361,Pass,True
,,,,,,,,,,,,,,,,,1.372672,,,,,,,,,,,d8def1b4-7f30-46bb-9eb3-143a605f95ca,88,,,"[98.1, 18.2]",3879642,1,,,,,-1.1793911,,Left Foot,,,,"[103.3, 5.6]",Ground Pass,,13.630847,,,,Raphael Martinho Alves de Lima,387476.0,,,,,,1,Regular Play,Marco Borriello,8871.0,Center Forward,11,Carpi,1683,['7898c073-ae4d-49da-b01b-c8420e09d181'],30,,,,,,,,,,,,,,,,Carpi,1683,00:01:30.192,Pass,
,,,,,,,,,,,,,,,,,5.306171,,,,,,,,,,,a7a3ea76-8ca3-418a-8389-68996766da04,91,,,"[105.6, 5.8]",3879642,1,,,,,1.5129579,,Left Foot,True,,,"[109.3, 69.7]",High Pass,,64.007034,,Incomplete,,,,,True,,,,1,Regular Play,Raphael Martinho Alves de Lima,387476.0,Left Midfield,11,Carpi,1683,['bf0853de-9b4f-4e13-b925-878a8d62603f'],32,,,,,,,,,,,,,,,,Carpi,1683,00:01:32.584,Pass,
,,,,,,,,,,,,,,,,,2.019779,,,,,,,,,,,c26531b2-fbbc-48f9-8e7d-b1bf2518aecf,95,,,"[2.0, 1.7]",3879642,1,,,,,0.05482306,,Left Foot,,,,"[34.8, 3.5]",High Pass,,32.849354,,,,M''Baye Babacar Niang,5661.0,,,,,,1,Regular Play,Giacomo Bonaventura,7026.0,Left Midfield,12,AC Milan,243,"['3e0eaf2b-8a2e-43f0-9d3f-e0cc57817ee1', 'b9994ba7-41c7-4817-aa37-408f232c311d']",40,,,,,,,,,,,,,,,,AC Milan,243,00:01:40.446,Pass,True
,,,,,,,,,,,,,,,,,1.14031,,,,,,,,,,,d3409b1a-ba58-4e5d-943f-f3038339aa74,102,,,"[34.8, 0.1]",3879642,1,,,,,1.226149,,,,,,"[37.6, 7.9]",Low Pass,,8.28734,,,,Riccardo Montolivo,7166.0,,,,,Throw-in,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,13,AC Milan,243,['d506c2db-03c3-4d3b-b219-60fa286c89a6'],53,,,,,,,,,,,,,,,,AC Milan,243,00:01:53.019,Pass,
,,,,,,,,,,,,,,,,,1.237298,,,,,,,,,,,83c63ac9-1614-4135-9349-8906fb281066,104,,,"[37.6, 7.9]",3879642,1,,,,,-2.0344439,,Right Foot,,,,"[34.5, 1.7]",Low Pass,,6.931811,,,,Mattia De Sciglio,6944.0,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Left Defensive Midfield,13,AC Milan,243,['3c719685-f94d-43ec-a4cd-6f974b0661b4'],54,,,,,,,,,,,,,,,,AC Milan,243,00:01:54.159,Pass,
,,,,,,,,,,,,,,,,,2.513175,,,,,,,,,,,0f030e79-2ce8-407f-94aa-c4c7d130de8f,107,,,"[34.5, 1.7]",3879642,1,,,,,0.40701342,,Right Foot,,,,"[68.6, 16.4]",High Pass,,37.13354,,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,13,AC Milan,243,"['29776446-d6dd-4ab7-bd2a-ffb3af7baddd', '9fe0e2f8-d03c-44ef-82b1-830132c5fef8']",55,,,,,,,,,,,,,,,,AC Milan,243,00:01:55.453,Pass,
,,,,,,,,,,,,,,,,,2.006707,,,,,,,,,,,8d157ddb-6522-4a62-8f20-2b2aeeadb281,115,,,"[62.7, 0.1]",3879642,2,,,,,0.17057498,,,,,,"[83.6, 3.7]",High Pass,,21.20778,,,,M''Baye Babacar Niang,5661.0,,,,,Throw-in,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,14,AC Milan,243,['a30841a2-c736-4fb7-9e9c-d29ebc72d1fb'],16,,,,,,,,,,,,,,,,AC Milan,243,00:02:16.131,Pass,
,,,,,,,,,,,,,,,,,1.340476,,,,,,,,,,,637301e5-dda1-46fa-9f3f-ea0f2050ab01,120,,,"[30.5, 80.0]",3879642,2,,,,,-0.18255985,,,,,,"[43.5, 77.6]",High Pass,,13.219683,,,,Lorenzo Pasciuti,387472.0,,,,,Throw-in,1,From Throw In,Cristian Zaccardo,387300.0,Right Back,15,Carpi,1683,['2f85f599-0395-42c3-b317-87baa2e76e2e'],29,,,,,,,,,,,,,,,,Carpi,1683,00:02:29.250,Pass,
,,,,,,,,,,,,,,,,,1.493662,,,,,,,,,,,cddb608d-8450-476c-81a5-8d14ceb0b92c,122,,,"[43.5, 77.6]",3879642,2,,,,,0.21293835,,Head,,,,"[54.6, 80.0]",High Pass,,11.356496,,Out,,Kevin Lasagna,7793.0,,,,,,1,From Throw In,Lorenzo Pasciuti,387472.0,Right Midfield,15,Carpi,1683,['b648bc93-89ad-4e9a-93ce-a90c9a7cc2f2'],30,,,,,,,,,,,,,,,,Carpi,1683,00:02:30.590,Pass,
,,,,,,,,,,,,,,,,,1.454044,,,,,,,,,,,248cb852-f6bc-40d4-9d4d-40fda4b5a604,124,,,"[67.8, 0.1]",3879642,2,,,,,0.18231049,,,,,,"[85.7, 3.4]",High Pass,,18.201649,,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,Throw-in,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,16,AC Milan,243,"['7a3ddfd6-d969-4b3b-a58c-e3c35d220a32', 'e957f204-710b-4bd3-b972-5626d36c8840']",38,,,,,,,,,,,,,,,,AC Milan,243,00:02:38.566,Pass,
,,,,,,,,,,,,,,,,,1.333393,,,,,,,,,,,0456929d-cdc3-4966-8f5e-64f393aaf5cc,128,,,"[77.6, 0.1]",3879642,2,,True,,,2.6381934,,,,,,"[70.7, 3.9]",Low Pass,,7.877182,,,,Riccardo Montolivo,7166.0,,,,,Throw-in,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,17,AC Milan,243,['26d42228-880a-44e8-ab0f-96f51fe17abc'],44,,,,,,,,,,,,,,,,AC Milan,243,00:02:44.765,Pass,
,,,,,,,,,,,,,,,,,1.629772,,,,,,,,,,,69448242-5c3e-49ef-817a-566f73d364da,131,,,"[72.0, 3.9]",3879642,2,,,,,0.07714131,,Left Foot,,,,"[92.7, 5.5]",High Pass,,20.761744,,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Left Defensive Midfield,17,AC Milan,243,"['2007e9c8-9da4-4929-b51a-10e23973c8cf', '7a43921e-1234-49ff-8e61-4e2825f8b38e', 'd807e809-95dd-4dcb-834c-b72a451132d0']",46,,,,,,,,,,,,,,,,AC Milan,243,00:02:46.700,Pass,True
,,,,,,,,,,,,,,,,,1.024541,,,,,,,,,,,1f5f756f-734a-415b-8681-214f99f16766,136,,,"[75.2, 0.1]",3879642,2,,,,,2.9209454,,,,,,"[64.5, 2.5]",Low Pass,,10.965857,,,,Riccardo Montolivo,7166.0,,,,,Throw-in,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,18,AC Milan,243,['b199bec3-1c8b-4528-9bf0-bce7e8042e62'],57,,,,,,,,,,,,,,,,AC Milan,243,00:02:57.213,Pass,
,,,,,,,,,,,,,,,,,2.585668,,,,,,,,,,,eddfc711-207d-46ee-b06e-79f2ee125f40,140,,,"[61.7, 2.3]",3879642,3,,,,,2.9896624,,Right Foot,,,,"[40.8, 5.5]",Ground Pass,,21.143557,,,,Alessio Romagnoli,7458.0,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Left Defensive Midfield,18,AC Milan,243,"['62e57e2f-9f31-438c-a053-e8a411722919', 'b5fc1b2d-7128-4698-900a-7a76192eb011']",0,,,,,,,,,,,,,,,,AC Milan,243,00:03:00.497,Pass,True
,,,,,,,,,,,,,,,,,1.17698,,,,,,,,,,,86f5af79-916a-403b-a884-7ab44155f6d4,143,,,"[49.2, 7.2]",3879642,3,,,,,0.18326516,,Left Foot,,,True,"[72.4, 11.5]",Ground Pass,,23.595127,,,,Giacomo Bonaventura,7026.0,,,,,,1,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,18,AC Milan,243,['51deba79-4f8b-43db-b1fb-905586a53c2b'],5,,,,,,,,,,,,,,,,AC Milan,243,00:03:05.773,Pass,
