50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fd8e9769-9d36-431e-acf5-75a3c1e32ef8,1,,,,3879607,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 6944, 'name': 'Mattia De Sciglio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20289, 'name': 'Philippe Mexès'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 7168, 'name': 'Andrea Poli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5661, 'name': ""M''Baye Babacar Niang""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 70}]}",AC Milan,243,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e2ca683b-7f9f-40f8-bf2a-589dc74157e7,2,,,,3879607,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 40333, 'name': 'Cristian Raimondi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 77}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6952, 'name': 'Alberto Grassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 12759, 'name': 'Maximiliano Nicol Moralez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 36770, 'name': 'Mauricio Ricardo Pinilla Ferreira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 51}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c9c138f0-51ad-4902-85bd-2d9affd9a8f7,3,,,,3879607,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,['5646f99c-09d3-43ed-9e1c-994bb6e497ad'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5646f99c-09d3-43ed-9e1c-994bb6e497ad,4,,,,3879607,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,['c9c138f0-51ad-4902-85bd-2d9affd9a8f7'],0,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,46131ddc-e430-4381-a2fc-401223700553,1801,,,,3879607,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,AC Milan,243,['7ece05a2-c12c-40b8-9afd-222b02d8296f'],0,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7ece05a2-c12c-40b8-9afd-222b02d8296f,1802,,,,3879607,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,AC Milan,243,['46131ddc-e430-4381-a2fc-401223700553'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.36439,,,,,,,,,,,,,e98699d7-80a1-4cea-8d7a-bb1c67e25c76,5,,,"[60.0, 40.0]",3879607,0,,,,,-3.0504992,,Right Foot,,"[39.2, 38.1]",Ground Pass,,20.886599,,,,Alessio Romagnoli,7458.0,,,,,Kick Off,1,From Kick Off,Riccardo Montolivo,7166.0,Center Defensive Midfield,2,AC Milan,243,['2db048d2-bb36-47e7-89a9-5923e660b8a0'],0,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.713,Pass,
,,,,,,,,,,,,,,,,,,1.462429,,,,,,,,,,,,,83249ecd-d155-4fd7-bbda-1831a4f5c66d,9,,,"[38.3, 38.9]",3879607,0,,,,,1.5851494,,Left Foot,,"[38.0, 59.8]",Ground Pass,,20.902153,,,,Philippe Mexès,20289.0,,,,,,1,From Kick Off,Alessio Romagnoli,7458.0,Left Center Back,2,AC Milan,243,"['bd9b209b-1a5c-40cc-ac60-ddce85baf0b5', 'e7eec5f6-1855-4c69-9555-ac04632700bb']",3,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:03.139,Pass,True
,,,,,,,,,,,,,,,,,,2.129514,,,,,,,,,,,,,9218add9-cc44-464a-be6f-d654b7c1a282,13,,,"[52.0, 65.0]",3879607,0,,,,,-0.35200614,,Right Foot,,"[99.1, 47.7]",High Pass,,50.17669,,Incomplete,,Andrea Poli,7168.0,,,,,,1,From Kick Off,Philippe Mexès,20289.0,Right Center Back,2,AC Milan,243,"['23f56f0e-c4c9-4f76-ba5f-958275def88a', '5c17963d-0012-482c-9476-b93dc60cfc46', '752707d7-5960-434f-931a-f6c0a4717e2d']",8,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:08.254,Pass,True
,,,,,,,,,,,,,,,,,,2.271345,,,,,,,,,,,,,28248ee6-5a69-48e3-ba1a-25493624d56b,17,,,"[85.2, 51.6]",3879607,0,,,,,-1.4469203,,Right Foot,,"[88.4, 25.9]",High Pass,,25.898455,,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,Recovery,1,From Kick Off,Juraj Kucka,10919.0,Right Center Midfield,2,AC Milan,243,"['369777ca-e58a-4faa-8c6f-4e039d2c8c69', '8ceab007-5d79-4704-8ea9-934ab330d611']",11,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:11.464,Pass,True
