bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4aee9ea8-a96a-4fc0-9793-4c712261c212,1,,,3879792,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 99}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9e8c10ba-83d9-430c-9550-f1434f39a571,2,,,3879792,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 69}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 40247, 'name': 'Simone Pepe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,49cb04d9-64d6-4735-8ec2-aac8f55dd589,3,,,3879792,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['5ef8c910-7270-4fa5-8bdc-e9f1364f89e3'],0,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5ef8c910-7270-4fa5-8bdc-e9f1364f89e3,4,,,3879792,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['49cb04d9-64d6-4735-8ec2-aac8f55dd589'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c5d94e49-8ebb-4609-babf-b1c9b9c4481d,1673,,,3879792,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Sampdoria,234,['de26e199-49ee-4361-a6a3-d4a79622088f'],0,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,de26e199-49ee-4361-a6a3-d4a79622088f,1674,,,3879792,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Sampdoria,234,['c5d94e49-8ebb-4609-babf-b1c9b9c4481d'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.573903,,,,,,,,,,,,,,36b2d59c-2265-47b6-b4af-aec86b727cb9,5,,"[60.0, 40.0]",3879792,0,,,,,0.18311082,,Right Foot,,,"[62.7, 40.5]",,Ground Pass,,2.745906,,,,Simone Pepe,40247.0,,,,,Kick Off,1,From Kick Off,Valter Birsa,7045.0,Left Wing,2,Chievo,231,['6ab646a0-c92b-4742-a54b-bd9b87961d50'],0,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.725,Pass,
,,,,,,,,,,,,,,,,,,1.236689,,,,,,,,,,,,,,2a4c2b8a-cd3b-41ef-9c0b-31a99e502b8f,7,,"[63.5, 41.5]",3879792,0,,,,,-2.4360244,,Right Foot,,,"[44.6, 25.4]",,Ground Pass,,24.827806,,,,Ivan Radovanović,7042.0,,,,,,1,From Kick Off,Simone Pepe,40247.0,Center Forward,2,Chievo,231,['5d15f0bf-e128-4346-b262-dbc6d9fc6fab'],1,,,,,,,,,,,,,,,,,,Chievo,231,00:00:01.298,Pass,
,,,,,,,,,,,,,,,,,,0.719914,,,,,,,,,,,,,,e0b177ba-039a-4884-bc4e-ecb4940afd4d,10,,"[44.6, 26.4]",3879792,0,,,,,2.2142975,,Right Foot,,,"[42.2, 29.6]",,Ground Pass,,4.0,,,,Boštjan Cesar,8877.0,,,,,,1,From Kick Off,Ivan Radovanović,7042.0,Center Defensive Midfield,2,Chievo,231,['d442d3eb-e4b8-488e-839b-35e440e083e7'],2,,,,,,,,,,,,,,,,,,Chievo,231,00:00:02.568,Pass,
,,,,,,,,,,,,,,,,,,3.334343,,,,,,,,,,,,,,b44cb7f0-26f4-47cf-9a9c-7e644eda45bd,12,,"[42.0, 31.5]",3879792,0,,,,,0.5364711,,Left Foot,,,"[98.0, 64.8]",,High Pass,,65.15282,,,,Riccardo Meggiorini,11643.0,,,,,,1,From Kick Off,Boštjan Cesar,8877.0,Left Center Back,2,Chievo,231,['5d47cdc6-a225-495b-a892-2d1b2ec7124b'],3,,,,,,,,,,,,,,,,,,Chievo,231,00:00:03.288,Pass,
