50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fb498936-839e-47c3-bcf2-fe0d10b1fb24,1,,,3879612,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9903, 'name': 'Yussif Raman Chibsah'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2e94a669-08c2-4a4b-b417-d0c433e5cb21,2,,,3879612,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10881, 'name': 'Diogo José Rosário Gomes Figueiras'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7145, 'name': 'Darko Lazović'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9313e634-f6d9-4361-afd4-31b0c5bb2348,3,,,3879612,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['d5b486a4-bad2-44bb-9ebe-ff1be09eb61d'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d5b486a4-bad2-44bb-9ebe-ff1be09eb61d,4,,,3879612,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['9313e634-f6d9-4361-afd4-31b0c5bb2348'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,79720940-151c-4c44-a9bb-dc3349d3f286,1553,,,3879612,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Frosinone,291,['3c1ae585-a861-4b98-9529-9ec3d736741f'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3c1ae585-a861-4b98-9529-9ec3d736741f,1554,,,3879612,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Frosinone,291,['79720940-151c-4c44-a9bb-dc3349d3f286'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.918979,,,,,,,,,,,,98671fa5-9c5d-46cb-8f8a-d0af1ad5459b,5,,"[60.0, 40.0]",3879612,0,,,,,-2.8155625,,Right Foot,,,"[39.0, 32.9]",,Ground Pass,,22.167768,,,,Leonardo Blanchard,387847.0,,,,,,Kick Off,1,From Kick Off,Robert Gucher,30911.0,Left Defensive Midfield,2,Frosinone,291,['d8b4a9b4-9681-4e1a-8ed8-e6a2d778844e'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.792,Pass,
,,,,,,,,,,,,,,,,2.915686,,,,,,,,,,,,244f2985-7177-4d97-bfb4-310ecb499b99,9,,"[41.4, 34.1]",3879612,0,,,,,0.25233147,,Left Foot,,,"[95.7, 48.1]",,High Pass,,56.075752,,Incomplete,,Luca Paganini,23470.0,,,,,,,1,From Kick Off,Leonardo Blanchard,387847.0,Left Center Back,2,Frosinone,291,"['0caef539-3a01-4da5-9814-fab7c55f2a4c', '8973881d-10bf-42da-8f97-3bdf8589e454', 'a5633a73-9ced-4e11-bed5-a82413666455']",3,,,,,,,,,,,,,,,,,Frosinone,291,00:00:03.814,Pass,True
,,,,,,,,,,,,,,,,1.191231,,,,,,,,,,,,fb8ca911-1db4-4020-89ed-43a824a22338,12,,"[73.9, 52.2]",3879612,0,,,,,-0.081216305,,Head,,,"[91.1, 50.8]",,High Pass,,17.256884,,Pass Offside,,Luca Paganini,23470.0,,,,,,Recovery,1,From Kick Off,Yussif Raman Chibsah,9903.0,Right Defensive Midfield,2,Frosinone,291,['a1faf93d-3703-4370-b16c-9b3b464c3248'],9,,,,,,,,,,,,,,,,,Frosinone,291,00:00:09.050,Pass,
,,,,,,,,,,,,,,,,1.368415,,,,,,,,,,,,d6636eb9-67fe-4ab8-a1b0-eb099c89b549,14,,"[30.6, 29.3]",3879612,0,,,,,-1.2763343,,Right Foot,,,"[38.0, 4.9]",,Ground Pass,,25.497452,,,,Cristian Daniel Ansaldi,7464.0,,,,,,Free Kick,1,From Free Kick,Nicolás Andrés Burdisso,7467.0,Center Back,3,Genoa,233,['9f305144-6f56-466b-b647-0e6b36a39108'],21,,,,,,,,,,,,,,,,,Genoa,233,00:00:21.902,Pass,
