50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,334fb88d-d9f8-4feb-a224-2d68eb4357ca,1,,,,3879861,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 13614, 'name': 'Francesco Bardi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 93}, {'player': {'id': 398941, 'name': 'Vasyl Pryyma'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 44}, {'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 30927, 'name': 'Massimiliano Carlini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0c8a2fae-b9ec-4f16-aa82-0bacb69ea508,2,,,,3879861,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 92}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,39c50d32-1787-4808-97e3-b177efc02eac,3,,,,3879861,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['976d0f6a-e9a7-4b3e-b015-357966f4cb11'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,976d0f6a-e9a7-4b3e-b015-357966f4cb11,4,,,,3879861,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['39c50d32-1787-4808-97e3-b177efc02eac'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,99e9b54e-a68b-4c02-b9ca-de1c55450977,1490,,,,3879861,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Sassuolo,232,['f36207ca-44f8-4aca-b890-5f36647a8543'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f36207ca-44f8-4aca-b890-5f36647a8543,1491,,,,3879861,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Sassuolo,232,['99e9b54e-a68b-4c02-b9ca-de1c55450977'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.464108,,,,,,,,,,,,,1c7cc236-3964-4f02-a29a-21ade8a539f3,5,,,"[61.0, 40.1]",3879861,0,,,,1.8925469,,Right Foot,,,"[59.7, 44.0]",,Ground Pass,,4.110961,,,,Gregoire Defrel,7457.0,,,,,Kick Off,1,From Kick Off,Lorenzo Pellegrini,6963.0,Right Center Midfield,2,Sassuolo,232,['1f26ee3f-a03e-4b8e-9e0d-a1aed4c8e2be'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.466,Pass,
,,,,,,,,,,,,,,,,1.379745,,,,,,,,,,,,,17abae4e-2e82-40d1-afe9-98303f117242,8,,,"[60.5, 44.0]",3879861,0,,,,3.088545,,Left Foot,,,"[49.2, 44.6]",,Ground Pass,,11.315918,,,,Francesco Magnanelli,7127.0,,,,,,1,From Kick Off,Gregoire Defrel,7457.0,Center Forward,2,Sassuolo,232,['ead020d3-7e7a-46cd-aff6-f7f594a54682'],1,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:01.079,Pass,
,,,,,,,,,,,,,,,,2.300407,,,,,,,,,,,,,5fa049c5-7d31-4215-bba5-353e59e36fd2,11,,,"[49.2, 44.6]",3879861,0,,,,0.7484968,,Right Foot,,,"[81.5, 74.6]",,High Pass,,44.082764,,Incomplete,,Domenico Berardi,7131.0,,,,,,1,From Kick Off,Francesco Magnanelli,7127.0,Center Defensive Midfield,2,Sassuolo,232,"['08d2f997-275b-449a-80d3-086c3b072f2f', 'fac0b6c5-5fa4-47c5-96e5-a63821fe5e27']",3,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:03.289,Pass,
,,,,,,,,,,,,,,,,1.791222,,,,,,,,,,,,,2291c3ea-9a86-4c37-a9a6-79df2bee91e3,15,,,"[70.9, 80.0]",3879861,0,,,,-0.21109334,,,,,"[96.1, 74.6]",,Low Pass,,25.772078,,Incomplete,,Gregoire Defrel,7457.0,,,,,Throw-in,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,3,Sassuolo,232,"['27831dac-3bf9-42e2-a6b0-859c6d2a90e6', 'd56b28e3-5b3e-461a-b780-30a0abc39c4d']",15,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:15.291,Pass,
