50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,c1a11450-d02c-4b04-a62f-c8ea41b07349,1,,,3879553,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 32903, 'name': 'Emanuele Terranova'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 83}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 92}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0bc7f5f6-c181-43f1-b0a3-dfdeab4aa086,2,,,3879553,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 40247, 'name': 'Simone Pepe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 43}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 69}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,42af0dfb-7145-4925-bc4f-490e0c7e01d2,3,,,3879553,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['cc816012-e75f-49c1-8f6b-98a65d0ce13d'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,cc816012-e75f-49c1-8f6b-98a65d0ce13d,4,,,3879553,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['42af0dfb-7145-4925-bc4f-490e0c7e01d2'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,b68aa9d1-31f1-45ce-b41a-4c2e3433831d,1630,,,3879553,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Sassuolo,232,['44df40e1-9a24-413d-8150-0287ffd7a986'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,44df40e1-9a24-413d-8150-0287ffd7a986,1631,,,3879553,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Sassuolo,232,['b68aa9d1-31f1-45ce-b41a-4c2e3433831d'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.362166,,,,,,,,,,b282ec42-2cb4-4d61-b7f6-5caec153f84e,5,,"[61.0, 40.1]",3879553,0,,True,,,-2.6779451,,Left Foot,,,,"[59.8, 39.5]",,Ground Pass,,1.3416408,,,Simone Missiroli,7113.0,,,,,Kick Off,1,From Kick Off,Gregoire Defrel,7457.0,Center Forward,2,Sassuolo,232,['cacc13e9-8962-4541-8a98-18f3412819f3'],1,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:01.765,Pass,
,,,,,,,,,,,,,,,,1.952448,,,,,,,,,,7cb4f4da-7367-48f2-8bfa-f648c7491f0c,7,,"[58.7, 39.1]",3879553,0,,,,,-2.008456,,Right Foot,,,,"[46.3, 12.6]",,Low Pass,,29.257648,,,Federico Peluso,7118.0,,,,,,1,From Kick Off,Simone Missiroli,7113.0,Right Center Midfield,2,Sassuolo,232,['d5ce185e-06c0-4fe2-b264-980134692901'],2,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:02.872,Pass,
,,,,,,,,,,,,,,,,0.171675,,,,,,,,,,74db4305-d971-40cd-b921-ca643642e827,11,,"[47.7, 9.1]",3879553,0,,,,,0.0,,Left Foot,,,,"[50.4, 9.1]",,Low Pass,,2.7,Incomplete,,,,,,,,,1,From Kick Off,Federico Peluso,7118.0,Left Back,2,Sassuolo,232,"['84e35646-1c48-4f01-b6a1-66e3f2eb42e5', '933a2d53-dd06-46f0-b2e1-99ec594fa779']",7,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:07.733,Pass,True
,,,,,,,,,,,,,,,,0.862537,,,,,,,,,,c4843f5f-0274-4566-b8c5-ab9147e9e858,13,,"[64.8, 0.1]",3879553,0,,,,,1.010675,,,,,,"[72.2, 11.9]",,Low Pass,,13.928389,,,Joseph Alfred Duncan,7698.0,,,,,Throw-in,1,From Throw In,Federico Peluso,7118.0,Left Back,3,Sassuolo,232,['587cca08-3922-4767-9bd8-d3aef98283cf'],15,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:15.517,Pass,
,,,,,,,,,,,,,,,,1.474564,,,,,,,,,,48f7bfe8-4d0b-4a5f-8f96-59e4f6f9add6,16,,"[45.7, 64.4]",3879553,0,,,,,-0.16292647,,Head,,,,"[53.0, 63.2]",,High Pass,,7.3979726,,,Simone Pepe,40247.0,,,,,Recovery,1,Regular Play,Nicola Rigoni,7041.0,Center Defensive Midfield,4,Chievo,231,['6e711d41-7abb-4c56-ac30-e4d9ea828f0d'],17,,,,,,,,,,,,,,,,,Chievo,231,00:00:17.091,Pass,
