50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4e9e2599-9e8f-4f7b-9b19-f242fadad998,1,,,3879724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 5663, 'name': 'Jakub Błaszczykowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 27}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 26192, 'name': 'Matías Ariel Fernández Fernández'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6477084e-9736-4054-996b-77e5e0e7305b,2,,,3879724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 32525, 'name': 'Fabrizio Poli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 45508, 'name': 'Emanuele Suagher'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 23}, {'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 31273, 'name': 'Marco Crimi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 15415, 'name': 'Matteo Mancosu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 25}, {'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 99}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9d0819fb-8701-4316-b922-2546d8b5eda7,3,,,3879724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['14728c63-113b-4770-90d5-3d6a5e3f5907'],0,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,14728c63-113b-4770-90d5-3d6a5e3f5907,4,,,3879724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['9d0819fb-8701-4316-b922-2546d8b5eda7'],0,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9ef0f6bf-84a3-432f-b7b5-59f556846686,1856,,,3879724,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Fiorentina,239,['5a9b3ad9-b7ec-4f62-a53c-10a254addf92'],0,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5a9b3ad9-b7ec-4f62-a53c-10a254addf92,1857,,,3879724,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Fiorentina,239,['9ef0f6bf-84a3-432f-b7b5-59f556846686'],0,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.58918,,,,,,,,,,,,,a014a5f1-94c1-4754-aca7-d8f5cfdf76ee,5,,"[61.0, 40.1]",3879724,0,,,,,2.3086114,,Right Foot,,,,"[60.0, 41.2]",,Ground Pass,,1.4866068,,,,,Matteo Mancosu,15415.0,,,,,,Kick Off,1,From Kick Off,Jerry Uche Mbakogu,32608.0,Left Center Forward,2,Carpi,1683,['55a2764f-27b9-4569-9a0b-93f76669e642'],0,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.280,Pass,
,,,,,,,,,,,,,,,,,,1.180897,,,,,,,,,,,,,558cd622-dead-4672-81fc-8996114ca548,8,,"[60.0, 41.2]",3879724,0,,,,,3.0897872,,Right Foot,,,,"[46.5, 41.9]",,Ground Pass,,13.518136,,,,,Isaac Cofie,7460.0,,,,,,,1,From Kick Off,Matteo Mancosu,15415.0,Right Center Forward,2,Carpi,1683,['56c7fa91-dc8f-4b99-ad82-035d4becad8d'],1,,,,,,,,,,,,,,,,Carpi,1683,00:00:01.187,Pass,
,,,,,,,,,,,,,,,,,,0.946998,,,,,,,,,,,,,78a87c42-967c-4c44-a887-68b0c385d8ac,15,,"[46.8, 45.4]",3879724,0,,,,,0.45114827,,Right Foot,,,,"[62.9, 53.2]",,Ground Pass,,17.889942,,,,,Marco Crimi,31273.0,,,,,,,1,From Kick Off,Isaac Cofie,7460.0,Center Defensive Midfield,2,Carpi,1683,"['64649e06-678a-46a2-8345-30284add35e2', '9eca1feb-d8b2-4662-b849-71985a03615b']",4,,,,,,,,,,,,,,,,Carpi,1683,00:00:04.004,Pass,True
,,,,,,,,,,,,,,,,,,4.127943,,,,,,,,,,,,,a17f27ba-39fd-4940-a8c4-494934f901ff,22,,"[51.1, 27.8]",3879724,0,,,,,0.40360257,,Right Foot,,,,"[107.3, 51.8]",,High Pass,,61.110065,,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Davide Astori,8275.0,Left Center Back,2,Carpi,1683,"['0ecbd651-4648-4986-8691-a7851cd0a770', '55c5995d-8b34-46a0-90d4-a31bf8422d4c']",6,,,,,,,,,,,,,,,,Fiorentina,239,00:00:06.144,Pass,True
