50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d6044e76-36c0-4322-a7fe-3fce294de71b,1,,,3879800,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 7125, 'name': 'Khouma El Hadji Babacar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 30}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e6802c02-14e3-4543-9176-81f255968adb,2,,,3879800,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 15959, 'name': 'Nenad Krstičić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c294ca4a-ba7d-4d80-bfe0-1421ebe9c736,3,,,3879800,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['bccefd8c-57c6-45a1-954a-7c6198b6ccee'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bccefd8c-57c6-45a1-954a-7c6198b6ccee,4,,,3879800,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['c294ca4a-ba7d-4d80-bfe0-1421ebe9c736'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,71364564-c699-43c1-8b0a-002ef16840e4,1847,,,3879800,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,79,Fiorentina,239,['f2ff553c-f05c-4e0b-a0d5-27c35b1ed41d'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f2ff553c-f05c-4e0b-a0d5-27c35b1ed41d,1848,,,3879800,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,79,Fiorentina,239,['71364564-c699-43c1-8b0a-002ef16840e4'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.915894,,,,,,,,,,,,,c105ddc4-99bd-47a1-81be-d423166ca84d,5,,"[61.0, 40.1]",3879800,0,,,,,-2.4724195,,Right Foot,,,,"[50.0, 31.4]",,Ground Pass,,14.024621,,,,Milan Badelj,6305.0,,,,,Kick Off,1,From Kick Off,Josip Iličić,7139.0,Center Attacking Midfield,2,Fiorentina,239,['603396a9-8631-4560-a37d-207b639b4479'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.407,Pass,
,,,,,,,,,,,,,,,,,1.889033,,,,,,,,,,,,,726559d5-ddcb-48b0-8d1e-1051a6dfda8c,8,,"[50.6, 31.0]",3879800,0,,,,,-1.8001888,,Right Foot,,,,"[46.0, 11.3]",,Ground Pass,,20.229929,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Kick Off,Milan Badelj,6305.0,Left Defensive Midfield,2,Fiorentina,239,['6e655752-4c80-435a-9fe6-5095bb61b626'],2,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:02.415,Pass,
,,,,,,,,,,,,,,,,,1.388548,,,,,,,,,,,,,08358f29-2f8a-406b-957c-0bec4022d38b,11,,"[46.6, 11.9]",3879800,0,,,,,2.5814712,,Left Foot,,,,"[28.9, 23.0]",,Ground Pass,,20.892582,,,,Davide Astori,8275.0,,,,,,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Back,2,Fiorentina,239,['ce56ca5f-a60c-4327-a5a2-747bffcb0ec3'],4,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:04.410,Pass,
,,,,,,,,,,,,,,,,,2.518531,,,,,,,,,,,,,452a7480-7af1-40dd-a4d8-63b54f5ad65a,14,,"[28.9, 23.5]",3879800,0,,,,,1.542502,,Left Foot,,,,"[29.5, 44.7]",,Ground Pass,,21.208488,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Kick Off,Davide Astori,8275.0,Left Center Back,2,Fiorentina,239,['0707230c-c05d-4196-b653-34016fbfeb4a'],6,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:06.754,Pass,
