50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.630879,,,,,,,,,,a4bfb00a-3ff2-4f47-9ace-c83d69433c31,2185,,"[62.9, 24.9]",3879690,53,,,,,-0.8076167,,Right Foot,,"[67.3, 20.3]",,High Pass,,6.3655324,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,,2,From Goal Kick,Riccardo Montolivo,7166.0,Right Defensive Midfield,120,AC Milan,243,"['1682aad8-19d4-44a0-b587-6c7cfd63c9ec', 'd66cb027-2d96-4be3-8057-2ec89f3e3b9d']",29,,,,,,,,,,,,,,,,,AC Milan,243,00:08:29.668,Pass,True
,,,,,,,,,,,,,,,,2.883933,,,,,,,,,,ca82e3bf-741c-43de-bc70-36d190f3f019,2189,,"[66.9, 20.0]",3879690,53,,,,,-0.3172663,,Right Foot,,"[93.7, 11.2]",,High Pass,,28.2078,,,M''Baye Babacar Niang,5661.0,,,,,,,2,From Goal Kick,Carlos Arturo Bacca Ahumada,5688.0,Right Center Forward,120,AC Milan,243,"['5f3c1566-9542-4546-95f0-e98d26813897', 'e6bb3fbf-269d-4803-8008-c9f09a2f0429']",31,,,,,,,,,,,,,,,,,AC Milan,243,00:08:31.406,Pass,True
,,,,,,,,,,,,,,,,1.249881,,,,,,,,,,4a07c7c4-4408-4d6f-9c22-d386756936f2,2193,,"[112.3, 7.7]",3879690,53,,,,,3.1089954,,Right Foot,,"[103.1, 8.0]",,Ground Pass,,9.20489,,,Giacomo Bonaventura,7026.0,,,,,,,2,From Goal Kick,M''Baye Babacar Niang,5661.0,Left Center Forward,120,AC Milan,243,"['d5303afd-a3f5-4b87-9156-3ff0f9a1ca03', 'fa61b0e1-b687-47b6-b618-55fbcfd56276']",36,,,,,,,,,,,,,,,,,AC Milan,243,00:08:36.562,Pass,True
,,,,,,,,,,,,,,,,1.414465,,,,,,,,,,f5b8f115-0a35-4c5e-a69c-225eb6d5558c,2197,,"[100.6, 6.9]",3879690,53,,,,,2.9310207,,Right Foot,,"[87.5, 9.7]",,Ground Pass,,13.395895,,,Luca Antonelli,8874.0,,,,,,,2,From Goal Kick,Giacomo Bonaventura,7026.0,Left Midfield,120,AC Milan,243,['31aad4ce-7763-4cfb-9576-ac39add796e7'],41,,,,,,,,,,,,,,,,,AC Milan,243,00:08:41.791,Pass,
,,,,,,,,,,,,,,,,0.887557,,,,,,,,,,714381d8-c626-4e8f-8a82-4f65f40870f3,2200,,"[91.1, 14.9]",3879690,53,,,,,-1.276927,,Right Foot,,"[93.4, 7.3]",,Ground Pass,,7.940403,,,Giacomo Bonaventura,7026.0,,,,,,,2,From Goal Kick,Luca Antonelli,8874.0,Left Back,120,AC Milan,243,['db955916-a8f4-4a29-95d9-605dd1be5b68'],44,,,,,,,,,,,,,,,,,AC Milan,243,00:08:44.845,Pass,
,,,,,,,,,,,,,,,,1.788999,,,,,,,,,,5456a846-186c-40c2-a579-1a41a61dbaf8,2203,,"[92.3, 6.0]",3879690,53,,,,,2.9364653,,Right Foot,,"[77.4, 9.1]",,Ground Pass,,15.219067,,,Riccardo Montolivo,7166.0,,,,,,,2,From Goal Kick,Giacomo Bonaventura,7026.0,Left Midfield,120,AC Milan,243,['74b82ee1-3588-4f4e-a779-700f54e97adb'],49,,,,,,,,,,,,,,,,,AC Milan,243,00:08:49.071,Pass,
,,,,,,,,,,,,,,,,1.916874,,,,,,,,,,9a009210-46af-4b96-8e64-16300c9f2ac1,2206,,"[77.4, 9.1]",3879690,53,,,,,2.2774105,,Right Foot,,"[59.9, 29.6]",,Ground Pass,,26.953665,,,Alessio Romagnoli,7458.0,,,,,,,2,From Goal Kick,Riccardo Montolivo,7166.0,Right Defensive Midfield,120,AC Milan,243,['49137f20-9444-4463-adec-8d2d3b50fa1c'],51,,,,,,,,,,,,,,,,,AC Milan,243,00:08:51.274,Pass,
,,,,,,,,,,,,,,,,1.400424,,,,,,,,,,a350d18c-2b06-4710-bbab-449a1dfa580e,2209,,"[59.9, 29.6]",3879690,53,,,,,1.6432499,,Left Foot,,"[59.0, 42.0]",,Ground Pass,,12.432618,,,Alex Rodrigo Dias da Costa,40945.0,,,,,,,2,From Goal Kick,Alessio Romagnoli,7458.0,Left Center Back,120,AC Milan,243,['f7d7cec0-f32d-42c2-83d8-9ed0b3894e31'],54,,,,,,,,,,,,,,,,,AC Milan,243,00:08:54.920,Pass,
,,,,,,,,,,,,,,,,1.935367,,,,,,,,,,7bc21242-449a-418e-bf35-fc2f11c20847,2211,,"[57.0, 47.5]",3879690,53,,,,,1.2350832,,Left Foot,,"[66.7, 75.3]",,Ground Pass,,29.443676,,,Ignazio Abate,7463.0,,,,,,,2,From Goal Kick,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,120,AC Milan,243,['ce764357-7c22-4bcb-a24f-2e87119344dc'],56,,,,,,,,,,,,,,,,,AC Milan,243,00:08:56.320,Pass,
,,,,,,,,,,,,,,,,1.301917,,,,,,,,,,ad929c1b-a6d0-4554-97c0-738433f95fb5,2214,,"[72.4, 75.2]",3879690,54,,,,,0.14862844,,Right Foot,,"[91.1, 78.0]",,Ground Pass,,18.908464,,,Keisuke Honda,5683.0,,,,,,,2,From Goal Kick,Ignazio Abate,7463.0,Right Back,120,AC Milan,243,['5ebb16ea-1f8d-4d7e-9d77-94f6643d9dbc'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:09:00.818,Pass,
,,,,,,,,,,,,,,,,1.64523,,,,,,,,,,77c87aa8-a304-46ab-9dcc-c039433f8a7d,2217,,"[94.5, 77.1]",3879690,54,,,,,-0.32658145,,Left Foot,,"[106.9, 72.9]",,Ground Pass,,13.091982,,,Ignazio Abate,7463.0,,,,,,,2,From Goal Kick,Keisuke Honda,5683.0,Right Midfield,120,AC Milan,243,['fd2d97ad-32fb-4af1-a7a8-0ae30d4f0bd0'],2,,,,,,,,,,,,,,,,,AC Milan,243,00:09:02.398,Pass,
,,,,,,,,,,,,,,,,0.888284,,,,,,,,,,409a7a21-8eaa-4148-9f0f-acd70db4c3c3,2220,,"[118.9, 61.0]",3879690,54,,,,,-1.8821666,,Right Foot,True,"[113.3, 43.6]",,High Pass,,18.27895,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,,2,From Goal Kick,Ignazio Abate,7463.0,Right Back,120,AC Milan,243,"['81baba76-2d5c-439f-a3d3-55c20d2ff4b9', '92fba813-b2db-4b9f-99be-937d9725ec4c']",5,,,,,,,,,,,,,,,,,AC Milan,243,00:09:05.673,Pass,
,,,,,,,,,,,,,,,,0.854359,,,,,,,,,,52d1906d-a302-42fd-bc2c-cdf0620e175f,2223,,"[111.2, 77.6]",3879690,54,,,,,-2.8396416,,Right Foot,,"[105.1, 75.7]",,Low Pass,,6.3890533,,,Keisuke Honda,5683.0,,,,,,Recovery,2,From Goal Kick,Ignazio Abate,7463.0,Right Back,120,AC Milan,243,['cebbcc67-b770-463e-9636-1c23e80770ff'],8,,,,,,,,,,,,,,,,,AC Milan,243,00:09:08.744,Pass,
,,,,,,,,,,,,,,,,0.939363,,,,,,,,,,8c5e49f7-5785-4df1-841a-b10020156c38,2227,,"[101.8, 73.5]",3879690,54,,,,,-1.3300693,,Left Foot,True,"[108.6, 45.8]",,Low Pass,,28.522448,Incomplete,,,,,,,,,,2,From Goal Kick,Keisuke Honda,5683.0,Right Midfield,120,AC Milan,243,['a0e71580-8d97-46ac-ad68-939483e26e4b'],12,,,,,,,,,,,,,,,,,AC Milan,243,00:09:12.057,Pass,
,,,,,,,,,,,,,,,,1.049642,,,,,,,,,,189bf9ec-10c8-4e85-9b1b-3f01557bbe8e,2230,,"[40.5, 23.4]",3879690,54,,,,,2.6035485,,Right Foot,,"[34.3, 27.1]",,Low Pass,,7.220111,,,Josip Iličić,7139.0,,,,,,Recovery,2,From Goal Kick,Nikola Kalinić,7033.0,Center Forward,120,AC Milan,243,"['67b6c126-1847-4f97-b491-f4ee712d0d82', '738f8b8e-dfdd-4193-bd70-a68469577824']",14,,,,,,,,,,,,,,,,,Fiorentina,239,00:09:14.746,Pass,True
,,,,,,,,,,,,,,,,1.333217,,,,,,,,,,24966ef9-0f98-46cc-a004-4d84b9582052,2237,,"[75.0, 63.2]",3879690,54,,,,,1.4571936,,Right Foot,,"[76.7, 78.1]",,Ground Pass,,14.996666,,,Ignazio Abate,7463.0,,,,,,,2,From Goal Kick,Andrea Bertolacci,7147.0,Left Defensive Midfield,120,AC Milan,243,['685d0cf8-edc6-4175-8354-4fce175d6e38'],18,,,,,,,,,,,,,,,,,AC Milan,243,00:09:18.381,Pass,
,,,,,,,,,,,,,,,,0.737258,,,,,,,,,,df98b8e2-dcc1-4385-800c-81dbc0c226be,2241,,"[78.1, 78.0]",3879690,54,,,,,-1.2247591,,Right Foot,,"[83.4, 63.3]",,Low Pass,,15.62626,,,Keisuke Honda,5683.0,,,,,,,2,From Goal Kick,Ignazio Abate,7463.0,Right Back,120,AC Milan,243,"['72cc7a06-aeca-4ecd-9bcb-8a2814c267bf', '9897a72e-a3e5-4951-b8e3-03335dc292cd']",20,,,,,,,,,,,,,,,,,AC Milan,243,00:09:20.426,Pass,True
,,,,,,,,,,,,,,,,0.494171,,,,,,,,,,7368199a-3d99-4a95-bd42-9969e0a07a1c,2245,,"[82.5, 69.4]",3879690,54,,,,,-1.8041701,,Left Foot,,"[79.6, 57.2]",,Ground Pass,,12.539936,,,Andrea Bertolacci,7147.0,,,,,,,2,From Goal Kick,Keisuke Honda,5683.0,Right Midfield,120,AC Milan,243,"['283823fd-59ab-4ed7-813c-945a28c589f5', '60e0df8b-fa11-42db-8b74-03354b7a392a']",23,,,,,,,,,,,,,,,,,AC Milan,243,00:09:23.978,Pass,True
,,,,,,,,,,,,,,,,0.726508,,,,,,,,,,a80e9bc2-0f1c-44c8-bc12-62d7df175d89,2247,,"[79.6, 57.2]",3879690,54,,,,,0.20749623,,Left Foot,,"[87.2, 58.8]",,Ground Pass,,7.7665954,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,,2,From Goal Kick,Andrea Bertolacci,7147.0,Left Defensive Midfield,120,AC Milan,243,['6925a2fb-8657-4694-a152-df002a61e9b5'],24,,,,,,,,,,,,,,,,,AC Milan,243,00:09:24.472,Pass,
,,,,,,,,,,,,,,,,1.378747,,,,,,,,,,f78bafb6-ffb8-46de-870f-b04fd0f2a60d,2250,,"[87.2, 58.8]",3879690,54,,,,,-2.056912,,Right Foot,,"[77.9, 41.2]",,Ground Pass,,19.906029,,,Riccardo Montolivo,7166.0,,,,,,,2,From Goal Kick,Carlos Arturo Bacca Ahumada,5688.0,Right Center Forward,120,AC Milan,243,['2f24c6e3-46e2-4771-a573-08880ddc8f5a'],25,,,,,,,,,,,,,,,,,AC Milan,243,00:09:25.427,Pass,
,,,,,,,,,,,,,,,,1.932572,,,,,,,,,,60281a8b-f9bf-43f8-9ddd-c5950694c4db,2259,,"[88.3, 34.8]",3879690,54,,,,,0.35621965,,Left Foot,,"[109.8, 42.8]",,Ground Pass,,22.94014,Pass Offside,,M''Baye Babacar Niang,5661.0,,,,Through Ball,True,,2,From Goal Kick,Andrea Bertolacci,7147.0,Left Defensive Midfield,120,AC Milan,243,['a73e62b0-55ef-45dc-baa5-2742f8fa3a8d'],29,,,,,,,,,,,,,,,,,AC Milan,243,00:09:29.995,Pass,
,,,,,,,,,,,,,,,,1.328043,,,,,,,,,,63e39d98-e464-4c70-9453-11fc645d5db8,2261,,"[10.9, 39.1]",3879690,54,,,,,-0.38687572,,Right Foot,,"[27.1, 32.5]",,Ground Pass,,17.492855,,,Mario Suárez Mata,23488.0,,,,,,Free Kick,2,From Free Kick,Anton Ciprian Tătărușanu,3112.0,Goalkeeper,121,Fiorentina,239,['d8c162d9-6e82-4373-a732-3020f73a0c36'],34,,,,,,,,,,,,,,,,,Fiorentina,239,00:09:34.909,Pass,
,,,,,,,,,,,,,,,,3.1324,,,,,,,,,,bfd29d7a-49cf-4f42-a1e0-546e5507a006,2267,,"[32.1, 35.7]",3879690,54,,True,,,-1.2499777,,Right Foot,,"[42.8, 3.5]",,Ground Pass,,33.931255,,,Marcos Alonso Mendoza,3964.0,,,,,,Free Kick,2,From Free Kick,Matías Vecino Falero,5255.0,Right Defensive Midfield,122,Fiorentina,239,['12c681b8-5da7-44b0-bb29-2dbcbb3b1879'],51,,,,,,,,,,,,,,,,,Fiorentina,239,00:09:51.486,Pass,
,,,,,,,,,,,,,,,,2.103055,,,,,,,,,,4274463d-04e2-4ceb-85ba-79dde08096b6,2269,,"[42.8, 3.5]",3879690,54,,,,,0.49513325,,Left Foot,,"[77.8, 22.4]",,High Pass,,39.777004,Incomplete,,Matías Vecino Falero,5255.0,,,,,,,2,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Wing Back,122,Fiorentina,239,"['4fd7ff46-1773-4e19-9b37-986dfd23d3dc', 'ecc5a926-46d6-4208-a1f5-fca80dd46060']",55,,,,,,,,,,,,,,,,,Fiorentina,239,00:09:55.692,Pass,
,,,,,,,,,,,,,,,,1.900684,,,,,,,,,,ecc5a926-46d6-4208-a1f5-fca80dd46060,2271,,"[42.3, 57.7]",3879690,54,,,,,0.5507759,,Head,,"[67.7, 73.3]",,High Pass,,29.808052,,,Keisuke Honda,5683.0,,,,,,Recovery,2,From Free Kick,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,122,Fiorentina,239,"['00976994-8571-4a03-9646-dde122f9a38c', '4274463d-04e2-4ceb-85ba-79dde08096b6']",57,,,,,,,,,,,,,,,,,AC Milan,243,00:09:57.795,Pass,
,,,,,,,,,,,,,,,,1.244758,,,,,,,,,,0dfac9e8-1899-4422-b8c8-fc597893c38d,2278,,"[45.5, 6.1]",3879690,55,,,,,1.0265158,,Right Foot,,"[50.1, 13.7]",,Ground Pass,,8.883693,,,Matías Vecino Falero,5255.0,,,,,,,2,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Wing Back,122,Fiorentina,239,['462ac426-2750-4c42-ada2-4ad4a44b2dd6'],2,,,,,,,,,,,,,,,,,Fiorentina,239,00:10:02.541,Pass,
,,,,,,,,,,,,,,,,2.216713,,,,,,,,,,774080df-044c-44d4-b78f-64b4321690a4,2284,,"[43.2, 10.0]",3879690,55,,True,,,2.326963,,Right Foot,,"[34.9, 18.8]",,Ground Pass,,12.096694,,,Nenad Tomović,7056.0,,,,,,Free Kick,2,From Free Kick,Mario Suárez Mata,23488.0,Left Defensive Midfield,123,Fiorentina,239,['a86fbf0e-49b2-4a3a-b807-08c44e7fb949'],17,,,,,,,,,,,,,,,,,Fiorentina,239,00:10:17.391,Pass,
,,,,,,,,,,,,,,,,1.737663,,,,,,,,,,c4bcd8ba-6899-4c7c-bf3d-6263166a0202,2287,,"[33.6, 22.7]",3879690,55,,,,,1.5505562,,Right Foot,,"[34.1, 47.4]",,Ground Pass,,24.705061,,,Facundo Sebastián Roncaglia,6830.0,,,,,,,2,From Free Kick,Nenad Tomović,7056.0,Center Back,123,Fiorentina,239,"['b7554014-4a7e-47b4-864c-43ab97a612e9', 'c815abf8-46de-48a3-acbb-0c68306d27db']",20,,,,,,,,,,,,,,,,,Fiorentina,239,00:10:20.457,Pass,True
,,,,,,,,,,,,,,,,1.425434,,,,,,,,,,7f74814a-eb0c-4d4d-bebf-0736cf003f2f,2290,,"[34.3, 55.0]",3879690,55,,,,,-1.1739782,,Right Foot,,"[43.1, 34.0]",,Ground Pass,,22.769278,,,Mario Suárez Mata,23488.0,,,,,,,2,From Free Kick,Facundo Sebastián Roncaglia,6830.0,Right Center Back,123,Fiorentina,239,['94d6fe54-d1e4-4dc9-a57d-c57dbb28ab81'],23,,,,,,,,,,,,,,,,,Fiorentina,239,00:10:23.384,Pass,
,,,,,,,,,,,,,,,,1.385111,,,,,,,,,,b96965f0-638c-4fc8-b878-fb0e89e2f627,2292,,"[43.1, 34.0]",3879690,55,,,,,0.7226236,,Right Foot,,"[61.7, 50.4]",,High Pass,,24.79758,,,Josip Iličić,7139.0,,,,,,,2,From Free Kick,Mario Suárez Mata,23488.0,Left Defensive Midfield,123,Fiorentina,239,['d1a94a2f-77c6-48bc-918e-b02c9d1b0448'],24,,,,,,,,,,,,,,,,,Fiorentina,239,00:10:24.809,Pass,
,,,,,,,,,,,,,,,,4.283697,,,,,,,,,,4d9538bf-f8f3-4f23-b11c-3cbf278203a8,2294,,"[61.1, 49.7]",3879690,55,,,,,0.22837737,3b5e8aa4-08aa-4e7d-b8f0-4705e2ad2bfa,Left Foot,,"[98.1, 58.3]",,High Pass,,37.986313,,,Nikola Kalinić,7033.0,True,,,Through Ball,True,,2,From Free Kick,Josip Iličić,7139.0,Right Attacking Midfield,123,Fiorentina,239,['3c4eedcd-f7bc-42e2-bf9d-f3743dfec359'],26,,,,,,,,,,,,,,,,,Fiorentina,239,00:10:26.194,Pass,
,,,,,,,,,,,,,,,,3.089711,,,,,,,,,,b0de180c-fa05-42c4-8ad4-6580befe7ebf,2298,,"[7.0, 36.1]",3879690,56,,,,,-0.1940409,,Left Foot,,"[70.1, 23.7]",,High Pass,,64.30684,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,Goal Kick,2,From Goal Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,124,AC Milan,243,"['3646c320-d693-4c7f-9ae3-773746791384', 'f3191a1d-364a-4940-9509-d232559df172']",0,,,,,,,,,,,,,,,,,AC Milan,243,00:11:00.354,Pass,
,,,,,,,,,,,,,,,,1.186266,,,,,,,,,,3646c320-d693-4c7f-9ae3-773746791384,2300,,"[50.0, 56.4]",3879690,56,,,,,0.2413555,,Other,,"[56.5, 58.0]",,Low Pass,,6.6940274,,,Matías Vecino Falero,5255.0,,,,,,Recovery,2,Regular Play,Nenad Tomović,7056.0,Center Back,125,Fiorentina,239,"['9415dcdb-7863-44c1-bff7-7db8d9954e47', 'b0de180c-fa05-42c4-8ad4-6580befe7ebf']",3,,,,,,,,,,,,,,,,,Fiorentina,239,00:11:03.444,Pass,
,,,,,,,,,,,,,,,,1.443696,,,,,,,,,,ba31f462-a97e-46ba-9b57-ec84a5890e3e,2303,,"[56.1, 58.4]",3879690,56,,,,,-1.6136273,,Right Foot,,"[55.8, 51.4]",,Low Pass,,7.006426,,,Mario Suárez Mata,23488.0,,,,,,,2,Regular Play,Matías Vecino Falero,5255.0,Right Defensive Midfield,125,Fiorentina,239,"['2ddab42a-3e8c-43e0-9721-df8ca3810b89', '7a0d53d3-d1ff-4268-bc62-5c48ee9fee96']",4,,,,,,,,,,,,,,,,,Fiorentina,239,00:11:04.630,Pass,True
,,,,,,,,,,,,,,,,1.831466,,,,,,,,,,bc03c1c2-7db7-4c7e-aaf0-479a7c92424f,2306,,"[58.0, 34.0]",3879690,56,,,,,-1.2736428,,Right Foot,,"[64.4, 13.1]",,Ground Pass,,21.85795,,,Marcos Alonso Mendoza,3964.0,,,,,,,2,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,125,Fiorentina,239,['ee98e62e-9e50-483e-b436-b1487242d5cb'],6,,,,,,,,,,,,,,,,,Fiorentina,239,00:11:06.927,Pass,
,,,,,,,,,,,,,,,,1.660049,,,,,,,,,,715f4844-cb3b-4e67-a682-b4a641b87d27,2309,,"[74.3, 7.6]",3879690,56,,,,,2.17187,,Left Foot,,"[67.1, 18.1]",,Ground Pass,,12.731457,,,Mario Suárez Mata,23488.0,,,,,,,2,Regular Play,Marcos Alonso Mendoza,3964.0,Left Wing Back,125,Fiorentina,239,['c6ee9280-b4d0-48c6-aa8b-961b43bf9c50'],11,,,,,,,,,,,,,,,,,Fiorentina,239,00:11:11.093,Pass,
,,,,,,,,,,,,,,,,1.428174,,,,,,,,,,3421aebf-7a96-49ec-b4b4-6d4c10e6108a,2313,,"[81.6, 15.1]",3879690,56,,,,,-1.1315341,,Right Foot,,"[85.5, 6.8]",,Ground Pass,,9.170606,,,Marcos Alonso Mendoza,3964.0,,,,,,,2,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,125,Fiorentina,239,"['04290c0b-e935-445b-9669-76c1f1e02145', '85fa86a8-432e-441b-bb71-1c26f0e97a05']",15,,,,,,,,,,,,,,,,,Fiorentina,239,00:11:15.997,Pass,True
,,,,,,,,,,,,,,,,1.366819,,,,,,,,,,cc53b32d-0eaa-4a4c-bb7a-b87b26088465,2316,,"[85.5, 6.8]",3879690,56,,,,,1.9643834,,Left Foot,,"[80.6, 18.6]",,Ground Pass,,12.776933,,,Borja Valero Iglesias,6997.0,,,,,,,2,Regular Play,Marcos Alonso Mendoza,3964.0,Left Wing Back,125,Fiorentina,239,['e8bbba79-ae70-4f9f-937e-b65d523850e2'],19,,,,,,,,,,,,,,,,,Fiorentina,239,00:11:19.176,Pass,
,,,,,,,,,,,,,,,,1.422486,,,,,,,,,,25c39323-4b68-4252-a04d-18202d11f35d,2319,,"[82.6, 13.5]",3879690,56,,,,,0.7249736,24d3b42e-a0c0-49b2-ad75-49d426ed6577,Right Foot,,"[112.4, 39.9]",,High Pass,,39.812057,,,Nikola Kalinić,7033.0,True,,,,,,2,Regular Play,Borja Valero Iglesias,6997.0,Left Attacking Midfield,125,Fiorentina,239,['cac692ef-c597-4229-8bb2-1abda9be2c12'],21,,,,,,,,,,,,,,,,,Fiorentina,239,00:11:21.724,Pass,
,,,,,,,,,,,,,,,,3.7442,,,,,,,,,,de9b740f-05e8-45d4-94d7-54597ec40376,2324,,"[7.0, 44.1]",3879690,56,,,,,-0.54494435,,Right Foot,,"[62.1, 10.7]",,High Pass,,64.43268,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,Goal Kick,2,From Goal Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,126,AC Milan,243,"['3cdd9d6a-cf02-4016-be0f-81e457f695be', 'e4167ff8-5617-4fdd-94e0-6c7964c920d9']",47,,,,,,,,,,,,,,,,,AC Milan,243,00:11:47.771,Pass,
,,,,,,,,,,,,,,,,2.052456,,,,,,,,,,ca13b5bc-dad1-4dd5-b982-97a7c005c46c,2331,,"[81.4, 24.9]",3879690,56,,,,,-1.0333036,,Right Foot,,"[90.4, 9.8]",,High Pass,,17.57868,,,Giacomo Bonaventura,7026.0,,,,,,Recovery,2,From Goal Kick,Carlos Arturo Bacca Ahumada,5688.0,Right Center Forward,126,AC Milan,243,['c1ac3957-741c-461a-b2a1-bb0264db7afb'],54,,,,,,,,,,,,,,,,,AC Milan,243,00:11:54.572,Pass,
,,,,,,,,,,,,,,,,0.721873,,,,,,,,,,4eaf2c40-ac15-4e05-b692-261a98345ad1,2335,,"[88.0, 7.3]",3879690,56,,,,,1.9183023,,Right Foot,,"[83.4, 20.0]",,Ground Pass,,13.507405,,,Andrea Bertolacci,7147.0,,,,,,,2,From Goal Kick,Giacomo Bonaventura,7026.0,Left Midfield,126,AC Milan,243,"['042448d5-2524-462f-b367-eefc9068d3ee', '2bd8c5e4-8d51-4aab-a0b6-5cc8319fe8c6']",59,,,,,,,,,,,,,,,,,AC Milan,243,00:11:59.021,Pass,True
,,,,,,,,,,,,,,,,2.10799,,,,,,,,,,1ee206a0-b5a0-4c4e-8e84-ec49eb376893,2344,,"[41.0, 43.6]",3879690,57,,,,,0.049812134,,Left Foot,,"[75.1, 45.3]",,High Pass,,34.14235,Incomplete,,Nikola Kalinić,7033.0,,,,,,,2,From Goal Kick,Josip Iličić,7139.0,Right Attacking Midfield,126,AC Milan,243,"['495d59ef-c6c3-4602-a0aa-b9344e5f8c60', 'a709ebdd-f629-4ce8-8ebb-cadc7bb581c8']",4,,,,,,,,,,,,,,,,,Fiorentina,239,00:12:04.097,Pass,
,,,,,,,,,,,,,,,,1.634188,,,,,,,,,,789e147c-f5a3-4f26-9add-b6bb826ecb5e,2349,,"[51.6, 29.0]",3879690,57,,,,,-1.6672701,,Right Foot,,"[49.5, 7.3]",,Ground Pass,,21.801376,,,Luca Antonelli,8874.0,,,,,,,2,From Goal Kick,Alessio Romagnoli,7458.0,Left Center Back,126,AC Milan,243,"['8dfb7740-9b62-472f-a564-86f2929374a9', 'd86503f6-740f-4ac4-9013-ec458a04d412']",8,,,,,,,,,,,,,,,,,AC Milan,243,00:12:08.767,Pass,True
,,,,,,,,,,,,,,,,0.708525,,,,,,,,,,9c3ad5c3-e53a-484e-98e7-cab4b362e9e4,2353,,"[49.2, 5.2]",3879690,57,,,,,-0.029188788,,Left Foot,,"[62.9, 4.8]",,Ground Pass,,13.705838,,,Giacomo Bonaventura,7026.0,,,,,,,2,From Goal Kick,Luca Antonelli,8874.0,Left Back,126,AC Milan,243,"['695c86e5-1b2d-4b93-accd-bfb8b1a5cbf5', 'fd843a9d-f4d3-4855-835a-99e3bac9f8b8']",11,,,,,,,,,,,,,,,,,AC Milan,243,00:12:11.023,Pass,True
,,,,,,,,,,,,,,,,1.365881,,,,,,,,,,2072d0fc-da4c-469b-b09d-6cd38b684e0c,2357,,"[63.9, 5.5]",3879690,57,,,,,0.93206465,,Right Foot,,"[71.4, 15.6]",,Ground Pass,,12.580143,Incomplete,,Andrea Bertolacci,7147.0,,,,,,,2,From Goal Kick,Giacomo Bonaventura,7026.0,Left Midfield,126,AC Milan,243,"['574101d1-b989-439f-a84f-c90483776839', '654fee5c-d29d-4cf2-afd7-8732f3aa7d5b', 'd2ecc1e5-8904-4623-b7d1-121ed363eae6']",11,,,,,,,,,,,,,,,,,AC Milan,243,00:12:11.926,Pass,True
,,,,,,,,,,,,,,,,1.0351,,,,,,,,,,d2ecc1e5-8904-4623-b7d1-121ed363eae6,2360,,"[48.7, 64.5]",3879690,57,,,,,-1.19154,,Right Foot,,"[54.2, 50.7]",,Ground Pass,,14.8556385,,,Mario Suárez Mata,23488.0,,,,,,Recovery,2,Regular Play,Facundo Sebastián Roncaglia,6830.0,Right Center Back,127,Fiorentina,239,"['2072d0fc-da4c-469b-b09d-6cd38b684e0c', '6edbc4fb-93ff-42f5-b2b4-49d4d10b25a7', '97908917-4eb5-41fd-8dda-880eabdad7e4']",13,,,,,,,,,,,,,,,,,Fiorentina,239,00:12:13.292,Pass,True
,,,,,,,,,,,,,,,,1.86783,,,,,,,,,,a0512c3e-ecd7-49b5-8975-d0cb9a359022,2364,,"[53.5, 53.2]",3879690,57,,,,,1.6676353,,Right Foot,,"[51.8, 70.7]",,Ground Pass,,17.582378,,,Josip Iličić,7139.0,,,,,,,2,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,127,Fiorentina,239,['bf9f5362-9a3d-4782-9021-f6420f43950a'],15,,,,,,,,,,,,,,,,,Fiorentina,239,00:12:15.130,Pass,
