50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2ed76750-c9e2-479c-a36d-3d31fb48861c,1,,,3879717,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10030, 'name': 'Davide Biondini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6978, 'name': 'Marcello Trotta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 29}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e93b7549-356b-4db1-b4d3-73aa1c2c9e81,2,,,3879717,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 87}, {'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 13}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 22}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,52134ae1-d7de-48f4-93e6-669f6eed9363,3,,,3879717,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['ce0047d8-f3e7-4007-b328-dbedb8dbed09'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ce0047d8-f3e7-4007-b328-dbedb8dbed09,4,,,3879717,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['52134ae1-d7de-48f4-93e6-669f6eed9363'],0,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ba4f9908-a05a-4d31-adf4-9dcf6024c5ac,1983,,,3879717,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,AS Roma,229,['63e395ab-b35c-4eec-b679-acd04d10853f'],0,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,63e395ab-b35c-4eec-b679-acd04d10853f,1984,,,3879717,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,AS Roma,229,['ba4f9908-a05a-4d31-adf4-9dcf6024c5ac'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.415935,,,,,,,,,,,,,,,371dafc0-b2dd-40a6-9001-e05e749c81ce,5,,"[61.0, 40.1]",3879717,0,,,,,1.8804992,,Right Foot,,,,"[60.2, 42.6]",,Ground Pass,,2.624881,,,,,Mohamed Salah,3531.0,,,,Kick Off,1,From Kick Off,Radja Nainggolan,6962.0,Right Attacking Midfield,2,AS Roma,229,['2ed6cdcd-f558-4ee2-82aa-9c3527bd505c'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.643,Pass,
,,,,,,,,,,,,,,,1.052078,,,,,,,,,,,,,,,2ef940cc-2dec-48a0-bd14-5f3efa40fd85,7,,"[60.0, 43.8]",3879717,0,,,,,2.8370817,,Right Foot,,,,"[56.5, 44.9]",,Ground Pass,,3.6687872,,,,,Miralem Pjanić,6947.0,,,,,1,From Kick Off,Mohamed Salah,3531.0,Center Forward,2,AS Roma,229,['3c52383b-f2c9-4fad-975c-81dd90fc5653'],1,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:01.059,Pass,
,,,,,,,,,,,,,,,0.915032,,,,,,,,,,,,,,,a815f59c-94a3-4849-a46d-e4bc7fe78783,10,,"[48.4, 42.6]",3879717,0,,,,,-1.8269477,,Left Foot,,,,"[45.1, 30.0]",,Ground Pass,,13.024976,,,,,Ervin Zukanović,7137.0,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Right Defensive Midfield,2,AS Roma,229,['4c92a607-02f1-4eca-a14a-39d5e412de41'],3,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:03.302,Pass,
,,,,,,,,,,,,,,,0.905758,,,,,,,,,,,,,,,63c941fb-78ff-4fc8-bd4d-410dfe6da7ae,13,,"[45.8, 29.3]",3879717,0,,,,,2.2455373,,Left Foot,,,,"[34.2, 43.8]",,Ground Pass,,18.56906,,,,,Daniele De Rossi,7051.0,,,,,1,From Kick Off,Ervin Zukanović,7137.0,Left Center Back,2,AS Roma,229,['86bf5604-f710-4970-b669-9c079d6df09a'],5,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:05.570,Pass,
