50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e4062c74-1910-458f-92c6-3f1aafe1f3a3,1,,,3879743,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 75}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 21}, {'player': {'id': 29312, 'name': 'Pablo Estífer Armero'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 55}, {'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 88}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 77}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3d5b37ac-7e29-462d-a55e-a3087ef0df00,2,,,3879743,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 40428, 'name': 'Archimede Morleo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,298c171b-ed51-4c65-9af1-1ce1257a2f36,3,,,3879743,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,['6bb300e7-bc45-4990-8927-84a3d8d0f08e'],0,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6bb300e7-bc45-4990-8927-84a3d8d0f08e,4,,,3879743,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,['298c171b-ed51-4c65-9af1-1ce1257a2f36'],0,,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d305c8ec-115c-4119-819c-878dbffcab64,1616,,,3879743,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Udinese,230,['c102f687-87ac-4127-9080-d3678ef401f7'],0,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c102f687-87ac-4127-9080-d3678ef401f7,1617,,,3879743,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Udinese,230,['d305c8ec-115c-4119-819c-878dbffcab64'],0,,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.869142,,,,,,,,,,,,,,26b06b08-d87d-425c-8dfa-ea14af0133ed,5,,"[61.0, 40.1]",3879743,0,,,,,1.8568478,,Left Foot,,,"[60.5, 41.8]",,Ground Pass,,1.7720045,,,,Saphir Sliti Taïder,8851.0,,,,Kick Off,1,From Kick Off,Anthony Mounier,34565.0,Right Wing,2,Bologna,240,['66d8b2db-ddcf-4f29-a4f2-8b96f23b8f07'],0,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.507,Pass,
,,,,,,,,,,,,,,,,,,1.900087,,,,,,,,,,,,,,4e173706-14b3-4052-bb8e-a18916ca787a,8,,"[60.0, 42.3]",3879743,0,,,,,2.9081895,,Right Foot,,,"[33.5, 48.6]",,Ground Pass,,27.238575,,,,Domenico Maietta,8849.0,,,,,1,From Kick Off,Saphir Sliti Taïder,8851.0,Left Center Midfield,2,Bologna,240,['5ba64e95-8426-40d5-8606-032a141cb693'],1,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:01.521,Pass,
,,,,,,,,,,,,,,,,,,1.274073,,,,,,,,,,,,,,608e3da7-4606-4958-a1e7-18bdb268c144,11,,"[35.2, 48.7]",3879743,0,,,,,1.3483491,,Left Foot,,,"[39.0, 65.5]",,Ground Pass,,17.224401,,,,Ibrahima Mbaye,7164.0,,,,,1,From Kick Off,Domenico Maietta,8849.0,Left Center Back,2,Bologna,240,['06a227f6-8877-4a1c-94f5-169c1a18256d'],4,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:04.711,Pass,
,,,,,,,,,,,,,,,,,,1.639136,,,,,,,,,,,,,,43a304db-dbfd-47d7-a6f8-c43c502be558,14,,"[39.4, 67.4]",3879743,0,,,,,0.07288653,,Right Foot,,,"[70.9, 69.7]",,High Pass,,31.583857,,Incomplete,,,,,,,,1,From Kick Off,Ibrahima Mbaye,7164.0,Right Back,2,Bologna,240,['d50aeeb2-57a4-4597-8305-837aa21ef562'],7,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:07.016,Pass,
