50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9e3acee9-91b9-4e02-ae38-4763e4f656dd,1,,,3879833,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6953, 'name': 'Daniele Rugani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 6945, 'name': 'Alex Sandro Lobo Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 25345, 'name': 'Anderson Hernanes de Carvalho Andrade'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0e12ee39-0049-4c9f-9181-b539a73e0d5a,2,,,3879833,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8190, 'name': 'Patricio Gabarrón Gil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,083a4b29-3ee0-4e8a-b1f4-ff210a07f80a,3,,,3879833,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['7065f5c7-2896-4edd-8722-c7d017b6534e'],0,,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7065f5c7-2896-4edd-8722-c7d017b6534e,4,,,3879833,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['083a4b29-3ee0-4e8a-b1f4-ff210a07f80a'],0,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4cca54de-66da-44df-9f17-8f44456a2905,1859,,,3879833,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,82,Juventus,224,['74714795-dcce-44dd-955a-ff5db0853b9b'],0,,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,74714795-dcce-44dd-955a-ff5db0853b9b,1860,,,3879833,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,82,Juventus,224,['4cca54de-66da-44df-9f17-8f44456a2905'],0,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.580684,,,,,,,,,,,,,,176e1558-ba04-449e-81bd-2bcdabc4bd77,5,,"[60.0, 40.0]",3879833,0,,,,-1.1684753,,Right Foot,,,"[62.0, 35.3]",,Ground Pass,,5.107837,,,,Filip Đorđević,11427.0,,,,Kick Off,1,From Kick Off,Felipe Anderson Pereira Gomes,8172.0,Right Wing,2,Lazio,236,['a079ddff-0803-48a2-bad3-84577b23ed1d'],3,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:03.147,Pass,
,,,,,,,,,,,,,,,,,,,1.517803,,,,,,,,,,,,,,dfeed35a-e84e-4727-8342-8d7619e58ec3,7,,"[62.0, 35.3]",3879833,0,,,,3.0931232,,Left Foot,,,"[35.2, 36.6]",,Ground Pass,,26.83151,,,,Lucas Rodrigo Biglia,5510.0,,,,,1,From Kick Off,Filip Đorđević,11427.0,Center Forward,2,Lazio,236,['109990dd-9a58-44ab-8637-d4a872f403a2'],3,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:03.728,Pass,
,,,,,,,,,,,,,,,,,,,2.736069,,,,,,,,,,,,,,7394a334-65e5-4f8e-b733-ba478de70c14,10,,"[37.6, 39.5]",3879833,0,,,,-0.6435011,,Right Foot,,,"[84.0, 4.7]",,High Pass,,58.0,,Incomplete,,Marco Parolo,8173.0,,,,,1,From Kick Off,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,2,Lazio,236,"['4c2fb008-5a10-4122-b969-90c3f5df842c', 'cb736d23-b579-413c-8977-b941fc35aa83']",6,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:06.394,Pass,
,,,,,,,,,,,,,,,,,,,1.514952,,,,,,,,,,,,,,cb736d23-b579-413c-8977-b941fc35aa83,13,,"[36.1, 75.4]",3879833,0,,,True,0.2153577,,,,,"[42.5, 76.8]",,Low Pass,,6.551336,,,,Stephan Lichtsteiner,5541.0,,,,Recovery,1,From Kick Off,Andrea Barzagli,6943.0,Right Center Back,2,Lazio,236,"['7394a334-65e5-4f8e-b733-ba478de70c14', '9bc0ca5c-5605-4e97-a9c2-0abebaf41d3a', 'bde93a3d-ba03-4ec9-a976-5d305ac35a59']",9,,,,,,,,,,,,,,,,,,,Juventus,224,00:00:09.130,Pass,True
