bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7735799b-6354-44fe-a229-64b8a67a969f,1,,,3879600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 39}, {'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 387475, 'name': 'Andrea Lazzari'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,652704d3-ee12-4a30-9339-8b004546b869,2,,,3879600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 69}, {'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fc979483-b7ba-46b0-8683-7635fb60c6e6,3,,,3879600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['3955c5cc-64a8-4256-8bcf-db9af22753f2'],0,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3955c5cc-64a8-4256-8bcf-db9af22753f2,4,,,3879600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['fc979483-b7ba-46b0-8683-7635fb60c6e6'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d0fa6dcf-b9ba-4328-b61f-4946e840d7f8,1459,,,3879600,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,113,Carpi,1683,['ddf39638-08de-4b80-8cf3-8cd958ffdc6b'],0,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ddf39638-08de-4b80-8cf3-8cd958ffdc6b,1460,,,3879600,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,113,Carpi,1683,['d0fa6dcf-b9ba-4328-b61f-4946e840d7f8'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.36813,,,,,,,,,,,,,96f97982-f193-4a6c-916b-acea383c8f5c,5,,"[61.0, 40.1]",3879600,0,,,,,1.9513026,,Left Foot,,,,"[60.4, 41.6]",Ground Pass,,1.6155494,,,,,Giampaolo Pazzini,6686.0,,,,,,Kick Off,1,From Kick Off,Juan Ignacio Gómez Taleb,386651.0,Left Wing,2,Hellas Verona,226,['c3d6e190-77c0-44a2-84c1-8fcf2b647680'],1,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:01.895,Pass,
,,,,,,,,,,,,,,0.681251,,,,,,,,,,,,,cde2c3d5-2391-4016-aa19-7115b7ced125,8,,"[60.9, 41.8]",3879600,0,,,,,3.047851,,Right Foot,,,,"[49.2, 42.9]",Ground Pass,,11.7515955,,,,,Leandro Greco,32119.0,,,,,,,1,From Kick Off,Giampaolo Pazzini,6686.0,Center Forward,2,Hellas Verona,226,['f0f511ea-2760-49b1-b8d0-35c5b8a4d1bf'],2,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:02.653,Pass,
,,,,,,,,,,,,,,1.897741,,,,,,,,,,,,,43858511-f3fa-4cbe-9eca-0f528ed1b636,11,,"[49.2, 47.3]",3879600,0,,,,,1.7400699,,Left Foot,,,,"[44.5, 74.8]",Ground Pass,,27.898745,,,,,Eros Pisano,11342.0,,,,,,,1,From Kick Off,Leandro Greco,32119.0,Center Defensive Midfield,2,Hellas Verona,226,['403fe457-ae63-45a5-abb7-c3eebd5be9d0'],3,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:03.889,Pass,
,,,,,,,,,,,,,,2.661776,,,,,,,,,,,,,3aa205b4-f450-448d-ba01-27e43c76bec7,14,,"[48.1, 70.9]",3879600,0,,,,,-0.5203553,,Right Foot,,,,"[83.7, 50.5]",High Pass,,41.03072,,,Incomplete,,Giampaolo Pazzini,6686.0,,,,,,,1,From Kick Off,Eros Pisano,11342.0,Right Back,2,Hellas Verona,226,"['67973ffc-f705-4e11-bc9b-c1a17869c0f6', '7423fc62-e3c0-4755-89d9-5266c6f62689']",7,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:07.148,Pass,
