50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.137071,,,,,,,,,,,,,,0d67a9fd-0b5a-4fd3-b632-303fd8419d11,21,,"[107.6, 76.5]",3879753,0,,,,,-1.9974238,,Left Foot,,,"[107.1, 75.4]",,Low Pass,,1.2083046,,Incomplete,,Riccardo Saponara,7150.0,,,,,,,1,From Kick Off,Vincent Laurini,7155.0,Right Back,2,Empoli,290,"['0e681f12-c040-4a94-a55b-9bcc4b4bc71a', 'a1f4a2a8-e087-411f-b0f8-6bfb464a0138']",13,,,,,,,,,,,,,,,,,Empoli,290,00:00:13.574,Pass,
,,,,,,,,,,,,,,,,,0.860633,,,,,,,,,,,,,,b34340fe-c264-4a97-961e-355cd4b665b4,24,,"[105.9, 80.0]",3879753,0,,,,,-1.8352847,,,,,"[104.6, 75.2]",,Low Pass,,4.9729266,,,,Piotr Zieliński,5660.0,,,,,,Throw-in,1,From Throw In,Vincent Laurini,7155.0,Right Back,3,Empoli,290,['cb3d0e85-9cb0-4df4-bc70-2022cf950865'],29,,,,,,,,,,,,,,,,,Empoli,290,00:00:29.308,Pass,
,,,,,,,,,,,,,,,,,0.578321,,,,,,,,,,,,,,f7718e31-93a3-45af-b3c4-891551bee3fb,27,,"[104.6, 75.2]",3879753,0,,,,,0.77001476,,Right Foot,,,"[107.9, 78.4]",,Ground Pass,,4.596738,,,,Vincent Laurini,7155.0,,,,,,,1,From Throw In,Piotr Zieliński,5660.0,Right Center Midfield,3,Empoli,290,['e889a7c1-9106-4cc4-b7d8-c80f822f9142'],30,,,,,,,,,,,,,,,,,Empoli,290,00:00:30.412,Pass,
,,,,,,,,,,,,,,,,,1.568702,,,,,,,,,,,,,,0677bbf3-25ce-40a6-bd44-231f929d5bd1,30,,"[107.1, 77.7]",3879753,0,,,,,-2.1067476,,Right Foot,,,"[97.3, 61.2]",,Ground Pass,,19.190884,,,,Riccardo Saponara,7150.0,,,,,,,1,From Throw In,Vincent Laurini,7155.0,Right Back,3,Empoli,290,['2bc6afca-ab25-47f1-b6cc-08452a6fb06c'],33,,,,,,,,,,,,,,,,,Empoli,290,00:00:33.184,Pass,
,,,,,,,,,,,,,,,,,0.922362,,,,,,,,,,,,,,04e63c86-3a9d-4cad-aeee-0db527f84e4f,34,,"[97.3, 59.0]",3879753,0,,,,,-1.1436859,,Left Foot,,,"[104.4, 43.4]",,Low Pass,,17.139719,,Incomplete,,Manuel Pucciarelli,7054.0,,,,,,,1,From Throw In,Riccardo Saponara,7150.0,Center Attacking Midfield,3,Empoli,290,"['1a7957aa-f60c-474a-bb04-2573d2f39f38', '3a487e56-b132-4cc6-aa65-154c152115a9', 'e12f4829-e239-4504-b8ee-38c68d24dff3']",35,,,,,,,,,,,,,,,,,Empoli,290,00:00:35.714,Pass,True
,,,,,,,,,,,,,,,,,2.195433,,,,,,,,,,,,,,2d4c09b8-7ad6-4366-a71d-cbc25ec7935e,37,,"[54.4, 45.4]",3879753,0,,,,,-0.3296244,,Head,,,"[73.4, 38.9]",,High Pass,,20.081085,,Incomplete,,Piotr Zieliński,5660.0,,,,,,Recovery,1,From Throw In,Uroš Ćosić,16061.0,Left Center Back,3,Empoli,290,"['5035593e-de45-48e4-b865-2808250f5484', '7e3baf48-53a7-454c-8346-3788a8f480b0']",41,,,,,,,,,,,,,,,,,Empoli,290,00:00:41.031,Pass,
,,,,,,,,,,,,,,,,,1.91579,,,,,,,,,,,,,,5035593e-de45-48e4-b865-2808250f5484,39,,"[46.7, 41.2]",3879753,0,,,,,-0.37690926,,Head,,,"[56.3, 37.4]",,High Pass,,10.324728,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Simone Missiroli,7113.0,Right Center Midfield,3,Empoli,290,"['2d4c09b8-7ad6-4366-a71d-cbc25ec7935e', '59b76c1a-a34a-404a-bc12-2e315d69c8e5']",43,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:43.226,Pass,
,,,,,,,,,,,,,,,,,1.127429,,,,,,,,,,,,,,59b76c1a-a34a-404a-bc12-2e315d69c8e5,40,,"[63.8, 42.7]",3879753,0,,,,,2.0274017,,Head,,,"[58.2, 54.1]",,Low Pass,,12.701181,,,,Piotr Zieliński,5660.0,,,,,,Recovery,1,From Throw In,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,3,Empoli,290,"['192e648d-650a-4141-83d6-84062778056d', '5035593e-de45-48e4-b865-2808250f5484']",45,,,,,,,,,,,,,,,,,Empoli,290,00:00:45.142,Pass,
,,,,,,,,,,,,,,,,,1.125734,,,,,,,,,,,,,,17c5b752-74e1-42d0-a7c0-cf8e36aec19a,43,,"[58.2, 54.1]",3879753,0,,,,,3.1415927,,Right Foot,,,"[47.7, 54.1]",,Ground Pass,,10.5,,,,Lorenzo Tonelli,7160.0,,,,,,,1,From Throw In,Piotr Zieliński,5660.0,Right Center Midfield,3,Empoli,290,['f6bbfcad-53bd-4f53-9d6c-66d6a34775a5'],46,,,,,,,,,,,,,,,,,Empoli,290,00:00:46.500,Pass,
,,,,,,,,,,,,,,,,,0.365463,,,,,,,,,,,,,,2ffe739d-6ee6-45bc-8d2b-db29c6fd0767,46,,"[47.7, 54.1]",3879753,0,,,,,-0.1174691,,Right Foot,,,"[63.8, 52.2]",,Low Pass,,16.211723,,,,Riccardo Saponara,7150.0,,,,,,,1,From Throw In,Lorenzo Tonelli,7160.0,Right Center Back,3,Empoli,290,['d3fad24d-7c9e-46c1-b636-e853ecf061bc'],47,,,,,,,,,,,,,,,,,Empoli,290,00:00:47.836,Pass,
,,,,,,,,,,,,,,,,,0.606155,,,,,,,,,,,,,,a2235ad6-2142-4dbc-af84-a0743dcc8f2d,49,,"[63.8, 52.2]",3879753,0,,,,,-2.0183163,,Right Foot,,,"[62.6, 49.7]",,Ground Pass,,2.7730849,,,,Manuel Pucciarelli,7054.0,,,,,,,1,From Throw In,Riccardo Saponara,7150.0,Center Attacking Midfield,3,Empoli,290,['5b015c0f-e82d-441a-b8f8-1b258326b43c'],48,,,,,,,,,,,,,,,,,Empoli,290,00:00:48.259,Pass,
,,,,,,,,,,,,,,,,,0.734673,,,,,,,,,,,,,,82e7b8a3-5b30-4a12-9a72-39df3e265447,52,,"[62.6, 49.7]",3879753,0,,,,,-3.050933,,Right Foot,,,"[54.9, 49.0]",,Ground Pass,,7.731753,,,,Leandro Daniel Paredes,16308.0,,,,,,,1,From Throw In,Manuel Pucciarelli,7054.0,Right Center Forward,3,Empoli,290,['77261cb5-d763-4037-ba32-11a96cf59dd5'],48,,,,,,,,,,,,,,,,,Empoli,290,00:00:48.936,Pass,
,,,,,,,,,,,,,,,,,1.750494,,,,,,,,,,,,,,7bf91202-646a-470d-b662-722fab56fb1a,55,,"[64.1, 47.5]",3879753,0,,,,,0.6688716,,Right Foot,,,"[80.8, 60.7]",,Ground Pass,,21.28685,,,,Piotr Zieliński,5660.0,,,,,,,1,From Throw In,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,3,Empoli,290,['62a8b60f-eb38-43f0-a00c-08066fb1ef76'],52,,,,,,,,,,,,,,,,,Empoli,290,00:00:52.485,Pass,
,,,,,,,,,,,,,,,,,0.173026,,,,,,,,,,,,,,b3db8423-44fa-438a-b75a-508b9a1b240c,58,,"[80.8, 60.7]",3879753,0,,,,,-0.5191461,,Right Foot,,,"[82.2, 59.9]",,Low Pass,,1.6124516,,Incomplete,,Riccardo Saponara,7150.0,,,,,,,1,From Throw In,Piotr Zieliński,5660.0,Right Center Midfield,3,Empoli,290,"['27ff5b9c-d68c-4b2e-ae51-57374ad57428', 'a0b02bdc-f04b-43f8-8a02-cc15dbd91aab']",54,,,,,,,,,,,,,,,,,Empoli,290,00:00:54.762,Pass,
,,,,,,,,,,,,,,,,,0.588214,,,,,,,,,,,,,,4f5e8e69-3cf7-4698-9aa8-d415b279e3ce,61,,"[87.1, 80.0]",3879753,1,,,,,-0.98652506,,,,,"[91.2, 73.8]",,Low Pass,,7.4330344,,,,Manuel Pucciarelli,7054.0,,,,,,Throw-in,1,From Throw In,Vincent Laurini,7155.0,Right Back,4,Empoli,290,['63b82bfc-14d4-4295-a006-ca69a0c3fb46'],5,,,,,,,,,,,,,,,,,Empoli,290,00:01:05.776,Pass,
,,,,,,,,,,,,,,,,,0.684924,,,,,,,,,,,,,,cdd48eac-f1da-494c-b0dc-d41cd96c1ae7,64,,"[91.2, 73.8]",3879753,1,,,,,2.6476512,,Right Foot,,,"[84.7, 77.3]",,Ground Pass,,7.3824115,,,,Vincent Laurini,7155.0,,,,,,,1,From Throw In,Manuel Pucciarelli,7054.0,Right Center Forward,4,Empoli,290,['a0ead10a-62a9-4d0d-9d2a-eb98658e0bf7'],6,,,,,,,,,,,,,,,,,Empoli,290,00:01:06.577,Pass,
,,,,,,,,,,,,,,,,,0.475601,,,,,,,,,,,,,,9248f827-432f-418a-906f-32619fb71a76,68,,"[84.7, 77.3]",3879753,1,,,,,0.17324567,,Right Foot,,,"[88.7, 78.0]",,Low Pass,,4.060788,,,,Piotr Zieliński,5660.0,,,,,,,1,From Throw In,Vincent Laurini,7155.0,Right Back,4,Empoli,290,"['1d5737bb-dc31-4591-be06-0b992d71ccfa', 'd9dc5cb5-cf52-4a41-a2d2-052c33edaa57']",7,,,,,,,,,,,,,,,,,Empoli,290,00:01:07.893,Pass,True
,,,,,,,,,,,,,,,,,0.171738,,,,,,,,,,,,,,3c8840e5-56da-48d8-bd31-ce3e5dc5e28c,71,,"[88.7, 78.0]",3879753,1,,,,,-0.93971694,,Right Foot,,,"[90.6, 75.4]",,Low Pass,,3.2202485,,Incomplete,,Manuel Pucciarelli,7054.0,,,,,,,1,From Throw In,Piotr Zieliński,5660.0,Right Center Midfield,4,Empoli,290,"['87576142-8e90-433f-aa13-666e23999448', 'fb87d990-a4d0-42c5-9e8c-d90cc7cedf6b']",8,,,,,,,,,,,,,,,,,Empoli,290,00:01:08.568,Pass,
,,,,,,,,,,,,,,,,,0.752522,,,,,,,,,,,,,,d4018298-c4be-4540-b437-5e2cf53f341a,74,,"[35.7, 2.7]",3879753,1,,,,,1.3429393,,Left Foot,,,"[37.3, 9.6]",,High Pass,,7.0830784,,,,Nicola Sansone,6859.0,,,,,,Recovery,1,Regular Play,Joseph Alfred Duncan,7698.0,Left Center Midfield,5,Sassuolo,232,['bb0c11a4-ef3c-46d2-9c00-d6a911de03f7'],9,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:09.456,Pass,
,,,,,,,,,,,,,,,,,1.839957,,,,,,,,,,,,,,2c770894-4059-48ba-ab34-2e35f967053d,76,,"[37.3, 9.6]",3879753,1,,,,,0.87255543,,Head,,,"[46.7, 20.8]",,High Pass,,14.6219015,,,,Gregoire Defrel,7457.0,,,,,,,1,Regular Play,Nicola Sansone,6859.0,Left Wing,5,Sassuolo,232,['d2707803-b3aa-47c4-a890-82350008e608'],10,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:10.209,Pass,
,,,,,,,,,,,,,,,,,1.902768,,,,,,,,,,,,,,8400ebbf-f5e7-430b-bf82-345f7e16fd12,81,,"[53.2, 25.4]",3879753,1,,,,,2.488746,,Left Foot,,,"[44.7, 31.9]",,Ground Pass,,10.700467,,,,Francesco Acerbi,7119.0,,,,,,Free Kick,1,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,6,Sassuolo,232,['14f8a5fc-5423-457f-8fdf-1c54b352f62f'],37,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:37.819,Pass,
,,,,,,,,,,,,,,,,,1.219927,,,,,,,,,,,,,,170676d1-8d23-446e-b1b1-0d4c9f128eb3,84,,"[44.7, 31.9]",3879753,1,,,,,1.8880626,,Left Foot,,,"[40.3, 45.3]",,Ground Pass,,14.1039,,,,Paolo Cannavaro,8848.0,,,,,,,1,From Free Kick,Francesco Acerbi,7119.0,Left Center Back,6,Sassuolo,232,['6de49540-9581-4e49-9cf1-1625cb8d3980'],39,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:39.793,Pass,
,,,,,,,,,,,,,,,,,2.26418,,,,,,,,,,,,,,e0cde6cd-0961-4b07-b694-95bf575e364d,87,,"[40.3, 45.3]",3879753,1,,,,,-1.2660195,,Right Foot,,,"[52.6, 6.2]",,High Pass,,40.98902,,,,Federico Peluso,7118.0,,,,,,,1,From Free Kick,Paolo Cannavaro,8848.0,Right Center Back,6,Sassuolo,232,['6e17b820-33b2-4554-a43c-b8d5a81b86e9'],41,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:41.703,Pass,
,,,,,,,,,,,,,,,,,0.954855,,,,,,,,,,,,,,3302bd4a-7f88-4bcb-90f3-fbca6ab4c683,89,,"[52.6, 6.2]",3879753,1,,,,,0.32447535,,Head,,,"[63.6, 9.9]",,High Pass,,11.605602,,Incomplete,,Joseph Alfred Duncan,7698.0,,,,,,,1,From Free Kick,Federico Peluso,7118.0,Left Back,6,Sassuolo,232,"['72ee6c7a-ebd5-467c-84a9-09dc6243d789', 'cd91433c-5943-4659-9ff4-19777c16ae2e']",43,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:43.967,Pass,
,,,,,,,,,,,,,,,,,1.918751,,,,,,,,,,,,,,cd91433c-5943-4659-9ff4-19777c16ae2e,91,,"[56.5, 70.2]",3879753,1,,,,,-1.306454,,Head,,,"[60.1, 56.9]",,High Pass,,13.778606,,,,Riccardo Saponara,7150.0,,,,,,Recovery,1,Regular Play,Vincent Laurini,7155.0,Right Back,7,Empoli,290,"['3302bd4a-7f88-4bcb-90f3-fbca6ab4c683', 'c2aaf156-0182-405b-8a0c-32f427f7159e']",44,,,,,,,,,,,,,,,,,Empoli,290,00:01:44.922,Pass,
,,,,,,,,,,,,,,,,,0.671602,,,,,,,,,,,,,,3d029e94-83f5-4cb4-9c2b-8ebad2ee1284,94,,"[60.1, 56.9]",3879753,1,,,,,2.7574234,,Right Foot,,,"[55.4, 58.8]",,Ground Pass,,5.0695167,,,,Leandro Daniel Paredes,16308.0,,,,,,,1,Regular Play,Riccardo Saponara,7150.0,Center Attacking Midfield,7,Empoli,290,['e8e3864b-008f-4059-8367-f8f01ffefe13'],46,,,,,,,,,,,,,,,,,Empoli,290,00:01:46.933,Pass,
,,,,,,,,,,,,,,,,,4.547594,,,,,,,,,,,,,,c606c737-caae-478e-961f-4210fb1c3f27,97,,"[55.7, 58.8]",3879753,1,,,,,0.0056179184,,Right Foot,,,"[91.3, 59.0]",,High Pass,,35.600563,,Incomplete,,Manuel Pucciarelli,7054.0,,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,7,Empoli,290,"['23ec5804-f311-44ee-9ebe-e3d16c76b0c5', 'c6bdfd51-e84f-44e7-8c33-2b220d248037']",47,,,,,,,,,,,,,,,,,Empoli,290,00:01:47.684,Pass,
,,,,,,,,,,,,,,,,,1.587171,,,,,,,,,,,,,,c6bdfd51-e84f-44e7-8c33-2b220d248037,100,,"[28.8, 21.1]",3879753,1,,,,True,-1.7575701,,,,,"[26.4, 8.4]",,Low Pass,,12.924783,,,,Federico Peluso,7118.0,,,,,,Recovery,1,Regular Play,Francesco Acerbi,7119.0,Left Center Back,7,Empoli,290,"['119c072e-b664-4f85-80ee-076641b357ac', '3c83371d-4319-4ac6-964f-703d538cfd6d', 'c606c737-caae-478e-961f-4210fb1c3f27']",52,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:52.232,Pass,True
,,,,,,,,,,,,,,,,,0.718666,,,,,,,,,,,,,,cd745921-7d7a-4449-960d-aa6d3a4ec181,112,,"[26.4, 2.4]",3879753,1,,,,,1.102341,,Right Foot,,,"[30.6, 10.7]",,Ground Pass,,9.302151,,,,Joseph Alfred Duncan,7698.0,,,,,,,1,Regular Play,Francesco Magnanelli,7127.0,Center Defensive Midfield,8,Sassuolo,232,['1fb92bf7-22dd-4e5c-b970-86c75943064a'],58,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:58.931,Pass,
,,,,,,,,,,,,,,,,,2.77219,,,,,,,,,,,,,,24ce1164-19fe-49f7-9d64-9c49ec20738c,116,,"[25.8, 26.7]",3879753,2,,,,,1.1868852,,Left Foot,,,"[40.1, 62.1]",,Ground Pass,,38.179184,,,,Šime Vrsaljko,5461.0,,,,,,,1,Regular Play,Joseph Alfred Duncan,7698.0,Left Center Midfield,8,Sassuolo,232,['89ef77fa-4aad-4430-8783-3e39a59147bf'],2,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:02.510,Pass,
,,,,,,,,,,,,,,,,,1.484334,,,,,,,,,,,,,,44d5fffc-70fd-4c0e-9aa3-d9fd0ef42fbb,119,,"[39.0, 64.2]",3879753,2,,,,,0.48126695,,Right Foot,,,"[57.0, 73.6]",,Ground Pass,,20.306648,,,,Domenico Berardi,7131.0,,,,,,,1,Regular Play,Šime Vrsaljko,5461.0,Right Back,8,Sassuolo,232,['05efdeb5-ee59-4826-8107-a8d31655bf9c'],5,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:05.332,Pass,
,,,,,,,,,,,,,,,,,1.719115,,,,,,,,,,,,,,1aecbede-d744-4ab8-b813-88922bb5fcac,124,,"[57.0, 73.6]",3879753,2,,,,,-0.12505823,,Right Foot,,,"[74.5, 71.4]",,Low Pass,,17.637743,,,,Šime Vrsaljko,5461.0,,,,,,,1,Regular Play,Domenico Berardi,7131.0,Right Wing,8,Sassuolo,232,['495d3a79-51e0-4240-a79d-e787edf9a63b'],8,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:08.635,Pass,
