50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.399997,,,,,,,,,,,,,702d2f74-5b0e-4330-b73f-485b55b5dc28,19,,"[6.0, 36.0]",3878608,0,,,,0.9332475,,Left Foot,,,,"[24.0, 60.3]",,Ground Pass,,30.240536,,,Modibo Diakité,174418.0,,,,,Goal Kick,1,From Goal Kick,Nicola Leali,32037.0,Goalkeeper,4,Frosinone,291,['588d1644-7dac-4626-b244-1ba16cac5ddf'],23,,,,,,,,,,,,,,,,,Frosinone,291,00:00:23.675,Pass,
,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,4a286070-b994-40c2-848c-17061ba204a8,22,,"[32.0, 60.5]",3878608,0,,,,0.7447701,,Right Foot,,,,"[44.8, 72.3]",,Ground Pass,,17.409193,,,Aleandro Rosi,7462.0,,,,,,1,From Goal Kick,Modibo Diakité,174418.0,Right Center Back,4,Frosinone,291,['33d018e4-6fc7-43a7-8d4b-b07d5033022f'],28,,,,,,,,,,,,,,,,,Frosinone,291,00:00:28.515,Pass,
,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,bee060ec-b5db-43fd-b0a9-9be68548ebbf,25,,"[45.3, 72.3]",3878608,0,,,,0.35937598,,Right Foot,,,,"[63.4, 79.1]",,Ground Pass,,19.335201,Out,,Luca Paganini,23470.0,,,,,,1,From Goal Kick,Aleandro Rosi,7462.0,Right Back,4,Frosinone,291,['57698860-bcc4-4941-8da0-ad7e8a3832e8'],30,,,,,,,,,,,,,,,,,Frosinone,291,00:00:30.675,Pass,
,,,,,,,,,,,,,,,,,0.728508,,,,,,,,,,,,,4a7f7f75-19af-4845-a754-db4e4436424b,27,,"[56.2, 0.1]",3878608,0,,,,0.71170634,,,,,,"[64.2, 7.0]",,Low Pass,,10.564564,,,Erick Antonio Pulgar Farfán,7175.0,,,,,Throw-in,1,From Throw In,Adam Masina,7169.0,Left Back,5,Bologna,240,['b930dfb3-e8d8-4207-8732-5ae9e5bdabd9'],40,,,,,,,,,,,,,,,,,Bologna,240,00:00:40.486,Pass,
,,,,,,,,,,,,,,,,,0.718454,,,,,,,,,,,,,2a3a9277-053f-43c7-aa2a-efb258d2c603,29,,"[64.2, 7.0]",3878608,0,,,,3.082139,,Head,,,,"[55.8, 7.5]",,Low Pass,,8.414867,,,Adam Masina,7169.0,,,,,,1,From Throw In,Erick Antonio Pulgar Farfán,7175.0,Left Center Midfield,5,Bologna,240,['7e673033-a2a7-4217-abb6-566c8202f151'],41,,,,,,,,,,,,,,,,,Bologna,240,00:00:41.215,Pass,
,,,,,,,,,,,,,,,,,1.25313,,,,,,,,,,,,,b71b4aee-5f77-49bf-a891-c64cdf556b43,33,,"[61.2, 71.4]",3878608,0,,,,-0.43873066,,Right Foot,,,,"[74.2, 65.3]",,Low Pass,,14.360014,,,Samuele Longo,11672.0,,,,,Recovery,1,From Throw In,Paolo Sammarco,23349.0,Right Defensive Midfield,5,Bologna,240,['5bc6c773-9247-461d-be2f-ff4db3487b9b'],42,,,,,,,,,,,,,,,,,Frosinone,291,00:00:42.673,Pass,
,,,,,,,,,,,,,,,,,2.029344,,,,,,,,,,,,,fa213f9e-f40e-4077-af44-04e3cac1a02a,40,,"[33.8, 28.8]",3878608,0,,,,1.7582912,,Right Foot,,,,"[29.0, 54.1]",,Ground Pass,,25.75131,,,Alex Ferrari,7704.0,,,,,Recovery,1,From Throw In,Amadou Diawara,8284.0,Center Defensive Midfield,5,Bologna,240,"['3ee1ba5d-2fcf-4b3e-9bfa-33c7420feb0a', 'a2aeba5d-a0bc-45ef-9ad9-98f924dae413']",47,,,,,,,,,,,,,,,,,Bologna,240,00:00:47.867,Pass,True
,,,,,,,,,,,,,,,,,1.680351,,,,,,,,,,,,,cff8f933-446b-4ddb-a0c9-f3a1990b5e9c,43,,"[29.0, 70.0]",3878608,0,,,,-0.08972385,,Right Foot,,,,"[57.9, 67.4]",,Ground Pass,,29.01672,,,Franco Brienza,45591.0,,,,,,1,From Throw In,Alex Ferrari,7704.0,Right Back,5,Bologna,240,['136710b0-d7d1-414c-b89f-1dff6095aa75'],51,,,,,,,,,,,,,,,,,Bologna,240,00:00:51.807,Pass,
,,,,,,,,,,,,,,,,,2.077042,,,,,,,,,,,,,da6f53bb-0926-4610-ad0b-a2c7659d4770,46,,"[54.1, 57.0]",3878608,0,,,,-0.6750696,,Left Foot,,,,"[91.2, 27.3]",,High Pass,,47.523678,Incomplete,,Mattia Destro,8103.0,,,,,,1,From Throw In,Franco Brienza,45591.0,Right Wing,5,Bologna,240,"['1d9cb45c-e5bb-4872-981f-bfd8b5ba0c3b', '714112c2-e4ee-48b5-8eb2-649e4854a866']",56,,,,,,,,,,,,,,,,,Bologna,240,00:00:56.355,Pass,
,,,,,,,,,,,,,,,,,3.713883,,,,,,,,,,,,,67b55082-fdfe-4294-81ba-5e24c212cb1e,55,,"[77.0, 33.8]",3878608,1,,,,0.49836856,,Left Foot,,,,"[120.0, 57.2]",,High Pass,,48.954674,Out,,Mattia Destro,8103.0,,,,,,1,From Throw In,Amadou Diawara,8284.0,Center Defensive Midfield,5,Bologna,240,"['02cfc6fb-3c40-4624-ba41-d24b374e7850', '0ab3f0dc-0e4b-4daa-a51b-e9db7a0590fc']",4,,,,,,,,,,,,,,,,,Bologna,240,00:01:04.933,Pass,True
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,9b7b2691-ad39-4ae1-aa85-d6ecd52cf12b,57,,"[6.0, 36.0]",3878608,1,True,,,-0.92382604,,Right Foot,,,,"[19.9, 17.6]",,Ground Pass,,23.060139,,,Leonardo Blanchard,387847.0,,,,,Goal Kick,1,From Goal Kick,Nicola Leali,32037.0,Goalkeeper,6,Frosinone,291,['72a4c41b-6bc1-4f93-a342-86d4e354048c'],14,,,,,,,,,,,,,,,,,Frosinone,291,00:01:14.776,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,19e107f3-2234-4d07-8c98-171f7425511b,59,,"[26.5, 13.5]",3878608,1,,,,-0.40668282,,Left Foot,,,,"[46.7, 4.8]",,Ground Pass,,21.993862,,,Daniel Pavlovic,8661.0,,,,,,1,From Goal Kick,Leonardo Blanchard,387847.0,Left Center Back,6,Frosinone,291,['e68bc6f8-57d4-431f-b736-7764def329aa'],18,,,,,,,,,,,,,,,,,Frosinone,291,00:01:18.307,Pass,
,,,,,,,,,,,,,,,,,2.530119,,,,,,,,,,,,,137f8f12-0641-48cb-911a-0953405ce6d1,62,,"[46.7, 4.8]",3878608,1,,,,0.30225068,,Left Foot,,,,"[91.6, 18.8]",,High Pass,,47.03201,Incomplete,,Samuele Longo,11672.0,,,,,,1,From Goal Kick,Daniel Pavlovic,8661.0,Left Back,6,Frosinone,291,"['caa7f048-abf1-48e2-a0c9-173d906a8afe', 'f0e2ce12-706f-49f8-86fa-8e7ffcd3ae9c']",20,,,,,,,,,,,,,,,,,Frosinone,291,00:01:20.947,Pass,
,,,,,,,,,,,,,,,,,0.97694,,,,,,,,,,,,,f0e2ce12-706f-49f8-86fa-8e7ffcd3ae9c,64,,"[28.5, 61.3]",3878608,1,,,,0.084901795,,Right Foot,,,,"[37.9, 62.1]",,High Pass,,9.433981,,,Amadou Diawara,8284.0,,,,,Recovery,1,Regular Play,Marios Oikonomou,8873.0,Right Center Back,7,Bologna,240,"['137f8f12-0641-48cb-911a-0953405ce6d1', '46318737-f2a0-46ed-ad72-0f0f7bd1e0f3']",23,,,,,,,,,,,,,,,,,Bologna,240,00:01:23.477,Pass,
,,,,,,,,,,,,,,,,,1.121634,,,,,,,,,,,,,787a9026-95c4-4fc8-9f15-a5b24ece4e6d,68,,"[44.2, 53.4]",3878608,1,,,,-0.036085412,,Right Foot,,,,"[71.9, 52.4]",,Ground Pass,,27.718044,,,Mattia Destro,8103.0,,,,,,1,Regular Play,Amadou Diawara,8284.0,Center Defensive Midfield,7,Bologna,240,['5ea21ec5-896b-4d65-8ff2-f350ba7847df'],30,,,,,,,,,,,,,,,,,Bologna,240,00:01:30.074,Pass,
,,,,,,,,,,,,,,,,,1.528743,,,,,,,,,,,,,bb6999c1-0fc2-4c91-b454-953e0102debb,71,,"[73.4, 36.7]",3878608,1,,,,-1.1220729,,Right Foot,,,,"[86.4, 9.7]",,Ground Pass,,29.966648,,,Anthony Mounier,34565.0,,,,,,1,Regular Play,Mattia Destro,8103.0,Center Forward,7,Bologna,240,['92d8afbd-2b56-4140-a9ae-e93bf87d9d75'],33,,,,,,,,,,,,,,,,,Bologna,240,00:01:33.074,Pass,
,,,,,,,,,,,,,,,,,3.480734,,,,,,,,,,,,,414c0e19-e059-4696-b92e-388f2ac8ed34,74,,"[106.4, 10.9]",3878608,1,,,,1.5369682,,Left Foot,True,,,"[108.4, 70.0]",,High Pass,,59.13383,Incomplete,,Mattia Destro,8103.0,,,True,,,1,Regular Play,Anthony Mounier,34565.0,Left Wing,7,Bologna,240,"['4f929486-9df3-453f-a65d-5c7da97ab37a', '9ccfb2b4-a4cb-4ce8-89c0-858d8b5cf7e3']",36,,,,,,,,,,,,,,,,,Bologna,240,00:01:36.813,Pass,
,,,,,,,,,,,,,,,,,0.977978,,,,,,,,,,,,,7d9baf53-ef38-488e-abfa-15f1ec05cdf6,79,,"[12.7, 5.7]",3878608,1,,,,0.25711155,,Left Foot,,,,"[35.9, 11.8]",,Low Pass,,23.988539,,,Aleksandar Tonev,9898.0,,,,,,1,Regular Play,Daniel Pavlovic,8661.0,Left Back,7,Bologna,240,['335b288a-883d-4277-a04f-ed92a9874251'],42,,,,,,,,,,,,,,,,,Frosinone,291,00:01:42.070,Pass,
,,,,,,,,,,,,,,,,,2.200539,,,,,,,,,,,,,e34f651a-7897-4774-ab21-babaa80b03a6,84,,"[34.2, 3.3]",3878608,1,,,,0.11773258,,Left Foot,,,,"[52.8, 5.5]",,Ground Pass,,18.729656,Incomplete,,Federico Dionisi,24235.0,,,,,,1,Regular Play,Aleksandar Tonev,9898.0,Left Midfield,7,Bologna,240,"['1c561dd2-c44b-497a-8cc7-e8867d04906f', '8dc40418-d6c9-44b6-9b72-6abc0c6486a7']",45,,,,,,,,,,,,,,,,,Frosinone,291,00:01:45.875,Pass,
,,,,,,,,,,,,,,,,,0.968466,,,,,,,,,,,,,8dc40418-d6c9-44b6-9b72-6abc0c6486a7,86,,"[67.3, 74.6]",3878608,1,,,,-0.26356387,,Right Foot,,,,"[86.2, 69.5]",,Ground Pass,,19.576006,,,Saphir Sliti Taïder,8851.0,,,,,Recovery,1,Regular Play,Alex Ferrari,7704.0,Right Back,7,Bologna,240,"['b7f4aada-f1b8-440c-89a9-4929e707634c', 'e34f651a-7897-4774-ab21-babaa80b03a6']",48,,,,,,,,,,,,,,,,,Bologna,240,00:01:48.075,Pass,
,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,7d00aafc-158d-46e9-8c3b-f2a29aebfa55,91,,"[25.7, 22.1]",3878608,1,,,,1.0188831,,Left Foot,,,,"[52.3, 65.3]",,High Pass,,50.73263,,,Luca Paganini,23470.0,,,True,,,1,Regular Play,Leonardo Blanchard,387847.0,Left Center Back,8,Frosinone,291,['dd1f574d-9a1a-4b74-a83d-983d46aa8b13'],51,,,,,,,,,,,,,,,,,Frosinone,291,00:01:51.880,Pass,
,,,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,,9861cf63-8729-4f88-a839-e6c4c3eae646,97,,"[92.6, 80.0]",3878608,2,,,,-2.786887,,,,,,"[76.4, 74.0]",,Low Pass,,17.275415,,,Paolo Sammarco,23349.0,,,,,Throw-in,1,From Throw In,Aleandro Rosi,7462.0,Right Back,9,Frosinone,291,['e7701fed-bb85-4f9b-9cbc-7d31043a50f5'],6,,,,,,,,,,,,,,,,,Frosinone,291,00:02:06.465,Pass,
,,,,,,,,,,,,,,,,,2.399999,,,,,,,,,,,,,99309f66-20dc-44a8-ac95-876a10061864,100,,"[76.9, 65.1]",3878608,2,,,,-2.366461,,Right Foot,,,,"[52.3, 41.0]",,Ground Pass,,34.437916,,,Leonardo Blanchard,387847.0,,,,,,1,From Throw In,Paolo Sammarco,23349.0,Right Defensive Midfield,9,Frosinone,291,['bc4066fd-b854-4291-9e7d-b7a3cc550490'],10,,,,,,,,,,,,,,,,,Frosinone,291,00:02:10.505,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,e908dc01-c2da-42ce-9c79-708ada4ff4cb,103,,"[56.1, 36.6]",3878608,2,,,,-0.62182426,,Left Foot,,,,"[92.1, 10.8]",,Low Pass,,44.290405,,,Aleksandar Tonev,9898.0,,,,,,1,From Throw In,Leonardo Blanchard,387847.0,Left Center Back,9,Frosinone,291,['fca09e56-d5f3-4fd2-8c87-271fa48977df'],14,,,,,,,,,,,,,,,,,Frosinone,291,00:02:14.265,Pass,
,,,,,,,,,,,,,,,,,0.21989,,,,,,,,,,,,,cc45958d-bf38-40ee-8564-b2b771eb7667,107,,"[75.9, 6.5]",3878608,2,,,,-0.22879885,,Left Foot,,,,"[83.2, 4.8]",,Ground Pass,,7.495332,Incomplete,,Daniel Pavlovic,8661.0,,,,,,1,From Throw In,Aleksandar Tonev,9898.0,Left Midfield,9,Frosinone,291,"['5f6b19fd-c1d8-45cc-8d75-d67ed1fd5f7a', 'b6c9a8ea-9396-4e25-a62d-1e90ae955601']",19,,,,,,,,,,,,,,,,,Frosinone,291,00:02:19.623,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,60fb2fe5-4678-4c1b-be25-2878d646e981,110,,"[91.4, 0.1]",3878608,2,True,,,2.6106708,,,,,,"[80.5, 6.5]",,Low Pass,,12.640016,,,Yussif Raman Chibsah,9903.0,,,,,Throw-in,1,From Throw In,Daniel Pavlovic,8661.0,Left Back,10,Frosinone,291,['89023084-f382-407c-8bc4-e4f5df4dd8d5'],28,,,,,,,,,,,,,,,,,Frosinone,291,00:02:28.331,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,afdc5a30-8e11-45a5-a2f4-418bdee2c1f4,113,,"[76.2, 9.4]",3878608,2,,,,2.9279714,,Right Foot,,,,"[57.3, 13.5]",,Ground Pass,,19.339596,,,Leonardo Blanchard,387847.0,,,,,,1,From Throw In,Yussif Raman Chibsah,9903.0,Left Defensive Midfield,10,Frosinone,291,['1377099c-b770-48fd-831e-0d4167b88786'],31,,,,,,,,,,,,,,,,,Frosinone,291,00:02:31.773,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,8d47561b-0c02-499a-a31a-f3f4852d4d92,116,,"[57.3, 13.5]",3878608,2,,,,1.0824624,,Right Foot,,,,"[62.4, 23.1]",,Ground Pass,,10.870603,,,Yussif Raman Chibsah,9903.0,,,,,,1,From Throw In,Leonardo Blanchard,387847.0,Left Center Back,10,Frosinone,291,['f0235b53-b959-4514-9795-51b04cd917e1'],34,,,,,,,,,,,,,,,,,Frosinone,291,00:02:34.693,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,ebc9b9bc-bd23-4432-adeb-2459636fc322,119,,"[62.4, 23.1]",3878608,2,,,,2.1999443,,Right Foot,,,,"[50.1, 40.0]",,Ground Pass,,20.902153,,,Modibo Diakité,174418.0,,,,,,1,From Throw In,Yussif Raman Chibsah,9903.0,Left Defensive Midfield,10,Frosinone,291,['3d316e31-da62-487c-8316-cb035b21b063'],36,,,,,,,,,,,,,,,,,Frosinone,291,00:02:36.173,Pass,
,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,0f0c65f6-74c3-4823-8df3-ddc9061ee1c7,122,,"[55.2, 45.3]",3878608,2,,,,1.0409896,,Right Foot,,,,"[69.9, 70.4]",,Ground Pass,,29.0878,,,Aleandro Rosi,7462.0,,,,,,1,From Throw In,Modibo Diakité,174418.0,Right Center Back,10,Frosinone,291,['cf09f9b4-ed2a-4352-90ab-b04dc4cfb974'],39,,,,,,,,,,,,,,,,,Frosinone,291,00:02:39.893,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,094a5c0c-edb6-4b4c-a0bc-23f579474bc6,125,,"[69.9, 70.4]",3878608,2,,,,-2.6861415,,Right Foot,,,,"[55.2, 63.2]",,Ground Pass,,16.368567,,,Paolo Sammarco,23349.0,,,,,,1,From Throw In,Aleandro Rosi,7462.0,Right Back,10,Frosinone,291,['d11e74ae-36d1-43a9-9643-fb7312e5dd85'],41,,,,,,,,,,,,,,,,,Frosinone,291,00:02:41.613,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,8582aea6-24b3-4914-80fb-15264d3b4301,128,,"[66.0, 62.2]",3878608,2,,,,-1.1782262,,Right Foot,,,,"[71.3, 49.4]",,Ground Pass,,13.85388,,,Yussif Raman Chibsah,9903.0,,,,,,1,From Throw In,Paolo Sammarco,23349.0,Right Defensive Midfield,10,Frosinone,291,['f8a849c8-cf0c-4c18-ac3e-ff91c89cf2ca'],46,,,,,,,,,,,,,,,,,Frosinone,291,00:02:46.813,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,ed8fed6e-6ca8-4b03-b53f-e89eec6a46d6,132,,"[69.4, 48.7]",3878608,2,,,,2.1070435,,Right Foot,,,,"[63.1, 59.3]",,Ground Pass,,12.330855,,,Paolo Sammarco,23349.0,,,,,,1,From Throw In,Yussif Raman Chibsah,9903.0,Left Defensive Midfield,10,Frosinone,291,"['258a38ed-23dc-4b57-bb2b-997ad4962cd2', 'ac57c527-3c9a-47e8-b0a8-37241f78f818']",49,,,,,,,,,,,,,,,,,Frosinone,291,00:02:49.213,Pass,True
