50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,95acfa5f-9735-4512-9812-1ed82698d607,1,,,,3879748,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 95}, {'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3c7976d7-19d2-4437-8f64-0e0165febddf,2,,,,3879748,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 386657, 'name': 'Giampiero Pinzi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7043, 'name': 'Roberto Inglese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 45}, {'player': {'id': 8644, 'name': 'Sergio Pellissier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 31}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9bdc36c3-fa67-4035-9db3-7b14e7465994,3,,,,3879748,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['5824a4ec-d188-4471-b08b-e2a6d1e93f58'],0,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5824a4ec-d188-4471-b08b-e2a6d1e93f58,4,,,,3879748,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['9bdc36c3-fa67-4035-9db3-7b14e7465994'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bb3c1118-860d-4c04-92dd-eb4db84822ba,1658,,,,3879748,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,109,Chievo,231,['9864a2d2-8117-4555-b828-f1137d61921a'],0,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9864a2d2-8117-4555-b828-f1137d61921a,1659,,,,3879748,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,109,Chievo,231,['bb3c1118-860d-4c04-92dd-eb4db84822ba'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.226059,,,,,,,,,,,,,b0933104-b52f-4246-923a-c054d6f68f73,5,,,"[61.0, 40.1]",3879748,0,,,,-2.9504082,,Left Foot,,,"[42.4, 36.5]",,Ground Pass,,18.945185,,,Nicola Rigoni,7041.0,,,,,,Kick Off,1,From Kick Off,Sergio Pellissier,8644.0,Left Center Forward,2,Chievo,231,['5ef3c3eb-819f-4f1a-a0d7-5497f7b17ca3'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.847,Pass,
,,,,,,,,,,,,,,,,,,1.063716,,,,,,,,,,,,,18742ee0-09e9-486f-8ba1-c44976985265,8,,,"[41.5, 37.6]",3879748,0,,,,2.5770233,,Right Foot,,,"[38.5, 39.5]",,Ground Pass,,3.5510561,,,Boštjan Cesar,8877.0,,,,,,,1,From Kick Off,Nicola Rigoni,7041.0,Center Defensive Midfield,2,Chievo,231,['421022ee-0135-4b2c-a301-c3176356d0e8'],2,,,,,,,,,,,,,,,,,Chievo,231,00:00:02.322,Pass,
,,,,,,,,,,,,,,,,,,3.088135,,,,,,,,,,,,,22c72bee-7068-447e-be35-071e9f225aed,10,,,"[38.8, 39.4]",3879748,0,,,,0.4417213,,Left Foot,,,"[84.9, 61.2]",,High Pass,,50.994606,Incomplete,,Roberto Inglese,7043.0,,,,,,,1,From Kick Off,Boštjan Cesar,8877.0,Left Center Back,2,Chievo,231,"['8f825144-8058-4a74-b24d-3c5da6c26819', 'e880f0a6-a183-4f3c-a45d-bf39c1f9f840']",3,,,,,,,,,,,,,,,,,Chievo,231,00:00:03.386,Pass,
,,,,,,,,,,,,,,,,,,0.686371,,,,,,,,,,,,,a0ae0c76-750d-46b0-a9bf-8cdbb9bcaa85,20,,,"[40.6, 0.1]",3879748,0,,,,1.8721416,,,,,"[38.3, 7.5]",,Low Pass,,7.7491937,,,Luca Marrone,31572.0,,,,,,Throw-in,1,From Throw In,Mohamed Salim Fares,7705.0,Left Back,4,Hellas Verona,226,['546a2f80-bfb8-4cb7-9065-85e619dfeefc'],16,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:16.942,Pass,
