50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,d9b0e935-b523-4763-bc77-f2ea307323f0,1,,,3878594,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 6945, 'name': 'Alex Sandro Lobo Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 37}, {'player': {'id': 7013, 'name': 'Stefano Sturaro'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 25345, 'name': 'Anderson Hernanes de Carvalho Andrade'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,a334870e-e6c8-4423-b0c3-028007865d93,2,,,3878594,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 69}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 43}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,7587c6be-450c-4348-bfaf-958176bb391d,3,,,3878594,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['96872314-6c02-4a7a-956a-9cd4945eb21d'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,96872314-6c02-4a7a-956a-9cd4945eb21d,4,,,3878594,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['7587c6be-450c-4348-bfaf-958176bb391d'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,True,e85d5a96-4f12-47e5-b55b-8e95e24dfadb,1865,,,3878594,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Juventus,224,['dac40be7-0e27-4955-97c0-51dedbe2c976'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,True,dac40be7-0e27-4955-97c0-51dedbe2c976,1866,,,3878594,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Juventus,224,['e85d5a96-4f12-47e5-b55b-8e95e24dfadb'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.198016,,,,,,,,,,,,,,,,,5ce8808f-b2c5-4319-bbbc-dfd8fe7a70cb,5,,"[60.0, 40.0]",3878594,0,,,,,-1.7529646,,Right Foot,,,,"[59.3, 36.2]",Ground Pass,,3.8639357,,,,,Anderson Hernanes de Carvalho Andrade,25345.0,,,,,Kick Off,1,From Kick Off,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,2,Juventus,224,['2639a955-a8ca-46a8-ac72-c2718995a75c'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.893,Pass,
,,,,,,,,,,,,,,,,,,0.96063,,,,,,,,,,,,,,,,,1c302547-1657-4701-93d6-94b274af9bb6,8,,"[59.4, 35.5]",3878594,0,,,,,2.9078496,,Left Foot,,,,"[44.7, 39.0]",Ground Pass,,15.110923,,,,,Claudio Marchisio,8294.0,,,,,,1,From Kick Off,Anderson Hernanes de Carvalho Andrade,25345.0,Center Attacking Midfield,2,Juventus,224,['1e2256b9-9ab8-4863-8c7b-bb336505a284'],1,,,,,,,,,,,,,,,,,Juventus,224,00:00:01.731,Pass,
,,,,,,,,,,,,,,,,,,1.278998,,,,,,,,,,,,,,,,,b1790765-0a23-4dc5-a048-4c1fd714f72e,11,,"[46.1, 37.9]",3878594,0,,,,,-1.4394809,,Right Foot,,,,"[50.3, 6.1]",Ground Pass,,32.07616,,,,,Alex Sandro Lobo Silva,6945.0,,,,,,1,From Kick Off,Claudio Marchisio,8294.0,Center Defensive Midfield,2,Juventus,224,['4c3eebba-5517-4d90-9ff1-333b536a4be1'],3,,,,,,,,,,,,,,,,,Juventus,224,00:00:03.153,Pass,
,,,,,,,,,,,,,,,,,,0.829946,,,,,,,,,,,,,,,,,dd0f11ae-0c4e-4954-9fa0-e3902932732a,16,,"[47.0, 4.5]",3878594,0,,,,,-0.15431878,,Left Foot,,,,"[56.0, 3.1]",Ground Pass,,9.108238,,,,,Stefano Sturaro,7013.0,,,,,,1,From Kick Off,Alex Sandro Lobo Silva,6945.0,Left Back,2,Juventus,224,"['edd59db8-58bc-430f-8812-71f893bdac5b', 'fc826da3-e7db-4d53-8611-cac76077f126']",6,,,,,,,,,,,,,,,,,Juventus,224,00:00:06.355,Pass,True
