50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ad02f1fc-416a-4a0a-8827-5cfc80311d8a,1,,,3879540,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 386657, 'name': 'Giampiero Pinzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 43}, {'player': {'id': 8644, 'name': 'Sergio Pellissier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 31}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,db07c7f7-8aba-47c0-bb4f-7a81a4380db5,2,,,3879540,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ffbeddbd-4b73-48f4-9f0d-e86734d11b78,3,,,3879540,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['abf9bfdb-fa84-4ce8-8835-1b671626f9ac'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,abf9bfdb-fa84-4ce8-8835-1b671626f9ac,4,,,3879540,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['ffbeddbd-4b73-48f4-9f0d-e86734d11b78'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b5094bf8-85cc-4baf-b6d6-8200b4af4fb2,1938,,,3879540,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,73,Torino,241,['14ddd3b4-0ba5-4302-9082-a75264035676'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,14ddd3b4-0ba5-4302-9082-a75264035676,1939,,,3879540,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,73,Torino,241,['b5094bf8-85cc-4baf-b6d6-8200b4af4fb2'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.991781,,,,,,,,,,,,35bab217-9506-41a8-9cf5-17818f839431,5,,"[60.0, 40.0]",3879540,0,,True,,,-2.8501358,,Right Foot,,,"[54.0, 38.2]",,Ground Pass,6.264184,,,,Valter Birsa,7045.0,,,,Kick Off,1,From Kick Off,Alberto Paloschi,6950.0,Right Center Forward,2,Chievo,231,['0bcc453c-a23d-4f8b-80fa-32b4a6f3f166'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.272,Pass,
,,,,,,,,,,,,,,,,,0.920054,,,,,,,,,,,,3bc7ee1b-4480-4a2e-9ac3-3ba784ac37a2,13,,"[40.1, 66.4]",3879540,0,,,,,-2.5903146,,Right Foot,,,"[25.3, 57.3]",,Ground Pass,17.37383,,,,Cesare Bovo,40427.0,,,,,1,Regular Play,Bruno da Silva Peres,6965.0,Right Wing Back,3,Torino,241,['19e02f26-295e-43e8-86e6-54ba1102a326'],8,,,,,,,,,,,,,,,,,Torino,241,00:00:08.471,Pass,
,,,,,,,,,,,,,,,,,1.855003,,,,,,,,,,,,fff3245e-f540-4145-9402-eb8097d98016,16,,"[25.5, 56.7]",3879540,0,,,,,-1.8925469,,Right Foot,,,"[20.3, 41.1]",,Ground Pass,16.443844,,,,Kamil Glik,3034.0,,,,,1,Regular Play,Cesare Bovo,40427.0,Right Center Back,3,Torino,241,['6a14c73c-3850-423b-b1b8-83afcc2381d4'],10,,,,,,,,,,,,,,,,,Torino,241,00:00:10.044,Pass,
,,,,,,,,,,,,,,,,,1.805698,,,,,,,,,,,,1283676d-1aa1-4155-a843-04f15a3278de,19,,"[25.2, 36.5]",3879540,0,,,,,-1.0350771,,Right Foot,,,"[40.1, 11.4]",,Ground Pass,29.189383,,,,Cristian Molinaro,7479.0,,,,,1,Regular Play,Kamil Glik,3034.0,Center Back,3,Torino,241,['39c7192c-5af5-49df-96e0-31e5ad4cd884'],12,,,,,,,,,,,,,,,,,Torino,241,00:00:12.643,Pass,
