50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e244adc-47a7-4a3e-b98b-3bc4ec6a05ff,1,,,,3879793,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 10033, 'name': 'Luca Antei'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 92}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4964220a-a3bd-4e52-861f-14960bcb3d88,2,,,,3879793,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 75}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 29312, 'name': 'Pablo Estífer Armero'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 55}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 77}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c5a61690-8199-4c0d-b0a5-1cf869c7a3ff,3,,,,3879793,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['e34d2df3-4706-4d59-b78d-4e9172007f88'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e34d2df3-4706-4d59-b78d-4e9172007f88,4,,,,3879793,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['c5a61690-8199-4c0d-b0a5-1cf869c7a3ff'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a37ef9e3-665a-4a8a-b0f7-0e95b06347cb,1772,,,,3879793,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,120,Sassuolo,232,['8c463d56-5315-4f6a-952c-bcda03ef3d97'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8c463d56-5315-4f6a-952c-bcda03ef3d97,1773,,,,3879793,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,120,Sassuolo,232,['a37ef9e3-665a-4a8a-b0f7-0e95b06347cb'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.484307,,,,,,,,,,,,,11940630-1cb2-4e8a-8744-459434a1449f,5,,,"[60.0, 40.0]",3879793,0,,True,,,-1.5707964,,Left Foot,,,"[60.0, 36.7]",,Ground Pass,,3.3,,,Cyril Théréau,8272.0,,,,,Kick Off,1,From Kick Off,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,2,Udinese,230,['404e0e93-4983-455b-bf42-812c4d7dd5ae'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.829,Pass,
,,,,,,,,,,,,,,,,0.495086,,,,,,,,,,,,,57461c74-9d18-4ec4-8820-2f4338eecb0c,7,,,"[59.7, 36.7]",3879793,0,,True,,,2.2913504,,Left Foot,,,"[56.1, 40.8]",,Ground Pass,,5.456189,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,From Kick Off,Cyril Théréau,8272.0,Left Center Forward,2,Udinese,230,['ffb519e0-3b83-41ee-a3c0-c57b5d0b3d4f'],1,,,,,,,,,,,,,,,,,Udinese,230,00:00:01.347,Pass,
,,,,,,,,,,,,,,,,1.531448,,,,,,,,,,,,,a8b88447-44b8-4b8d-80d9-aa8c59714bf7,9,,,"[56.3, 41.2]",3879793,0,,,,,-3.1145723,,Right Foot,,,"[34.1, 40.6]",,Ground Pass,,22.208107,,,Danilo Larangeira,7799.0,,,,,,1,From Kick Off,Bruno Miguel Borges Fernandes,5204.0,Center Attacking Midfield,2,Udinese,230,['a641bc84-a6aa-45e2-8ee1-121fc6f4b64f'],2,,,,,,,,,,,,,,,,,Udinese,230,00:00:02.350,Pass,
,,,,,,,,,,,,,,,,2.812765,,,,,,,,,,,,,da3a4178-8ec2-44f0-ae03-b0ace6d8d1b8,13,,,"[33.4, 42.7]",3879793,0,,,,,0.5870179,,Right Foot,,,"[80.3, 73.9]",,High Pass,,56.329834,,,Silvan Widmer,7796.0,,,,,,1,From Kick Off,Danilo Larangeira,7799.0,Center Back,2,Udinese,230,"['3cb10299-a564-4ffe-bec3-5f82c51abe49', '86f8fed5-0277-4dcb-807b-0b7339b8de25']",4,,,,,,,,,,,,,,,,,Udinese,230,00:00:04.882,Pass,True
,,,,,,,,,,,,,,,,1.271402,,,,,,,,,,,,,8265728e-5b90-4bf9-89a8-ad7852d223f6,16,,,"[81.1, 73.9]",3879793,0,,,,True,-1.1229577,,,,,"[86.0, 63.7]",,Low Pass,,11.315918,,,Duván Esteban Zapata Banguera,7017.0,,,,,,1,From Kick Off,Silvan Widmer,7796.0,Right Wing Back,2,Udinese,230,"['2fca83f3-be19-4811-9453-5fa432615ec3', '313d7153-1b07-4f66-a146-6915fe5c02c2']",7,,,,,,,,,,,,,,,,,Udinese,230,00:00:07.774,Pass,True
,,,,,,,,,,,,,,,,1.370344,,,,,,,,,,,,,f1769c9c-17d0-493f-96f0-2c351971625f,20,,,"[85.4, 67.3]",3879793,0,,,,,0.9048271,,Right Foot,,,"[92.0, 75.7]",,Ground Pass,,10.682696,,,Silvan Widmer,7796.0,,,,,,1,From Kick Off,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,2,Udinese,230,['f899047e-b9f5-4d3d-bf56-6c248337458a'],9,,,,,,,,,,,,,,,,,Udinese,230,00:00:09.851,Pass,
,,,,,,,,,,,,,,,,1.041065,,,,,,,,,,,,,06dcdf75-9f65-4e33-88eb-879d843e266b,23,,,"[94.0, 75.2]",3879793,0,,,,,-0.85490626,,Right Foot,,,"[108.7, 58.3]",,Ground Pass,,22.39866,,,Duván Esteban Zapata Banguera,7017.0,,,,,,1,From Kick Off,Silvan Widmer,7796.0,Right Wing Back,2,Udinese,230,['04d58fc1-d349-4998-86ea-98948cedc0da'],12,,,,,,,,,,,,,,,,,Udinese,230,00:00:12.101,Pass,
,,,,,,,,,,,,,,,,0.035607,,,,,,,,,,,,,84ed716e-d851-4aed-b6d3-e6d02f4a7aec,26,,,"[113.0, 59.4]",3879793,0,,,,,-1.6262949,,Right Foot,,,"[112.8, 55.8]",,Ground Pass,,3.6055512,Incomplete,,Cyril Théréau,8272.0,,,,,,1,From Kick Off,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,2,Udinese,230,"['98d4066d-47ce-42dc-92fb-74f36a5de8ca', 'cfa3764c-5995-447b-bcbf-909161b21654']",14,,,,,,,,,,,,,,,,,Udinese,230,00:00:14.718,Pass,
,,,,,,,,,,,,,,,,1.150693,,,,,,,,,,,,,1b39fa16-9d94-4ea0-9bc8-2a52c6c2c93b,32,,,"[34.1, 10.4]",3879793,0,,,,,0.22581168,,Right Foot,,,"[41.5, 12.1]",,Ground Pass,,7.5927596,,,Gregoire Defrel,7457.0,,,,,Recovery,1,Regular Play,Nicola Sansone,6859.0,Left Wing,3,Sassuolo,232,['a7a008c8-9613-4dae-817b-8db813b14057'],18,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:18.889,Pass,
,,,,,,,,,,,,,,,,1.543457,,,,,,,,,,,,,3fc9dbba-2300-46e5-bb2f-ec10587cc0eb,34,,,"[43.2, 12.1]",3879793,0,,,,,-0.8176451,,Left Foot,,,"[49.2, 5.7]",,Ground Pass,,8.772685,,,Nicola Sansone,6859.0,,,,,,1,Regular Play,Gregoire Defrel,7457.0,Center Forward,3,Sassuolo,232,['b02b359e-e6d6-4d70-b4a0-d18c8076bd52'],20,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:20.040,Pass,
,,,,,,,,,,,,,,,,0.376097,,,,,,,,,,,,,6320ff6a-dd83-4cb9-adfa-ad62e91c4bf8,37,,,"[49.7, 5.7]",3879793,0,,,,,0.32175055,,Right Foot,,,"[54.2, 7.2]",,Ground Pass,,4.7434163,Incomplete,,Joseph Alfred Duncan,7698.0,,,,,,1,Regular Play,Nicola Sansone,6859.0,Left Wing,3,Sassuolo,232,"['76b32cab-381c-471f-80ff-041c36a62fec', '9d09cf9d-91b5-403a-a634-387f381fa8d6']",22,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:22.053,Pass,
,,,,,,,,,,,,,,,,1.141615,,,,,,,,,,,,,f7605de9-ecf2-4f35-9c34-fd6c5b7bcedf,40,,,"[43.7, 72.0]",3879793,0,,,,,0.47872186,,Right Foot,,,"[51.6, 76.1]",,Low Pass,,8.900561,,,Danilo Larangeira,7799.0,,,,,Recovery,1,Regular Play,Thomas Heurtaux,8852.0,Right Center Back,4,Udinese,230,['db66fd32-59dc-48d9-8d3d-8000a4c41b5f'],24,,,,,,,,,,,,,,,,,Udinese,230,00:00:24.579,Pass,
,,,,,,,,,,,,,,,,1.250284,,,,,,,,,,,,,69aba650-2e33-444f-a318-1176b35b4192,46,,,"[49.7, 74.8]",3879793,0,,True,,,0.057628427,,Right Foot,,,"[65.3, 75.7]",,Ground Pass,,15.62594,,,Silvan Widmer,7796.0,,,,,Free Kick,1,From Free Kick,Thomas Heurtaux,8852.0,Right Center Back,5,Udinese,230,['b8d9782b-54b7-495d-8f3f-953177880c11'],36,,,,,,,,,,,,,,,,,Udinese,230,00:00:36.402,Pass,
,,,,,,,,,,,,,,,,1.570956,,,,,,,,,,,,,fbe42bb4-d765-40f2-a7cc-13dad7ce7fbe,49,,,"[63.8, 74.8]",3879793,0,,,,,-0.065408744,,Right Foot,,,"[86.7, 73.3]",,Ground Pass,,22.949074,,,Duván Esteban Zapata Banguera,7017.0,,,,,,1,From Free Kick,Silvan Widmer,7796.0,Right Wing Back,5,Udinese,230,"['60446643-6d5a-46d1-9858-62d3f88bf5a0', '9cc64249-99e0-479d-b2c1-3337de2d0c1d']",38,,,,,,,,,,,,,,,,,Udinese,230,00:00:38.478,Pass,True
,,,,,,,,,,,,,,,,2.062014,,,,,,,,,,,,,162ccd3e-debe-42fc-b437-f57c8e578084,55,,,"[89.9, 80.0]",3879793,0,,,,,-0.34234986,,,,,"[108.7, 73.3]",,Low Pass,,19.958206,,,Duván Esteban Zapata Banguera,7017.0,,,,,Throw-in,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,6,Udinese,230,['9681c3d5-cdc2-432b-b731-791ae2232c1a'],50,,,,,,,,,,,,,,,,,Udinese,230,00:00:50.592,Pass,
,,,,,,,,,,,,,,,,4.654428,,,,,,,,,,,,,ca7f517e-1710-4445-b5e0-2a2c16beb218,58,,,"[116.4, 74.8]",3879793,0,,,,,-1.5777166,,Right Foot,True,,"[116.0, 17.0]",,High Pass,,57.801384,Incomplete,,Cyril Théréau,8272.0,,True,,,,1,From Throw In,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,6,Udinese,230,"['5b1ba665-8b82-4bea-9c7a-d03b1cc6ae4c', '9875d502-e530-4b81-9f74-2bde055e2b7a']",54,,,,,,,,,,,,,,,,,Udinese,230,00:00:54.953,Pass,
,,,,,,,,,,,,,,,,1.583066,,,,,,,,,,,,,5b1ba665-8b82-4bea-9c7a-d03b1cc6ae4c,60,,,"[4.1, 63.1]",3879793,0,,,,,0.07326313,,Right Foot,,,"[15.0, 63.9]",,High Pass,,10.929318,Incomplete,,Federico Peluso,7118.0,,,,,Recovery,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,6,Udinese,230,"['0ce2e6e5-98da-433e-9e3d-c3df4f106bf8', 'ca7f517e-1710-4445-b5e0-2a2c16beb218', 'cdc995f6-7546-4d4f-aa52-917d8a39233d']",59,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:59.607,Pass,
,,,,,,,,,,,,,,,,0.066993,,,,,,,,,,,,,b8f4dcc5-85e9-453f-8751-9459ed7844eb,66,,,"[113.9, 7.4]",3879793,1,,,,,1.6224744,,Left Foot,,,"[113.6, 13.2]",,Low Pass,,5.8077536,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,From Throw In,Emil Hallfreðsson,5512.0,Left Defensive Midfield,6,Udinese,230,"['3b8f5b94-f8a7-4ad6-a346-3ed9c17f93e6', '974de5ee-1d28-4b5b-8c77-8e5fd79a40b0']",4,,,,,,,,,,,,,,,,,Udinese,230,00:01:04.108,Pass,
,,,,,,,,,,,,,,,,1.394235,,,,,,,,,,,,,2b408960-0f7c-455d-b4a2-7327071c7524,70,,,"[98.7, 0.1]",3879793,1,,,,,0.85879546,,,,,"[111.3, 14.7]",,High Pass,,19.285227,,,Cyril Théréau,8272.0,,,,,Throw-in,1,From Throw In,Pablo Estífer Armero,29312.0,Left Wing Back,7,Udinese,230,['f38995fc-79de-4e28-b9cb-40ed31697736'],15,,,,,,,,,,,,,,,,,Udinese,230,00:01:15.032,Pass,
,,,,,,,,,,,,,,,,0.688698,,,,,,,,,,,,,79da3a0e-2051-4124-9852-b02d5fd8c309,74,,,"[112.8, 12.8]",3879793,1,,,,,-1.9079303,,Right Foot,,,"[109.4, 3.1]",,Ground Pass,,10.278619,,,Pablo Estífer Armero,29312.0,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,7,Udinese,230,"['27d9ef4d-8047-464c-a903-b42a66075468', 'dc6b5437-9663-4ffd-ba43-09902bfa2e28']",18,,,,,,,,,,,,,,,,,Udinese,230,00:01:18.408,Pass,True
,,,,,,,,,,,,,,,,1.547954,,,,,,,,,,,,,b0978358-8372-4038-b7e5-0c96cb5fdb47,77,,,"[109.8, 2.9]",3879793,1,,,,,1.4865804,,Left Foot,True,,"[112.4, 33.7]",,Low Pass,,30.909546,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,1,From Throw In,Pablo Estífer Armero,29312.0,Left Wing Back,7,Udinese,230,"['1af84a82-44e6-4148-8984-62479c906ac8', '720b8d39-f07e-4a2b-b9be-af760f3dafc9']",19,,,,,,,,,,,,,,,,,Udinese,230,00:01:19.295,Pass,
,,,,,,,,,,,,,,,,2.506537,,,,,,,,,,,,,2fb29a6a-8545-4bfb-ae66-9b152b9873a7,84,,,"[46.2, 80.0]",3879793,1,,,,,-0.7086263,,,,,"[67.2, 62.0]",,High Pass,,27.658634,Incomplete,,Gregoire Defrel,7457.0,,,,,Throw-in,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,8,Sassuolo,232,"['98c1925a-9afb-4e9c-94c5-bfa1662f81a1', 'a38ba991-27eb-4ec7-b2cc-94a587c9f3f4']",52,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:52.769,Pass,
,,,,,,,,,,,,,,,,1.740754,,,,,,,,,,,,,a38ba991-27eb-4ec7-b2cc-94a587c9f3f4,87,,,"[52.9, 18.1]",3879793,1,,,,True,0.7086263,,,,,"[62.7, 26.5]",,Low Pass,,12.907362,,,Bruno Miguel Borges Fernandes,5204.0,,,,,Recovery,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,9,Udinese,230,"['2fb29a6a-8545-4bfb-ae66-9b152b9873a7', '3e1fa819-dc91-4df8-9e08-8e21705629b3', '550f3ff5-1ac3-4c4b-a208-e7db8d349784']",55,,,,,,,,,,,,,,,,,Udinese,230,00:01:55.276,Pass,True
,,,,,,,,,,,,,,,,2.39196,,,,,,,,,,,,,193135e7-ab87-49d8-b1b7-9dd584af7cd6,91,,,"[63.8, 26.0]",3879793,1,,,,,1.5864813,,Right Foot,,,"[63.4, 51.5]",,Ground Pass,,25.503138,,,Silvan Widmer,7796.0,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Center Attacking Midfield,9,Udinese,230,"['2f9ac0f1-882d-44f7-ba3d-f89a7a98e583', '790d8bec-ad9a-4cc3-9a81-cf017d3b78ec']",57,,,,,,,,,,,,,,,,,Udinese,230,00:01:57.052,Pass,True
