ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.273189,,,,,,,,,,,,,e2aeb9fc-4812-4503-8595-f484452484bf,36,,"[39.9, 78.3]",3879737,0,,,,,-3.0497465,,Left Foot,,,"[24.7, 76.9]",,Ground Pass,,15.264338,,,,Eros Pisano,11342.0,,,,,,1,Regular Play,Artur Ioniţă,7949.0,Right Defensive Midfield,4,Hellas Verona,226,['a000b902-7e78-4e2b-b9f0-5a1ce74958fd'],41,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:41.784,Pass,
,,,,,,,,,,,,,,,,1.226572,,,,,,,,,,,,,6b379c04-bcc4-46ff-8ce1-3d489966a4bb,39,,"[27.0, 73.7]",3879737,0,,,,,-0.57790196,,Left Foot,,,"[52.3, 57.2]",,Ground Pass,,30.204966,,Incomplete,,Luca Toni,20252.0,,,,,,1,Regular Play,Eros Pisano,11342.0,Right Back,4,Hellas Verona,226,"['389b0bff-3408-43c3-ad91-3e08af0e0c95', 'c0cfd846-ac0e-4ac4-aae7-c9d637d57864']",45,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:45.266,Pass,
,,,,,,,,,,,,,,,,2.186333,,,,,,,,,,,,,2741fa4b-59a5-44cb-ae3d-844e09b8493c,43,,"[71.0, 20.6]",3879737,0,,,,,1.8323416,,Left Foot,,,"[65.7, 40.4]",,Ground Pass,,20.497072,,,,Abdoulay Konko,26683.0,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,5,Lazio,236,['e28229b5-11b6-4d82-b59c-2ae7d3c71960'],47,,,,,,,,,,,,,,,,Lazio,236,00:00:47.717,Pass,
,,,,,,,,,,,,,,,,1.305034,,,,,,,,,,,,,cfb142d5-119f-458c-ac1a-43b9cc4d6830,46,,"[70.1, 48.0]",3879737,0,,,,,-0.9526521,,Right Foot,,,"[82.9, 30.0]",,Ground Pass,,22.087101,,,,Alessandro Matri,8296.0,,,,,,1,Regular Play,Abdoulay Konko,26683.0,Right Back,5,Lazio,236,['2df528dd-4532-4fdf-a97d-c0b0646577ab'],51,,,,,,,,,,,,,,,,Lazio,236,00:00:51.141,Pass,
,,,,,,,,,,,,,,,,1.105539,,,,,,,,,,,,,e5f3716f-912e-4581-a5d5-bcd30e15b220,50,,"[83.1, 38.8]",3879737,0,,,,,-0.16952822,,Right Foot,,,"[94.2, 36.9]",,Ground Pass,,11.261438,,Incomplete,,Felipe Anderson Pereira Gomes,8172.0,,,,,,1,Regular Play,Alessandro Matri,8296.0,Center Forward,5,Lazio,236,"['1ac7d0a7-3fc5-47fe-858a-51e7e99a0aa7', 'a290eba4-1631-424d-b790-2c01e6add5f6', 'a49f5068-78e8-4bf0-b9f1-28192d1f86dd']",54,,,,,,,,,,,,,,,,Lazio,236,00:00:54.353,Pass,True
,,,,,,,,,,,,,,,,4.045622,,,,,,,,,,,,,a49f5068-78e8-4bf0-b9f1-28192d1f86dd,52,,"[25.9, 43.2]",3879737,0,,,,,-0.8916818,,Left Foot,,,"[57.3, 4.3]",,High Pass,,49.9917,,Incomplete,,Paweł Wszołek,11339.0,,,,,Recovery,1,Regular Play,Vangelis Moras,31488.0,Right Center Back,5,Lazio,236,"['71a70582-a1ed-40b7-bc1a-4813e09cf06c', '8e7c1afc-c2e0-456a-9361-b3ad41f0e96f', 'e5f3716f-912e-4581-a5d5-bcd30e15b220']",55,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:55.459,Pass,
,,,,,,,,,,,,,,,,2.108693,,,,,,,,,,,,,17cfe361-baef-4dba-a446-a87206711a3c,55,,"[48.7, 0.1]",3879737,1,,True,,,2.6938167,,,,,"[36.0, 6.2]",,Low Pass,,14.089003,,,,Filip Helander,7966.0,,,,,Throw-in,1,From Throw In,Mohamed Salim Fares,7705.0,Left Back,6,Hellas Verona,226,['445ed8a6-183a-4d63-aafc-9f0e3f6d4b9d'],7,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:07.219,Pass,
,,,,,,,,,,,,,,,,1.0566,,,,,,,,,,,,,92f15b39-441d-405b-b1f0-f7047e0f68b8,58,,"[37.2, 6.6]",3879737,1,,,,,-0.5010134,,Head,,,"[41.4, 4.3]",,Low Pass,,4.788528,,,,Mohamed Salim Fares,7705.0,,,,,,1,From Throw In,Filip Helander,7966.0,Left Center Back,6,Hellas Verona,226,['c67bdff0-e9aa-474c-bf8a-21c0285a6b3d'],9,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:09.498,Pass,
,,,,,,,,,,,,,,,,3.383747,,,,,,,,,,,,,496db7aa-8da8-4dd4-a617-0bacaa3d5d86,62,,"[42.5, 6.2]",3879737,1,,,,,0.36147013,,Right Foot,,,"[79.0, 20.0]",,High Pass,,39.02166,,Incomplete,,Giampaolo Pazzini,6686.0,,,,,,1,From Throw In,Mohamed Salim Fares,7705.0,Left Back,6,Hellas Verona,226,"['1ba3b7f9-b13e-4555-9ca3-fcc51773eb32', '7775c5e2-5c6d-4344-9fdd-2eb58d9e5a65']",11,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:11.258,Pass,
,,,,,,,,,,,,,,,,2.94327,,,,,,,,,,,,,7775c5e2-5c6d-4344-9fdd-2eb58d9e5a65,64,,"[41.1, 60.1]",3879737,1,,,,,0.044415217,,Head,,,"[63.6, 61.1]",,High Pass,,22.522211,,Incomplete,,Alessandro Matri,8296.0,,,,,Recovery,1,From Throw In,Maurício dos Santos Nascimento,9939.0,Right Center Back,6,Hellas Verona,226,"['314d5e61-533d-46d2-bfcd-17056f054e22', '496db7aa-8da8-4dd4-a617-0bacaa3d5d86', 'd060c4bb-a8dc-4199-be9b-689fb87cec23']",14,,,,,,,,,,,,,,,,Lazio,236,00:01:14.642,Pass,
,,,,,,,,,,,,,,,,0.49966,,,,,,,,,,,,,d060c4bb-a8dc-4199-be9b-689fb87cec23,66,,"[56.5, 19.0]",3879737,1,,,,,3.1415927,,Head,,,"[48.1, 19.0]",,Low Pass,,8.4,,Incomplete,,Filip Helander,7966.0,,,,,Recovery,1,From Throw In,Artur Ioniţă,7949.0,Right Defensive Midfield,6,Hellas Verona,226,"['190511a9-82d6-4fce-96f6-b54bfa233168', '3572c831-bb1f-4039-9fcc-198b1c29ca3e', '7775c5e2-5c6d-4344-9fdd-2eb58d9e5a65']",17,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:17.585,Pass,
,,,,,,,,,,,,,,,,2.068496,,,,,,,,,,,,,e6cbc07c-2389-49d9-98e1-a40bb9d37ff8,69,,"[22.6, 23.1]",3879737,1,,,,,2.4009407,,Right Foot,,,"[8.6, 35.9]",,Ground Pass,,18.96945,,,,Pierluigi Gollini,8274.0,,,,,Recovery,1,From Throw In,Vangelis Moras,31488.0,Right Center Back,6,Hellas Verona,226,['4019e6b0-6b1e-4cc5-99c2-e0486a38dfda'],21,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:21.194,Pass,
,,,,,,,,,,,,,,,,3.548483,,,,,,,,,,,,,3a8bd0cc-99d8-4cfa-8b8c-552a83470d0b,72,,"[15.3, 46.5]",3879737,1,,,,,0.31855568,,Right Foot,,,"[71.7, 65.1]",,High Pass,,59.38788,,Incomplete,,Luca Toni,20252.0,,,,,,1,From Throw In,Pierluigi Gollini,8274.0,Goalkeeper,6,Hellas Verona,226,"['04d84c0f-ec9d-4a9c-b983-b30c68111320', '3a61b029-e724-4477-9e4e-cf4b546c9ce9']",27,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:27.825,Pass,
,,,,,,,,,,,,,,,,1.396433,,,,,,,,,,,,,3a61b029-e724-4477-9e4e-cf4b546c9ce9,75,,"[48.4, 15.0]",3879737,1,,,,True,0.42848623,,,,,"[56.5, 18.7]",,Low Pass,,8.905055,,,,Sergej Milinković-Savić,5589.0,,,,,Recovery,1,From Throw In,Wesley Hoedt,3588.0,Left Center Back,6,Hellas Verona,226,"['3a8bd0cc-99d8-4cfa-8b8c-552a83470d0b', '9dc3bffa-0606-4946-95c1-d790bbc2c391', 'b354c8c6-74b8-45ef-86ea-177202af06b1']",31,,,,,,,,,,,,,,,,Lazio,236,00:01:31.374,Pass,True
,,,,,,,,,,,,,,,,0.735258,,,,,,,,,,,,,77bbfa20-509e-4b6a-b27e-020c32606fec,80,,"[58.8, 46.5]",3879737,1,,,,,1.2120256,,Left Foot,,,"[60.0, 49.7]",,Ground Pass,,3.4176016,,,,Artur Ioniţă,7949.0,,,,,Recovery,1,From Throw In,Leandro Greco,32119.0,Left Defensive Midfield,6,Hellas Verona,226,['34abb320-65ff-4cb9-83cf-adc0d73b5ecb'],33,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:33.867,Pass,
,,,,,,,,,,,,,,,,0.665754,,,,,,,,,,,,,8990e512-b2a1-4e3d-be73-4d99bf96027a,84,,"[69.0, 70.6]",3879737,1,,,,,0.051567145,,Right Foot,,,"[84.5, 71.4]",,Ground Pass,,15.520632,,Incomplete,,Boško Janković,26442.0,,,,,,1,From Throw In,Artur Ioniţă,7949.0,Right Defensive Midfield,6,Hellas Verona,226,"['2191de95-f1db-491a-9746-d76b7e14d113', '2f00b67d-f2f4-4703-9a10-3d6bf661ae20']",38,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:38.007,Pass,
,,,,,,,,,,,,,,,,2.774014,,,,,,,,,,,,,4a5d9810-8691-43c7-90c4-a0e510689d50,93,,"[43.5, 57.8]",3879737,1,,,,,-1.5752907,,Left Foot,,,"[43.3, 13.3]",,High Pass,,44.50045,,,,Paweł Wszołek,11339.0,,True,,,,1,From Throw In,Leandro Greco,32119.0,Left Defensive Midfield,6,Hellas Verona,226,['19f063b3-2461-4ff7-8a03-2a29b16178cc'],51,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:51.836,Pass,
,,,,,,,,,,,,,,,,1.419769,,,,,,,,,,,,,7aaaa8e7-2c48-493f-af4b-35ca10d559ef,96,,"[46.0, 16.9]",3879737,1,,,,,-0.6240231,,Right Foot,,,"[58.5, 7.9]",,Ground Pass,,15.402922,,,,Mohamed Salim Fares,7705.0,,,,,,1,From Throw In,Paweł Wszołek,11339.0,Left Midfield,6,Hellas Verona,226,['d36d12e8-6d4d-4cc6-9c8d-0a2cd46e1ebc'],56,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:56.081,Pass,
,,,,,,,,,,,,,,,,1.347815,,,,,,,,,,,,,bec42baf-a544-4b53-8a42-d2075067df6f,100,,"[63.4, 16.2]",3879737,1,,,,,2.3381784,,Left Foot,,,"[52.5, 27.5]",,Ground Pass,,15.700318,,,,Leandro Greco,32119.0,,,,,,1,From Throw In,Mohamed Salim Fares,7705.0,Left Back,6,Hellas Verona,226,['386805fc-0ccb-469c-8f65-daca31df18b6'],58,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:58.729,Pass,
,,,,,,,,,,,,,,,,2.061772,,,,,,,,,,,,,7eecaf1e-06a0-4bd6-a23a-e821de0851a3,103,,"[55.4, 29.2]",3879737,2,,,,,1.5352921,,Left Foot,,,"[56.7, 65.8]",,Ground Pass,,36.62308,,,,Eros Pisano,11342.0,,,,,,1,From Throw In,Leandro Greco,32119.0,Left Defensive Midfield,6,Hellas Verona,226,['ce1ba5ad-3d59-4789-8f81-069e2a93087f'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:00.961,Pass,
,,,,,,,,,,,,,,,,1.423427,,,,,,,,,,,,,f141f131-ac3d-433b-be19-0f4d83e1ac42,106,,"[64.0, 69.1]",3879737,2,,,,,0.0779089,,Right Foot,,,"[90.9, 71.2]",,Ground Pass,,26.981846,,,,Boško Janković,26442.0,,,,,,1,From Throw In,Eros Pisano,11342.0,Right Back,6,Hellas Verona,226,['60ed413c-87a1-47fe-a834-c0beef8f73b0'],4,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:04.413,Pass,
,,,,,,,,,,,,,,,,0.958516,,,,,,,,,,,,,afcd6dd5-f937-4a13-843c-79b8d493c9b7,110,,"[105.8, 71.4]",3879737,2,,,,,-1.3637236,,Right Foot,True,,"[110.8, 47.6]",,Ground Pass,,24.31954,,Incomplete,,Luca Toni,20252.0,,,,,,1,From Throw In,Boško Janković,26442.0,Right Midfield,6,Hellas Verona,226,"['ce22b492-ece0-4892-8b94-6c3bec07641f', 'e3afde70-8e26-457b-9cda-fa74e056e453']",7,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:07.702,Pass,
,,,,,,,,,,,,,,,,3.378079,,,,,,,,,,,,,ae3b8540-cff5-4d29-ae99-c6a0ecdc441d,123,,"[42.2, 71.6]",3879737,2,,,,,-2.55359,,Left Foot,,,"[14.0, 52.8]",,Ground Pass,,33.89218,,,,Pierluigi Gollini,8274.0,,,,,,1,From Throw In,Eros Pisano,11342.0,Right Back,6,Hellas Verona,226,['10782a36-01cc-4c08-ad69-a2266c8a1d63'],17,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:17.428,Pass,
,,,,,,,,,,,,,,,,3.33892,,,,,,,,,,,,,0604770c-0d1b-4830-ba53-95e3501f44a5,127,,"[16.3, 53.0]",3879737,2,,,,,0.15344162,,Right Foot,,,"[73.2, 61.8]",,High Pass,,57.57647,,,,Luca Toni,20252.0,,,,,,1,From Throw In,Pierluigi Gollini,8274.0,Goalkeeper,6,Hellas Verona,226,['a8e6059e-87b3-4d4d-a904-8052ae40ee05'],23,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:23.877,Pass,
,,,,,,,,,,,,,,,,1.200126,,,,,,,,,,,,,b2f1e500-0e0f-4cae-8174-3fb3853711f9,131,,"[72.3, 60.8]",3879737,2,,,,,2.976444,,Other,,,"[66.3, 61.8]",,Low Pass,,6.0827627,,,,Artur Ioniţă,7949.0,,,,,,1,From Throw In,Luca Toni,20252.0,Right Center Forward,6,Hellas Verona,226,['5614711f-cb3d-4f46-bdf6-618cc9475957'],27,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:27.255,Pass,
,,,,,,,,,,,,,,,,0.736639,,,,,,,,,,,,,6b045037-b473-4def-8c5a-848a63b283ae,135,,"[64.6, 55.7]",3879737,2,,,,,-0.8550527,,Right Foot,,,"[74.6, 44.2]",,Ground Pass,,15.239751,,,,Giampaolo Pazzini,6686.0,,,,,,1,From Throw In,Artur Ioniţă,7949.0,Right Defensive Midfield,6,Hellas Verona,226,['2c909619-89df-4185-a9dc-23212ee5b097'],30,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:30.184,Pass,
