bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.262942,,,,,,,,,,,,,dc070e10-113c-476b-95ed-dd1ceebf6a09,3378,,,"[110.3, 8.1]",3879685,84,,,,,1.1760052,,Left Foot,,,"[113.3, 15.3]",,High Pass,7.8,,,Incomplete,,,,,,,,,2,From Free Kick,Marcelo Alejandro Estigarribia Balmori,28066.0,Left Wing Back,182,Atalanta,228,['7783b3e9-f05d-491f-a401-212b1ab57a05'],17,,,,,,,,,,,,,,,,,,,Atalanta,228,00:39:17.487,Pass,
,,,,,,,,,,,,,,,,,,2.140221,,,,,,,,,,,,,d4205018-522b-4b36-b3b7-ec9974859e4d,3384,,,"[117.3, 25.3]",3879685,84,,,,,1.7284182,,Left Foot,True,,"[114.9, 40.4]",,High Pass,15.289539,,,Incomplete,,Germán Gustavo Denis,49439.0,,,,,,2,From Free Kick,Gaetano Monachello,31725.0,Right Center Forward,182,Atalanta,228,"['1308043f-8d38-4736-ab49-b13cec7127e7', '3f9eb78b-015e-4a4d-be35-3ff651c6efc0', '69301655-4bc4-4194-a4ec-eaffaddfefd7', 'e8475a68-0c8c-41d0-b808-b70613e00def']",21,,,,,,,,,,,,,,,,,,,Atalanta,228,00:39:21.051,Pass,True
,,,,,,,,,,,,,,,,,,1.489423,,,,,,,,,,,,,8da87910-5667-4223-8160-22ff08743857,3388,,,"[13.8, 51.1]",3879685,84,,,,,-0.060228575,,Left Foot,,,"[33.7, 49.9]",,High Pass,19.936148,,,Incomplete,,Leonardo Pavoletti,8180.0,,,,,Recovery,2,From Free Kick,Blerim Džemaili,5554.0,Right Defensive Midfield,182,Atalanta,228,"['4e0fbdf0-2449-48cc-8723-653ac7a4a447', '7d95019e-df68-44a3-ac25-6cba69376559']",25,,,,,,,,,,,,,,,,,,,Genoa,233,00:39:25.114,Pass,
,,,,,,,,,,,,,,,,,,1.761935,,,,,,,,,,,,,4e0fbdf0-2449-48cc-8723-653ac7a4a447,3390,,,"[86.4, 30.2]",3879685,84,,,,,-2.5554385,,Right Foot,,,"[73.9, 21.9]",,Ground Pass,15.004666,,,,,Gabriel Alejandro Paletta,38237.0,,,,,Recovery,2,From Free Kick,Luca Cigarini,8420.0,Center Defensive Midfield,182,Atalanta,228,"['011b47ad-968d-4c78-ab1b-cc99d3d57d76', '8da87910-5667-4223-8160-22ff08743857']",26,,,,,,,,,,,,,,,,,,,Atalanta,228,00:39:26.604,Pass,
,,,,,,,,,,,,,,,,,,0.72937,,,,,,,,,,,,,69d406af-3cd9-4bf4-8a9d-41a6cc06cdc2,3392,,,"[73.7, 21.9]",3879685,84,,,,,-1.0516502,,Left Foot,,,"[78.5, 13.5]",,Ground Pass,9.674709,,,,,Davide Brivio,31231.0,,,,,,2,From Free Kick,Gabriel Alejandro Paletta,38237.0,Center Back,182,Atalanta,228,['d47ce667-edb8-474b-af47-6ae9724530f7'],28,,,,,,,,,,,,,,,,,,,Atalanta,228,00:39:28.366,Pass,
,,,,,,,,,,,,,,,,,,1.074988,,,,,,,,,,,,,7e064251-2fe0-4c1e-919e-82ab1703491f,3395,,,"[77.5, 10.5]",3879685,84,,,,,-0.027579213,,Left Foot,,,"[92.0, 10.1]",,Ground Pass,14.505516,,,,,Marcelo Alejandro Estigarribia Balmori,28066.0,,,,,,2,From Free Kick,Davide Brivio,31231.0,Left Center Back,182,Atalanta,228,['4827f196-1770-4afd-8bcc-70231118c9e5'],30,,,,,,,,,,,,,,,,,,,Atalanta,228,00:39:30.582,Pass,
,,,,,,,,,,,,,,,,,,1.513945,,,,,,,,,,,,,d44ab153-1db6-4a72-b272-29bfb1896659,3401,,,"[91.6, 8.1]",3879685,85,,,,,0.96768373,,Left Foot,True,,"[109.3, 33.8]",,High Pass,31.205448,,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Davide Brivio,31231.0,Left Center Back,183,Atalanta,228,['07ee45d9-f03f-4ecd-a615-6328d89e6b5e'],8,,,,,,,,,,,,,,,,,,,Atalanta,228,00:40:08.982,Pass,
,,,,,,,,,,,,,,,,,,1.639199,,,,,,,,,,,,,f076c65f-977c-4c36-9dcb-c761a4226581,3403,,,"[92.2, 26.8]",3879685,85,,,,,0.7991714,,Head,,,"[110.1, 45.2]",,High Pass,25.67041,,,Pass Offside,,Gabriel Alejandro Paletta,38237.0,,,Through Ball,True,Recovery,2,From Free Kick,Luca Cigarini,8420.0,Center Defensive Midfield,183,Atalanta,228,['43562a36-1838-43a7-8518-5ea60b911239'],13,,,,,,,,,,,,,,,,,,,Atalanta,228,00:40:13.346,Pass,
,,,,,,,,,,,,,,,,,,3.221837,,,,,,,,,,,,,1cf0aad9-1748-4429-9b01-99cdb593d937,3405,,,"[11.4, 30.9]",3879685,85,,,,,-0.15991312,,Right Foot,,,"[70.3, 21.4]",,High Pass,59.66121,,,Incomplete,,Leonardo Pavoletti,8180.0,,,,,Free Kick,2,From Free Kick,Mattia Perin,7148.0,Goalkeeper,184,Genoa,233,"['b4d0fb47-92e0-49ca-92d9-cd634aa02192', 'bbc0fa9e-00e4-4a1a-ad16-c250dea50848']",41,,,,,,,,,,,,,,,,,,,Genoa,233,00:40:41.632,Pass,
,,,,,,,,,,,,,,,,,,2.273106,,,,,,,,,,,,,bbc0fa9e-00e4-4a1a-ad16-c250dea50848,3407,,,"[49.8, 58.7]",3879685,85,,,,,0.32314524,,Head,,,"[71.3, 65.9]",,High Pass,22.673553,,,,,Germán Gustavo Denis,49439.0,,,,,Recovery,2,Regular Play,Giulio Migliaccio,40455.0,Right Center Midfield,185,Atalanta,228,"['1cf0aad9-1748-4429-9b01-99cdb593d937', '85ea7625-1c6c-442a-aea5-fe4083a4efd0']",44,,,,,,,,,,,,,,,,,,,Atalanta,228,00:40:44.854,Pass,
,,,,,,,,,,,,,,,,,,4.093981,,,,,,,,,,,,,cc07beaf-e14f-48f6-a85c-37037ce6e6ba,3414,,,"[65.7, 71.5]",3879685,86,,,,,-0.96934164,,Right Foot,,,"[107.7, 10.3]",,High Pass,74.2256,,,,,Marcelo Alejandro Estigarribia Balmori,28066.0,,True,,,Free Kick,2,From Free Kick,Rafael Tolói,7002.0,Right Center Back,186,Atalanta,228,['dc11d59b-0761-427e-9932-13cf2f48e894'],9,,,,,,,,,,,,,,,,,,,Atalanta,228,00:41:09.282,Pass,
,,,,,,,,,,,,,,,,,,3.020924,,,,,,,,,,,,,bbae3e06-b4a9-48c0-a68c-61297b933599,3417,,,"[113.5, 7.7]",3879685,86,,,,,1.6589395,,Left Foot,True,,"[109.7, 50.7]",,High Pass,43.16758,,,Incomplete,,Luca Cigarini,8420.0,,True,,,,2,From Free Kick,Marcelo Alejandro Estigarribia Balmori,28066.0,Left Wing Back,186,Atalanta,228,"['71e4a141-a7d5-4dff-8557-64cdadad6e0a', 'c57f4746-b7fa-454a-a3d1-94b4acfddc5b']",14,,,,,,,,,,,,,,,,,,,Atalanta,228,00:41:14.609,Pass,
,,,,,,,,,,,,,,,,,,1.303599,,,,,,,,,,,,,0111229a-bfb2-42b5-9ec1-8bb4dbd009db,3428,,,"[23.3, 8.6]",3879685,86,,,,,-2.8937812,,Left Foot,,,"[15.0, 6.5]",,Ground Pass,8.561542,,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,2,From Free Kick,Diego Ángel Capel Trinidad,24683.0,Right Attacking Midfield,186,Atalanta,228,"['9b2d9601-2ca0-41e8-8392-e2827443c5fc', 'c5447f49-5fed-4ed2-a08b-447466335822']",21,,,,,,,,,,,,,,,,,,,Genoa,233,00:41:21.085,Pass,True
,,,,,,,,,,,,,,,,,,7.079267,,,,,,,,,,,,,4afe6f7e-bac4-4717-bfc4-848294e3046d,3430,,,"[15.0, 6.7]",3879685,86,,,,,0.09765278,,Left Foot,,,"[93.6, 14.4]",,High Pass,78.976265,,,Incomplete,,,,,,,,,2,From Free Kick,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,186,Atalanta,228,['21219f53-4a89-4ba8-a1da-a2b35a1bc95b'],22,,,,,,,,,,,,,,,,,,,Genoa,233,00:41:22.388,Pass,
,,,,,,,,,,,,,,,,,,0.949019,,,,,,,,,,,,,21219f53-4a89-4ba8-a1da-a2b35a1bc95b,3431,,,"[26.5, 65.7]",3879685,86,,,,,-0.1798535,,Right Foot,,,"[33.1, 64.5]",,Ground Pass,6.708204,,,,,Davide Brivio,31231.0,,,,,Recovery,2,From Free Kick,Marco Sportiello,7157.0,Goalkeeper,186,Atalanta,228,"['1c4e3833-9849-4723-b03c-3b1f6c4162b9', '4afe6f7e-bac4-4717-bfc4-848294e3046d']",29,,,,,,,,,,,,,,,,,,,Atalanta,228,00:41:29.467,Pass,
,,,,,,,,,,,,,,,,,,2.428356,,,,,,,,,,,,,7addb084-7131-40cf-8382-85dbe6de3ebb,3434,,,"[50.0, 33.8]",3879685,86,,,,,1.5795298,,Left Foot,,,"[49.8, 56.7]",,Ground Pass,22.900873,,,,,Gabriel Alejandro Paletta,38237.0,,,,,,2,From Free Kick,Davide Brivio,31231.0,Left Center Back,186,Atalanta,228,['be828a4c-c86a-4b37-b07a-4cb66a33c2e8'],37,,,,,,,,,,,,,,,,,,,Atalanta,228,00:41:37.617,Pass,
,,,,,,,,,,,,,,,,,,1.907714,,,,,,,,,,,,,ea8ad41b-d2c1-4762-b64a-0a41337e9f0a,3437,,,"[49.6, 57.1]",3879685,86,,,,,0.68467635,,Right Foot,,,"[70.3, 74.0]",,Ground Pass,26.722649,,,,,Luca Cigarini,8420.0,,,,,,2,From Free Kick,Gabriel Alejandro Paletta,38237.0,Center Back,186,Atalanta,228,['26633a46-cbab-4995-abe5-c14d78b45a67'],40,,,,,,,,,,,,,,,,,,,Atalanta,228,00:41:40.242,Pass,
,,,,,,,,,,,,,,,,,,1.856354,,,,,,,,,,,,,08ae76d0-d73c-4b42-949b-24073fd59738,3440,,,"[83.0, 75.4]",3879685,86,,,,,-0.6235607,,Right Foot,,,"[111.5, 54.9]",,High Pass,35.10698,,,,,Gaetano Monachello,31725.0,,,,,,2,From Free Kick,Luca Cigarini,8420.0,Center Defensive Midfield,186,Atalanta,228,['28351300-f0b6-4802-a89c-991dde9c8fb3'],44,,,,,,,,,,,,,,,,,,,Atalanta,228,00:41:44.029,Pass,
,,,,,,,,,,,,,,,,,,1.068961,,,,,,,,,,,,,c39b1de9-a0a8-4316-b5d6-737e9f56eda9,3444,,,"[110.7, 55.7]",3879685,86,,,,,2.4468544,,Left Foot,,,"[105.9, 59.7]",,Ground Pass,6.2482,,,,,Alejandro Darío Gómez,7006.0,,,,,,2,From Free Kick,Gaetano Monachello,31725.0,Right Center Forward,186,Atalanta,228,"['dfb5e58a-e227-47e3-9651-e4b6041139ba', 'f7de6faa-6fb3-457f-a265-29fa0c1b036e']",46,,,,,,,,,,,,,,,,,,,Atalanta,228,00:41:46.325,Pass,True
,,,,,,,,,,,,,,,,,,1.747766,,,,,,,,,,,,,cf9f3145-eba0-48ca-9646-582dbe4b6153,3451,,,"[120.0, 80.0]",3879685,87,,True,,,-1.8511845,,Right Foot,,,"[110.9, 48.4]",,High Pass,32.88419,,,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Alejandro Darío Gómez,7006.0,Left Center Midfield,187,Atalanta,228,['472c3dbb-e74c-44c8-95f2-0d9ab94a92b6'],0,,,,,,,,,,,,,,,,,,,Atalanta,228,00:42:00.879,Pass,
,,,,,,,,,,,,,,,,,,1.637649,,,,,,,,,,,,,27841a25-82be-4b5b-a975-5540a1af1ef9,3455,,,"[84.4, 69.1]",3879685,87,,,,,-0.89336824,,Right Foot,True,,"[109.9, 37.4]",,High Pass,40.68341,,,,,Giulio Migliaccio,40455.0,,,,,,2,From Corner,Luca Cigarini,8420.0,Center Defensive Midfield,187,Atalanta,228,['7948cc6b-9af1-4f69-91ec-a233db19ccca'],6,,,,,,,,,,,,,,,,,,,Atalanta,228,00:42:06.739,Pass,
,,,,,,,,,,,,,,,,,,0.469369,,,,,,,,,,,,,4087bb6b-8abb-448f-99f7-19d26c91ce12,3458,,,"[111.1, 41.6]",3879685,87,,,,,1.7794781,b6eb1de5-018f-48b1-879a-971ea3829e84,Left Foot,,,"[109.3, 50.1]",,Ground Pass,8.6884985,,,,,Gaetano Monachello,31725.0,True,,,,,2,From Corner,Giulio Migliaccio,40455.0,Right Center Midfield,187,Atalanta,228,"['62af8a30-bb2f-489c-b71f-678c472d8fad', 'ff45b937-297a-4f79-b729-da7e3af557ab']",8,,,,,,,,,,,,,,,,,,,Atalanta,228,00:42:08.376,Pass,True
,,,,,,,,,,,,,,,,,,3.257667,,,,,,,,,,,,,aa4737dd-65e5-4a14-adc9-d8c2acf0fd07,3463,,,"[6.0, 36.0]",3879685,87,,,,,-0.010080304,,Right Foot,,,"[55.6, 35.5]",,High Pass,49.60252,,,,,Leonardo Pavoletti,8180.0,,,,,Goal Kick,2,From Goal Kick,Mattia Perin,7148.0,Goalkeeper,188,Genoa,233,['030c85f0-7100-4838-8424-46d63881bf67'],39,,,,,,,,,,,,,,,,,,,Genoa,233,00:42:39.615,Pass,
,,,,,,,,,,,,,,,,,,2.364598,,,,,,,,,,,,,947eb413-1f76-4bd6-a005-b9e17e91e074,3466,,,"[56.2, 35.7]",3879685,87,,,,True,0.7898624,,,,,"[78.5, 58.2]",,High Pass,31.6787,,,Incomplete,,Diego Ángel Capel Trinidad,24683.0,,,,,,2,From Goal Kick,Leonardo Pavoletti,8180.0,Center Forward,188,Genoa,233,"['209e7588-95a0-438b-ae91-2c4b5c46b84c', '9f7be074-e038-40f1-ba3b-72bf10c98e46', 'b0b49ae3-abac-4976-94c8-46b0222d39e9']",42,,,,,,,,,,,,,,,,,,,Genoa,233,00:42:42.873,Pass,True
,,,,,,,,,,,,,,,,,,2.276494,,,,,,,,,,,,,9f7be074-e038-40f1-ba3b-72bf10c98e46,3468,,,"[41.6, 21.9]",3879685,87,,,,,0.5105662,,Left Foot,,,"[80.7, 43.8]",,High Pass,44.8154,,,,,Germán Gustavo Denis,49439.0,,,,,Recovery,2,From Goal Kick,Davide Brivio,31231.0,Left Center Back,188,Genoa,233,"['947eb413-1f76-4bd6-a005-b9e17e91e074', 'f22846af-6c7f-4b60-8442-f0cd27590e79']",45,,,,,,,,,,,,,,,,,,,Atalanta,228,00:42:45.237,Pass,
,,,,,,,,,,,,,,,,,,1.751728,,,,,,,,,,,,,56c1c65b-b80b-4151-b103-d58fa361e3b5,3470,,,"[80.7, 43.8]",3879685,87,,,,True,-2.2763646,,,,,"[76.1, 38.4]",,High Pass,7.093659,,,Incomplete,,,,,,,,,2,From Goal Kick,Germán Gustavo Denis,49439.0,Left Center Forward,188,Genoa,233,"['40b39168-da44-4b48-a9ae-16e5b6125cac', 'ddc8efce-bb71-42a7-b004-b6e15d736f6c']",47,,,,,,,,,,,,,,,,,,,Atalanta,228,00:42:47.514,Pass,True
,,,,,,,,,,,,,,,,,,0.894239,,,,,,,,,,,,,3c2bca1f-7427-4daa-ade1-8f54d8224664,3475,,,"[43.0, 41.1]",3879685,87,,,,,0.9221539,,Left Foot,,,"[52.4, 53.5]",,Ground Pass,15.560205,,,,,Blerim Džemaili,5554.0,,,,,,2,From Goal Kick,Panagiotis Tachtsidis,30772.0,Left Attacking Midfield,188,Genoa,233,"['cc5ec32b-467b-4017-97b3-9baf853b86f1', 'f6a51444-36b2-454c-8148-8b05aa04eb9b']",49,,,,,,,,,,,,,,,,,,,Genoa,233,00:42:49.866,Pass,True
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,64457c84-e992-4d71-a011-921e48ea1b47,3478,,,"[72.1, 55.8]",3879685,87,,,,,0.89179105,,Left Foot,,,"[81.3, 67.2]",,Ground Pass,14.649232,,,,,Diego Ángel Capel Trinidad,24683.0,,,,,,2,From Goal Kick,Blerim Džemaili,5554.0,Right Defensive Midfield,188,Genoa,233,['e7c28b5d-3ab7-4081-b42d-9d291515c32d'],53,,,,,,,,,,,,,,,,,,,Genoa,233,00:42:53.637,Pass,
,,,,,,,,,,,,,,,,,,0.832684,,,,,,,,,,,,,d3a7344b-8079-4c64-bdb3-a90b3010b9be,3480,,,"[80.7, 68.8]",3879685,87,,,,,-3.1198568,,Left Foot,,,"[71.5, 68.6]",,Ground Pass,9.202173,,,,,Cristian Daniel Ansaldi,7464.0,,,,,,2,From Goal Kick,Diego Ángel Capel Trinidad,24683.0,Right Attacking Midfield,188,Genoa,233,['88e0e43d-bf56-401c-9015-bfeec46c1360'],55,,,,,,,,,,,,,,,,,,,Genoa,233,00:42:55.637,Pass,
,,,,,,,,,,,,,,,,,,1.029697,,,,,,,,,,,,,a34c1a7d-afe6-42c1-86cf-20cbfdc9f6c7,3483,,,"[70.1, 65.0]",3879685,87,,,,,0.5880026,,Left Foot,,,"[79.1, 71.0]",,Ground Pass,10.816654,,,,,Diego Ángel Capel Trinidad,24683.0,,,,,,2,From Goal Kick,Cristian Daniel Ansaldi,7464.0,Right Wing Back,188,Genoa,233,['db3667e8-7a20-4da3-8411-098608322318'],58,,,,,,,,,,,,,,,,,,,Genoa,233,00:42:58.482,Pass,
,,,,,,,,,,,,,,,,,,2.046368,,,,,,,,,,,,,b20319e6-0f46-466f-8611-403b1cf19a6b,3487,,,"[81.3, 71.8]",3879685,88,,,,,-2.8384736,,Left Foot,,,"[57.0, 64.2]",,Ground Pass,25.460754,,,,,Ezequiel Muñoz,6894.0,,,,,,2,From Goal Kick,Diego Ángel Capel Trinidad,24683.0,Right Attacking Midfield,188,Genoa,233,['7b481d85-255a-4a11-af26-c5de1ce7794e'],0,,,,,,,,,,,,,,,,,,,Genoa,233,00:43:00.905,Pass,
,,,,,,,,,,,,,,,,,,1.272931,,,,,,,,,,,,,bb213199-05b1-4f3a-a69b-0f7dd91282f1,3489,,,"[54.4, 63.2]",3879685,88,,,,,-1.0115505,,Left Foot,,,"[63.1, 49.3]",,Ground Pass,16.39817,,,,,Panagiotis Tachtsidis,30772.0,,,,,,2,From Goal Kick,Ezequiel Muñoz,6894.0,Right Center Back,188,Genoa,233,['b5975f7f-00a3-400b-b63c-2a7a54c3ba65'],2,,,,,,,,,,,,,,,,,,,Genoa,233,00:43:02.952,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,15ebbc76-d6bd-4e09-bab7-9923bf1c6a90,3492,,,"[62.3, 45.1]",3879685,88,,,,,-1.012197,,Left Foot,,,"[70.3, 32.3]",,Ground Pass,15.09437,,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,2,From Goal Kick,Panagiotis Tachtsidis,30772.0,Left Attacking Midfield,188,Genoa,233,['badeb0ce-463d-43f1-a5c6-0f34213afb84'],4,,,,,,,,,,,,,,,,,,,Genoa,233,00:43:04.890,Pass,
,,,,,,,,,,,,,,,,,,1.124093,,,,,,,,,,,,,b2e86f05-615c-4efb-9a8f-390ce80c4564,3495,,,"[90.8, 32.7]",3879685,88,,,,,1.7305943,,Right Foot,,,"[86.4, 60.0]",,Low Pass,27.652306,,,,,Blerim Džemaili,5554.0,,,,,,2,From Goal Kick,Tomás Eduardo Rincón Hernández,7475.0,Left Defensive Midfield,188,Genoa,233,['82b58ead-8d43-4283-b2ff-5a56c3f58ebe'],9,,,,,,,,,,,,,,,,,,,Genoa,233,00:43:09.985,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,83fc45e0-7f25-4363-ba7d-460ccf143f90,3498,,,"[96.8, 53.8]",3879685,88,,,,,1.0608243,,Right Foot,,,"[103.4, 65.6]",,Ground Pass,13.520355,,,,,Diego Ángel Capel Trinidad,24683.0,,,,,,2,From Goal Kick,Blerim Džemaili,5554.0,Right Defensive Midfield,188,Genoa,233,['60e157a4-e603-46ad-b4a1-2f3ad42d2ff0'],14,,,,,,,,,,,,,,,,,,,Genoa,233,00:43:14.285,Pass,
,,,,,,,,,,,,,,,,,,1.388313,,,,,,,,,,,,,443eded9-f87e-48ef-8870-4005387b3941,3501,,,"[100.2, 63.0]",3879685,88,,,,,-2.8767753,,Left Foot,,,"[88.4, 59.8]",,Ground Pass,12.226201,,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,2,From Goal Kick,Diego Ángel Capel Trinidad,24683.0,Right Attacking Midfield,188,Genoa,233,['9e44ccf5-ef25-4ab5-b9fe-9c5e8f866e14'],16,,,,,,,,,,,,,,,,,,,Genoa,233,00:43:16.664,Pass,
,,,,,,,,,,,,,,,,,,2.015673,,,,,,,,,,,,,6577eeb3-74a2-405e-a50f-82c7878d2d24,3508,,,"[50.8, 40.0]",3879685,88,,,,,-0.8731353,,Right Foot,,,"[70.5, 16.5]",,Ground Pass,30.664963,,,,,Gaetano Monachello,31725.0,,,,,,2,Regular Play,Luca Cigarini,8420.0,Center Defensive Midfield,189,Atalanta,228,['713786b1-970b-4f76-9d74-ddc03130b975'],23,,,,,,,,,,,,,,,,,,,Atalanta,228,00:43:23.320,Pass,
,,,,,,,,,,,,,,,,,,1.861878,,,,,,,,,,,,,d439d21c-5a52-46e4-b41c-364fe0e6d4a1,3511,,,"[77.9, 13.7]",3879685,88,,,,,-0.5969111,,Left Foot,,,"[88.2, 6.7]",,Ground Pass,12.453513,,,,,Marcelo Alejandro Estigarribia Balmori,28066.0,,,,,,2,Regular Play,Gaetano Monachello,31725.0,Right Center Forward,189,Atalanta,228,['c6289a8b-ee18-4460-b92a-84033e699e6f'],26,,,,,,,,,,,,,,,,,,,Atalanta,228,00:43:26.162,Pass,
,,,,,,,,,,,,,,,,,,0.118491,,,,,,,,,,,,,eafc82a2-4768-47ea-80c3-80215fe921cd,3515,,,"[115.3, 6.9]",3879685,88,,,,,1.4464413,,Left Foot,,,"[115.9, 11.7]",,Low Pass,4.8373547,,,Incomplete,,,,,,,,,2,Regular Play,Marcelo Alejandro Estigarribia Balmori,28066.0,Left Wing Back,189,Atalanta,228,['e6e14b5d-2ac4-4484-a0a1-eafc2a4e1766'],35,,,,,,,,,,,,,,,,,,,Atalanta,228,00:43:35.075,Pass,
,,,,,,,,,,,,,,,,,,1.172836,,,,,,,,,,,,,3a400c0c-edd2-4f1e-8b46-a0a7ceabdea1,3518,,,"[6.2, 80.0]",3879685,88,,,,,-0.337308,,,,,"[27.3, 72.6]",,Low Pass,22.360008,,,Incomplete,,Diego Ángel Capel Trinidad,24683.0,,,,,Throw-in,2,From Throw In,Cristian Daniel Ansaldi,7464.0,Right Wing Back,190,Genoa,233,"['3858d183-605b-4e3c-a52a-734bcc9cfcb8', '5b9db1f5-79aa-4881-97bf-cd94fadb9365']",52,,,,,,,,,,,,,,,,,,,Genoa,233,00:43:52.528,Pass,
,,,,,,,,,,,,,,,,,,2.03197,,,,,,,,,,,,,b15a0c1b-ba49-4e16-a895-19f826500e28,3522,,,"[25.5, 80.0]",3879685,89,,,,,-0.42845088,,,,,"[54.4, 66.8]",,High Pass,31.771843,,,Incomplete,,Leonardo Pavoletti,8180.0,,,,,Throw-in,2,From Throw In,Cristian Daniel Ansaldi,7464.0,Right Wing Back,191,Genoa,233,"['59cf13fb-f7cb-4cc6-a801-239a6cf6a7ca', 'a6a9c321-0544-411b-8d26-2232b636a0db']",4,,,,,,,,,,,,,,,,,,,Genoa,233,00:44:04.681,Pass,
,,,,,,,,,,,,,,,,,,2.034644,,,,,,,,,,,,,59cf13fb-f7cb-4cc6-a801-239a6cf6a7ca,3525,,,"[65.7, 13.3]",3879685,89,,,,,-0.17559217,,Right Foot,,,"[78.1, 11.1]",,High Pass,12.593649,,,,,Giulio Migliaccio,40455.0,,,,,Recovery,2,Regular Play,Gabriel Alejandro Paletta,38237.0,Center Back,192,Atalanta,228,"['6c25d135-4395-4a48-9c2b-10a494a49c83', 'b15a0c1b-ba49-4e16-a895-19f826500e28', 'e54f72ad-3255-4db9-a0fc-1ad8a7e37154']",6,,,,,,,,,,,,,,,,,,,Atalanta,228,00:44:06.713,Pass,True
,,,,,,,,,,,,,,,,,,0.996173,,,,,,,,,,,,,fe104578-c4ce-4c3b-9b5a-78a409e8da90,3528,,,"[76.9, 12.5]",3879685,89,,,,,-1.5323538,,Right Foot,,,"[77.1, 7.3]",,Ground Pass,5.2038445,,,,,Luca Cigarini,8420.0,,,,,,2,Regular Play,Giulio Migliaccio,40455.0,Right Center Midfield,192,Atalanta,228,"['043f9ed2-8e0a-4538-86a3-3b6a3d9fc273', '5a054298-e079-49c8-9196-dca89a134ec2']",8,,,,,,,,,,,,,,,,,,,Atalanta,228,00:44:08.747,Pass,True
,,,,,,,,,,,,,,,,,,1.09801,,,,,,,,,,,,,b1e6b527-a70e-4b2b-b907-d5096c2e5770,3539,,,"[83.2, 0.1]",3879685,89,,,,,0.43308944,,,,,"[101.8, 8.7]",,Low Pass,20.49195,,,,,Marcelo Alejandro Estigarribia Balmori,28066.0,,,,,Throw-in,2,From Throw In,Luca Cigarini,8420.0,Center Defensive Midfield,193,Atalanta,228,['83d39c82-0cb9-4cb3-9610-b58e2b7a9efa'],19,,,,,,,,,,,,,,,,,,,Atalanta,228,00:44:19.524,Pass,
,,,,,,,,,,,,,,,,,,2.562564,,,,,,,,,,,,,951d77bb-ec42-4a01-94d0-6230158575e1,3546,,,"[49.0, 65.4]",3879685,89,,,,,-1.4459734,,Right Foot,,,"[55.6, 12.8]",,High Pass,53.01245,,,,,Tomás Eduardo Rincón Hernández,7475.0,,True,,,,2,Regular Play,Blerim Džemaili,5554.0,Right Defensive Midfield,194,Genoa,233,['335f94c3-0f0c-4bff-b579-69a699335095'],27,,,,,,,,,,,,,,,,,,,Genoa,233,00:44:27.795,Pass,
,,,,,,,,,,,,,,,,,,1.9234,,,,,,,,,,,,,19c594f6-7455-41c5-be82-2318d0898121,3549,,,"[55.2, 7.4]",3879685,89,,,,,-0.11264332,,Right Foot,,,"[77.3, 4.9]",,Ground Pass,22.240953,,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,2,Regular Play,Tomás Eduardo Rincón Hernández,7475.0,Left Defensive Midfield,194,Genoa,233,['01021b15-600b-4535-baa6-253fef364485'],34,,,,,,,,,,,,,,,,,,,Genoa,233,00:44:34.934,Pass,
