50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.741144,,,,,,,,,,,,,,,41e6b594-0053-4406-90d2-30667012142a,21,,"[120.0, 80.0]",3879761,1,,,,-1.7513098,,Left Foot,,,"[112.7, 40.0]",,High Pass,True,40.660667,,Incomplete,,Simone Romagnoli,7172.0,,True,Inswinging,Corner,1,From Corner,Raphael Martinho Alves de Lima,387476.0,Right Midfield,5,Carpi,1683,"['0c36d3e7-d1de-45bc-a337-d2fcc16aba6b', 'a578515e-b5d8-4666-ab0d-7a73e5232229']",39,,,,,,,,,,,,,,,,Carpi,1683,00:01:39.990,Pass,
,,,,,,,,,,,,,,,,,,,3.422659,,,,,,,,,,,,,,,74437372-a709-4b3f-bf0b-88ad41b419c5,27,,"[7.0, 36.1]",3879761,2,,,,-0.51230603,,Right Foot,,,"[63.9, 4.1]",,High Pass,,65.281006,,,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,Goal Kick,1,From Goal Kick,Marco Sportiello,7157.0,Goalkeeper,6,Atalanta,228,['8ff9b28f-f124-4de7-ae10-de3767dfc6fa'],4,,,,,,,,,,,,,,,,Atalanta,228,00:02:04.361,Pass,
,,,,,,,,,,,,,,,,,,,0.042732,,,,,,,,,,,,,,,4188fc41-af1e-4774-8dff-ec36e3796a6f,30,,"[63.9, 4.1]",3879761,2,,,True,1.5707964,,,,,"[63.9, 5.6]",,High Pass,,1.5,,Incomplete,,Boukary Dramé,11722.0,,,,,1,From Goal Kick,Mauricio Ricardo Pinilla Ferreira,36770.0,Center Forward,6,Atalanta,228,"['0702e13f-c1b2-4fd8-9c96-88080fd4b120', '2ec339f5-ccdf-46af-82f4-75d3b9d0afb3', 'bbda158f-dae7-4400-ba22-57dbebf44b8c']",7,,,,,,,,,,,,,,,,Atalanta,228,00:02:07.858,Pass,True
,,,,,,,,,,,,,,,,,,,0.776879,,,,,,,,,,,,,,,8d8a1137-107f-417c-bfc4-5da107994244,34,,"[55.5, 68.1]",3879761,2,,,,0.768733,,Head,,,"[61.6, 74.0]",,Low Pass,,8.48646,,,,Raphael Martinho Alves de Lima,387476.0,,,,Recovery,1,From Goal Kick,Lorenzo Lollo,30829.0,Right Defensive Midfield,6,Atalanta,228,['72976b0b-7873-4440-aaba-1e1a1f1b9816'],9,,,,,,,,,,,,,,,,Carpi,1683,00:02:09.415,Pass,
,,,,,,,,,,,,,,,,,,,0.725093,,,,,,,,,,,,,,,94a03260-66a6-44ee-90f8-d0ee17c2aaba,41,,"[58.2, 13.3]",3879761,2,,,,2.7672591,,Right Foot,,,"[49.8, 16.6]",,Ground Pass,,9.024965,,,,Marten de Roon,6994.0,,,,Recovery,1,From Goal Kick,Boukary Dramé,11722.0,Left Back,6,Atalanta,228,"['03bd7499-4808-4347-aa97-c4eb7f55fb39', '167be70f-bff2-462a-bb70-adee6cf4a4e8']",11,,,,,,,,,,,,,,,,Atalanta,228,00:02:11.957,Pass,True
,,,,,,,,,,,,,,,,,,,1.464337,,,,,,,,,,,,,,,5ef48fc4-6b9d-4767-b5e2-45f88e28722d,44,,"[49.5, 17.9]",3879761,2,,,,1.0355659,,Right Foot,,,"[61.3, 37.8]",,Ground Pass,,23.135471,,,,Alessandro Diamanti,19847.0,,,,,1,From Goal Kick,Marten de Roon,6994.0,Center Defensive Midfield,6,Atalanta,228,['c78a1c9c-593b-4ed0-8ab3-bb2b1e853efc'],13,,,,,,,,,,,,,,,,Atalanta,228,00:02:13.293,Pass,
,,,,,,,,,,,,,,,,,,,3.748287,,,,,,,,,,,,,,,796953eb-dc70-48d0-933d-f7baea2b5f48,47,,"[71.8, 33.7]",3879761,2,,,,-0.43113875,,Left Foot,,,"[116.8, 13.0]",,Low Pass,,49.532715,,Incomplete,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,,1,From Goal Kick,Alessandro Diamanti,19847.0,Right Wing,6,Atalanta,228,"['15b55619-58b7-4d2f-85fd-ac82ca7ec343', '64e6d8c8-5164-4f06-891a-b99a6b3c1123']",16,,,,,,,,,,,,,,,,Atalanta,228,00:02:16.776,Pass,
,,,,,,,,,,,,,,,,,,,6.065601,,,,,,,,,,,,,,,2e809174-5e61-48db-948f-2634cc5a5cc1,56,,"[15.6, 70.9]",3879761,2,,,,0.096165486,,Right Foot,,,"[108.9, 79.9]",,High Pass,,93.73308,,Out,,Jerry Uche Mbakogu,32608.0,,,,,1,Regular Play,Gaetano Letizia,7114.0,Right Back,7,Carpi,1683,['64fe490c-f5ff-402c-8ad7-c1c2ae5ef579'],24,,,,,,,,,,,,,,,,Carpi,1683,00:02:24.043,Pass,
,,,,,,,,,,,,,,,,,,,0.841518,,,,,,,,,,,,,,,3419a4ef-226f-431d-866d-590136d99de2,58,,"[16.8, 0.1]",3879761,2,,,,0.5000687,,,,,"[26.5, 5.4]",,High Pass,,11.053506,,Incomplete,,Luca Cigarini,8420.0,,,,Throw-in,1,From Throw In,Boukary Dramé,11722.0,Left Back,8,Atalanta,228,"['245bcecc-882f-441c-8f62-2f4a56a66c5c', '541d4b9e-7527-436d-b68b-48c0a9d20bca']",44,,,,,,,,,,,,,,,,Atalanta,228,00:02:44.350,Pass,
,,,,,,,,,,,,,,,,,,,2.668482,,,,,,,,,,,,,,,827fda1f-7d41-4efa-a869-c0d1a742b2f5,61,,"[17.8, 4.8]",3879761,2,,,,0.3911576,,Right Foot,,,"[45.2, 16.1]",,High Pass,,29.638657,,Incomplete,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,Recovery,1,From Throw In,Boukary Dramé,11722.0,Left Back,8,Atalanta,228,"['4bd952d9-442d-4873-9ec3-4a8b19e57b2f', '77a1f0f8-b900-434a-840a-b7320b81769e']",46,,,,,,,,,,,,,,,,Atalanta,228,00:02:46.025,Pass,
,,,,,,,,,,,,,,,,,,,4.390045,,,,,,,,,,,,,,,7ff9ce2f-0b7b-4dc3-96de-3048b0e84c8d,66,,"[72.3, 74.5]",3879761,2,,,,-0.11536528,,Right Foot,,,"[118.9, 69.1]",,High Pass,,46.91183,,,,Jerry Uche Mbakogu,32608.0,,,,,1,Regular Play,Lorenzo Lollo,30829.0,Right Defensive Midfield,9,Carpi,1683,['623bce5f-08b5-4b3d-82a1-20b7d66b1543'],52,,,,,,,,,,,,,,,,Carpi,1683,00:02:52.623,Pass,
,,,,,,,,,,,,,,,,,,,2.736953,,,,,,,,,,,,,,,92b984fd-ef6c-4ea1-a110-730caea3a6f9,71,,"[4.3, 8.4]",3879761,2,,,,-0.044032823,,Left Foot,,,"[56.5, 6.1]",,High Pass,,52.250645,,Incomplete,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,Recovery,1,Regular Play,Gabriel Alejandro Paletta,38237.0,Left Center Back,9,Carpi,1683,"['19c9f579-ec80-47a8-87b7-4730f34437bf', 'a34674f4-5fa7-45e6-8021-dc643f64f902']",59,,,,,,,,,,,,,,,,Atalanta,228,00:02:59.360,Pass,
,,,,,,,,,,,,,,,,,,,1.169282,,,,,,,,,,,,,,,a34674f4-5fa7-45e6-8021-dc643f64f902,73,,"[63.6, 74.0]",3879761,3,,,,-0.45566905,,Right Foot,,,"[78.7, 66.6]",,Low Pass,,16.815767,,Incomplete,,Lorenzo Lollo,30829.0,,,,Recovery,1,Regular Play,Simone Romagnoli,7172.0,Right Center Back,9,Carpi,1683,"['4d4d2f96-5e7b-48c9-88be-cadad32e4978', '92b984fd-ef6c-4ea1-a110-730caea3a6f9', '97de34e9-a3d2-4109-8f5d-0ffb9b6c9024']",2,,,,,,,,,,,,,,,,Carpi,1683,00:03:02.097,Pass,
,,,,,,,,,,,,,,,,,,,1.736353,,,,,,,,,,,,,,,1c5e961b-da8c-4ebd-a27e-1e912853c776,76,,"[67.2, 65.8]",3879761,3,,,,-2.5917394,,Left Foot,,,"[45.5, 52.5]",,Ground Pass,,25.451523,,,,Riccardo Gagliolo,11499.0,,,,Recovery,1,Regular Play,Lorenzo Lollo,30829.0,Right Defensive Midfield,9,Carpi,1683,['448f83fd-f4b6-40b8-b16c-a365fe91a8ba'],5,,,,,,,,,,,,,,,,Carpi,1683,00:03:05.464,Pass,
,,,,,,,,,,,,,,,,,,,1.48285,,,,,,,,,,,,,,,e8cb9fcc-898b-41e6-a3b1-e156d678e5ab,80,,"[46.3, 55.3]",3879761,3,,,,-0.18381682,,Right Foot,,,"[81.8, 48.7]",,High Pass,,36.10831,,,,Kevin Lasagna,7793.0,,,,,1,Regular Play,Riccardo Gagliolo,11499.0,Left Center Back,9,Carpi,1683,['623f00b8-5a12-4a1f-8fc9-22cccd837948'],8,,,,,,,,,,,,,,,,Carpi,1683,00:03:08.119,Pass,
,,,,,,,,,,,,,,,,,,,1.408446,,,,,,,,,,,,,,,0a4065ce-9d4d-40f6-8aed-f5c8b9c7e31b,84,,"[83.8, 53.3]",3879761,3,,,,1.5794917,,Left Foot,,,"[83.6, 76.3]",,Ground Pass,,23.00087,,,,Raphael Martinho Alves de Lima,387476.0,,,,,1,Regular Play,Kevin Lasagna,7793.0,Right Center Forward,9,Carpi,1683,"['55b6c258-c41c-419c-ac73-e3b48e443eec', 'd4d35c66-ff23-4d95-8cca-4cb7f84e0e0f']",11,,,,,,,,,,,,,,,,Carpi,1683,00:03:11.216,Pass,True
,,,,,,,,,,,,,,,,,,,0.917613,,,,,,,,,,,,,,,eafb9321-269c-40bc-88e8-29e9bf026809,87,,"[82.1, 66.6]",3879761,3,,,,-2.394637,,Left Foot,,,"[71.3, 56.6]",,Ground Pass,,14.718696,,,,Lorenzo Lollo,30829.0,,,,,1,Regular Play,Raphael Martinho Alves de Lima,387476.0,Right Midfield,9,Carpi,1683,['c83790e0-83c7-4c50-a25d-3f7233a98185'],14,,,,,,,,,,,,,,,,Carpi,1683,00:03:14.904,Pass,
,,,,,,,,,,,,,,,,,,,1.788954,,,,,,,,,,,,,,,3cc18511-9685-4591-876c-bfaad3b58e25,90,,"[71.1, 54.5]",3879761,3,,,,-2.330559,,Right Foot,,,"[57.8, 40.5]",,Ground Pass,,19.31036,,,,Riccardo Gagliolo,11499.0,,,,,1,Regular Play,Lorenzo Lollo,30829.0,Right Defensive Midfield,9,Carpi,1683,['20e6a909-3aee-4634-af00-d637eba70997'],17,,,,,,,,,,,,,,,,Carpi,1683,00:03:17.619,Pass,
,,,,,,,,,,,,,,,,,,,1.262514,,,,,,,,,,,,,,,84c07e90-6bab-4a3a-aac0-fc9c65e6ee31,93,,"[61.3, 34.6]",3879761,3,,,,-1.4116596,,Right Foot,,,"[65.2, 10.3]",,Ground Pass,,24.610973,,,,Fabrizio Poli,32525.0,,,,,1,Regular Play,Riccardo Gagliolo,11499.0,Left Center Back,9,Carpi,1683,['0f951172-27f4-4655-bb98-0d4af2467a4a'],20,,,,,,,,,,,,,,,,Carpi,1683,00:03:20.509,Pass,
,,,,,,,,,,,,,,,,,,,1.428174,,,,,,,,,,,,,,,147a7eb2-93d0-4a5f-aa28-7c7e459fe996,96,,"[66.2, 9.6]",3879761,3,,,,-0.53614604,,Left Foot,,,"[80.0, 1.4]",,Ground Pass,,16.052414,,,,Antonio Di Gaudio,11502.0,,,,,1,Regular Play,Fabrizio Poli,32525.0,Left Back,9,Carpi,1683,['a9864af0-b7c3-48c9-baa3-0e7b2a119f3b'],21,,,,,,,,,,,,,,,,Carpi,1683,00:03:21.891,Pass,
,,,,,,,,,,,,,,,,,,,0.948812,,,,,,,,,,,,,,,101362cc-0e61-411a-91d6-ff9f174ac145,102,,"[112.5, 0.1]",3879761,3,,,,1.3590648,,,,,"[114.8, 10.8]",,Low Pass,,10.944405,,,,Kevin Lasagna,7793.0,,,,Throw-in,1,From Throw In,Fabrizio Poli,32525.0,Left Back,10,Carpi,1683,['d8f5e6dd-f947-4f32-b3c1-f0cee9b00789'],42,,,,,,,,,,,,,,,,Carpi,1683,00:03:42.514,Pass,
,,,,,,,,,,,,,,,,,,,1.069793,,,,,,,,,,,,,,,9cc46266-9084-4ae0-b5df-b0c8ce0969b5,104,,"[114.8, 10.8]",3879761,3,,,,-1.9130919,,Other,,,"[111.7, 2.1]",,Low Pass,,9.2358,,,,Fabrizio Poli,32525.0,,,,,1,From Throw In,Kevin Lasagna,7793.0,Right Center Forward,10,Carpi,1683,['853639af-a691-45d1-92aa-9e361e6a9270'],43,,,,,,,,,,,,,,,,Carpi,1683,00:03:43.463,Pass,
,,,,,,,,,,,,,,,,,,,1.372752,,,,,,,,,,,,,,,ed2f6b52-0764-4e73-9cdc-c1b5a764a6aa,107,,"[111.2, 2.7]",3879761,3,,,,2.7682164,,Right Foot,,,"[91.8, 10.3]",,Ground Pass,,20.835546,,,,Raffaele Bianco,352172.0,,,,,1,From Throw In,Fabrizio Poli,32525.0,Left Back,10,Carpi,1683,['827645ac-c2b2-4696-975d-bbdb2f37a37c'],46,,,,,,,,,,,,,,,,Carpi,1683,00:03:46.547,Pass,
,,,,,,,,,,,,,,,,,,,1.81971,,,,,,,,,,,,,,,0941231b-ebc2-4a9a-ab98-3209c6f4d5c6,111,,"[89.7, 15.7]",3879761,3,,,,1.1541729,,Right Foot,True,,"[105.1, 50.5]",,High Pass,,38.05522,,Incomplete,,Raphael Martinho Alves de Lima,387476.0,,,,,1,From Throw In,Raffaele Bianco,352172.0,Left Defensive Midfield,10,Carpi,1683,"['3fa89d78-0ffd-4490-afaa-c21a9dd2d868', 'b5f5802e-ef45-45b9-8a16-ba4c96c93524']",48,,,,,,,,,,,,,,,,Carpi,1683,00:03:48.958,Pass,
,,,,,,,,,,,,,,,,,,,0.965447,,,,,,,,,,,,,,,fa8c3c2c-c980-4fd4-b994-1cf421d62db9,117,,"[69.5, 49.9]",3879761,3,,,,3.0260384,,Right Foot,,,"[58.3, 51.2]",,Ground Pass,,11.275194,,,,Simone Romagnoli,7172.0,,,,,1,From Throw In,Lorenzo Lollo,30829.0,Right Defensive Midfield,10,Carpi,1683,['c6174734-362f-4099-865b-19776b6d64a3'],56,,,,,,,,,,,,,,,,Carpi,1683,00:03:56.597,Pass,
,,,,,,,,,,,,,,,,,,,4.17,,,,,,,,,,,,,,,912716f8-f2b6-44b5-99e9-64ccf39726b0,121,,"[58.5, 56.1]",3879761,3,,,,0.32808885,,Right Foot,,,"[119.9, 77.0]",,High Pass,,64.85962,,Out,,Gaetano Letizia,7114.0,,,,,1,From Throw In,Simone Romagnoli,7172.0,Right Center Back,10,Carpi,1683,"['a2b3ced7-1dd0-49d7-835a-8cb5cd0343bb', 'f7294d23-dd82-4494-9bce-0a6329d8db1f']",58,,,,,,,,,,,,,,,,Carpi,1683,00:03:58.849,Pass,True
,,,,,,,,,,,,,,,,,,,3.175762,,,,,,,,,,,,,,,0b50f664-f54d-40b6-9945-defb8a03fb9f,123,,"[7.0, 36.1]",3879761,4,True,,,-0.17548126,,Right Foot,,,"[63.4, 26.1]",,High Pass,,57.279663,,,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,Goal Kick,1,From Goal Kick,Marco Sportiello,7157.0,Goalkeeper,11,Atalanta,228,['7ed3953d-1caa-4e60-81a3-f2718cb72314'],17,,,,,,,,,,,,,,,,Atalanta,228,00:04:17.591,Pass,
,,,,,,,,,,,,,,,,,,,1.623357,,,,,,,,,,,,,,,a74b3dad-8319-4e90-bfc2-3946c36069a0,126,,"[62.6, 26.1]",3879761,4,,,True,2.2974386,,,,,"[55.4, 34.2]",,High Pass,,10.837435,,,,Marten de Roon,6994.0,,,,,1,From Goal Kick,Mauricio Ricardo Pinilla Ferreira,36770.0,Center Forward,11,Atalanta,228,"['02fccd14-6185-4015-bbfa-1bdd9b3f847c', 'a4e984cf-71eb-49b5-a5fe-41f50f7f8bf7']",20,,,,,,,,,,,,,,,,Atalanta,228,00:04:20.767,Pass,True
,,,,,,,,,,,,,,,,,,,1.673936,,,,,,,,,,,,,,,d70d463a-baf5-43b2-99e5-c12c13724ad0,128,,"[55.2, 34.0]",3879761,4,,,,-0.54295117,,Right Foot,,,"[72.6, 23.5]",,Low Pass,,20.322647,,Incomplete,,Marco D''Alessandro,8184.0,,,,,1,From Goal Kick,Marten de Roon,6994.0,Center Defensive Midfield,11,Atalanta,228,"['81cfa631-bf45-4138-8391-d9a722702cd8', '8456dd7a-7eda-4e6e-b3e0-ec380886fedc']",22,,,,,,,,,,,,,,,,Atalanta,228,00:04:22.391,Pass,
,,,,,,,,,,,,,,,,,,,2.755197,,,,,,,,,,,,,,,00842f8e-a49b-486f-a343-e14e0ca8ccd5,133,,"[48.6, 51.5]",3879761,4,,,,-2.9015367,,Right Foot,,,"[15.1, 43.3]",,Ground Pass,,34.488983,,,,Vid Belec,8662.0,,,,,1,From Goal Kick,Gaetano Letizia,7114.0,Right Back,11,Atalanta,228,['d4fa8784-5b54-4651-99a7-4b5882b6a4d7'],25,,,,,,,,,,,,,,,,Carpi,1683,00:04:25.674,Pass,
,,,,,,,,,,,,,,,,,,,3.453581,,,,,,,,,,,,,,,5de9590a-9125-47fd-98c7-cf5a0dff9373,136,,"[23.5, 44.8]",3879761,4,,,,0.17544152,,Right Foot,,,"[75.4, 54.0]",,High Pass,,52.709106,,Incomplete,,Kevin Lasagna,7793.0,,,,,1,From Goal Kick,Vid Belec,8662.0,Goalkeeper,11,Atalanta,228,"['41b7930d-6e73-45fd-af7c-70df8a531a47', '75ad040c-82e5-46a1-a326-4730a0e0d77b']",32,,,,,,,,,,,,,,,,Carpi,1683,00:04:32.273,Pass,
