50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.881449,,,,,,,,,,,de854805-b274-4f71-9750-c88ed77edbb9,17,,"[29.8, 70.9]",3879588,0,,,,,0.037993405,,Right Foot,,,"[64.0, 72.2]",,Ground Pass,,34.224697,,Incomplete,,Carlos Emilio Carmona Tello,35923.0,,,,,,1,From Kick Off,Andrea Masiello,6992.0,Right Back,2,Atalanta,228,"['0d5d9c3a-fe95-407a-95f8-39d2a1c4f1c3', 'e3e53044-6fb4-4b70-a1ca-cca6a08cca0d']",12,,,,,,,,,,,,,,,,Atalanta,228,00:00:12.846,Pass,
,,,,,,,,,,,,,,,,,0.864028,,,,,,,,,,,1528e5fe-825a-445c-bc66-494323926f1a,22,,"[65.1, 6.6]",3879588,0,,,,,0.7303358,,Right Foot,,,"[78.5, 18.6]",,Low Pass,,17.987774,,Incomplete,,Alessandro Matri,8296.0,,,,,,1,From Kick Off,Senad Lulić,7785.0,Left Back,2,Atalanta,228,"['47d8a2e7-d23e-4b5a-8f15-c5e4afb48726', 'ee001a44-49d6-4746-a627-35e173aa26d9']",15,,,,,,,,,,,,,,,,Lazio,236,00:00:15.641,Pass,
,,,,,,,,,,,,,,,,,1.165422,,,,,,,,,,,3b6ed3cc-57dd-4439-9fbc-bc40c24f92a7,27,,"[46.7, 57.3]",3879588,0,,,,,-0.059928156,,Right Foot,,,"[61.7, 56.4]",,Ground Pass,,15.026976,,,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,,,1,From Kick Off,Marten de Roon,6994.0,Center Defensive Midfield,2,Atalanta,228,['12f40632-2103-4d7e-9732-f4c9306fd241'],18,,,,,,,,,,,,,,,,Atalanta,228,00:00:18.035,Pass,
,,,,,,,,,,,,,,,,,1.668286,,,,,,,,,,,b73aa23c-1296-4ad6-8e4f-698025184f85,32,,"[56.3, 50.2]",3879588,0,,,,,-2.0603943,,Right Foot,,,"[40.9, 21.3]",,Ground Pass,,32.747063,,,,Boukary Dramé,11722.0,,,,,,1,From Kick Off,Mauricio Ricardo Pinilla Ferreira,36770.0,Center Forward,2,Atalanta,228,['2c9214e7-ded0-4ac1-96a6-37f4b3dd4ee5'],21,,,,,,,,,,,,,,,,Atalanta,228,00:00:21.074,Pass,
,,,,,,,,,,,,,,,,,1.526283,,,,,,,,,,,08837cf4-40e0-4377-9fc2-78dbc7b176f4,35,,"[46.7, 16.8]",3879588,0,,,,,-0.6673061,,Left Foot,,,"[63.2, 3.8]",,Ground Pass,,21.00595,,,,Alejandro Darío Gómez,7006.0,,,,,,1,From Kick Off,Boukary Dramé,11722.0,Left Back,2,Atalanta,228,['7f8042a9-7319-4944-9261-117044eb638f'],24,,,,,,,,,,,,,,,,Atalanta,228,00:00:24.454,Pass,
,,,,,,,,,,,,,,,,,2.053603,,,,,,,,,,,5ed2205a-bb0b-4c0e-b879-31f42ecbf2f9,38,,"[61.9, 12.8]",3879588,0,,,,,1.9170818,,Right Foot,,,"[51.4, 41.9]",,Ground Pass,,30.936386,,,,Guglielmo Stendardo,40426.0,,,,,,1,From Kick Off,Alejandro Darío Gómez,7006.0,Left Wing,2,Atalanta,228,['28943526-f3db-4cc0-83f1-cf6d0a063e1e'],29,,,,,,,,,,,,,,,,Atalanta,228,00:00:29.440,Pass,
,,,,,,,,,,,,,,,,,1.527917,,,,,,,,,,,83d3c006-344a-4085-9d24-38eec40bef23,42,,"[53.3, 49.6]",3879588,0,,,,,1.3988036,,Right Foot,,,"[57.0, 70.9]",,Ground Pass,,21.618973,,,,Andrea Masiello,6992.0,,,,,,1,From Kick Off,Guglielmo Stendardo,40426.0,Right Center Back,2,Atalanta,228,"['3cfc5bdb-e0c5-4bd5-835d-f236075e4876', 'f3700ec6-c151-4d8b-8b16-5880a287c364']",32,,,,,,,,,,,,,,,,Atalanta,228,00:00:32.542,Pass,True
,,,,,,,,,,,,,,,,,1.14524,,,,,,,,,,,7fdd2075-b531-44c6-8b02-65601e192600,45,,"[57.0, 70.9]",3879588,0,,,,,-1.5239556,,Right Foot,,,"[57.6, 58.1]",,Ground Pass,,12.8140545,,,,Marten de Roon,6994.0,,,,,,1,From Kick Off,Andrea Masiello,6992.0,Right Back,2,Atalanta,228,['77220ec1-39cb-47e9-abf4-77be688fb82a'],35,,,,,,,,,,,,,,,,Atalanta,228,00:00:35.126,Pass,
,,,,,,,,,,,,,,,,,1.14944,,,,,,,,,,,75a517bf-bb24-4ef8-b7cd-46a1d9f43c80,48,,"[58.7, 59.0]",3879588,0,,,,,0.24007073,,Right Foot,,,"[77.9, 63.7]",,Ground Pass,,19.766891,,,,Carlos Emilio Carmona Tello,35923.0,,,,,,1,From Kick Off,Marten de Roon,6994.0,Center Defensive Midfield,2,Atalanta,228,['a60b5100-e348-4dfd-924c-f7ab9be1d428'],36,,,,,,,,,,,,,,,,Atalanta,228,00:00:36.271,Pass,
,,,,,,,,,,,,,,,,,2.138846,,,,,,,,,,,e97fb5ce-4d83-411c-8b65-a355fbb48aff,51,,"[79.6, 63.7]",3879588,0,,,,,0.7644807,,Right Foot,,,"[91.8, 75.4]",,Ground Pass,,16.90355,,,,Maximiliano Nicol Moralez,12759.0,,,,,,1,From Kick Off,Carlos Emilio Carmona Tello,35923.0,Right Center Midfield,2,Atalanta,228,['bbe66beb-86b6-4328-bfb0-9994c8fb9dfc'],37,,,,,,,,,,,,,,,,Atalanta,228,00:00:37.421,Pass,
,,,,,,,,,,,,,,,,,3.619835,,,,,,,,,,,9601d2de-42a3-424d-a6d6-360025d14158,60,,"[113.0, 68.6]",3879588,0,,,,,-2.0080712,,Right Foot,True,,"[89.3, 17.9]",,High Pass,,55.96588,,,,Boukary Dramé,11722.0,,,True,,,1,From Kick Off,Alejandro Darío Gómez,7006.0,Left Wing,2,Atalanta,228,['56c85ed8-f60f-4cf3-bde8-e86a5a5ac68c'],42,,,,,,,,,,,,,,,,Atalanta,228,00:00:42.940,Pass,
,,,,,,,,,,,,,,,,,1.353798,,,,,,,,,,,7667c582-f9f4-4df1-a64f-a5fa03bc2614,62,,"[89.9, 17.9]",3879588,0,,,,,1.2337053,,Left Foot,,,"[97.4, 39.3]",,Low Pass,,22.676199,,,,Carlos Emilio Carmona Tello,35923.0,,,,,,1,From Kick Off,Boukary Dramé,11722.0,Left Back,2,Atalanta,228,['31eb5bbc-0e28-4787-a209-495be677eacd'],46,,,,,,,,,,,,,,,,Atalanta,228,00:00:46.560,Pass,
,,,,,,,,,,,,,,,,,0.208946,,,,,,,,,,,85b4bd5f-4302-4d3d-9c91-b1a386f40fb9,68,,"[27.4, 35.2]",3879588,0,,,,,0.64110875,,Right Foot,,,"[34.1, 40.2]",,Ground Pass,,8.3600235,,,,Sergej Milinković-Savić,5589.0,,,,,Recovery,1,From Kick Off,Ogenyi Eddy Onazi,33311.0,Right Defensive Midfield,2,Atalanta,228,['5a6fd89d-e001-4758-9d27-1e554f0fefc0'],49,,,,,,,,,,,,,,,,Lazio,236,00:00:49.877,Pass,
,,,,,,,,,,,,,,,,,1.916195,,,,,,,,,,,626d0994-dc0b-465f-9c38-9e805cf46e49,72,,"[79.8, 37.4]",3879588,0,,,,,-1.6258876,,Right Foot,,,"[78.3, 10.2]",,Ground Pass,,27.24133,,,,Boukary Dramé,11722.0,,,,,Recovery,1,From Kick Off,Marten de Roon,6994.0,Center Defensive Midfield,2,Atalanta,228,['26d48024-430b-499c-a2bc-59be7d26592e'],51,,,,,,,,,,,,,,,,Atalanta,228,00:00:51.225,Pass,
,,,,,,,,,,,,,,,,,1.686665,,,,,,,,,,,f64bab62-13e1-4b2f-929d-d6b74199220f,75,,"[78.3, 10.4]",3879588,0,,,,,2.5948038,,Left Foot,,,"[57.6, 23.0]",,Ground Pass,,24.233242,,,,Gabriel Alejandro Paletta,38237.0,,,,,,1,From Kick Off,Boukary Dramé,11722.0,Left Back,2,Atalanta,228,['2c6822bd-1274-45ab-891a-e886bd80abba'],55,,,,,,,,,,,,,,,,Atalanta,228,00:00:55.436,Pass,
,,,,,,,,,,,,,,,,,1.141914,,,,,,,,,,,6cf0071d-c25f-4e15-a1d4-df89254d60cc,78,,"[56.5, 27.3]",3879588,0,,,,,0.9848387,,Right Foot,,,"[64.0, 38.6]",,Ground Pass,,13.5624485,,,,Carlos Emilio Carmona Tello,35923.0,,,,,,1,From Kick Off,Gabriel Alejandro Paletta,38237.0,Left Center Back,2,Atalanta,228,['4a1003d6-07d0-48d2-93d2-7592b3fa62a8'],58,,,,,,,,,,,,,,,,Atalanta,228,00:00:58.267,Pass,
,,,,,,,,,,,,,,,,,2.169874,,,,,,,,,,,b0bd3db5-1731-4891-a947-0cc4cf127032,82,,"[64.4, 43.6]",3879588,1,,,,,1.4851974,,Right Foot,,,"[67.0, 73.9]",,Ground Pass,,30.411346,,,,Andrea Masiello,6992.0,,,,,,1,From Kick Off,Carlos Emilio Carmona Tello,35923.0,Right Center Midfield,2,Atalanta,228,"['9213e779-81f3-4048-abac-a6aaad0111a0', '95f2eca3-04e0-49d8-b859-c501085eabae']",0,,,,,,,,,,,,,,,,Atalanta,228,00:01:00.753,Pass,True
,,,,,,,,,,,,,,,,,0.74483,,,,,,,,,,,fa12903b-dea2-4bca-98a6-6adb31bd6cd9,85,,"[67.0, 73.9]",3879588,1,,,,,0.10238051,,Right Foot,,,"[81.6, 75.4]",,Ground Pass,,14.676852,,,,Maximiliano Nicol Moralez,12759.0,,,,,,1,From Kick Off,Andrea Masiello,6992.0,Right Back,2,Atalanta,228,['7ae348ab-3529-49d6-b932-2da1ceb3769f'],4,,,,,,,,,,,,,,,,Atalanta,228,00:01:04.303,Pass,
,,,,,,,,,,,,,,,,,3.495536,,,,,,,,,,,6525b8fb-c614-49b8-9475-7e51eb3294c9,92,,"[71.9, 62.0]",3879588,1,,,,,0.061347984,,Left Foot,,,"[112.6, 64.5]",,High Pass,,40.77671,,,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,,,1,From Kick Off,Maximiliano Nicol Moralez,12759.0,Right Wing,2,Atalanta,228,['1a085127-c696-443e-b21e-52bfc6cf1006'],8,,,,,,,,,,,,,,,,Atalanta,228,00:01:08.955,Pass,
,,,,,,,,,,,,,,,,,0.666094,,,,,,,,,,,72bb3818-1991-4426-978f-dec92ccecd67,95,,"[112.6, 64.5]",3879588,1,,,,,-1.6582917,,Right Foot,True,,"[111.1, 47.4]",,Ground Pass,,17.165663,,Incomplete,,Maximiliano Nicol Moralez,12759.0,,,,,,1,From Kick Off,Mauricio Ricardo Pinilla Ferreira,36770.0,Center Forward,2,Atalanta,228,"['4a7ef0a9-02df-4217-873b-1bfa48766d4f', '73275efe-f7f7-45c6-905f-9fa59ce92976']",12,,,,,,,,,,,,,,,,Atalanta,228,00:01:12.906,Pass,
,,,,,,,,,,,,,,,,,1.152579,,,,,,,,,,,52b19219-d20a-4abc-9435-0ac76da8767e,99,,"[7.3, 30.8]",3879588,1,,,,,-1.3447788,,Left Foot,,,"[11.6, 12.1]",,Ground Pass,,19.188017,,,,Senad Lulić,7785.0,,,,,,1,Regular Play,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,3,Lazio,236,['532ba9aa-0f66-4e1f-986c-a21260e48aff'],14,,,,,,,,,,,,,,,,Lazio,236,00:01:14.588,Pass,
,,,,,,,,,,,,,,,,,1.640081,,,,,,,,,,,57f67d4d-63ea-492d-b6a8-4b1a5db37391,101,,"[11.6, 12.1]",3879588,1,,,,,1.0962499,,Right Foot,,,"[19.1, 26.7]",,High Pass,,16.413713,,,,Lucas Rodrigo Biglia,5510.0,,,,,,1,Regular Play,Senad Lulić,7785.0,Left Back,3,Lazio,236,['8264ac1a-598b-45d9-9fa8-de1e31557cfd'],15,,,,,,,,,,,,,,,,Lazio,236,00:01:15.741,Pass,
,,,,,,,,,,,,,,,,,1.471934,,,,,,,,,,,86637518-94c8-4eb2-a5e2-85f70dcd8b73,105,,"[21.0, 21.8]",3879588,1,,,,,0.0,,Right Foot,,,"[38.5, 21.8]",,Ground Pass,,17.5,,,,Sergej Milinković-Savić,5589.0,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Left Defensive Midfield,3,Lazio,236,['52c395ad-dbc8-41b1-b7e9-b0ba64d64c0d'],18,,,,,,,,,,,,,,,,Lazio,236,00:01:18.263,Pass,
,,,,,,,,,,,,,,,,,1.241674,,,,,,,,,,,80aaeb3f-63a2-49a4-98b4-9b4b92de3d85,109,,"[39.6, 21.6]",3879588,1,,,,,-1.9929453,,Right Foot,,,"[34.3, 9.8]",,Ground Pass,,12.93561,,Unknown,,,,,,,,,1,Regular Play,Sergej Milinković-Savić,5589.0,Center Attacking Midfield,3,Lazio,236,['a8cd5f81-a333-4886-85e5-c842f29b3293'],19,,,,,,,,,,,,,,,,Lazio,236,00:01:19.823,Pass,True
,,,,,,,,,,,,,,,,,3.674955,,,,,,,,,,,c7f10c81-713c-45b3-bb8e-0b7bac923d60,113,,"[33.4, 17.1]",3879588,1,,,,,0.17457159,,Left Foot,,,"[90.1, 27.1]",,High Pass,,57.57508,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Federico Marchetti,12491.0,Goalkeeper,4,Lazio,236,['68f51733-2c8f-415a-aa5b-2ddf0d208c9f'],48,,,,,,,,,,,,,,,,Lazio,236,00:01:48.362,Pass,
,,,,,,,,,,,,,,,,,1.174696,,,,,,,,,,,68f51733-2c8f-415a-aa5b-2ddf0d208c9f,114,,"[30.0, 53.0]",3879588,1,,,,,-2.3561945,,Head,,,"[21.0, 44.0]",,Low Pass,,12.727922,,,,Gabriel Alejandro Paletta,38237.0,,,,,Recovery,1,From Free Kick,Marten de Roon,6994.0,Center Defensive Midfield,4,Lazio,236,"['803f8902-83b3-4d76-886f-2509f69dc35c', 'c7f10c81-713c-45b3-bb8e-0b7bac923d60']",52,,,,,,,,,,,,,,,,Atalanta,228,00:01:52.037,Pass,
,,,,,,,,,,,,,,,,,2.212047,,,,,,,,,,,80a8f5f2-33bd-412f-88b5-2c246594d29c,116,,"[21.0, 44.0]",3879588,1,,,,,0.56695306,,Left Foot,,,"[49.9, 62.4]",,High Pass,,34.260326,,Incomplete,,Maximiliano Nicol Moralez,12759.0,,,,,,1,From Free Kick,Gabriel Alejandro Paletta,38237.0,Left Center Back,4,Lazio,236,"['5b449671-6620-485a-a2f9-eecc04ea2342', 'ddf3257f-4854-4df6-b29a-b42e7227a088']",53,,,,,,,,,,,,,,,,Atalanta,228,00:01:53.212,Pass,
,,,,,,,,,,,,,,,,,0.922282,,,,,,,,,,,9549bb9b-6c3a-4214-806f-12ba8c169f4f,121,,"[70.4, 31.8]",3879588,1,,,,,1.4209839,,Right Foot,,,"[73.6, 53.0]",,Ground Pass,,21.44015,,,,Antonio Candreva,7776.0,,,,,,1,From Free Kick,Senad Lulić,7785.0,Left Back,4,Lazio,236,['59dbe5c0-c51c-4acf-8fbe-5d44ba691c9e'],57,,,,,,,,,,,,,,,,Lazio,236,00:01:57.914,Pass,
,,,,,,,,,,,,,,,,,0.837701,,,,,,,,,,,734bbde0-770c-4fc4-be23-ed0f34be2087,124,,"[73.6, 53.0]",3879588,1,,,,,-0.41190103,,Right Foot,,,"[83.9, 48.5]",,Ground Pass,,11.240107,,,,Sergej Milinković-Savić,5589.0,,,,,,1,From Free Kick,Antonio Candreva,7776.0,Right Wing,4,Lazio,236,['73c52ced-0665-4348-90b2-a07255e00a57'],58,,,,,,,,,,,,,,,,Lazio,236,00:01:58.901,Pass,
,,,,,,,,,,,,,,,,,1.093958,,,,,,,,,,,e7ab309f-baf9-46f3-8774-25f569235cb8,128,,"[86.0, 50.9]",3879588,2,,,,,1.5078167,,Right Foot,,,"[86.7, 62.0]",,Ground Pass,,11.12205,,,,Antonio Candreva,7776.0,,,,,,1,From Free Kick,Sergej Milinković-Savić,5589.0,Center Attacking Midfield,4,Lazio,236,['71997c55-7279-4b1c-85c8-c82ec03ed9b1'],0,,,,,,,,,,,,,,,,Lazio,236,00:02:00.519,Pass,
,,,,,,,,,,,,,,,,,1.098367,,,,,,,,,,,3fabe5cd-d906-4dd8-a13f-406e81a5d610,130,,"[86.7, 62.0]",3879588,2,,,,,-0.83860236,,Right Foot,,,"[102.7, 44.2]",,Ground Pass,,23.934076,,Unknown,,,,,,,,,1,From Free Kick,Antonio Candreva,7776.0,Right Wing,4,Lazio,236,,1,,,,,,,,,,,,,,,,Lazio,236,00:02:01.613,Pass,
,,,,,,,,,,,,,,,,,2.471081,,,,,,,,,,,671aa9d1-57a6-4d88-b678-1bc6f612283d,133,,"[17.4, 35.9]",3879588,2,,True,,,-0.5349551,,Right Foot,,,"[74.1, 2.3]",,High Pass,,65.90789,,Incomplete,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,,Free Kick,1,From Free Kick,Marco Sportiello,7157.0,Goalkeeper,5,Atalanta,228,"['509ba6a9-d04e-4570-88fa-42c8f14eab2c', 'fb78de8b-4fa9-48b3-b1b5-48e36f261d24']",27,,,,,,,,,,,,,,,,Atalanta,228,00:02:27.676,Pass,
,,,,,,,,,,,,,,,,,0.851361,,,,,,,,,,,509ba6a9-d04e-4570-88fa-42c8f14eab2c,135,,"[46.0, 77.8]",3879588,2,,,,,-0.45990232,,Head,,,"[56.7, 72.5]",,Low Pass,,11.940687,,,,Sergej Milinković-Savić,5589.0,,,,,Recovery,1,Regular Play,Dušan Basta,8443.0,Right Back,6,Lazio,236,"['671aa9d1-57a6-4d88-b678-1bc6f612283d', 'c637b43d-f8ab-4e2a-b47c-add5674935cb']",30,,,,,,,,,,,,,,,,Lazio,236,00:02:30.147,Pass,
,,,,,,,,,,,,,,,,,0.739604,,,,,,,,,,,2e6c9a8c-139f-4ea3-80e2-9a2b827e5244,141,,"[56.3, 80.0]",3879588,2,,,,,-0.5205808,,,,,"[63.8, 75.7]",,Low Pass,,8.64523,,,,Antonio Candreva,7776.0,,,,,Throw-in,1,From Throw In,Dušan Basta,8443.0,Right Back,7,Lazio,236,['e43d9369-6466-44d1-9409-bbc7a0173009'],36,,,,,,,,,,,,,,,,Lazio,236,00:02:36.351,Pass,
