50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.881066,,,,,,,,,,,,,,ce286d91-d2fa-4abe-97e5-9730246bb749,69,,"[25.0, 70.9]",3878556,1,,,,-0.051299695,,Right Foot,,,,"[65.9, 68.8]",,High Pass,,40.953876,,Incomplete,,Josef Alexander Martínez Mencia,12619.0,,,,,,1,Regular Play,Giuseppe Vives,40430.0,Center Defensive Midfield,3,Fiorentina,239,"['9c73d7ab-b43b-466b-8b55-415ff8822d06', 'd138470a-7dd6-48e8-9177-56ff194987b0']",0,,,,,,,,,,,,,,,,,Torino,241,00:01:00.052,Pass,
,,,,,,,,,,,,,,0.433492,,,,,,,,,,,,,,9c73d7ab-b43b-466b-8b55-415ff8822d06,71,,"[54.2, 11.3]",3878556,1,,,,-0.1798535,,Head,,,,"[55.3, 11.1]",,Low Pass,,1.118034,,Incomplete,,,,,,,,Recovery,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Left Center Back,3,Fiorentina,239,"['6f4c4654-f7b8-4920-ade9-f00999f05158', 'ce286d91-d2fa-4abe-97e5-9730246bb749']",1,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:01.933,Pass,
,,,,,,,,,,,,,,3.102173,,,,,,,,,,,,,,da877422-205b-4640-97a3-16b63870a899,73,,"[53.8, 12.1]",3878556,1,,,,0.28941682,,Right Foot,,,,"[98.8, 25.5]",,High Pass,,46.952744,,,,Nikola Kalinić,7033.0,,,,,Recovery,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Left Center Back,3,Fiorentina,239,['8167a01c-1314-4ab3-b2f2-c8d90db86ad1'],3,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:03.973,Pass,
,,,,,,,,,,,,,,1.571819,,,,,,,,,,,,,,6db1c5e1-a0ed-4af8-81fe-69aac78be1fc,80,,"[6.0, 36.0]",3878556,1,,,,-1.751889,,Right Foot,,,,"[2.1, 14.7]",,Ground Pass,,21.654099,,,,Emiliano Moretti,7476.0,,,,,Goal Kick,1,From Goal Kick,Daniele Padelli,34881.0,Goalkeeper,4,Torino,241,['1c40a9b7-9f55-4815-a6e9-f16d9f6d44f7'],35,,,,,,,,,,,,,,,,,Torino,241,00:01:35.514,Pass,
,,,,,,,,,,,,,,2.8489,,,,,,,,,,,,,,8ac07ce8-90c8-4326-8293-01b68c4f9447,83,,"[15.5, 2.4]",3878556,1,,,,0.25374228,,Left Foot,,,,"[66.4, 15.6]",,High Pass,,52.583744,,Incomplete,,Fabio Quagliarella,7011.0,,,,,,1,From Goal Kick,Emiliano Moretti,7476.0,Left Center Back,4,Torino,241,"['17be9f11-62ff-4699-bfca-3a50b6a33351', '92dfe3af-e42d-4bfd-b575-7dc0da1665eb']",39,,,,,,,,,,,,,,,,,Torino,241,00:01:39.602,Pass,
,,,,,,,,,,,,,,2.017174,,,,,,,,,,,,,,17be9f11-62ff-4699-bfca-3a50b6a33351,85,,"[53.7, 64.5]",3878556,1,,,,-0.6324795,,Left Foot,,,,"[69.8, 52.7]",,High Pass,,19.961212,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,4,Torino,241,"['023a2918-8b14-49ed-875d-1bdbf8b80a6b', '8ac07ce8-90c8-4326-8293-01b68c4f9447']",42,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:42.451,Pass,
,,,,,,,,,,,,,,2.014922,,,,,,,,,,,,,,023a2918-8b14-49ed-875d-1bdbf8b80a6b,86,,"[50.3, 27.4]",3878556,1,,,,0.0,,Right Foot,,,,"[50.3, 27.4]",,High Pass,,0.0,,Incomplete,,Marco Benassi,7149.0,,,,,Interception,1,From Goal Kick,Giuseppe Vives,40430.0,Center Defensive Midfield,4,Torino,241,"['17be9f11-62ff-4699-bfca-3a50b6a33351', 'c297fb1c-7eeb-4068-b577-997d236b0620', 'f973aa93-1fe2-41e5-b81e-fa0fca56b20f']",44,,,,,,,,,,,,,,,,,Torino,241,00:01:44.468,Pass,
,,,,,,,,,,,,,,2.466577,,,,,,,,,,,,,,f973aa93-1fe2-41e5-b81e-fa0fca56b20f,89,,"[69.8, 52.7]",3878556,1,,,,-2.2876,,Right Foot,,,,"[63.7, 45.7]",,High Pass,,9.284934,,,,Marcos Alonso Mendoza,3964.0,,,,,Recovery,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,5,Fiorentina,239,"['023a2918-8b14-49ed-875d-1bdbf8b80a6b', 'a8dee434-2336-4f24-a9fb-126bb85d5178']",46,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:46.483,Pass,
,,,,,,,,,,,,,,1.458896,,,,,,,,,,,,,,90b41c91-79dc-42ab-ad75-b90c549b2c8d,93,,"[64.7, 22.6]",3878556,1,,,,2.960974,,Left Foot,,,,"[53.2, 24.7]",,Ground Pass,,11.690166,,,,Facundo Sebastián Roncaglia,6830.0,,,,,,1,Regular Play,Marcos Alonso Mendoza,3964.0,Left Wing Back,5,Fiorentina,239,['0b3baee0-d51d-431e-b2ba-08b2a740e4ab'],50,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:50.630,Pass,
,,,,,,,,,,,,,,0.999882,,,,,,,,,,,,,,76b9e1d7-88e8-43b5-b2e2-32948a215047,96,,"[53.2, 24.7]",3878556,1,,,,2.1383936,,Right Foot,,,,"[43.7, 39.6]",,Ground Pass,,17.67088,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Left Center Back,5,Fiorentina,239,['262c67c9-ed43-4827-8c75-72c1323aea05'],52,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:52.904,Pass,
,,,,,,,,,,,,,,1.745758,,,,,,,,,,,,,,cd539f51-7170-4c51-9834-4a34b004707f,99,,"[46.9, 50.1]",3878556,1,,,,1.2371618,,Right Foot,,,,"[53.0, 67.7]",,Ground Pass,,18.62713,,,,Nenad Tomović,7056.0,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Center Back,5,Fiorentina,239,['f8b3d9a7-02ea-4dc0-b229-c247344568c7'],54,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:54.929,Pass,
,,,,,,,,,,,,,,1.427265,,,,,,,,,,,,,,29238fa8-ced4-439d-96b2-d171267333bc,102,,"[53.2, 67.2]",3878556,1,,,,-1.8248539,,Right Foot,,,,"[48.5, 49.1]",,Ground Pass,,18.700268,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,5,Fiorentina,239,['9c93c56e-3cab-428c-b380-24ebdcf116ce'],59,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:59.517,Pass,
,,,,,,,,,,,,,,1.939572,,,,,,,,,,,,,,586cb83b-73c8-4868-a1b8-9aaf64b70a0a,105,,"[48.5, 47.3]",3878556,2,,,,-1.4129372,,Right Foot,,,,"[52.4, 22.8]",,Ground Pass,,24.808466,,,,Facundo Sebastián Roncaglia,6830.0,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Center Back,5,Fiorentina,239,['edfac9e6-06b9-49a6-bf27-4fc611453a69'],1,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:01.729,Pass,
,,,,,,,,,,,,,,1.136724,,,,,,,,,,,,,,e71c52f1-b657-44b7-a508-6cdcbbba7b67,108,,"[59.2, 25.7]",3878556,2,,,,-0.95449936,,Right Foot,,,,"[71.1, 8.9]",,Ground Pass,,20.587618,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Left Center Back,5,Fiorentina,239,['cc69dda7-b15c-4c64-bfc3-f538fa472dff'],5,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:05.116,Pass,
,,,,,,,,,,,,,,0.87778,,,,,,,,,,,,,,7624df19-c62e-4fda-b38a-b43e011e8125,111,,"[75.2, 13.2]",3878556,2,,,,0.14767733,,Right Foot,,,,"[87.3, 15.0]",,Ground Pass,,12.233151,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,5,Fiorentina,239,['c3bb2116-8602-4aee-805b-49540c731624'],6,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:06.828,Pass,
,,,,,,,,,,,,,,0.9714,,,,,,,,,,,,,,21bcfe21-e70f-407c-aea1-0d0bcdce315a,115,,"[88.3, 13.9]",3878556,2,,,,-2.6511955,,Right Foot,,,,"[76.5, 7.6]",,Ground Pass,,13.3764715,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Marcos Alonso Mendoza,3964.0,Left Wing Back,5,Fiorentina,239,['657f0d6d-b046-40f5-b9f5-28b5846414ac'],8,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:08.290,Pass,
,,,,,,,,,,,,,,1.426425,,,,,,,,,,,,,,2f317b70-5459-41e3-99b6-786704b25907,118,,"[73.2, 8.2]",3878556,2,,,,2.7262535,,Left Foot,,,,"[57.1, 15.3]",,Ground Pass,,17.596022,,,,Facundo Sebastián Roncaglia,6830.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,5,Fiorentina,239,['2c90e8c5-5ece-4c3e-ab7e-e799d9457cf6'],9,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:09.916,Pass,
,,,,,,,,,,,,,,1.325228,,,,,,,,,,,,,,f126ecda-bb88-4549-a051-f567dd36a571,121,,"[73.1, 9.2]",3878556,2,,,,2.753489,,Left Foot,,,,"[55.0, 16.6]",,Ground Pass,,19.554283,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Left Center Back,5,Fiorentina,239,"['1af5b8f7-14eb-4cfd-9606-6a5c6d67528f', 'b45bb625-8981-445a-80f9-6bba2bdae19d']",10,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:10.017,Pass,True
,,,,,,,,,,,,,,1.629883,,,,,,,,,,,,,,48302407-624f-4902-bb8d-65a556ced1a5,124,,"[51.9, 19.7]",3878556,2,,,,1.8744682,,Right Foot,,,,"[45.1, 41.4]",,Ground Pass,,22.740492,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,5,Fiorentina,239,['44cc7ca7-2fa1-4ef8-96ce-656e298c3841'],12,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:12.904,Pass,
,,,,,,,,,,,,,,1.161384,,,,,,,,,,,,,,b300d6c6-9789-47bc-90e5-7fdfccf083ec,127,,"[60.5, 42.8]",3878556,2,,,,-1.1015308,,Right Foot,,,,"[67.7, 28.6]",,Ground Pass,,15.921055,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Center Back,5,Fiorentina,239,['32f6bfd7-66d0-4a08-ae87-d35d351e4873'],17,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:17.639,Pass,
