50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a5130f2f-6ab2-4eef-a7bd-489517360321,1,,,3878556,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 3125, 'name': 'Danilo Fernando Avelar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 26}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d6b258b3-e16e-4e4d-8ea3-f222e0f7a80d,2,,,3878556,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 25303, 'name': 'Gilberto Moraes Junior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 26192, 'name': 'Matías Ariel Fernández Fernández'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e372f0de-5aa4-4f7e-a2e7-ea4127e1bbd4,3,,,3878556,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['719206f4-0c69-453c-9938-1104a5d0a45e'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,719206f4-0c69-453c-9938-1104a5d0a45e,4,,,3878556,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['e372f0de-5aa4-4f7e-a2e7-ea4127e1bbd4'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8fa53b6a-2451-481b-9aad-9fdd7c669633,1772,,,3878556,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,78,Torino,241,['da58550a-2e37-4b86-a7fd-7824fc40baae'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,da58550a-2e37-4b86-a7fd-7824fc40baae,1773,,,3878556,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,78,Torino,241,['8fa53b6a-2451-481b-9aad-9fdd7c669633'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.378132,,,,,,,,,,,,,,26a319a7-8a54-4eae-8b8d-b94bbe77a3c9,5,,"[60.0, 40.0]",3878556,0,,,,-2.0344439,,Left Foot,,,,"[59.6, 39.2]",,Ground Pass,,0.8944272,,,,Fabio Quagliarella,7011.0,,,,,Kick Off,1,From Kick Off,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,2,Torino,241,['daccb69e-b8ab-4a4e-94bb-ab0bb2adbce8'],1,,,,,,,,,,,,,,,,,Torino,241,00:00:01.041,Pass,
,,,,,,,,,,,,,,1.273401,,,,,,,,,,,,,,0a75cb50-541a-4fea-9d27-e00611104b93,8,,"[59.6, 39.9]",3878556,0,,,,-2.9810154,,Right Foot,,,,"[45.4, 37.6]",,Ground Pass,,14.385061,,,,Giuseppe Vives,40430.0,,,,,,1,From Kick Off,Fabio Quagliarella,7011.0,Right Center Forward,2,Torino,241,['ab346ec4-5327-4422-8d38-2b32af49337c'],1,,,,,,,,,,,,,,,,,Torino,241,00:00:01.459,Pass,
,,,,,,,,,,,,,,2.237121,,,,,,,,,,,,,,fe3927d7-8b81-4e3d-97c5-94888944d63a,11,,"[40.1, 38.9]",3878556,0,,,,2.046655,,Right Foot,,,,"[25.0, 68.2]",,Ground Pass,,32.9621,,,,Nikola Maksimović,16202.0,,,,,,1,From Kick Off,Giuseppe Vives,40430.0,Center Defensive Midfield,2,Torino,241,['10838cfa-fa5d-49b4-a973-7cdc72fe6c06'],4,,,,,,,,,,,,,,,,,Torino,241,00:00:04.207,Pass,
,,,,,,,,,,,,,,3.58242,,,,,,,,,,,,,,2a10f481-afea-46be-a9bf-f8a23779e44f,14,,"[28.4, 72.2]",3878556,0,,,,-0.28514,,Right Foot,,,,"[99.7, 51.3]",,High Pass,,74.300064,,,,Josef Alexander Martínez Mencia,12619.0,,,,,,1,From Kick Off,Nikola Maksimović,16202.0,Right Center Back,2,Torino,241,['4bcca2e3-e6ae-4a90-b1b1-a6ea600ed28b'],8,,,,,,,,,,,,,,,,,Torino,241,00:00:08.455,Pass,
,,,,,,,,,,,,,,0.690459,,,,,,,,,,,,,,5407a607-ca4a-4c38-952e-1840bd9c1a57,17,,"[105.7, 56.4]",3878556,0,,,,3.131789,6a0741a9-8324-48ad-9647-04a342bd9e39,Left Foot,,,,"[95.5, 56.5]",,Ground Pass,,10.20049,,,,Marco Benassi,7149.0,True,,,,,1,From Kick Off,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,2,Torino,241,['d923399f-bcf9-4c73-8c92-371405502b56'],14,,,,,,,,,,,,,,,,,Torino,241,00:00:14.022,Pass,
,,,,,,,,,,,,,,2.88997,,,,,,,,,,,,,,48b93232-2878-4a07-a131-e28d5e50f55d,23,,"[24.9, 51.9]",3878556,0,,,,-0.4093834,,Right Foot,,,,"[83.9, 26.3]",,High Pass,,64.31454,,Incomplete,,Nikola Kalinić,7033.0,,,,,Recovery,1,From Kick Off,Borja Valero Iglesias,6997.0,Right Defensive Midfield,2,Torino,241,"['096c59dd-2d6d-4b59-9c96-8c688ef38e22', '46002546-2cd4-42d7-a2d1-cde178f37266']",18,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:18.600,Pass,
,,,,,,,,,,,,,,2.123419,,,,,,,,,,,,,,46002546-2cd4-42d7-a2d1-cde178f37266,25,,"[36.2, 53.8]",3878556,0,,,,3.1415927,,Head,,,,"[35.7, 53.8]",,High Pass,,0.5,,,,Giuseppe Vives,40430.0,,,,,Recovery,1,From Kick Off,Kamil Glik,3034.0,Center Back,2,Torino,241,"['48b93232-2878-4a07-a131-e28d5e50f55d', 'd21997b7-e473-4ac0-a850-3d48a8245465']",21,,,,,,,,,,,,,,,,,Torino,241,00:00:21.490,Pass,
,,,,,,,,,,,,,,0.898531,,,,,,,,,,,,,,a51d5cca-4e81-4921-95a8-7b012c4dfea1,36,,"[44.6, 57.2]",3878556,0,,,,-1.7140393,,Left Foot,,,,"[43.1, 46.8]",,Ground Pass,,10.507616,,,,Giuseppe Vives,40430.0,,,,,,1,From Kick Off,Bruno da Silva Peres,6965.0,Right Wing Back,2,Torino,241,['607a3641-b797-46b5-b6e8-3a86c33e376a'],28,,,,,,,,,,,,,,,,,Torino,241,00:00:28.386,Pass,
,,,,,,,,,,,,,,3.817368,,,,,,,,,,,,,,c73caf21-0cfa-4912-adeb-ccd06bff61e3,39,,"[45.1, 41.2]",3878556,0,,,,0.12784645,,Right Foot,,,,"[105.0, 48.9]",,High Pass,,60.39288,,Incomplete,,Josef Alexander Martínez Mencia,12619.0,,,,,,1,From Kick Off,Giuseppe Vives,40430.0,Center Defensive Midfield,2,Torino,241,"['30497060-6e55-40af-a9d0-168ee4e25b05', '7d427251-6785-4226-9338-e67e206fb3b1']",30,,,,,,,,,,,,,,,,,Torino,241,00:00:30.387,Pass,
,,,,,,,,,,,,,,1.475515,,,,,,,,,,,,,,e2f51649-d9c6-4df2-92d7-e36de2af9c18,43,,"[15.5, 30.5]",3878556,0,,,,-0.79057944,,Keeper Arm,,,,"[25.1, 20.8]",,Ground Pass,,13.647344,,,,Facundo Sebastián Roncaglia,6830.0,,,,,,1,Regular Play,Anton Ciprian Tătărușanu,3112.0,Goalkeeper,3,Fiorentina,239,['e19f1910-ca75-484e-b7d2-7e0f5fc613a2'],35,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:35.126,Pass,
,,,,,,,,,,,,,,1.507091,,,,,,,,,,,,,,41154650-298f-42e8-9172-e76d0afb6c22,46,,"[31.5, 12.1]",3878556,0,,,,-0.7724119,,Right Foot,,,,"[39.3, 4.5]",,Ground Pass,,10.890363,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Left Center Back,3,Fiorentina,239,['eebc88a8-9dc8-46f4-b11b-8fb802d8cfb1'],37,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:37.912,Pass,
,,,,,,,,,,,,,,1.1067,,,,,,,,,,,,,,a03a0040-91e7-4239-9aca-cf0f840ead0e,49,,"[41.7, 4.7]",3878556,0,,,,1.8058085,,Left Foot,,,,"[38.3, 18.9]",,Ground Pass,,14.60137,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Marcos Alonso Mendoza,3964.0,Left Wing Back,3,Fiorentina,239,['2af6e355-224e-4119-9881-0faf7d66b5dc'],41,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:41.240,Pass,
,,,,,,,,,,,,,,2.599641,,,,,,,,,,,,,,6646d54a-5e0a-4bfa-a06a-796df3898338,52,,"[38.3, 18.9]",3878556,0,,,,1.5089285,,Right Foot,,,,"[41.1, 64.1]",,Ground Pass,,45.286644,,,,Nenad Tomović,7056.0,,True,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,3,Fiorentina,239,['76904d4c-0967-494e-8de9-3849286a12eb'],43,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:43.919,Pass,
,,,,,,,,,,,,,,1.396184,,,,,,,,,,,,,,b1cd0927-4b49-41ca-9f98-39f16ecf2cee,55,,"[51.3, 53.2]",3878556,0,,,,-2.4805496,,Right Foot,,,,"[39.6, 44.1]",,Ground Pass,,14.822281,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,3,Fiorentina,239,['a2c3562d-d88d-49b4-bfbb-bb8287034f90'],48,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:48.465,Pass,
,,,,,,,,,,,,,,1.378489,,,,,,,,,,,,,,8e754373-f549-4912-bad5-42d6f0fde791,58,,"[39.6, 44.1]",3878556,0,,,,-1.1883098,,Right Foot,,,,"[46.6, 26.7]",,Ground Pass,,18.755266,,,,Facundo Sebastián Roncaglia,6830.0,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Center Back,3,Fiorentina,239,['992ccc44-3ab6-4f0b-8dea-94a337c5df8a'],50,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:50.767,Pass,
,,,,,,,,,,,,,,1.272448,,,,,,,,,,,,,,389545e4-6290-4a1f-be45-29f69aa1b308,61,,"[63.4, 16.3]",3878556,0,,,,-0.64018255,,Right Foot,,,,"[77.9, 5.5]",,Ground Pass,,18.0801,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Left Center Back,3,Fiorentina,239,['8f0e40c0-d4ad-4e72-9cbf-1782b182ea70'],54,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:54.438,Pass,
,,,,,,,,,,,,,,1.576069,,,,,,,,,,,,,,c55758c8-017d-49da-ae9c-8f7f6e6a0b19,65,,"[76.3, 5.0]",3878556,0,,,,0.81070924,,Left Foot,,,,"[91.7, 21.2]",,High Pass,,22.351734,,Incomplete,,Nikola Kalinić,7033.0,,,,,,1,Regular Play,Marcos Alonso Mendoza,3964.0,Left Wing Back,3,Fiorentina,239,"['924b6216-14f6-4b74-abf1-f705bcbe7f7a', 'e4f5cf8a-2f80-4f8c-a13d-5145984357fb']",55,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:55.789,Pass,
